id_rire,types,specific,generic,designation_date,history,history_source,former_name,borough_codes,borough_names,title,topic_codes,topic_names
"","banque","Graddon, Mary","-","","(décédée en 1860)<br><br>Fille d&#8217;un marchand prospère née à Québec, Mary Graddon est connue comme la première femme éditrice et propriétaire d&#8217;un journal au pays. En 1932, un peu plus de deux ans après son mariage, elle commence la publication du Montreal Museum, un mensuel destiné aux femmes, inspiré du périodique londonien Ladies&#8217; Museum. D&#8217;abord coédité avec le concours d&#8217;Elizabeth Tracey, le Montreal Museum traite essentiellement d&#8217;art et de littérature, mais aussi ponctuellement du rôle des femmes en société. Publié de décembre 1832 à mars 1834, le périodique diffuse des textes originaux anglais, mais aussi les traductions par Mary Graddon de textes français provenant d&#8217;Europe. Graddon vise, par ce périodique, à mettre de l&#8217;avant la littérature féminine. Quelques années plus tard, l&#8217;influence de Graddon se fait toujours sentir à Montréal : Le Populaire, un journal édité par son mari durant les années de la Rébellion des Patriotes, accueille en effet des textes littéraires écrits par des femmes plus que tout autres journaux canadiens-français de l&#8217;époque.<br><br>SOURCES. &#8212; [Anonyme], Le Canadien, vol. 3, no 3, 13 mai 1833, p. 2, col. 4. &#8212; BIBLIOTHÈQUE ET ARCHIVES NATIONALES DU QUÉBEC, Sépultures non catholiques de la région de Montréal, 1767-1899, Centre d&#8217;archives de Montréal, CE601,S126, folio 11v. &#8212; CARRIER, Anne, « Mary Graddon Gosselin &#8211; Fondatrice d&#8217;un journal bas-canadien destiné aux femmes », DARSIGNY, Maryse et autres, Ces femmes qui ont bâti Montréal, Montréal, Éditions du Remue-ménage, 1994, p. 79-80. &#8212; FLEMING, Patricia Lockhart, Gilles GALLICHAN et Yvan LAMONDE (éd.), Histoire du livre et de l&#8217;imprimé au Canada, vol. 1, « Des débuts à 1840 », 570 p. &#8212; GERSON, Carole, Canadian Women in Print, 1750&#8211;1918, Waterloo, Wilfrid Laurier University Press, 2010, 79 p. &#8212; ROY, Julie, « Apprivoiser l&#8217;espace public. Les premières voix féminines dans la presse québécoise », dans BRUN, Josette (dir.), Interrelations femmes-médias dans l&#8217;Amérique française, Québec, Presses de l&#8217;Université Laval, 2009, p. 76-77. &#8212; Laurence, Gérard, « Gosselin, Léon », Dictionnaire biographique du Canada, tome 7, « De 1836 à 1850 », Québec, Université Laval, 1988. &#8212; LEMIRE, Maurice (dir.), La vie littéraire au Québec, vol. 2, « 1806-1839 : le projet national des Canadiens », Sainte-Foy, Presses de l&#8217;Université Laval, 1992, 587 p. &#8212; MACDONALD, Mary Lu, Literature and Society in the Canadas, 1817-1850, Lewiston, Edwin Mellen Press, 1992, 360 p. &#8212; POTVIN, Claudine et Janice RAE WILLIAMSON (éd.), Women&#8217;s writing and the literary institution : proceedings of a conference, Edmonton, The Institute, 1992, 235 p. &#8212; ROY, Julie, Stratégies épistolaires et écritures féminines. Les Canadiennes à la conquête des lettres (1639-1839), Thèse de doctorat, Université du Québec à Montréal, 2003, 869 p.","Compilé par Gabriel Martin, 2016","","","","Marie Graddon","83","Banque Toponym'Elles"
"","banque","Greenup, Anna","-","","En 1902, dans le quartier Saint-Henri à Montréal, Anna Greenup, une immigrante d&#8217;origine américaine, préside la première organisation de femmes noires du Québec, le Colored Women&#8217;s Club. Ce groupe de femmes noires se fixe pour objectif de lutter contre l&#8217;exclusion et la pauvreté au sein de sa communauté; il contribue notamment à l&#8217;intégration sociale des nouveaux arrivants de la communauté noire, en les aidant à se vêtir, à se loger et à se trouver des emplois. Au fil du temps, le groupe en vient à aussi aider les personnes des autres communautés, y compris les personnes blanches. Depuis 1997, le Prix Anne-Greenup, un prix québécois de la citoyenneté, est annuellement attribué à une personne s&#8217;étant illustrée dans la lutte contre le racisme et toute autre forme de discrimination. Probablement retournée vivre aux États-Unis lorsqu&#8217;elle était plus âgée, Greenup, dont on ne connait actuellement ni la date de naissance et ni la date de décès, n&#8217;en laisse pas moins une empreinte indéniable sur Montréal.<br><br>SOURCES. &#8212; [Anonyme], « En bref : L&#8217;apport des Noirs dans la société d&#8217;ici », La Presse, Montréal, 1er février 1998, p. B10. &#8212; DESJARDINS, Marie-Paule, Dictionnaire biographique des femmes célèbres et remarquables de notre histoire, Guérin, 2007, p. 209. &#8212; BESSIÈRE, Arnaud, La contribution des Noirs au Québec : quatre siècles d&#8217;une histoire partagée, Les Publications du Québec, 2012, p. 85. &#8212; MONTPETIT, Caroline, « Anne Greenup : Hommage à une femme noire engagée », Le Devoir, Montréal, 27 février 1998, p. A3.","Compilé par Gabriel Martin, 2016","","","","Anna Greenup","83","Banque Toponym'Elles"
"","banque","Iroquoises, les","-","","Les Iroquoises de la bourgade d&#8217;Hochelaga sont les premières habitantes de Montréal; le traité de la Grande Paix de Montréal, ratifié en 1701, a mis fin aux guerres entre les Blancs et les Iroquois.","Compilé par Gabriel Martin, 2016","","","","Les Iroquoises","83","Banque Toponym'Elles"
"","banque","Jacobs, Jane","-","","(1916-2006)  Figure importante de l&#8217;urbanisme, elle se porte, tout au long de sa carrière, à la défense de zones urbaines conviviales, faites à échelle humaine; de même, elle se positionne contre l&#8217;étalement urbain et la déshumanisation qu&#8217;il entraine. Anglophone vivant à Toronto, elle prône l&#8217;indépendance d&#8217;un Québec dans lequel Montréal jouerait le rôle de métropole du pays.","Compilé par Gabriel Martin, 2016","","","","Jane Jacobs","83","Banque Toponym'Elles"
"","banque","Jacobson Low-Beer, Edith","-","","(1916-2009)  Cette Montréalaise est cofondatrice de la fondation EJLB (qui porte ses initiales), fondation contribuant à la recherche en santé mentale. Elle est nommée officière de l&#8217;Ordre national du Québec en 2007.","Compilé par Gabriel Martin, 2016","","","","Edith Jacobson Low-Beer","83","Banque Toponym'Elles"
"","banque","Jacquelin, Françoise-Marie","-","","(1621-1645)  Pour certains auteurs, cette Acadienne représente une héroïne, en raison du rôle qu&#8217;elle a joué dans la défense d&#8217;un fort, en 1645.","Compilé par Gabriel Martin, 2016","","","","Françoise-Marie Jacquelin","83","Banque Toponym'Elles"
"","banque","James, Etta","-","","(1938-2012)  Célèbre chanteuse états-unienne.","Compilé par Gabriel Martin, 2016","","","","Etta James","83","Banque Toponym'Elles"
"","banque","Johnson, Pauline","-","","(1861-1913)  Cette poète anglaise et mohawk s&#8217;est fait connaitre comme chantre de la culture amérindienne au Canada.","Compilé par Gabriel Martin, 2016","","","","Pauline Johnson","83","Banque Toponym'Elles"
"","banque","Jolis, Chantal","-","","(1947-2012)  Animatrice radiophonique et télévisuelle reconnue, ayant notamment coanimé, avec René Homier-Roy, l&#8217;émission « À première vue ».","Compilé par Gabriel Martin, 2016","","","","Chantal Jolis","83","Banque Toponym'Elles"
"","banque","Joplin, Janis","-","","(1943-1970)  Chanteuse états-unienne emblématique du rock psychédélique des années 1960.","Compilé par Gabriel Martin, 2016","","","","Janis Joplin","83","Banque Toponym'Elles"
"","banque","Jorgensen, Christine","-","","(1926-1989)  En 1952, cette États-Unienne devient l&#8217;une des premières femmes transsexuelles à être largement médiatisée.","Compilé par Gabriel Martin, 2016","","","","Christine Jorgensen","83","Banque Toponym'Elles"
"","banque","Joybert de Soulanges, Louise-Élisabeth de ","-","","(1673-1740)  En 1678, elle s&#8217;installe à Québec avec ses enfants. En 1690, elle devient l&#8217;épouse du futur gouverneur de la Nouvelle-France, rôle qui viendra à lui offrir une position d&#8217;influence. En 1709, elle repart en France, afin de tirer de nombreuses ficelles à Versailles. En 1721, elle revient dans la colonie où elle est reconnue comme une personne importante et puissante. En 1725, elle retourne en France définitivement. L&#8217;un de ses fils sera gouverneur de Montréal de 1757 à 1760.","Compilé par Gabriel Martin, 2016","","","","Louise-Élisabeth de Joybert de Soulanges","83","Banque Toponym'Elles"
"","banque","Katz, Clarice","-","","(1929-2015)  Chanteuse d&#8217;opéra de grande renommée née à Montréal.","Compilé par Gabriel Martin, 2016","","","","Clarice Katz","83","Banque Toponym'Elles"
"","banque","Kayler, Françoise","-","","(1929-2010)  Critique gastronomique fort renommée, elle a donné son nom à la bourse de la Fondation de l&#8217;Institut de Tourisme et d&#8217;Hôtellerie du Québec (ITHQ).","Compilé par Gabriel Martin, 2016","","","","Françoise Kayler","83","Banque Toponym'Elles"
"","banque","Grenier, Cécile","-","","(née en 1907, décédée en 2003)<br><br>La Montréalaise Cécile Grenier mérite sans l&#8217;ombre d&#8217;un doute le titre de grande pionnière de l&#8217;éducation physique féminine au Québec. Commençant sa carrière comme enseignante à la Commission des écoles catholiques de Montréal (CECM) en 1927, elle s&#8217;y démarque par l&#8217;expertise qu&#8217;elle développe dans le domaine de la gymnastique. Reconnue pour son travail au sein de la commission scolaire, elle se fait confier la mise en place de nombreux programmes d&#8217;éducation physique féminine au sein Département de l&#8217;Instruction publique du Québec, l&#8217;ancêtre du ministère de l&#8217;Éducation. En 1937, elle fonde l&#8217;Institut d&#8217;éducation physique féminine, dont la devise, « Initiative, enthousiasme et persévérance », guide les enseignants qui y sont formés. En 1942, Cécile Grenier conçoit une chorégraphie marquante réunissant des milliers de fillettes, lors d&#8217;une célébration du tricentenaire de Montréal. La même année, elle contribue en outre à la consolidation du mouvement otéjiste de la métropole, un projet de loisirs sportifs pour la jeunesse fondé en 1927. Elle devient, plus tard, professeure au Conservatoire d&#8217;art dramatique et à l&#8217;Université de Montréal. Elle demeure ensuite active dans son domaine, qu&#8217;elle marque profondément, durant de nombreuses années.<br><br>SOURCES. &#8212; BIENVENUE, Louise, Quand la jeunesse entre en scène : l&#8217;action catholique avant la Révolution tranquille, Montréal, Boréal, 2003, p. 34-36. &#8212; DETELLIER, Élise, Mises au jeu. Les sports féminins à Montréal, 1919-1961, Montréal, Éditions du remue-ménage, 2015, p. 89-106 &#8212; GRENIER, Monik, « Cécile Grenier (née en 1907) &#8211; L&#8217;institut d&#8217;éducation physique : &#8220;Initiative, enthousiasme et persévérance&#8221; » dans DARSIGNY, Maryse et autres, Ces femmes qui ont bâti Montréal, Montréal, Éditions du Remue-ménage, 1994, p. 269-271. &#8212; MARTIN, Gabriel, Dictionnaire des onomastismes québécois : les mots issus de nos noms propres, Sherbrooke, Éditions du Fleurdelysé, coll. « Renardeau arctique », no 1,¿ 2013, p. 111 &#8212; SERVICE DES ARCHIVES ET DE GESTION DES DOCUMENTS DE L&#8217;UQAM, « GRENIER, Cécile-G. (1907-2003) », Janson, Gilles (dir.), Dictionnaire des grands oubliés du sport au Québec, 1850-1950, Québec, Septentrion, 2013, p. 212-213.","Compilé par Gabriel Martin, 2016","","","","Cécile Grenier","83","Banque Toponym'Elles"
"","banque","Keller, Helen","-","","(1880-1968)  Auteure sourde, muette et aveugle ayant milité pour le droit de vote des femmes et pour les droits des ouvriers.","Compilé par Gabriel Martin, 2016","","","","Helen Keller","83","Banque Toponym'Elles"
"","banque","Kelly, Grace","-","","(1929-1982)  Actrice états-unienne internationalement reconnue à partir des années 1950, elle devient princesse de Monaco en 1956, fonction qui lui permettra de s&#8217;engager dans des causes humanitaires. En 2013, elle fait l&#8217;objet d&#8217;une exposition au Musée McCord de Montréal qui rappelle, entre autres choses, sa visite marquante à l&#8217;Expo 67.","Compilé par Gabriel Martin, 2016","","","","Grace Kelly","83","Banque Toponym'Elles"
"","banque","Kendergi, Maryvonne","-","","(1915-2011)  Commentatrice d&#8217;émissions musicales à Radio-Canada réputée, cette femme engagée dans des causes humanitaires et pacifistes est nommée chevalière de l&#8217;Ordre national du Québec en 1985.","Compilé par Gabriel Martin, 2016","","","","Maryvonne Kendergi","83","Banque Toponym'Elles"
"","banque","Kolber, Sandra","-","","(1934-2001)  Cinéaste, elle finance de nombreux projets, notamment dans le domaine de la culture, au sein de la communauté juive de Montréal. Elle est nommée membre de l&#8217;Ordre du Canada en 1993.","Compilé par Gabriel Martin, 2016","","","","Sandra Kolber","83","Banque Toponym'Elles"
"","banque","Kollontaï, Alexandra","-","","(1872-1952)  Révolutionnaire russe, elle fut la première femme diplomate de l&#8217;histoire contemporaine. On lui doit nombre d&#8217;ouvrages, dont les « Fondements sociaux de la condition féminine » (1909).","Compilé par Gabriel Martin, 2016","","","","Alexandra Kollontaï","83","Banque Toponym'Elles"
"","banque","La France, Micheline","-","","(1944-2014)  Écrivaine née à Rosemont, connue comme romancière, poète et nouvelliste, qui s&#8217;est notamment illustrée avec son livre « Le Don d&#8217;Auguste » (2000).","Compilé par Gabriel Martin, 2016","","","","Micheline La France","83","Banque Toponym'Elles"
"","banque","La Palme-Issaurel, Béatrice","-","","(1878-1921)  Cantatrice active à Montréal, fort renommée à son époque.","Compilé par Gabriel Martin, 2016","","","","Béatrice La Palme Issaurel","83","Banque Toponym'Elles"
"","banque","Labelle, Ida","-","","(1848-1910)  Fondatrice d&#8217;une école de jeunes filles de Montréal, puis directrice de l&#8217;Académie Sainte-Marie &#8212; l&#8217;une des meilleures écoles montréalaises &#8212; elle se positionne comme une défenseure de l&#8217;éducation supérieure des filles.","Compilé par Gabriel Martin, 2016","","","","Ida Labelle","83","Banque Toponym'Elles"
"","banque","Laberge-Colas, Réjane","-","","(1923-2009)  Née à Montréal, elle est la première femme juge nommée à une Cour supérieure au Canada et la première présidente de la Fédération des femmes du Québec.","Compilé par Gabriel Martin, 2016","","","","Réjane Laberge-Colas","83","Banque Toponym'Elles"
"","banque","Lacorne, Marie-Marguerite","-","","(1775-1845)  Femme lettrée née à Montréal et impliquée dans la vie mondaine de la métropole, cette proche amie de Julie Bruneau-Papineau, invite fréquemment les citoyens les plus influents de la ville pour discuter de politiques avec eux. On apprend notamment à la connaitre à travers les lettres qu&#8217;elle a échangées avec son mari, le maire montréalais Jacques Viger, qui a retranscrit une partie de leurs correspondances dans son manuscrit « Ma Saberdache ».","Compilé par Gabriel Martin, 2016","","","","Marie-Marguerite Lacorne","83","Banque Toponym'Elles"
"","banque","Lafond, Andréanne","-","","(1919-2012)  Figure de la radio et de la télévision québécoise, cette Montréalaise d&#8217;origine lyonnaise reconnue coanime notamment l&#8217;émission radiophonique « La vie quotidienne » de 1976 à 1983. Dans les années 1950, elle cofond, avec Solange Chaput-Rolland, le magazine montréalais Points de vue. Elle a reçu le Prix des communications du Québec (1983) et le prix Olivar-Asselin (1989).","Compilé par Gabriel Martin, 2016","","","","Andréanne Lafond","83","Banque Toponym'Elles"
"","banque","Innues, les","-","","Les Innus forment, à l&#8217;instar des Cris et les Mohawks, l&#8217;une des nations amérindiennes les plus populeuses du Québec. Traditionnellement appelés Montagnais par les francophones blancs, ces Amérindiens sont aujourd&#8217;hui usuellement désignés sous le nom d&#8217;Innus, par les Innus francophones eux-mêmes, mais aussi par la plupart des linguistes, ethnologues et autres spécialistes des cultures amérindiennes. La forme Innues représente la flexion au féminin pluriel du nom en français, graphie conforme aux recommandations de l&#8217;Office québécois de la langue française. Il existe au Québec de nombreuses rues des Montagnais et une rue de la Montagnaise, mais aucun autre toponyme ne reprend encore le nom d&#8217;origine amérindienne. On notera que, si les termes Innu et Inuit sont des paronymes, c&#8217;est-à-dire des mots de prononciations similaires, ils ne doivent pas être confondus l&#8217;un avec l&#8217;autre, puisqu&#8217;ils désignent deux nations autochtones bien distinctes l&#8217;une de l&#8217;autre.<br><br>SOURCES. &#8212; COMMISSION DE TOPONYMIE DU QUÉBEC, Banque de noms de lieux du Québec, 2016 (http://www.toponymie.gouv.qc.ca). &#8212; OFFICE QUÉBÉCOIS DE LA LANGUE FRANÇAISE, Grand dictionnaire terminologique, 2011 (http://gdt.oqlf.gouv.qc.ca/ficheOqlf.aspx?Id_Fiche=1298914).","Compilé par Gabriel Martin, 2016","","","","Les Innues","83","Banque Toponym'Elles"
