NUMEROTATION,TYPE_DE_SOINS,REGION,MUNICIPALITE,NOMBRE_DE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
694,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98806 NATASHQUAN",93,666,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
695,"Soins physiques et psychiatriques de courte durée","Côte-Nord","98808 MINGAN",127,577,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
696,"Soins physiques et psychiatriques de courte durée","Côte-Nord","99065 KAWAWACHIKAMACH",6,49,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
697,"Soins physiques et psychiatriques de courte durée","Côte-Nord","AUTRES",1,3,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
698,"Soins physiques et psychiatriques de courte durée","TOTAL Côte-Nord"," ",12231,95581,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
699,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99005 LEBEL-SUR-QUEVILLON",368,2261,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
700,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99015 MATAGAMI",216,816,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
701,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99020 CHAPAIS",203,1060,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
702,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99025 CHIBOUGAMAU",840,4840,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
703,"Soins physiques et psychiatriques de courte durée","Nord-du-Québec","99060 GOUVERNEMENT REGIONAL D'EEYOU ISTCHEE BAIE-JAMES",136,690,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
704,"Soins physiques et psychiatriques de courte durée","TOTAL Nord-du-Québec"," ",1763,9667,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
705,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","01023 LES ILES-DE-LA-MADELEINE",1827,13061,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
706,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","01042 GROSSE-ILE",83,328,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
707,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02005 PERCE",455,3406,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
708,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02010 SAINTE-THERESE-DE-GASPE",186,1309,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
709,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02015 GRANDE-RIVIERE",577,3771,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
710,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02028 CHANDLER",1343,9067,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
711,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","02047 PORT-DANIEL--GASCONS",406,2498,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
712,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03005 GASPE",2039,13047,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
713,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03010 CLORIDORME",92,533,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
714,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03015 PETITE-VALLEE",15,77,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
715,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03020 GRANDE-VALLEE",133,759,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
716,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","03025 MURDOCHVILLE",98,653,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
717,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04005 SAINTE-MADELEINE-DE-LA-RIVIERE-MADELEINE",78,316,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
718,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04010 SAINT-MAXIME-DU-MONT-LOUIS",259,1651,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
719,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04015 MONT-SAINT-PIERRE",18,147,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
720,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04020 RIVIERE-A-CLAUDE",21,131,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
721,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04025 MARSOUI",31,249,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
722,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04030 LA MARTRE",21,130,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
723,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04037 SAINTE-ANNE-DES-MONTS",1091,6666,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
724,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","04047 CAP-CHAT",428,2883,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
725,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05010 SHIGAWAKE",48,311,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
726,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05015 SAINT-GODEFROI",53,270,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
727,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05020 HOPE TOWN",26,190,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
728,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05025 HOPE",84,605,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
729,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05032 PASPEBIAC",422,2421,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
730,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05040 NEW CARLISLE",198,1476,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
731,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05045 BONAVENTURE",359,2586,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
732,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05050 SAINT-ELZEAR",44,219,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
733,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05055 SAINT-SIMEON",152,1081,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
734,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05060 CAPLAN",335,1788,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
735,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05065 SAINT-ALPHONSE",81,369,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
736,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05070 NEW RICHMOND",658,4497,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
737,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","05077 CASCAPEDIA--SAINT-JULES",100,479,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
738,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06005 MARIA",421,3800,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
739,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06013 CARLETON-SUR-MER",514,2959,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
740,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06020 NOUVELLE",258,1570,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
741,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06025 ESCUMINAC",44,211,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
742,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06030 POINTE-A-LA-CROIX",113,1065,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
743,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06035 RISTIGOUCHE-PARTIE-SUD-EST",7,33,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
744,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06040 SAINT-ANDRE-DE-RESTIGOUCHE",7,34,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
745,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06045 MATAPEDIA",51,312,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
746,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06050 SAINT-ALEXIS-DE-MATAPEDIA",39,325,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
747,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06055 SAINT-FRANCOIS-D'ASSISE",53,371,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
748,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06060 L'ASCENSION-DE-PATAPEDIA",6,41,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
749,"Soins physiques et psychiatriques de courte durée","Gaspésie-Îles-de-la-Madeleine","06802 GESGAPEGIAG",130,717,"Titre du rapport « S03 - Nombre de départs et jours d'hospitalisation selon le lieu de résidence des usagers »","Entre 2018/04/01 et 2019/03/31", 2019-09-05
