NUMEROTATION,TYPE DE SOINS,REGION,MUNICIPALITE,NOMBRE_DEPARTS,JOURS_HOSPIT_TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION 
812,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,26063,267,1734,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
813,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,26070,486,2752,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
814,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27008,273,1455,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
815,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27015,30,187,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
816,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27028,731,4923,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
817,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27035,135,757,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
818,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27043,578,3679,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
819,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27050,10,18,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
820,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27055,68,299,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
821,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27060,138,781,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
822,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27065,97,529,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
823,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,27070,23,151,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
824,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28005,158,925,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
825,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28015,87,443,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
826,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28020,405,2418,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
827,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28025,101,608,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
828,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28030,66,361,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
829,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28035,28,265,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
830,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28040,42,237,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
831,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28045,172,1124,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
832,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28053,498,3354,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
833,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28060,60,433,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
834,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28065,44,284,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
835,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28070,85,451,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
836,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,28075,83,710,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
837,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29005,65,239,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
838,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29013,302,1668,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
839,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29020,16,70,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
840,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29025,46,348,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
841,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29030,232,1299,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
842,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29038,177,935,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
843,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29045,312,1483,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
844,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29050,81,326,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
845,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29057,349,1819,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
846,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29065,57,270,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
847,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29073,3761,23752,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
848,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29095,5,13,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
849,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29100,212,1147,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
850,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29112,271,1560,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
851,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29120,196,1129,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
852,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,29125,44,174,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
853,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31008,80,391,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
854,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31015,42,199,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
855,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31020,307,1466,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
856,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31025,22,126,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
857,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31030,27,118,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
858,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31035,28,106,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
859,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31040,70,287,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
860,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31045,185,748,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
861,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31050,36,249,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
862,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31056,313,1740,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
863,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31060,79,467,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
864,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31084,3584,20758,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
865,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31095,42,138,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
866,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31100,31,176,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
867,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31105,32,186,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
868,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31122,311,1809,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
869,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31130,13,28,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
870,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31135,98,491,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
871,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,31140,82,355,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
872,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,33007,86,446,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
873,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,33017,112,647,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
874,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,33025,89,475,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
875,Soins physiques et psychiatriques de courte durée,Chaudière-Appalaches,33030,101,579,S03 - Nombre de départs et jours d’hospitalisation selon le lieu de résidence des usagers ,Entre 2016-04-01 et 2017-03-31, 12 décembre 2017
