PERIODE,CODE  MO,CODE  MO_RESP,MO_RESPONSABLE,MO,CATEGORIE_EMPLOI,STATUT,APLE,NB_INDIVIDUS,NB_INDIVIDUS_120,APA_ABS_120,COUTS_120,NB_INDIVIDUS_246,APA_ABS_246,COUTS_246,NB_INDIVIDUS_248,APA_ABS_248,COUTS_248,NB_INDIVIDUS_270,APA_ABS_270,NB_INDIVIDUS_249,APA_ABS_249,NB_INDIVIDUS_272,APA_ABS_272,NB_INDIVIDUS_077,APA_ABS_077 
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"2,8631",3,3,"0,0748","2528,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"6,4009",8,7,"0,189","6558,17",0,0,0,0,0,0,1,"0,0038",0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"4,0014",4,4,"0,1417","5548,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"1,0003",1,1,"0,0249","1235,56",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"1,3414",2,2,"0,0639","2638,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Régulier,"3,9518",5,5,"0,1337","5750,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Régulier,"7,0023",7,7,"0,2524","11356,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Régulier,"7,187",9,7,"0,3073","15310,44",0,0,0,0,0,0,1,"0,0006",0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Régulier,"5,1016",6,5,"0,8503","39593,7",2,"0,5506","17005,64",0,0,0,1,"0,0124",0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"3,76",4,3,"0,0746","2949,91",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"0,9352",1,1,"0,0345","1366,61",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"0,9353",1,1,"0,0038","171,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Occasionnel,"0,1342",1,0,0,0,1,"0,1342","3727,44",0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Régulier,"5,0018",5,5,"0,1332","5657,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Régulier,"6,067",7,6,"0,2087","9911,26",1,"0,1418","4543,83",1,"0,1265","3035,62",2,"0,066",1,"0,7512",1,"0,1227",0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Régulier,"2,0658",3,1,"0,0152","543,46",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Techniciens,Régulier,"1,0003",1,1,"0,0211",1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Occasionnel,"0,9352",1,1,"0,0096","380,98",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Occasionnel,"4,2048",5,4,"0,0764","2720,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Occasionnel,"5,9369",6,5,"0,1239","4090,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Occasionnel,"7,0026",7,7,"0,2884","9648,99",3,"0,8509","18765,96",1,"0,0422","702,1",0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Occasionnel,"4,8409",6,6,"0,2046","7496,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Régulier,"0,0652",1,1,"0,0077","305,57",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Régulier,"0,0652",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Régulier,"3,0663",4,3,"0,0872","3338,54",1,"0,0345","912,76",0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Régulier,"7,1452",7,6,"0,264","10562,87",2,"0,1897","5117,44",1,"0,2261","4474,25",0,0,1,"0,3718",0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Régulier,"3,1276",5,3,"0,0931","3707,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Occasionnel,"0,8355",1,1,"0,0305","1037,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Occasionnel,"1,0004",1,1,"0,0249","780,47",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Personnel de bureau,Régulier,"1,0004",1,1,"0,005","207,29",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,323,210,Finances et Économie,323-Institut de la statistique du Québec,Ouvrier,Occasionnel,"2,0006",2,2,"0,0719","2621,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Haute direction et Cadres,Régulier,"0,8432",1,1,"0,0766","6082,65",1,"0,023","1461,11",0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Haute direction et Cadres,Régulier,"3,3343",4,2,"0,0252","2418,95",1,"0,3181","25052,48",1,"0,0077","531,57",0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Haute direction et Cadres,Régulier,"3,9246",4,2,"0,0235","2632,23",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Haute direction et Cadres,Régulier,"2,0006",2,1,"0,0192",2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Haute direction et Cadres,Régulier,"8,1711",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Occasionnel,"0,2338",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Occasionnel,"0,3066",1,1,"0,0038","154,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Régulier,"7,6002",8,8,"0,2289","13578,11",2,"0,22","9416,77",0,0,0,1,"0,0035",0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Régulier,"1,0004",1,1,"0,0126","839,69",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Régulier,"0,5597",1,1,"0,0153","774,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Régulier,"5,6762",6,5,"0,16","14635,32",2,"0,6539","44513,42",0,0,0,1,"0,023",0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Occasionnel,"1,0003",1,1,"0,0103","440,08",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Occasionnel,"1,0003",1,1,"0,0211","1101,27",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Régulier,"2,0008",2,2,"0,028","1280,81",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Régulier,"2,0008",2,2,"0,0234","1745,75",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Régulier,"1,0003",1,1,"0,0443","3149,64",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Professionnels et Enseignants,Régulier,"7,4488",8,5,"0,183","15982,2",1,"0,0613","3198,46",0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Occasionnel,"1,0002",1,1,"0,0211","663,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Occasionnel,"0,4829",2,2,"0,0145","476,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Régulier,"2,0006",2,2,"0,0939","3997,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Régulier,"6,2587",7,7,"0,136","6035,68",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Régulier,"7,0717",7,7,"0,2698","13670,87",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Régulier,"5,0015",5,4,"0,0771","3748,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Occasionnel,"1,0003",1,1,"0,0384","1427,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Régulier,"1,0003",1,1,"0,0498","2589,35",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Régulier,"4,0012",4,4,"0,0644","3091,85",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Techniciens,Régulier,"3,1964",4,3,"0,0348","1666,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Occasionnel,"0,5404",1,1,"0,0153","588,26",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Occasionnel,"0,9177",3,3,"0,0061","197,66",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Occasionnel,"0,9045",1,1,"0,0307","1216,92",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Régulier,"1,5407",2,2,"0,078","3069,75",1,"0,0268","710,36",0,0,0,1,"0,0153",0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Régulier,"5,6646",7,7,"0,2171","8539,17",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Régulier,"6,6916",7,7,"0,3138","12154,13",0,0,0,0,0,0,1,"0,0096",0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Régulier,"2,0006",2,2,"0,0597","2341,52",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Occasionnel,"1,0003",1,1,"0,0397","1338,22",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Régulier,"1,0003",1,1,"0,029","1101,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,328,80,"Agriculture, Pêcheries et Alimentation",328-Commission de protection du territoire agricole du Québec,Personnel de bureau,Régulier,"1,0004",1,1,"0,053","1819,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Haute direction et Cadres,Régulier,"0,3258",1,1,"0,0057","452,63",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Haute direction et Cadres,Régulier,"4,0014",4,3,"0,083","7689,78",1,"0,0613","4693,42",0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Haute direction et Cadres,Régulier,"13,311",14,9,"0,1072","10596,14",3,"0,9812","77348,11",2,"0,6631","44858,94",0,0,0,0,1,"0,7211",0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Haute direction et Cadres,Régulier,"11,33",12,5,"0,0709","6718,22",3,"0,1687","14096,09",1,"0,023","1388,72",0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Haute direction et Cadres,Régulier,"3,7676",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Haute direction et Cadres,Régulier,"9,0416",11,6,"0,0689","6569,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Haute direction et Cadres,Régulier,"9,4325",12,4,"0,0356","2909,58",1,"0,1303","8991,75",1,"0,6094","32839,24",0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Occasionnel,"8,1331",9,7,"0,1378","5859,77",1,"0,4868","15258,57",0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Occasionnel,"0,8241",1,1,"0,0043","235,04",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Occasionnel,"1,3798",2,2,"0,03","1512,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Occasionnel,"0,9966",1,1,"0,0248","1578,07",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Régulier,"20,8704",26,22,"0,2261","11972,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Régulier,"32,0329",38,34,"0,9945","67136,73",4,"0,3833","16298,46",0,0,0,3,"0,0206",0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Régulier,"41,1314",50,38,"1,5506","102686,67",3,"1,0387","38199,73",0,0,0,1,"0,0018",0,0,1,"1,0003",0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Régulier,"28,2331",34,26,"0,4871","32192,36",1,"0,2989","12262,53",1,"0,0134","480,4",0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Occasionnel,"3,8218",4,3,"0,0721","3314,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Occasionnel,"1,0004",1,1,"0,029","1159,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Occasionnel,"1,0004",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Régulier,"9,2469",15,9,"0,1203","5930,33",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Régulier,"11,4919",17,13,"0,243","15939,64",1,"0,6822","34098,66",1,"0,0479","1802,33",0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Régulier,"16,6486",22,18,"0,4177","31043,34",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Professionnels et Enseignants,Régulier,"22,7792",26,15,"0,2129","16071,21",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Occasionnel,"0,0422",1,1,"0,0022","68,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Occasionnel,"1,0004",1,1,"0,0044","142,06",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Occasionnel,"1,0042",2,1,"0,0233","769,36",1,"0,1073","2296,09",0,0,0,1,"0,0019",0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Occasionnel,"0,9352",1,1,"0,0105","471,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Régulier,"0,9583",1,1,"0,0276","882,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Régulier,"8,4208",10,9,"0,1455","6047,54",2,"0,1189","3485,82",0,0,0,1,"0,0153",0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Régulier,"17,7198",20,19,"0,4227","18299,34",3,"0,3488","10195,34",0,0,0,4,"0,0942",0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Régulier,"34,7556",42,38,"0,9139","41282,01",5,"2,2001","67758,72",2,"0,2472","5831,38",3,"0,0122",0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Régulier,"19,0452",22,19,"0,2664","12489,78",1,"0,4225","13314,55",0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Régulier,"3,3617",4,4,"0,1053","4112,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,700,700,Emploi et Solidarité sociale,700-Emploi et de la Solidarité sociale,Techniciens,Régulier,"8,1457",8,7,"0,2511","10248,87",1,"0,0038","98,81",0,0,0,1,"0,0265",0,0,0,0,0,0
