Code de postes,Sous-section,Sujet,Facettes (exercice - type de données - consolidation - compétences - spécifique)
CPAAX01796,S65-A,"Questionnaire - 1 b).1 Si la municipalité applique, pour l'exercice se terminant le 31 décembre de l'exercice, une ou des sous-catégories d'immeubles dans la catégorie des immeubles non résidentiels, décrire chaque sous-catégorie avec son assiette d'application imposable et son taux adopté.",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01797,S65-A,"Questionnaire - 1 c) La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, des taux de taxes foncières distincts aux immeubles non résidentiels et/ou aux immeubles industriels en fonction de l'évaluation foncière?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01798,S65-A,"Questionnaire - 1 c).1 Si la municipalité applique, pour l'exercice se terminant le 31 décembre de l'exercice, des taux de taxes foncières distincts aux immeubles non résidentiels et/ou aux immeubles industriels en fonction de l'évaluation foncière, décrire, pour chaque catégorie et sous-catégorie, décrire chaque tranche d'imposition distincte avec son assiette d'application imposable et son taux adopté.",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01799,S65-A,"Questionnaire - 1 d).1 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles pour l'ensemble des immeubles imposables et compensables?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01800,S65-A,"Questionnaire - 1 d).2 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles pour les immeubles non résidentiels imposables et compensables seulement (incluant les immeubles industriels)?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01801,S65-A,"Questionnaire - 1 d).3 La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles pour les immeubles imposables et compensables autres que non résidentiels et industriels?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01802,S65-A,"Questionnaire - 2. La municipalité applique-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, la mesure de diversification transitoire des taux de certaines taxes foncières?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01803,S65-A,Questionnaire - 5. La municipalité recevra-t-elle du MAPAQ des remboursements de taxes de l'exercice pour des exploitations agricoles enregistrées?,Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01804,S65-A,"Questionnaire - 5.1 Si la municipalité prévoit recevoir du MAPAQ des remboursements de taxes de l'exercice pour des exploitations agricoles enregistrées, indiquer le montant.",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01924,S65-A,"Questionnaire - 3.1 La municipalité impose-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, une taxe d'affaires en vertu de l'article 232 de la LFM?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01925,S65-A,"Questionnaire - 3.2 La municipalité impose-t-elle, pour l'exercice se terminant le 31 décembre de l'exercice, une taxe en vertu de l'article 569.11 de la LCV ou 1094.11 du CM?",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX01938,S65-A,"Questionnaire - 1 d).4 Si la municipalité applique, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles, indiquer le total des valeurs imposables étalées au dépôt du rôle de perception.",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
CPAAX02029,S65-A,"Questionnaire - 1 d).5 Si la municipalité applique, pour l'exercice se terminant le 31 décembre de l'exercice, l'étalement de la variation de valeur des unités admissibles, indiquer le total des valeurs imposables sans étalement au dépôt du rôle de perception.",Exercice en cours - Prévisionnel - Administration municipale - Agglomération
