point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2015-07-15T13:16:55,,"         20.9",708,8.4,"=",640,"          8.05","         91.00",34,108,50,5.02,0.1,437,1.1,59,0.1,52000,0.1,0.6,2.4,6.1,754,3060,10800,42.5,2.5,78700,1.9,2.2,0.5,0.5,1,0.2,0.3,1.9,27,0,0,0,0,1,3,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2015-07-15T12:53:27,,"         25.4",673,8.5,"=",18,"         10.90","        120.00",21.6,123,30,6.47,0.1,171,0.9,59,0.1,52100,0.1,0.4,0.6,3.4,496,3110,12000,33,1.3,65600,1.9,1.5,0.7,0.5,1,0.2,0.5,1.5,9,0,0,0,0,1,3,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2015-07-15T13:07:34,,"         22.3",706,8.5,"=",1200,"         10.42","        119.00",33,112,30,4.26,0.1,364,1,64,0.1,51000,0.1,0.5,2.3,5.4,706,2940,10300,41.6,2.4,73900,1.8,1.9,0.6,0.5,1,0.2,0.3,1.7,22,0,0,0,0,1,3,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-1","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, déversoir le plus à l'est","R","R","PAP-1   P-N de la Pointe-aux-Prairies",2015-07-15T15:08:03,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,"45.690394475","-73.5204685299",303205.78,5061167.83999998
"PER-1","Marais du Faubourg (marais Perché du boul. Gouin E.)","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Gouin est","Intersection du boul. Gouin est et de la rue Trefflé-Berthiaume, sortie du marais du Faubourg.","R","R","PER-1   Boul. Gouin est",2015-07-15T14:06:44,"À sec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,"45.6770901186","-73.5354389261",302039.135,5059689.67999999
"ANG-2","Étang du parc Angrignon","Le Sud-Ouest","Sortie du bassin principal","Montréal, parc Angrignon, bassin principal, à la sortie de l'étang.","R","R","ANG-2   Sortie du bassin principal",2015-07-28T13:45:43,,"         28.3",409,8.5,"<",10,"         10.11",,1.2,16,20,6.87,0.1,40,1.4,30,0.1,41300,0.1,0.2,0.3,1,47,2390,15200,16.4,1,14200,0.7,0.2,0.5,0.5,1,0.2,0.5,1.1,3,0,1,3.4,4.4,-1,3,"45.4440053939","-73.5952183078",297351.293,5033790.38999999
"BOU-1.0","Ruisseau Bouchard","Dorval","Boul. Bouchard","Ponceau du boul. Bouchard, 150m à l'ouest du boul. Galland.","R","R","BOU-1.0   Boul. Bouchard",2015-07-28T11:52:18,,"         22.0",1166,8.1,"=",550,"          5.40","         64.00",24.6,66,110,9.02,0.1,484,0.8,64,0.1,78100,0.1,0.8,1.5,4.9,1270,7180,21800,85.7,3.8,100000,3.3,2.1,0.5,0.5,1,0.2,1.1,2,18,0,1,3.4,4.4,-1,3,"45.4460077533","-73.7253003703",287175.9,5034033.2
"BOU-1.5P2","Ruisseau Bouchard","Dorval","Rue Guthrie","Rencontre des rues Lépine et Meloche, côté sud.","R","R","BOU-1.5P2   Rue Guthrie",2015-07-28T10:04:49,,"         19.9",1408,7.8,"=",2100,"          9.72","        107.00",3.8,34,60,3.58,0.1,75,0.3,44,0.1,90400,0.1,0.2,0.4,2.9,324,4160,31200,21.6,2.1,100000,1.6,0.6,0.5,0.5,1,0.2,0.4,0.7,10,0,1,3.4,4.4,-1,3,"45.4500566569","-73.7268568589",287055.414,5034483.49
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2015-07-28T09:54:01,,"         20.8",1037,7.7,"=",820,"          4.27","         48.00",74,135,220,9.62,0.3,1300,1,71,0.1,80200,0.2,1.4,3.8,10.7,2730,7180,18900,106,4.4,100000,5.3,4.7,0.5,0.5,1,0.2,1.2,3.8,43,0,1,3.4,4.4,-1,3,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-2.9P3","Ruisseau Bouchard","Dorval","Branche est, venant d'ADM","Nord de l'ave.Marshall, embranchement E. provenant de l'aéroport de Dorval.","R","R","BOU-2.9P3   Branche est, venant d'ADM",2015-07-28T09:44:42,,"         22.7",634,7.9,"=",460,"         10.65","        120.00",18,34,40,5.68,0.1,271,0.6,38,0.1,56900,0.1,0.4,0.9,4.6,610,3690,14200,30.4,2.8,51200,2.1,1.5,0.5,0.5,1,0.2,0.5,1.3,14,0,1,3.4,4.4,-1,3,"45.4573744838","-73.7379791186",286187.845,5035299.23
"BOU-4.3","Ruisseau Bouchard","Dorval","Rue Hervé-Saint-Martin","Ponceau vers aire de déglaçage, O rue Hervé Saint-Martin","R","R","BOU-4.3   Rue Hervé-Saint-Martin",2015-07-28T09:03:37,,"         21.2",2184,7.4,"=",1100,"          6.03","         69.00",11.8,48,230,10.95,0.1,194,0.9,75,0.1,91000,0.1,0.5,0.7,2.6,806,9110,21100,77.5,2.8,100000,2.7,0.7,0.5,0.5,1,0.2,1.3,1.3,9,0,1,3.4,4.4,-1,3,"45.4690351539","-73.7425587543",285833.586,5036596.15
"CLA-11.2","Canal de Lachine","Ville-Marie","Rue Commune Ouest","Parc du canal de Lachine, à l'intersection des rues Prince et de la Commune, en amont de l'écluse sur le quai.","R","R","CLA-11.2   Rue Commune Ouest",2015-07-28T14:19:49,,"         25.4",267,8.4,"=",72,"         11.05",,1,15,20,3.65,0.1,56,0.6,22,0.1,27100,0.1,0.1,0.3,1.7,71,1490,7250,11.2,1,13900,0.7,0.2,0.5,0.5,1,0.2,0.3,0.6,3,0,1,3.4,4.4,-1,3,"45.4955800961","-73.5522723127",300714.586,5039518.79999998
"CLA-1.8","Canal de Lachine","Lachine","Av. Saint-Pierre","Inters. Saint-Patrick et av. Dollard, est du pont Gauron, près de la caboose, sur le quai.","R","R","CLA-1.8   Av. Saint-Pierre",2015-07-28T13:26:12,,"         24.7",274,8.8,"=",18,"         10.29","        120.00",1.7,14,30,3.46,0.1,76,0.7,23,0.1,29900,0.1,0.1,0.3,1.6,93,1480,7640,11.3,1,13400,0.7,0.2,0.5,0.5,1,0.2,0.3,0.6,3,0,1,3.4,4.4,-1,3,"45.4414764604","-73.645099907",293448.665,5033515.19
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2015-07-28T10:53:48,,"         18.7",1340,8,"=",1500,"          9.65","        104.00",3.2,29,30,18.56,0.1,85,0.4,48,0.1,92400,0.1,0.2,0.5,2.1,218,3920,23800,19.6,2,100000,1.8,0.4,0.5,0.5,1,0.2,0.8,1.1,8,0,1,3.4,4.4,-1,3,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"JAM-1.3","Ruisseau Saint-James","Pointe-Claire","Rue Pointe-Claire","Extrémité nord de l'ave Pointe-Claire, 30m vers l'ouest, en aval du ponceau de l'autoroute 20.","R","R","JAM-1.3   Rue Pointe-Claire",2015-07-28T11:05:19,,"         18.6",1025,8.1,"=",2000,"          9.92","        106.00",1.8,25,20,3.71,0.1,61,0.3,56,0.1,110000,0.1,0.2,0.3,2.6,181,2710,21500,9.6,1,70900,1.4,0.2,0.5,0.5,1,0.2,0.9,1,3,0,1,3.4,4.4,-1,3,"45.4374504274","-73.8349651619",278593.422,5033112.12
"TER-0.6","Ruisseau Terra-Cotta","Pointe-Claire","Rue Glanlynn","Parc Terra-Cotta,  extrémité nord de la rue Glanlynn","R","R","TER-0.6   Rue Glanlynn",2015-07-28T11:27:08,,"         20.3",1289,8,"=",380,"          7.59","         84.00",5,50,20,3.22,0.1,119,0.4,50,0.1,95500,0.1,0.2,0.5,2.9,175,5390,23900,11.3,2.9,100000,1.7,0.3,0.5,0.5,1,0.2,1.5,1.3,7,0,1,3.4,4.4,-1,3,"45.4511030275","-73.8041862862",281007.2,5034619.75
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2015-08-04T11:55:47,,"         18.6",1394,7.7,"=",110,"          8.63","         93.00",8.5,43,60,3.64,0.1,311,0.5,77,0.1,122000,0.1,0.4,0.8,2.2,455,4460,38200,34,3.7,100000,2.6,0.8,0.5,0.5,1,0.2,1.9,1.6,3,0,0,0,0,1,4,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2015-08-04T13:19:11,,"         18.4",1358,7.9,"=",730,"          9.43","        101.00",4.6,33,70,2.67,0.1,97,0.3,57,0.1,131000,0.1,0.2,0.3,3.4,233,4500,34600,29.8,2.9,100000,2,0.2,0.6,0.5,1,0.2,1.8,1.2,3,0,0,0,0,1,4,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2015-08-04T13:32:11,,"         15.6",1647,7.9,"=",99,"          9.27","         94.00",3.5,21,60,3.65,0.1,62,0.5,78,0.1,128000,0.1,0.4,0.8,1.9,549,4860,41400,55.4,4.4,100000,2.7,0.2,0.5,0.5,1,0.2,2.1,0.8,3,0,0,0,0,1,4,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2015-08-04T14:09:46,,"         18.3",1418,8,"=",320,"         10.38","        111.00",3.1,32,30,2.67,0.1,75,0.4,80,0.1,114000,0.1,0.2,0.3,1.1,222,2640,36500,14.8,3.9,100000,2.3,0.2,0.5,0.5,1,0.2,1.4,0.8,3,0,0,0,0,1,4,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2015-08-04T13:52:06,,"         19.8",1692,7.9,"=",45,"         11.65",,1.7,8,20,10.05,0.1,25,0.3,53,0.1,130000,0.1,0.1,0.3,1,67,2890,41600,1,5.1,100000,2.9,0.2,0.5,0.5,1,0.2,2.1,0.6,3,0,0,0,0,1,4,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2015-08-11T09:55:39,,"         19.5",173,8.1,"=",4900,"          7.46","         81.00",74.6,172,100,3.27,0.2,1080,0.8,29,0.1,23000,0.5,1,7.6,16.8,2180,1300,3800,63.5,1,11000,3.2,12,0.9,0.5,1,0.2,0.1,3.4,60,50.3,13.5,0,63.8,0,4,"45.5116556787","-73.7554416029",284841.296,5041335.7
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2015-07-15T09:15:00,,"         23.4",347,8.8,"=",99,"          8.26","         97.00",3,35,20,4.72,0.1,52,1,27,0.1,34700,0.1,0.1,0.3,9.8,55,2410,8840,27.4,1,16700,0.8,0.2,0.5,0.5,1,0.2,0.2,0.6,3,0,0,0,0,1,3,"45.5232984378","-73.5674130424",299533.827,5042600.04
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2016-06-22T10:47:10,,"         14.4",648,7.9,"=",1100,"          8.85","         87.00",51,146,250,13.83,0.1,608,1.5,74,0.1,49900,0.1,1.3,7,19.4,3390,3060,16400,112,3.4,57800,3.4,2.9,1.6,0.5,1,0.2,0.8,3.8,72,6.9,0,0,6.9,0,3,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2016-06-22T11:07:54,,"         16.9",1122,7.8,"=",730,"          9.75","        101.00",2.6,15,20,7.87,0.1,57,0.3,42,0.1,91700,0.1,0.2,0.3,2.2,112,3120,28700,4.6,3.9,97200,2.5,0.4,0.5,0.5,1,0.2,1.3,0.5,7,6.9,0,0,6.9,0,3,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2016-06-22T10:58:41,,"         16.6",383,7.9,"=",5800,"          7.50","         77.00",5.6,445,650,12.35,0.1,157,0.9,21,0.1,37300,0.1,0.2,0.4,2.6,303,2270,10300,21,1.2,22300,1.5,0.3,0.5,0.5,1,0.2,0.2,1.3,7,6.9,0,0,6.9,0,3,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2016-06-22T10:17:00,,"         18.7",851,7.7,"=",13000,"          6.96","         75.00",17.6,79,100,6.77,0.1,356,1.2,72,0.1,90300,0.1,0.4,0.6,1.9,679,3930,36400,45.2,5.4,34200,2.9,0.6,0.5,0.5,1,0.2,1.8,1.9,7,6.9,0,0,6.9,0,3,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2016-06-22T10:05:37,,"         17.0",175,7.6,"=",28000,"          8.11","         84.00",78,326,400,24.06,0.2,1070,0.6,33,0.1,20700,0.1,1.2,6.6,23.1,1630,2280,3960,64.8,1.4,14600,3.9,3.6,1.2,0.5,1,0.2,0.1,7.1,83,6.9,0,0,6.9,0,3,"45.4613786452","-73.900432332",273484.73,5035794.66
"ADM-1","Marais du parc-nature des Sources","Dorval","Marais du parc-nature des Sources","Futur PN des Sources, 375m au sud de l'inters.av. Marie-Curie et rue Alexander-Fleming","R","R","ADM-1   Marais du parc-nature des Sources",2016-06-28T11:45:54,,"         27.3",223,9,"=",27,"          9.77","        120.00",3.2,26,30,9.56,0.1,32,0.9,11,0.1,21600,0.1,0.1,0.3,0.5,198,127,10400,85.6,1,12500,0.5,0.2,0.5,0.5,1,0.2,0.1,0.3,7,0.8,2.4,0,3.2,0,3,"45.4746751642","-73.7631567222",284225.02,5037227.99
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2016-06-28T09:42:50,,"         19.9",892,7.5,"=",1300,"          2.05","         25.00",2,33,160,11.45,0.1,39,0.5,51,0.1,72300,0.1,0.1,0.7,3,365,2950,15300,70.9,3.2,88700,1.6,0.6,0.5,0.5,1,0.2,0.4,0.7,9,0.8,2.4,0,3.2,0,3,"45.5116556787","-73.7554416029",284841.296,5041335.7
"BER-1.2","Ruisseau Bertrand","Pierrefonds-Roxboro","Boul. Pitfield","Pierrefonds, PN Bois-de-Liesse, en amont du ponceau principal de la piste cyclable.","R","R","BER-1.2   Boul. Pitfield",2016-06-28T09:54:16,,"         17.6",1406,7.3,"=",5500,"          5.19","         55.00",8.6,37,250,10.56,0.1,74,0.4,98,0.1,143000,0.1,0.4,0.6,3,582,3650,29700,186,2.8,100000,1.8,1.6,0.5,0.5,1,0.2,0.6,0.6,18,0.8,2.4,0,3.2,0,3,"45.504964513","-73.7620128147",284325.434,5040593.75999999
"BER-3.3","Ruisseau Bertrand","Dorval","Boul. St-Régis","Voie de service de l'A. 40 ouest, 400m à l'est de la rue Sunnybrook","R","R","BER-3.3   Boul. St-Régis",2016-06-28T10:55:29,,"         16.7",1198,7.1,"=",3300,"          7.70","         79.00",18.8,125,320,14.61,0.1,244,0.4,66,0.1,83600,0.1,0.5,4,16.2,1140,3720,18300,70.6,4.6,100000,2.3,1.4,1.1,0.5,1,0.2,0.3,3,41,0.8,2.4,0,3.2,0,3,"45.4899301463","-73.769125548",283764.024,5038924.82
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2016-06-28T11:12:22,,"         22.1",594,7.4,"=",2600,"          7.08","         81.00",17.2,,280,25.28,0.1,336,0.6,44,0.1,54500,0.1,0.4,1.6,9,762,3110,10000,58,2.8,49800,2.5,2,0.7,0.5,1,0.2,0.2,3.2,28,0.8,2.4,0,3.2,0,3,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2016-06-28T12:02:09,,"         21.9",505,8,"=",3000,"          6.05","         69.00",34.4,553,580,23.46,0.1,492,0.8,39,0.1,44600,0.1,0.9,2.6,19.9,945,3360,9630,53,5.3,45400,4.6,2.6,1,0.5,1,0.2,0.2,5.4,113,0.8,2.4,0,3.2,0,3,"45.4816607033","-73.7729858795",283459.162,5038006.86
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2016-06-28T14:08:26,,"         25.7",474,7.7,"=",210,"          6.43","         79.00",12.8,90,120,5.98,0.1,104,0.7,54,0.1,67300,0.1,0.2,0.3,1.5,314,3330,21000,37,1.4,100000,2,0.4,0.5,0.5,1,0.2,0.8,0.8,7,0.8,2.4,0,3.2,0,3,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2016-06-28T13:42:13,,"         22.8",627,8,"=",2700,"          8.81","        102.00",11.8,57,100,15.71,0.1,210,0.6,38,0.1,53300,0.1,0.5,1.7,8.4,896,3780,10900,20.8,5.9,66300,3.1,1.1,0.6,0.5,1,0.2,0.3,2.5,21,0.8,2.4,0,3.2,0,3,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2016-06-28T13:11:59,,"         27.3",637,8.4,"=",460,,,28,65,100,11.6,0.1,783,1.3,46,0.1,51800,0.1,0.8,1.3,3.1,1320,11600,12600,59.7,6.4,64000,2.7,1.2,0.5,0.5,1,0.2,0.7,3.3,15,0.8,2.4,0,3.2,0,3,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2016-06-28T12:51:24,,"         20.8",741,7.5,"=",7000,"          6.71","         75.00",11.6,90,260,21.64,0.1,173,0.5,38,0.1,57400,0.1,0.6,1.7,13.3,509,3370,12700,51,10.6,72000,3,1.2,0.6,0.5,1,0.2,0.3,2.6,43,0.8,2.4,0,3.2,0,3,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2016-06-28T09:27:41,,"         21.0",311,7.8,"=",140,"          9.76","        110.00",7.4,20,30,2.12,0.1,178,0.8,27,0.1,33300,0.1,0.1,0.4,1.2,239,1560,8570,17.1,1.1,15500,0.5,0.2,0.5,0.5,1,0.2,0.3,0.8,7,0.8,2.4,0,3.2,0,3,"45.5065149921","-73.7324652116",286634.882,5040758.96
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2016-07-18T09:26:56,,"         24.6",698,8.2,"=",27,"          9.92","        119.00",10.8,20,20,4.99,0.1,192,0.4,56,0.1,60800,0.1,0.2,0.3,3.3,261,5320,12600,25,2.1,51400,2.4,0.3,0.5,0.5,1,0.2,1.3,0.7,7,3.2,0,0.7,3.9,0,3,"45.4987859127","-73.5988369105",297075.705,5039878.49
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2016-07-18T14:17:22,,"         21.2",256,7.6,"=",250,"          3.89","         44.00",43.6,399,120,15.36,0.1,670,0.9,48,0.1,55100,0.2,1,2.2,4.4,3160,2670,18400,370,1,32700,2.8,3.8,0.5,0.5,1,0.2,0.2,2.2,33,16,0,0.7,16.7,0,3,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2016-07-18T10:00:55,,"         25.5",193,8,"=",72,"          8.80","        107.00",2,11,20,5.93,0.1,18,0.6,65,0.1,40900,0.1,0.1,0.3,0.6,22,1190,10900,8.3,1,20100,0.5,0.2,0.5,0.5,1,0.2,0.2,0.2,7,3.2,0,0.7,3.9,0,3,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2016-07-18T10:14:54,,"         26.4",386,8.9,"=",36,,,6.2,40,40,9.02,0.1,16,1.2,38,0.1,32100,0.1,0.1,0.3,0.5,33,4720,14500,45.4,1,18300,0.5,0.2,0.5,0.5,1,0.2,0.3,0.8,7,3.2,0,0.7,3.9,0,3,"45.4561003757","-73.5538839661",300585.683,5035131.5
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2016-07-18T12:21:01,,"         22.6",265,8,"=",530,"          7.87","         91.00",18.8,99,120,5.18,0.1,221,0.6,44,0.1,40300,0.1,0.4,1.2,4.7,475,2120,7340,30.2,1.5,44900,1.6,1.7,0.5,0.5,1,0.2,0.3,1.5,18,3.2,0,0.7,3.9,0,3,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2016-07-18T11:55:48,,"         25.0",448,8.5,"=",320,,,27.8,145,60,6.16,0.1,144,0.9,42,0.1,39800,0.1,0.3,1.1,4.6,459,2390,7660,40.2,1.3,34900,1.5,1.5,0.6,0.5,1,0.2,0.4,1.7,13,3.2,0,0.7,3.9,0,3,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2016-07-18T12:10:08,,"         18.2",1229,7.7,"=",1800,"          8.82","         93.00",28.8,86,130,5.27,0.1,412,0.6,43,0.1,59400,0.1,0.7,4,9,842,4940,19500,34.3,2,100000,2.2,2.2,0.7,0.5,1,0.2,0.5,2.1,33,3.2,0,0.7,3.9,0,3,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2016-07-18T13:59:44,,"         22.6",355,7.9,"=",360,"          5.92","         69.00",62.6,308,90,13.58,0.1,1360,1.6,42,0.1,30000,0.1,1.1,3.6,3.7,2580,3330,14900,201,1,23600,3.1,1.4,0.5,0.5,1,0.2,0.3,4.4,13,16,0,0.7,16.7,0,3,"45.6920285661","-73.522349053",303059.363,5061349.48
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2015-09-24T10:30:16,,"         14.6",1328,7.7,"=",160,"          7.35","         75.00",6.6,46,60,3.89,0.1,324,0.6,80,0.1,120000,0.1,0.3,0.9,4.8,509,4930,40100,33,3.6,100000,2.4,1,0.5,0.5,1,0.2,1.8,1.6,8,0,0,0,0,1,5,"45.4502113278","-73.9370663453",270613.07,5034568.57
