point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,OD_concentration,OD_pourc,MES,phos_total,azote_total,cot,Ag,Al,As,Ba,Be,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Sn,Tl,U,V,Zn,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"PIN-0.0","Ruisseau Pinel","Rivière-des-Prairies-Pointe-aux-Trembles","embouchure du ruisseau","Boul. Gouin, 50m à l'est de la 87e ave, embouchure du ruisseau vers la rivière-des-Prairies.","R","R","PIN-0.0   embouchure du ruisseau",2024-07-30T13:09:16,,"         33.5",1040,8,"=",3800,"          7.38","         85.60",11.6,54,60,,0.1,221,0.6,63,1.3,127000,0.1,0.4,0.8,2.6,351,9450,21500,57.3,1,53400,1.5,1.2,0.5,0.5,1,0.2,0.4,0.3,7,0,0,0,0,1,4,"45.6722382412","-73.5413309745",301579.837,5059150.69
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2024-08-21T12:35:37,,"         17.0",408,7.7,"=",21000,"          8.00","         84.00",47.4,106,110,,0.1,702,0.6,30,1.3,40800,0.1,0.8,2.6,7.3,903,2610,7380,39.7,1.2,37400,2.4,2.4,0.6,0.5,1,0.2,0.3,1.6,33,15.8,1.9,20.4,38.1,0,5,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2024-08-21T11:29:53,,"          1.8",447,7.4,"=",41000,"          6.80","         74.00",10.7,66,130,,0.1,128,0.4,29,1.3,41400,0.1,0.3,0.7,3.9,243,2360,9280,29.9,1.3,37100,1.5,0.8,0.5,0.5,1,0.2,0.4,0.4,14,15.3,1.9,20.4,37.6,0,5,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
"MON-i","Ruisseau De Montigny","Anjou","INDUSTRIEL ANJOU","350m au sud-est de l'inters. Renaude-Lapointe et du boul. Henri-Bourassa","R","R","MON-i   INDUSTRIEL ANJOU",2024-08-21T11:49:30,,"         17.4",476,7.6,"=",27000,"          7.50","         80.00",30.2,86,120,,0.1,475,0.6,31,1.3,43600,0.1,0.7,1.6,5.9,629,2910,8750,35.3,1.2,46200,2.9,1.7,0.6,0.5,1,0.2,0.4,1.1,24,15.3,1.9,20.4,37.6,0,5,"45.6104555834","-73.5967252571",297255.692,5052288.29999998
"PAP-golf","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","P-N de la Pointe-aux-Prairies","Parc-nature de la Ponte-aux-Prairies, secteur rivière des Prairies, branche en provenance du Golf de Montréal.","R","R","PAP-golf   P-N de la Pointe-aux-Prairies",2024-08-21T13:37:19,,"         17.2",430,7.4,"=",3000,"          6.70","         69.80",5.6,126,90,,0.1,295,0.7,28,1.3,50200,0.1,0.5,0.7,3.5,923,3980,19100,163,1,16800,1.6,0.8,0.5,0.5,1,0.2,1.5,0.7,7,15.8,1.9,20.4,38.1,0,5,"45.685539048","-73.5217702047",303104.25,5060628.25999999
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2024-08-21T09:29:04,,"         14.2",725,7.9,"=",2800,"         10.00","         98.00",8,27,20,,0.1,202,0.4,50,1.3,53100,0.1,0.4,0.6,5.8,260,3080,6260,10.7,1,93800,1.1,1.1,1.5,0.7,1,0.2,0.4,0.4,7,13.5,1.9,20.4,35.8,0,5,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2024-08-22T10:41:45,,"         16.2",661,7.4,"=",2300,"          7.20","         73.00",9,77,70,,0.1,971,0.5,60,1.3,66700,0.1,0.7,2,4.2,943,3600,19800,31.6,2.4,48400,3.2,1,0.5,0.5,1,0.2,1.1,1.8,12,0.6,21.5,1.9,24,0,5,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.3P6","Rivière à l'Orme","Kirkland","Rue Timberlea-Trail","Kirkland, 60m au sud de l'intersection des rues de l'Anse à l'Orme et de Timberley trail, derrière le dépôt à neige.","R","R","AAO-3.3P6   Rue Timberlea-Trail",2024-08-22T10:56:56,,"         17.7",990,7.7,"=",1100,"          8.50","         89.00",8.1,40,50,,0.1,159,0.3,50,1.3,105000,0.1,0.4,0.8,3.6,253,4370,28000,36.9,2.8,74000,2.8,0.3,0.5,0.5,1,0.2,1.8,0.5,11,0.6,21.5,1.9,24,0,5,"45.4368858312","-73.901469758",273390.008,5033073.2
"AAO-3.5","Rivière à l'Orme","Sainte-Anne-de-Bellevue","Ch. Sainte-Marie","Sainte-Anne-de-Bellevue, 10m au nord du ch. Ste-Marie, 200m à l'ouest du ch. Anse à l'Orme.","R","R","AAO-3.5   Ch. Sainte-Marie",2024-08-22T11:03:39,,"         15.5",830,7.4,"=",1500,"          7.60","         77.00",4.8,52,50,,0.1,213,0.3,67,1.3,77300,0.1,0.4,0.7,2.8,341,3820,23600,23.5,3,72500,2.6,0.3,0.5,0.5,1,0.2,1.3,0.5,8,0.6,21.5,1.9,24,0,5,"45.4356405523","-73.9014441318",273391.322,5032934.79999998
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2024-08-22T11:22:07,,"         15.0",1370,7.7,"=",370,"          8.00","         79.00",1.6,14,30,,0.1,42,0.2,59,1.3,119000,0.1,0.3,0.3,1.1,68,3120,36900,14,5,129000,2.9,0.7,0.5,0.5,1,0.2,2,0.3,8,0.6,21.5,1.9,24,0,5,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"AAO-6.5","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté O","Baie d'Urfée, boul.Morgan côté ouest, 250m au sud de l'A40.","R","R","AAO-6.5   Boul. Morgan côté O",2024-08-22T11:14:54,,"         16.3",575,7.6,"=",240,"          6.80","         70.00",4.2,35,40,,0.1,167,0.3,71,1.3,82100,0.1,0.4,0.5,2.4,242,3460,24300,18.6,3,71200,2.5,0.3,0.5,0.5,1,0.2,1.2,0.3,7,0.6,21.5,1.9,24,0,5,"45.4254275852","-73.9156477354",272274.178,5031805.49
"CON-0.0","Ruisseau O'Connell","Pierrefonds-Roxboro","Embouchure du ruisseau","80m à l'est de la rue Morandière, en aval du boul.Gouin.","R","R","CON-0.0   Embouchure du ruisseau",2024-08-22T10:25:58,,"         17.9",526,7.2,"=",310,"          5.70","         60.00",5.7,148,60,,0.1,714,0.7,67,1.3,64200,0.1,0.5,1,3.1,867,3910,21800,18.8,2.3,17200,3.4,0.5,0.5,0.5,1,0.2,0.9,1.5,7,0.6,21.5,1.9,24,0,5,"45.4604326508","-73.9071136491",272961.694,5035692.16
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2024-08-22T10:18:22,,"         16.5",823,7.5,"=",2400,"          7.40","         76.00",1.7,22,50,,0.1,42,0.2,59,1.3,110000,0.1,0.3,0.3,1.3,59,2850,31700,10.9,1.3,73400,2.7,0.2,0.5,0.5,1,0.2,1.1,0.3,7,0.6,21.5,1.9,24,0,5,"45.4613786452","-73.900432332",273484.73,5035794.66
"PIB-2","Marécage du parc-nature du Bois-de-l'Île-Bizard","L'Île-Bizard-Sainte-Geneviève","P-N du Boisé-de-l'Île-Bizard","Parc-Nature de l'île-Bizard, secteur des observatoires, sur la passerelle, au centre du marais.","R","R","PIB-2   P-N du Boisé-de-l'Île-Bizard",2024-08-22T09:29:37,,"         17.7",288,7,"=",190,"          2.80","         30.00",1.9,39,40,,0.1,7,0.8,39,1.3,47400,0.1,0.2,0.3,2,130,401,8490,56.3,1,2140,0.2,0.2,0.5,0.5,1,0.2,0.1,0.3,7,0.6,21.5,1.9,24,0,5,"45.5134702781","-73.8902867451",274306.272,5041579.71
"BOU-2.1","Ruisseau Bouchard","Dorval","Rue Orly","Aval du ponceau de la rue Orly, 100m au nord de l'ave Guthrie.","R","R","BOU-2.1   Rue Orly",2024-09-25T09:26:23,,"         17.1",813,7.4,"=",210,"          3.90","         40.00",6.2,19,100,,0.1,91,0.5,60,1.3,86400,0.1,0.5,0.6,1.5,444,11400,23400,97,3.9,81700,2.6,0.5,0.5,0.5,1,0.2,1.3,0.6,12,0,0,8.6,8.6,-2,6,"45.4523992742","-73.7310770289",286726.063,5034744.76999999
"BOU-4.3","Ruisseau Bouchard","Dorval","Rue Hervé-Saint-Martin","Ponceau vers aire de déglaçage, O rue Hervé Saint-Martin","R","R","BOU-4.3   Rue Hervé-Saint-Martin",2024-09-25T08:48:33,,"         14.5",1393,7.1,"=",260,"          7.90","         80.00",15.1,27,270,,0.1,255,0.6,98,1.3,117000,0.1,0.8,1.1,1.7,958,12400,30000,199,12,200000,3.5,0.8,0.5,0.5,1,0.2,1.6,1,10,0,0,8.6,8.6,-2,6,"45.4690351539","-73.7425587543",285833.586,5036596.15
"CLA-0.0","Canal de Lachine","Lachine","Ch. Iroquois","Amont du pont du Ch.du Musée, côté sud du canal, effluent du lac St-Louis vers le canal, en amont de l'écluse.","R","R","CLA-0.0   Ch. Iroquois",2024-09-25T13:17:24,,"         18.2",148,7.8,"=",18,"          7.50","         80.00",2.7,10,100,,0.1,66,0.6,19,1.3,19000,0.1,0.2,0.4,0.9,190,1130,4340,47.4,1,7510,0.6,0.3,0.5,0.5,1,0.2,0.2,0.3,7,0,0,8.6,8.6,-2,6,"45.4310100179","-73.6686715567",291602.188,5032355.66
"JAM-0.0","Ruisseau Saint-James","Beaconsfield","Embouchure du ruisseau","Boul. St-Charles sud à l'intersection de la rue Lakeshore, exutoire au lac St-Louis.","R","R","JAM-0.0   Embouchure du ruisseau",2024-09-25T12:12:26,,"         16.4",1562,8,"=",5000,"          9.00","         94.00",2,8,90,,0.1,40,0.2,64,1.3,119000,0.1,0.3,0.4,3.6,112,4660,29400,14.8,2.1,221000,1.8,0.2,0.5,0.5,1,0.2,0.9,0.3,8,0,0,8.6,8.6,-2,6,"45.4297174266","-73.8452884793",277782.07,5032256.16999998
"MEA-0.4","Ruisseau Meadowbrook","Beaconsfield","Av. Brookside","Beaconsfield, sur l'ave Brookeside, 60m au sud de l'allée Celtic dans le parc Brookside, en aval du ponceau piétonnier.","R","R","MEA-0.4   Av. Brookside",2024-09-25T11:35:19,,"         16.4",681,7.8,"=",2200,"          8.40","         86.00",1.1,5,40,,0.1,28,0.3,42,1.3,69300,0.1,0.2,0.4,2,78,2420,18600,7.7,2.4,68800,1.6,0.2,0.5,0.5,1,0.2,0.8,0.3,7,0,0,8.6,8.6,-2,6,"45.4251916856","-73.8703693824",275817.239,5031761.96
"CAS-1","Lac aux Castors","Ville-Marie","Ch. Remembrance","Parc du Mont-Royal, effluent du lac des Castors, 100m à l'est de la rue Remembrance, près du chalet.","R","R","CAS-1   Ch. Remembrance",2024-09-18T09:46:42,,"         22.5",440,8.7,"=",18,"         10.70","        122.00",1,7,10,,0.1,14,0.2,24,1.3,27600,0.1,0.2,0.3,3,13,3620,12300,1.9,1,43100,0.7,0.2,0.5,0.5,1,0.2,0.4,0.3,7,0,0,0,0,1,6,"45.4987859127","-73.5988369105",297075.705,5039878.49
"LAF-1","Étang du parc Lafontaine","Le Plateau-Mont-Royal","Exutoire de l'étang","Intersection rue Cherrier et ave du Parc La Fontaine, sortie du bassin.","R","R","LAF-1   Exutoire de l'étang",2024-09-18T09:10:17,,"         22.5",293,7.3,"=",140,"          7.90","         94.00",1.7,14,20,,0.1,19,0.7,24,1.3,30600,0.1,0.2,0.3,8.4,29,2710,8630,37.5,1,15300,0.7,0.2,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,6,"45.5232984378","-73.5674130424",299533.827,5042600.04
"MON-2.8","Ruisseau De Montigny","Rivière-des-Prairies-Pointe-aux-Trembles","Boul. Henri-Bourassa Est","Boul. Henri-Bourassa, 50m à l'ouest de la rue Renaude-Lapointe, sur le ponceau.","R","R","MON-2.8   Boul. Henri-Bourassa Est",2024-09-18T12:11:18,,"         21.9",749,8.2,"=",1500,"         12.20","        130.00",8.8,93,60,,0.1,79,0.6,39,1.3,60700,0.1,0.4,1.4,3.5,217,3890,16800,22.6,1.6,78000,1.6,0.6,0.5,0.5,1,0.2,0.6,0.3,7,0,0,0,0,1,6,"45.6136039672","-73.6000245598",296998.791,5052638.50999999
"PAP-0.0","Marais du parc-nature de la Pointe-aux-Prairies","Rivière-des-Prairies-Pointe-aux-Trembles","Sortie du marais","Parc-nature de la Pointe-aux-Prairies, secteur de la rivière des Prairies, effluent vers la rivière des Prairies.","R","R","PAP-0.0   Sortie du marais",2024-09-18T14:06:41,,"         20.4",493,7.4,"=",36,"          2.30","         30.80",18.4,264,280,,0.1,460,0.9,42,1.3,53500,0.1,0.6,1.5,2.3,1170,5300,22600,459,1,31000,1.7,0.9,0.5,0.5,1,0.2,0.6,1.1,8,0,0,0,0,1,6,"45.6920285661","-73.522349053",303059.363,5061349.48
"PRO-2","Ruisseau Provost","Outremont","Ruisseau Provost","Av. Roskilde, 50m à l'est de l'av. Springgrove, parc Oakwood","R","R","PRO-2   Ruisseau Provost",2024-09-18T09:33:44,,"         15.6",1071,7.9,"=",210,"          9.50","         95.00",2.5,3,10,,0.1,54,0.2,78,1.3,88500,0.1,0.3,0.4,2,76,4560,10200,7.4,1.6,155000,1,0.3,2.1,0.7,1,0.2,0.5,0.3,7,0,0,0,0,1,6,"45.5133281629","-73.6011948902",296893.46,5041494.80999999
"BER-1.2","Ruisseau Bertrand","Pierrefonds-Roxboro","Boul. Pitfield","Pierrefonds, PN Bois-de-Liesse, en amont du ponceau principal de la piste cyclable.","R","R","BER-1.2   Boul. Pitfield",2024-09-10T09:35:08,,"         12.9",1341,7.3,"=",31000,"          7.90","         76.00",2.8,25,190,,0.1,24,0.3,92,1.3,158000,0.1,0.4,0.3,0.5,456,4110,31000,89.9,1.7,155000,2,0.5,0.5,0.5,1,0.2,0.9,0.3,9,0,0,0,0,1,6,"45.504964513","-73.7620128147",284325.434,5040593.75999999
"BER-4.6","Ruisseau Bertrand","Saint-Laurent","Bassin rétention","Nord du ch. St-François et 330 m à l'est de l'ave André, amont bassin de rétention","R","R","BER-4.6   Bassin rétention",2024-09-10T10:48:46,,"         16.8",274,8.1,"=",200,"          7.80","         81.00",3.3,23,40,,0.1,93,0.2,23,1.3,33500,0.1,0.3,0.5,1.6,165,1830,5570,16.9,1.9,21700,1.5,0.3,0.5,0.5,1,0.2,0.3,0.6,11,0,0,0,0,1,6,"45.4816607033","-73.7729858795",283459.162,5038006.86
"BER-4.5P8","Ruisseau Bertrand","Saint-Laurent","Conduite technoparc","Rue Frederick-Banting, 325m à l'est de l'avenue André.","R","R","BER-4.5P8   Conduite technoparc",2024-09-10T10:55:05,,"         16.9",1115,7.9,"=",1300,"          7.50","         80.00",8.8,31,100,,0.1,129,0.4,47,1.3,109000,0.1,0.5,1,1.9,329,6590,25800,46.8,3.4,130000,2.5,0.4,0.5,0.6,1,0.2,1.1,1.1,14,0,0,0,0,1,6,"45.4814698463","-73.7722743259",283514.717,5037985.46
"DEN-0.8P1","Ruisseau Denis","Dorval","Rue Belmont","Rue Belmont, 200m à l'est du boul. des Sources, branche secondaire provenant de dépôts à neige","R","R","DEN-0.8P1   Rue Belmont",2024-09-10T11:50:54,,"         15.7",699,8.1,"=",550,"         11.02","        110.00",88.8,109,70,,0.1,2220,1,94,1.3,107000,0.1,1.7,3.4,11.4,2920,15400,26200,117,4.4,44000,5.1,1.9,0.5,0.5,1,0.2,1.4,4.9,28,0,0,0,0,1,6,"45.4571451324","-73.7798862479",282910.234,5035284.29999998
"AAO-0.0","Rivière à l'Orme","Pierrefonds-Roxboro","Embouchure de la rivière","Pierrefonds, boul. Gouin O, 40m au nord de la rue de l'Anse à l'Orme, exutoire au lac des Deux Montagnes.","R","R","AAO-0.0   Embouchure de la rivière",2024-09-05T10:36:58,,"         16.1",939,7.8,"=",130,"          7.85","         80.00",4.2,44,60,,0.1,152,0.4,81,1.3,105000,0.1,0.4,0.4,1,259,4520,36400,38.7,3.8,95900,2.6,0.4,0.5,0.5,1,0.2,1.8,0.4,7,0,0,0,0,1,6,"45.4502113278","-73.9370663453",270613.07,5034568.57
"AAO-3.6","Rivière à l'Orme","Baie d'Urfé","Av. Lee","Beaconsfield, 250m à l'est de la rue Lee et 25m au sud de l'autoroute 40, en amont du pluvial.","R","R","AAO-3.6   Av. Lee",2024-09-05T11:27:12,,"         16.0",941,8,"=",72,"          8.50","         88.70",2.6,15,30,,0.1,66,0.2,79,1.3,105000,0.1,0.3,0.3,0.6,123,3210,34400,15.6,4,95400,2.3,0.4,0.5,0.5,1,0.2,1.5,0.3,7,0,0,0,0,1,6,"45.4346279405","-73.9012199472",273408.301,5032822.17999999
"AAO-6.4P12","Rivière à l'Orme","Baie d'Urfé","Boul. Morgan côté E","Baie d'Urfée, boul. Morgan côté est, 250m au sud de l'autoroute 40,  affluent provenant des zones résidentilelles de Baie d'Urfé.","R","R","AAO-6.4P12   Boul. Morgan côté E",2024-09-05T11:18:20,,"         15.5",1113,8,"=",90,"          9.10","         91.00",1.3,13,20,,0.1,24,0.2,57,1.3,123000,0.1,0.3,0.3,0.5,46,2830,39000,12.7,4.9,120000,2.8,0.2,0.5,0.5,1,0.2,1.9,0.3,7,0,0,0,0,1,6,"45.4253538404","-73.915474789",272287.669,5031797.21999999
"CPI-0.0","Ruisseau Château-Pierrefonds","Pierrefonds-Roxboro","Embouchure du fossé","Pierrefonds, boul.Gouin ouest, 450m à l'ouest de l'ave. Château-Pierrefonds, en aval du dépôt à neige.","R","R","CPI-0.0   Embouchure du fossé",2024-09-05T10:16:01,,"         16.1",911,7.7,"=",910,"          6.97","         71.70",1.1,25,40,,0.1,27,0.2,67,1.3,126000,0.1,0.3,0.3,0.6,40,3170,38200,9.9,1.4,69700,2.7,0.2,0.5,0.5,1,0.2,1.2,0.3,7,0,0,0,0,1,6,"45.4613786452","-73.900432332",273484.73,5035794.66
"BER-0.0","Ruisseau Bertrand","Ahuntsic-Cartierville","P-N du Bois-de-Liesse","R.Bertrand, exutoire à la rivière des Prairies, ponceau de l'ave. du Ruisseau","R","R","BER-0.0   P-N du Bois-de-Liesse",2024-09-10T09:26:00,,"         14.5",1025,7.3,"=",2600,"          8.82","         87.00",1.9,30,70,,0.1,21,0.3,67,1.3,123000,0.1,0.3,0.3,0.7,219,3950,25800,40.8,1.8,109000,1.6,0.2,0.5,0.5,1,0.2,0.9,0.3,7,0,0,0,0,1,6,"45.5116556787","-73.7554416029",284841.296,5041335.7
"BER-0.7P1","Ruisseau Bertrand","Ahuntsic-Cartierville","Rue Camille","Montréal, PN Bois-de-Liesse, O rue Camille, N  chemin de fer","R","R","BER-0.7P1   Rue Camille",2024-09-10T09:44:58,,"         17.1",684,7.7,"=",2000,"          8.60","         89.00",1.5,23,30,,0.1,26,0.3,43,1.3,80800,0.1,0.2,0.3,1.9,69,3910,19800,8.8,1.8,62300,1.6,0.2,0.5,0.5,1,0.2,0.8,0.3,7,0,0,0,0,1,6,"45.5076747232","-73.7536315987",284981.322,5040892.84999999
"BER-3.3","Ruisseau Bertrand","Dorval","Boul. St-Régis","Voie de service de l'A. 40 ouest, 400m à l'est de la rue Sunnybrook","R","R","BER-3.3   Boul. St-Régis",2024-09-10T10:17:45,,"         15.3",1557,7.3,"=",1100,"          8.25","         83.00",6.9,106,170,,0.1,52,0.4,75,1.3,133000,0.1,0.4,0.7,2.6,682,5110,30700,70.4,3.1,207000,1.7,0.4,0.5,0.5,1,0.2,0.8,0.4,13,0,0,0,0,1,6,"45.4899301463","-73.769125548",283764.024,5038924.82
"BER-3.7","Ruisseau Bertrand","Dorval","voie d'accès A40","Boul. Hymus près voie d'accès A40, ponceau côté nord du boul. Hymus","R","R","BER-3.7   voie d'accès A40",2024-09-10T10:35:14,,"         14.7",1103,7.8,"=",250,"          9.01","         89.00",7.4,37,30,,0.1,90,0.4,55,1.3,112000,0.1,0.3,0.4,1.1,422,4450,25300,40.4,2.4,126000,2,0.6,0.5,0.5,1,0.2,0.8,0.8,13,0,0,0,0,1,6,"45.4887623847","-73.7666005327",283960.959,5038794.38999999
"BRU-1","Bassin de La Brunante","Saint-Laurent","Boulevard Poirier","Parc Marcel Laurin,  bassin de la Brunante, boul. Poirier,  S des Harfangs, au pied du gazébo.","R","R","BRU-1   Boulevard Poirier",2024-09-10T08:44:46,,"         17.2",250,8.2,"=",730,"          9.99","        104.00",19.2,52,20,,0.1,199,0.6,30,1.3,33900,0.1,0.4,0.6,0.5,342,3160,7990,26.8,1.1,14000,1.3,0.5,0.5,0.5,1,0.2,0.3,1.1,7,0,0,0,0,1,6,"45.5099765705","-73.7077803601",288564.782,5041138.36
"CEN-1","Bassin du parc Centenaire William Cosgrove","Dollard-des Ormeaux","Effluent du bassin","Parc du Centenaire, rive est, exutoire du bassin","R","R","CEN-1   Effluent du bassin",2024-09-10T13:45:44,,"         19.4",683,8.2,"=",290,"         11.05","        119.00",17,65,100,,0.1,120,0.3,35,1.3,68700,0.1,0.3,0.8,1.1,286,3080,18600,17.6,1.2,62800,2,0.6,0.5,0.5,1,0.2,0.9,0.8,7,0,0,0,0,1,6,"45.488546377","-73.8106049054",280521.23,5038782.74
"DEN-0.0","Ruisseau Denis","Pointe-Claire","Embouchure du ruisseau","Embouchure du ruisseau à la Baie de Valois, face au boul. Des Sources.","R","R","DEN-0.0   Embouchure du ruisseau",2024-09-10T13:01:01,,"         16.8",899,8,"=",270,"          9.90","        102.00",7.9,23,30,,0.1,154,0.3,50,1.3,88200,0.1,1,0.6,1.9,348,4930,19900,27.8,2.9,106000,1.7,0.4,0.5,0.5,1,0.2,0.7,0.7,9,0,0,0,0,1,6,"45.4452824596","-73.7788021061",282990.453,5033965.71
"DEN-2.6","Ruisseau Denis","Dorval","Av. Reverchon","Rue Reverchon, 100m à l'est du cr. Newman","R","R","DEN-2.6   Av. Reverchon",2024-09-10T11:38:51,,"         18.2",841,7.8,"=",570,"          9.36","         99.50",2.5,24,30,,0.1,32,0.3,36,1.3,74800,0.1,3.7,0.4,3,157,3240,16500,16.9,2.5,101000,1.3,0.2,0.5,0.5,1,0.2,0.6,0.4,7,0,0,0,0,1,6,"45.4660700012","-73.7801656599",282891.839,5036276.2
"DEN-3.2","Ruisseau Denis","Pointe-Claire","Ch. Aviation","Rue de l'Aviation, 300m à l'est du boul. des Sources","R","R","DEN-3.2   Ch. Aviation",2024-09-10T11:24:51,,"         18.3",823,7.7,"=",380,"          9.02","         96.00",3.9,24,40,,0.1,44,0.3,36,1.3,72400,0.1,3.3,0.5,5.3,172,3320,15700,16.9,2.8,98500,2.2,0.3,0.5,0.5,1,0.2,0.5,0.3,9,0,0,0,0,1,6,"45.4699534797","-73.7861966608",282421.768,5036709.42999999
"PAQ-1","Étang du parc Dr-Bernard-Paquet","Saint-Laurent","Rue Jean-Gascon","Inters. Av. Félix-Leclerc et rue Jean-Gascon, parc du Dr.-B.-Paquet, sur la passerelle.","R","R","PAQ-1   Rue Jean-Gascon",2024-09-10T09:00:10,,"         17.3",264,7.1,"=",36,"          9.20","         95.00",1.2,11,20,,0.1,32,0.7,23,1.3,33900,0.1,0.2,0.3,0.5,46,1490,8680,4.1,1.1,15500,0.7,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,6,"45.5065149921","-73.7324652116",286634.882,5040758.96
"CGO-0.0","Coulée Grou","Rivière-des-Prairies-Pointe-aux-Trembles","Embouchure de la coulée","Coulée Grou, 300m à l'est de l'A40 et 150m au sud du boul.Gouin","R","R","CGO-0.0   Embouchure de la coulée",2024-09-18T14:23:13,,"         18.3",1002,7.4,"=",90,"          4.30","         46.00",16.8,153,720,,0.1,199,0.9,64,1.3,111000,0.1,0.9,0.9,1.3,2700,5220,41400,1500,1,89800,1.9,1.3,0.5,0.5,1,0.2,1,0.5,8,0,0,0,0,1,6,"45.6973409611","-73.5046768769",304435.78,5061939.63999999
"IDS-1","Lac Lacoursière","Verdun","Rue Savoyanne","Île des Soeurs, chemin du Golf, rue de la Savoyane, lac du parc Lacoursière, muret près du garde fou .","R","R","IDS-1   Rue Savoyanne",2024-09-18T10:21:29,,"         22.6",490,7.6,"<",10,"          7.99","         92.60",0.7,10,30,,0.1,11,0.5,47,1.3,37600,0.1,0.3,0.3,0.6,12,1730,18000,35.4,1,40300,1.5,0.2,0.5,0.5,1,0.2,0.3,0.3,7,0,0,0,0,1,6,"45.4652017939","-73.5499612987",300893.108,5036142.74
"IDS-2","Lac des Battures","Verdun","Boul. Forêt","Île des Soeurs, chemin de la Forêt, parc Adrien D-Archambault, sur la plate-forme de bois, lac des Battures.","R","R","IDS-2   Boul. Forêt",2024-09-18T10:35:34,,"         22.8",369,8.3,"=",36,"          9.80","        113.00",4.9,42,20,,0.1,14,0.7,24,1.3,49700,0.1,0.2,0.3,1,73,2260,10700,162,1,15000,0.5,0.5,0.5,0.5,1,0.2,0.2,0.3,7,0,0,0,0,1,6,"45.4561003757","-73.5538839661",300585.683,5035131.5
"MON-0.0","Ruisseau De Montigny","Montréal-Nord","Embouchure du ruisseau","Boul. Gouin E., 250m à l'ouest de l'ave Ozias-Leduc, effluent à la rivière des Prairies.","R","R","MON-0.0   Embouchure du ruisseau",2024-09-18T12:27:39,,"         21.5",135,8.1,"=",510,"          8.20","        104.00",3,9,20,,0.1,212,0.4,17,1.3,13800,0.1,0.3,0.7,2.6,314,966,3300,15.8,1,7880,0.9,0.4,0.5,0.5,1,0.2,0.1,0.4,7,0,0,0,0,1,6,"45.6292967385","-73.6212094296",295349.158,5054384.76999999
"MON-4.0","Ruisseau De Montigny","Anjou","Rue Bombardier","Près de l'intersection du boul. Galerie D'Anjou et de la rue Bombardier.","R","R","MON-4.0   Rue Bombardier",2024-09-18T11:46:30,,"         23.2",509,7.9,"=",45,"          8.90","        106.00",12.4,86,110,,0.1,74,0.6,34,1.3,49900,0.1,0.3,0.4,2.2,302,2720,11700,38.6,1.1,40400,1.5,0.7,0.5,0.5,1,0.2,0.5,0.3,7,0,0,0,0,1,6,"45.6069163251","-73.5883539648",297908.196,5051894.21999999
