IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Année de construction,Type structure,Charg. conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp. Générale Fermee,Superficie du tablier,Superficie du mur,latitude,longitude,X,Y
6018066,81-05136,rue Sherbrooke Est ,Accès Nord au stade Olympique,,25 - Arrondissement Rosemont-La Petite-Patrie,1975,"Pont à pout. béton préc., coul. place",99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,84",4,2017/10/24,6620,,45.5599942905364,-73.5544112789321,300552,5046677
6030326,81-05140,avenue Oakridge ,Ruisseau Bertrand,,24 - Arrondissement Ahuntsic-Cartierville,1965,Pont acier-bois,99-Inconnu,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"88,77",4,2017/11/29,39,,45.5116403747293,-73.7554314020515,284842,5041334
6034521,81-05141,rue Notre-Dame Est ,Chemin de fer de Canadien Pacifique,,20 - Arrondissement Ville-Marie,1952,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"97,98",4,2017/09/14,702,,45.5318308403725,-73.5431585705744,301429,5043547
6036521,81-05144,rue Notre-Dame Ouest ,"Passage pour piétons, à l'Ouest de St-Augustin",,21 - Arrondissement Le Sud-Ouest,1999,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,69",4,2016/06/15,243,,45.4782935180704,-73.5833587106941,298283,5037600
6018071,81-05147,avenue Pierre-Dupuy Est,Jetée Mackay,,20 - Arrondissement Ville-Marie,1965,Pont à poutres en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"69,5",3,2017/06/02,7240,,45.5043109357696,-73.5435998954805,301393,5040489
6041696,81-05155A,CP,Rue Chabanel Ouest dir Est,,24 - Arrondissement Ahuntsic-Cartierville,1999,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"99,76",4,2017/04/13,462,,45.536595308143,-73.6556953121172,292640,5044087
6041701,81-05155B,"Rue Chabanel Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,1999,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/04/13,,121,45.5369464041012,-73.6556997529409,292640,5044126
6041703,81-05155C,"Rue Chabanel Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,1999,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,8",4,2017/04/13,,127,45.5369061892467,-73.6553420835258,292668,5044122
6041705,81-05155D,"Voies du CP, côté Est",,,24 - Arrondissement Ahuntsic-Cartierville,1999,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/04/13,,236,45.5365508717126,-73.654979120005,292696,5044082
6041709,81-05156A,"Rue Chabanel Ouest, côté Sud",,,24 - Arrondissement Ahuntsic-Cartierville,1999,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,49",4,2017/04/13,,476,45.5359396161823,-73.6558134014913,292631,5044014
6041714,81-05156B,"Rue Chabanel Ouest, côté Nord",,,24 - Arrondissement Ahuntsic-Cartierville,1999,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,32",4,2017/04/13,,472,45.536069514176,-73.6561433127224,292605,5044029
6036527,81-05156C,"Voie de service, à l'Ouest du CP","Rue Chabanel Ouest,dir Est",,24 - Arrondissement Ahuntsic-Cartierville,1999,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,86",4,2017/04/13,359,,45.5364613841316,-73.6557881600006,292633,5044072
6041716,81-05157A,"Boul. Rodolphe-Forget, côté Ouest",,P.I. Rodolphe-Forget / CN,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/03,,265,45.63830860105,-73.5676932692599,299523,5055381
6036536,81-05157B,Tourne-bride au Sud du CN,"Boul. Rodolphe-Forget, dir. Nord",P.I. Rodolphe-Forget / CN,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Pont à dalle pleine en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/03,435,,45.6386071467996,-73.5678139744054,299513,5055415
6041718,81-05157C,"Boul. Rodolphe-Forget, côté Est",,P.I. Rodolphe-Forget / CN,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/03,,294,45.6380021711002,-73.5669440388977,299581,5055347
6041720,81-05158A,"Boul. Rodolphe-Forget, côté Ouest",,P.I. Rodolphe-Forget / CN,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/03,,294,45.6387740979321,-73.5682074920291,299483,5055433
6041885,81-05158B,CN,Boul. Rodolphe-Forget dir Nord,P.I. Rodolphe-Forget / CN,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien National,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/03,632,,45.6391177944473,-73.5683398821656,299472,5055471
6041722,81-05158C,"Boul. Rodolphe-Forget, côté Ouest",,P.I. Rodolphe-Forget / CN,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/03,,372,45.6401156226711,-73.5696746197398,299368,5055582
6041724,81-05158D,"Boul. Rodolphe-Forget, côté Est",,P.I. Rodolphe-Forget / CN,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/03,,329,45.6395532401762,-73.5686110837609,299451,5055520
6041727,81-05158E,"Boul. Rodolphe-Forget, côté Est",,P.I. Rodolphe-Forget / CN,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,1997,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/05/03,,315,45.6389421672936,-73.5679722455966,299501,5055452
6013208,81-05159,avenue Van Horne ,rue Clark ,,22 - Arrondissement Le Plateau-Mont-Royal,1972,Portique en béton armé,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"71,24",3,2015/08/06,1194,,45.527800316794,-73.606063637106,296515,5043104
6041729,81-05161A,"Avenue Atwater, côté Ouest",,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,1952,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/28,,400,45.4764015420675,-73.5745395939762,298972,5037389
6042167,81-05161B,Avenue Atwater dir Nord,Canal Lachine,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,1952,Tunnel,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/09/25,,,45.4776139657738,-73.5757628984631,298877,5037524
6041731,81-05161C,"Avenue Atwater, côté Ouest",,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,1952,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,62",4,2017/09/27,,391,45.4786945881631,-73.5772454719199,298761,5037644
6041738,81-05161D,"Avenue Atwater, côté Est",,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,1952,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,92",4,2017/09/27,,424,45.4789811024324,-73.5771231046814,298771,5037676
6054537,81-05161E,"Avenue Atwater, côté Est",,T.V. Tunnel Atwater / Sous Canal Lachine,21 - Arrondissement Le Sud-Ouest,1952,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,85",4,2017/09/27,,391,45.4765977503031,-73.5743939068737,298984,5037411
6059515,81-05162,Rue Notre-Dame Est,Ancienne rue Beaudry,,20 - Arrondissement Ville-Marie,1895,Ponceau voûté en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,1",4,2017/08/08,,,45.5155742819366,-73.5487763306782,300989,5041741
6013221,81-05163A,rue Berri ,,P.I. Berri / Sherbrooke,20 - Arrondissement Ville-Marie,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"77,51",4,2016/07/20,,530,45.5174756972228,-73.5660508964856,299640,5041953
6013217,81-05163B,rue Sherbrooke Est ,rue Berri ,P.I. Berri / Sherbrooke,20 - Arrondissement Ville-Marie,1959,Portique en béton armé,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"94,73",4,2016/07/21,729,,45.5180004880086,-73.5669850492427,299567,5042011
6013225,81-05163C,rue Berri ,,P.I. Berri / Sherbrooke,22 - Arrondissement Le Plateau-Mont-Royal,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2016/07/20,,514,45.5182172428341,-73.5677605840972,299506,5042035
6013227,81-05163D,Rue Berri,,P.I. Berri / Sherbrooke,22 - Arrondissement Le Plateau-Mont-Royal,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"75,46",4,2016/07/18,,490,45.518682093864,-73.5682225366117,299470,5042087
6013229,81-05163E,rue Berri ,,P.I. Berri / Sherbrooke,20 - Arrondissement Ville-Marie,1959,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2016/07/18,,550,45.5175984587702,-73.565791702546,299660,5041966
6013270,81-05164,Piste cyclable,rue De Cadillac ,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,1974,Portique en béton armé,14-H25-S20,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"73,66",3,2015/07/02,360,,45.5721647214873,-73.5326063110399,302255,5048029
6013800,81-05167,avenue Dubuisson ,rue De Cadillac ,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,1974,Portique en béton armé,14-H25-S20,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"70,34",3,2015/06/15,532,,45.5718168080925,-73.5314491093204,302345,5047990
6009923,81-05168A,boulevard Cavendish ,,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1955,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/05,,154,45.4617699682744,-73.6248193301504,295039,5035768
6009984,81-05168B,Canadien Pacifique,boulevard Cavendish ,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1955,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,,,,728,,45.4621552987321,-73.6254239377811,294992,5035811
6009517,81-05168C,Boulevard de Maisonneuve Ouest,boulevard Cavendish ,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1955,Pont à dalle pleine en béton armé,13-H20-S16,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,74,3,2015/09/30,296,,45.4622567457174,-73.6256261315362,294976,5035822
6009989,81-05168D,boulevard Cavendish ,,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1955,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,56",4,2017/10/05,,224,45.4623806510292,-73.6261987263786,294931,5035836
6009991,81-05168E,boulevard Cavendish ,,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1955,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/05,,248,45.4624759434882,-73.625889421197,294955,5035846
6010002,81-05168F,Boulevard Cavendish,,"P.I. Cavendish / CP, De Maisonneuve",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1955,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/10/05,,134,45.4619943173353,-73.6247627103227,295043,5035793
6012993,81-05169A,Rue des Carrières,Avenue Christophe colomb direction Nord,"P.I. Christophe-Colomb / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1953,Pont à dalle pleine en béton armé,13-H20-S16,Charges légales,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"62,63",3,2017/07/05,281,,45.5336891547981,-73.5922910492987,297592,5043757
6009042,81-05169B,Avenue Christophe Colomb,,"P.I. Christophe-Colomb / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1953,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"82,06",4,2017/07/11,,245,45.5338220741346,-73.5928512598854,297548,5043772
6007960,81-05169C,"Avenue Christophe-Colomb, côté Est",,"P.I. Christophe-Colomb / CP, des Carrières",25 - Arrondissement Rosemont-La Petite-Patrie,1953,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"84,26",4,2017/07/05,,221,45.5341673243505,-73.5931116058391,297528,5043810
6041741,81-05170A,"Avenue Christophe-Colomb, côté Ouest",,"P.I. Clark / CP, Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,1953,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"82,54",4,2017/07/11,,155,45.533168513904,-73.5916764836795,297640,5043699
6036545,81-05170B,CP,"Avenue Christophe-Colomb, dir. Nord","P.I. Clark / CP, Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,1953,Pont à dalle pleine en béton armé,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"70,91",3,2017/07/05,583,,45.5335240278231,-73.5920390223341,297611,5043738
6041743,81-05170C,"Avenue Christophe-Colomb, côté Est",,"P.I. Clark / CP, Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,1953,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,09",4,2017/07/11,,72,45.5336779469578,-73.5921120252513,297606,5043755
6041745,81-05170D,"Avenue Christophe-Colomb, côté Est",,"P.I. Clark / CP, Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,1953,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"84,75",4,2017/07/05,,153,45.5332090845658,-73.5913168663965,297668,5043703
6041748,81-05171A,"Rue Clark, côté Ouest",,"P.I. Clark / CP, Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,1972,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"96,28",4,2015/08/06,,87,45.5280222154921,-73.606544787886,296478,5043128
6041754,81-05171B,CP,Rue Clark,"P.I. Clark / CP, Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,1972,"Port. béton armé, ss remblai",98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"98,61",4,2015/08/06,866,,45.5282772950777,-73.6067946120086,296458,5043157
6041756,81-05171C,"Rue Clark, côté Ouest",,"P.I. Clark / CP, Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,1972,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"93,07",4,2015/08/06,,170,45.5285721148534,-73.6073508072228,296415,5043190
6041759,81-05171D,Rue Clark,,"P.I. Clark / CP, Van Horne",25 - Arrondissement Rosemont-La Petite-Patrie,1952,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"91,14",4,2015/08/06,,74,45.5286327620512,-73.6071572163855,296430,5043196
6041761,81-05171E,"Rue Clark, côté Est",,"P.I. Clark / CP, Van Horne",22 - Arrondissement Le Plateau-Mont-Royal,1972,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"97,25",4,2015/08/06,,111,45.5281103252657,-73.606388938199,296490,5043138
6041763,81-05172A,"Ch. Côte-des-Neiges, côté Ouest",,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1933,Mur,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2017/07/19,,397,45.5040274485453,-73.639586705592,293892,5040466
6041765,81-05172B,"CP, au Sud de Jean-Talon Ouest",Ch. Côte-des-Neiges dir Nord,"P.I. Ch. Côte-des-Neiges / CP, au Sud de Jean-Talon OuestCh.",27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,1933,Pont à poutres en acier enr. de béton,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Canadien Pacifique ,Inspections annuelle et générale par la Ville Montréal,"98,73",4,2017/07/19,743,,45.5044670006863,-73.6402161554437,293843,5040515
