Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_arrond3,Ev_arrond4,Ev_service,Ev_service1,Ev_service2,Ev_service3,Ev_service4,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone 
2020-05-28,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-05-28,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,65 ans et +,HOMME,Canadien,NON,Non
2020-05-29,Analyse/enquête sommaire,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,TP - Chaussée/Trottoir,,,OdM,OdM,OdM,OdM,Non
2020-05-29,Analyse/enquête sommaire,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,TP - Chaussée/Trottoir,,,Inconnu,HOMME,Canadien,NON,Non
2020-05-29,Refusée sans enquête,Saint-Laurent,,,,,,,,,,,ZU - Autre,,,Inconnu,FEMME,Canadien,NON,Non
2020-05-29,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,TP - Autre ou combinaison,,,Inconnu,FEMME,Canadien,NON,Non
2020-05-29,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,Sports et loisirs,,,Inconnu,HOMME,Canadien,NON,Non
2020-05-29,Analyse/enquête sommaire,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,ZU - Clôture/Haie,,,Inconnu,FEMME,Canadien,NON,Non
2020-05-30,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-06-01,Refusée sans enquête,,,,,Police - Toutes direstions confondues,,,,,,,Agent de la paix - DAO (excluant comportement),,,Inconnu,FEMME,Canadien,NON,Non
2020-06-01,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Gestion et planification immobilière - Toutes directions confondues,,,,,,,Nuisance - Bruit,"Charte - environnement, developpement durable",,Inconnu,FEMME,Canadien,NON,Non
2020-06-01,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2020-06-01,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Canadien,NON,Non
2020-06-01,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,HOMME,Canadien,NON,Non
2020-06-01,Refusée sans enquête,,,,,,,,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Canadien,NON,Non
2020-06-01,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Portugais,NON,Non
2020-06-01,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,FEMME,Canadien,NON,Non
2020-06-01,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,HOMME,Italien,NON,Non
2020-06-01,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,,,,,TP - Compostage/Déchets/Recyclage,,,26 à 40 ans,FEMME,Canadien,NON,Non
2020-06-01,Refusée sans enquête,Saint-Léonard,,,,,,,,,,,Nuisance - Bruit,,,65 ans et +,HOMME,Canadien,NON,Non
2020-06-02,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Nuisance - Bruit,"Charte - environnement, developpement durable",,Inconnu,FEMME,Canadien,NON,Non
2020-06-02,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-06-02,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,TP - Chaussée/Trottoir,,,Inconnu,HOMME,Canadien,NON,Non
2020-06-02,Refusée sans enquête,,,,,Affaires juridiques - Direction des affaires civiles,,,,,,,Dommage corporel - Réclamation monétaire,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-06-02,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Arabe,Non
2020-06-02,Analyse/enquête sommaire,Rosemont--La Petite-Patrie,,,,,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,HOMME,Canadien,NON,Non
2020-06-02,Suivi engagement antérieur,,,,,Environnement - Toutes directions confondues,,,,,,,Environnement/Développement durable,Charte - sécurité,,OdM,OdM,OdM,OdM,Non
2020-06-03,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Infrastructures du réseau routier - Toutes directions confondues,Concertation des arrondissements  - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-03,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,FEMME,Canadien,NON,Non
2020-06-03,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2020-06-03,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,TP - Aqueduc / Égout,,,Inconnu,FEMME,Italien,NON,Non
2020-06-03,Refusée sans enquête,Ville-Marie,,,,,,,,,,,Nuisance - Bruit,,,26 à 40 ans,HOMME,Canadien,NON,Non
2020-06-03,Entité visée sans lien Vdm,,,,,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Pays inconnu,Inconnu,Non
2020-06-03,Refusée sans enquête,Saint-Léonard,,,,,,,,,,,TP - Propreté,,,Inconnu,HOMME,Canadien,NON,Non
2020-06-04,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,FEMME,Canadien,Inconnu,Non
2020-06-04,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-06-04,Refusée sans enquête,L'Île-Bizard--Sainte-Geneviève,,,,,,,,,,,TP - Circulation/Signalisation,,,51 à 64 ans,FEMME,Canadien,NON,Non
2020-06-04,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,,,,,ZU - Permis - Autre,,,Inconnu,FEMME,Italien,NON,Non
2020-06-05,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,Arbre,,,Inconnu,FEMME,Italien,NON,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,41 à 50 ans,FEMME,Canadien,NON,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de l'urbanisme,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,Inconnu,Ne sait pas,Inconnu,Non
2020-06-05,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-06-05,Analyse/enquête sommaire,Mercier--Hochelaga-Maisonneuve,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,FEMME,Canadien,NON,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-06-05,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2020-06-05,Refusée sans enquête,X-Tous les arrondissements,,,,,,,,,,,TP - Chaussée/Trottoir,,,Inconnu,Inconnu,Pays inconnu,Inconnu,Non
2020-06-05,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-06,Refusée sans enquête,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,,,,,Piste cyclable / Vélo,,,Inconnu,FEMME,Ne sait pas,NON,Non
2020-06-06,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,Montréal-Nord,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Italien,NON,Non
2020-06-06,Enquête approfondie,Montréal-Nord,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,Montréal-Nord,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,Inconnu,HOMME,Canadien,Arabe,Non
2020-06-06,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2020-06-06,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,,,,,Piste cyclable / Vélo,Charte - vie démocratique,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - vie démocratique,Inconnu,FEMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,18 à 25 ans,HOMME,Ne sait pas,Inconnu,Non
2020-06-06,Refusée sans enquête,Ville-Marie,Mercier--Hochelaga-Maisonneuve,Villeray--Saint-Michel--Parc-Extension,Rosemont--La Petite-Patrie,,,,,,,,ZU - Autre,,,41 à 50 ans,HOMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
2020-06-06,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,,,,,Piste cyclable / Vélo,,,Inconnu,FEMME,Canadien,NON,Non
2020-06-07,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-06-07,Enquête approfondie,,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de l'urbanisme,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,FEMME,Canadien,NON,Non
2020-06-07,Enquête approfondie,Rosemont--La Petite-Patrie,,,,Infrastructures du réseau routier - Toutes directions confondues,De l'urbanisme et de la mobilité - Direction de la mobilité,Concertation des arrondissements  - Toutes directions confondues,Expérience citoyenne et communications - Direction de l'expérience citoyenne,,,,Piste cyclable / Vélo,Charte - sécurité,Charte - services municipaux,Inconnu,HOMME,Canadien,NON,Non
