Date_reception_demande,type_intervention,Ev_arrondissement,Ev_arrond2,Ev_service,Ev_service1,Ev_paramunicipal,societe_controle_concernee,Autre_entite,Categorie,Engagement_Charte_mtl_droits_respons,Engagement_Charte_mtl_droits_respons2,GroupeAge,Sexe,Origine_ethnique,Minorite_visible,Autochtone 
2019-04-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,FEMME,Pays inconnu,Asiatique,Non
2019-04-29,Refusée sans enquête,Ville-Marie,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-29,Refusée sans enquête,Outremont,,,,,,,ZU - Permis - Autre,,,Inconnu,FEMME,Canadien,NON,Non
2019-04-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Haitien,Noir,Non
2019-04-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,18 à 25 ans,HOMME,Pays inconnu,Arabe,Non
2019-04-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,18 à 25 ans,FEMME,Canadien,NON,Non
2019-04-29,Enquête approfondie,,,Habitation - Toutes directions confondues,,,,,Services aux citoyens - Communication/Informations,Charte - services municipaux,,OdM,OdM,OdM,OdM,Non
2019-04-30,Refusée sans enquête,Ville-Marie,,,,,,,Domaine public - Activité commerciale,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-30,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,Inconnu,Non
2019-04-30,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,Nuisance - Autre ou Combinaison,,,65 ans et +,FEMME,Canadien,NON,Non
2019-04-30,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2019-04-30,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-30,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-04-30,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,Inconnu,FEMME,Ne sait pas,Inconnu,Non
2019-05-01,Refusée sans enquête,LaSalle,,,,,,,TP - Propreté,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-05-01,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,65 ans et +,HOMME,Marocain,Arabe,Non
2019-05-01,Refusée sans enquête,Ville-Marie,,,,,,,Domaine public - Occupation,,,PM,PM,PM,PM,Non
2019-05-01,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,PM,PM,PM,PM,Non
2019-05-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-01,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-05-02,Analyse/enquête sommaire,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-05-02,Enquête approfondie,Ahuntsic-Cartierville,,,,,,,Jardin communautaire,,,65 ans et +,HOMME,Syrien,Arabe,Non
2019-05-02,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-02,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,65 ans et +,FEMME,Canadien,NON,Non
2019-05-02,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Italien,NON,Non
2019-05-02,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-02,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-05-02,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,ZU - Autre,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-02,Refusée sans enquête,Ville-Marie,,Habitation - Toutes directions confondues,,,,,Immeuble - Salubrité - Moisissures,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-05-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,65 ans et +,FEMME,Canadien,NON,Non
2019-05-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-03,Enquête approfondie,Rosemont--La Petite-Patrie,,,,,,,Arbre,"Charte - environnement, developpement durable",,Inconnu,FEMME,Italien,NON,Non
2019-05-03,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-03,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,Sécurité - Autre qu'incendie,Charte - sécurité,,GC,GC,GC,GC,Non
2019-05-03,Enquête approfondie,Mercier--Hochelaga-Maisonneuve,,,,,,,TP - Chaussée/Trottoir,Charte - sécurité,,GC,GC,GC,GC,Non
2019-05-06,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-05-06,Refusée sans enquête,Ville-Marie,,,,,,,Jardin communautaire,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-06,Refusée sans enquête,,,,,,,,Animal,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-06,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,18 à 25 ans,FEMME,Ne sait pas,Inconnu,Non
2019-05-06,Suivi engagement antérieur,Le Sud-Ouest,,,,,,,Sécurité - Autre qu'incendie,Charte - sécurité,,65 ans et +,HOMME,Canadien,NON,Non
2019-05-06,Analyse/enquête sommaire,,,,,Office municipal d'habitation de Montréal (OMHM),,,Relations locataire/propriétaire (VdM et entités liées),,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-05-07,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,Ayant lien avec la Ville,Dommage matériel - Réclamation monétaire,,,41 à 50 ans,HOMME,Algerien,Arabe,Non
2019-05-07,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-05-07,Refusée sans enquête,,,Diversité et inclusion sociale - Toutes directions confondues,,,,,Services aux citoyens - Communication/Informations,,,26 à 40 ans,HOMME,Canadien,Noir,Non
2019-05-07,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,18 à 25 ans,HOMME,Canadien,Inconnu,Non
2019-05-07,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Délai/Procédure,,,18 à 25 ans,HOMME,Canadien,Inconnu,Non
2019-05-08,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,TP - Propreté,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-08,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,Inconnu,Non
2019-05-09,Refusée sans enquête,,,,,Bureau du taxi de Montréal,,,Services aux citoyens - Courtoisie/Comportement,,,51 à 64 ans,HOMME,Pays inconnu,Arabe,Non
2019-05-09,Refusée sans enquête,Outremont,,,,,,,TP - Compostage/Déchets/Recyclage,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-09,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-09,Refusée sans enquête,,,Eau - Toutes directions confondues,,,,,TP - Aqueduc / Égout,,,26 à 40 ans,HOMME,Pays inconnu,Latino-américain,Non
2019-05-10,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Services aux citoyens - Communication/Informations,,,18 à 25 ans,HOMME,Canadien,NON,Non
2019-05-10,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Pays inconnu,NON,Non
2019-05-10,Suivi engagement antérieur,Le Plateau-Mont-Royal,,,,,,,TP - Propreté,Charte - services municipaux,,OdM,OdM,OdM,OdM,Non
2019-05-10,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-10,Refusée sans enquête,Ville-Marie,,,,,,,Domaine public - Occupation,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-10,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Agent de la paix - DAO (excluant comportement),,,26 à 40 ans,HOMME,Français,NON,Non
2019-05-13,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Grec,NON,Non
2019-05-13,Refusée sans enquête,,,,,Office municipal d'habitation de Montréal (OMHM),,,Immeuble - Entretien,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-13,Refusée sans enquête,Le Sud-Ouest,,,,,,,Services aux citoyens - Délai/Procédure,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-13,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,Inconnu,Ne sait pas,Inconnu,Non
2019-05-13,Refusée sans enquête,L'Île-Bizard--Sainte-Geneviève,,Finances - Toutes directions confondues,,,,,Taxe - Autre que foncière,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-05-13,Enquête approfondie,Ville-Marie,,,,,,,ZU - Autre,"Charte - environnement, developpement durable",,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-13,Refusée sans enquête,,,Affaires juridiques - Direction des serv. juridiciaires (Cour municipale),,,,,Cour municipale - Frais/Perception (en lien avec jugement),,,Inconnu,FEMME,Canadien,NON,Non
2019-05-13,Refusée sans enquête,Ville-Marie,,,,,,,Domaine public - Activité commerciale,,,26 à 40 ans,HOMME,Péruvien,Latino-américain,Non
2019-05-14,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe foncière/Évaluation,,,65 ans et +,HOMME,Canadien,NON,Non
2019-05-14,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,Services aux citoyens - Courtoisie/Comportement,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-14,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Pays inconnu,Arabe,Non
2019-05-14,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Services aux citoyens - Communication/Informations,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-14,Refusée sans enquête,Anjou,,,,,,,Nuisance - Bruit,,,65 ans et +,HOMME,Canadien,NON,Non
2019-05-14,Refusée sans enquête,Saint-Laurent,,,,,,,ZU - Permis - Autre,,,Inconnu,HOMME,Pays inconnu,NON,Non
2019-05-14,Refusée sans enquête,Saint-Laurent,,,,,,,Nuisance - Bruit,,,Inconnu,HOMME,Pays inconnu,NON,Non
2019-05-15,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,Noir,Non
2019-05-15,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Arbre,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-05-16,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Fourrière,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-16,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-16,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-16,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Pays inconnu,Inconnu,Non
2019-05-16,Refusée sans enquête,,,Habitation - Toutes directions confondues,,,,,Services aux citoyens - Communication/Informations,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-05-17,Suivi engagement antérieur,Ville-Marie,,,,,,,Services aux citoyens - Délai/Procédure,,,OdM,OdM,OdM,OdM,Non
2019-05-17,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-05-17,Refusée sans enquête,Villeray--Saint-Michel--Parc-Extension,,,,,,,TP - Propreté,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-17,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-17,Refusée sans enquête,Outremont,,,,,,,Ruelle,,,GC,GC,GC,GC,Non
2019-05-17,Enquête approfondie,Pierrefonds-Roxboro,,,,,,,Participation citoyenne - Autre que droit d'initiative,Charte - vie démocratique,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-05-17,Refusée sans enquête,,,Eau - Toutes directions confondues,,,,,Dommage matériel - Demande de réparation,,,Inconnu,FEMME,Grec,NON,Non
2019-05-20,Refusée sans enquête,Ville-Marie,,,,,,,Nuisance - Bruit,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-21,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Animal,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-21,Analyse/enquête sommaire,Ville-Marie,,,,,,,Domaine public - Activité commerciale,,,41 à 50 ans,HOMME,Canadien,Inconnu,Non
2019-05-21,Refusée sans enquête,LaSalle,,,,,,,Immeuble - Salubrité - Rongeurs,,,26 à 40 ans,FEMME,Canadien,Noir,Non
2019-05-21,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Pays inconnu,"Asie du Sud (tamouls, pakis, hindous)",Non
2019-05-21,Refusée sans enquête,Mercier--Hochelaga-Maisonneuve,,,,,,,ZU - Permis Transformation/Construction/Démolition/PIIA,,,26 à 40 ans,HOMME,Libanais,NON,Non
2019-05-21,Analyse/enquête sommaire,,,,,,,Ayant lien avec la Ville,Dommage matériel - Réclamation monétaire,,,41 à 50 ans,HOMME,Algerien,Arabe,Non
2019-05-21,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-21,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-05-21,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-21,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,65 ans et +,HOMME,Canadien,NON,Non
2019-05-21,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,65 ans et +,HOMME,Canadien,NON,Non
2019-05-21,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-21,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-21,Enquête approfondie,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Clôture/Haie,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-05-22,Refusée sans enquête,,,Finances - Toutes directions confondues,,,,,Taxe - Autre que foncière,,,26 à 40 ans,HOMME,Pays inconnu,Noir,Non
2019-05-22,Refusée sans enquête,Ahuntsic-Cartierville,,,,,,,Nuisance - Bruit,,,65 ans et +,HOMME,Égyptien,Arabe,Non
2019-05-23,Refusée sans enquête,,,Concertation des arrondissements  - Toutes directions confondues,,,,,Animal,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-23,Refusée sans enquête,,,Affaires juridiques - Direction des affaires civiles,,,,,Dommage matériel - Réclamation monétaire,,,65 ans et +,HOMME,Marocain,Arabe,Non
2019-05-23,Refusée sans enquête,Rivière-des-Prairies--Pointe-aux-Trembles,,,,,,,ZU - Autre,,,65 ans et +,HOMME,Marocain,Arabe,Non
2019-05-24,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-24,Refusée sans enquête,,,Sécurité incendie - Toutes directions confondues,,,,,Services aux citoyens - Délai/Procédure,,,PM,PM,PM,PM,Non
2019-05-24,Analyse/enquête sommaire,,,Gestion et planification immobilière - Toutes directions confondues,,,,,Accessibilité universelle,Charte - services municipaux,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-24,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,TP - Chaussée/Trottoir,,,41 à 50 ans,HOMME,Canadien,NON,Non
2019-05-24,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-24,Refusée sans enquête,Ville-Marie,,,,,,,Accès à l'information,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-26,Enquête approfondie,Montréal-Nord,,,,,,,Nuisance - Autre ou Combinaison,"Charte - environnement, developpement durable",,65 ans et +,FEMME,Canadien,NON,Non
2019-05-26,Analyse/enquête sommaire,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Ne sait pas,NON,Non
2019-05-27,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,41 à 50 ans,HOMME,Pays inconnu,NON,Non
2019-05-27,Refusée sans enquête,Côte-des-Neiges--Notre-Dame-de-Grâce,,,,,,,Animal,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-05-27,Analyse/enquête sommaire,Rosemont--La Petite-Patrie,,,,,,,Services aux citoyens - Délai/Procédure,,,41 à 50 ans,FEMME,Algerien,Arabe,Non
2019-05-27,Analyse/enquête sommaire,Villeray--Saint-Michel--Parc-Extension,,,,,,,Fourrière,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-27,Refusée sans enquête,,,Ressources humaines  - Toutes directions confondues,,,,,Relations de travail,,,41 à 50 ans,FEMME,Français,Noir,Non
2019-05-28,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,26 à 40 ans,HOMME,Canadien,NON,Non
2019-05-28,Refusée sans enquête,,,Ressources humaines  - Toutes directions confondues,,,,,Relations de travail,,,41 à 50 ans,FEMME,Canadien,NON,Non
2019-05-28,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-28,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Services aux citoyens - Délai/Procédure,,,65 ans et +,HOMME,Canadien,NON,Non
2019-05-28,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,65 ans et +,HOMME,Canadien,NON,Non
2019-05-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-05-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,FEMME,Canadien,NON,Non
2019-05-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-05-29,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,Nuisance - Circulation,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-29,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,Inconnu,HOMME,Ne sait pas,Inconnu,Non
2019-05-30,Enquête approfondie,,,De l'urbanisme et de la mobilité - Direction de la mobilité,,,,,Piste cyclable / Vélo,Charte - sécurité,,OdM,OdM,OdM,OdM,Non
2019-05-30,Entité visée sans lien Vdm,,,,,,,Sans lien avec la Ville,Sans lien avec la Ville,,,51 à 64 ans,HOMME,Canadien,NON,Non
2019-05-30,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Autre que stationnement,,,41 à 50 ans,HOMME,Français,NON,Non
2019-05-30,Refusée sans enquête,Le Sud-Ouest,,,,,,,Nuisance - Autre ou Combinaison,,,Inconnu,HOMME,Canadien,NON,Non
2019-05-30,Suivi engagement antérieur,,,De l'urbanisme et de la mobilité - Direction de la mobilité,,,,,Accessibilité universelle,Charte - sécurité,Charte - services municipaux,PM,PM,PM,PM,Non
2019-05-30,Refusée sans enquête,Le Plateau-Mont-Royal,,,,,,,TP - Chaussée/Trottoir,,,Inconnu,FEMME,Canadien,NON,Non
2019-05-30,Refusée sans enquête,,,Police - Toutes direstions confondues,,,,,Constat - Stationnement,,,26 à 40 ans,FEMME,Canadien,NON,Non
2019-05-30,Refusée sans enquête,Rosemont--La Petite-Patrie,,,,,,,Stationnement municipal et sur rue/Vignette/Débarcadère,,,26 à 40 ans,FEMME,Canadien,NON,Non
