PrjName,RecordNo,Q2,Q3,Q33,Q4A,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5A,Q5B,Q5C,Q5D,Q5E,Q5F,Q5G,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,Q6G,Q6H,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7H,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q9D,Q9E,Q9K,Q9F,Q9G,Q9I,Q9J,Q9L,Q9M,Q10,Q11,Q11O,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12L,Q12M,Q12N,Q13A,Q13B,Q13C,Q13D,Q14,Q15,Q16,Q17B,Q17BO,Q17A,Q17AO,QNPS,Q18,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20,Q21,Q21O,Q22,Q22O,Q24,Q27M1,Q27M1O,Q27M2,Q27M2O,Q27M3,Q27M3O,Q27M4,Q27M4O,Q27M5,Q27M5O,Q27M6,Q27M6O,Q27M7,Q27M7O,Q27M8,Q27M8O,Q27M9,Q27M9O,Q27M10,Q27M10O,Q25M1,Q25M1O,Q25M2,Q25M2O,Q25M3,Q25M3O,Q25M4,Q25M4O,Q25M5,Q25M5O,Q26,Q26O,Q28,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q29H,Q30,Q31,DEMO,Q34,Q34O,Q35,Q36,Q36B,Q36BO,Q36C,Q36CO,Q37,LANG,POND 
12000_112A,3569,H1G,8,3,2,2,2,2,2,2,3,3,2,2,3,2,2,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,9,securite de pietons au centre ville,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9,securite,99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,3,,2,3,4,,1,,2,FR,"0,730258"
12000_112A,3580,H4L,14,5,1,1,2,1,3,2,3,2,1,3,2,3,3,1,2,3,2,1,2,3,1,1,1,1,1,3,3,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,,2,3,3,2,2,3,2,2,2,2,2,1,2,3,2,2,2,2,1,le transport en commun,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,1,4,1,,9,,1,FR,"0,748712"
12000_112A,3589,H2V,9,6,1,1,1,1,2,1,1,3,2,2,3,2,1,1,4,3,3,1,2,3,3,1,1,1,1,1,1,1,9,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,98,,2,2,1,1,9,9,1,1,3,1,1,2,1,2,1,2,1,2,10,Le service d'autobus.,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,3,3,,1,,2,FR,"0,172081"
12000_112A,3625,H1W,7,5,4,2,1,1,2,4,4,3,2,2,2,2,3,2,3,3,2,1,3,3,2,2,4,1,3,3,1,2,2,3,4,3,4,2,4,3,2,4,2,1,2,9,2,1,1,3,2,14,la qualité des chaussées,2,3,2,1,1,9,3,2,3,1,3,2,3,2,4,3,3,3,96,un contrôle à faire  pour les utilisateurs  de nos rues avoisinantes qui viennent stationner dans nos rues.,3,avoir un respect pour l'architecture,10,2, , , , , , , , ,, ,,1,1,,4,,2,, ,, ,, ,, ,, ,, ,, ,,1,,20,"J'ai communqué au sujet des arbres qu'on peut acheter au printemps et également les nids de poules, les activités culturelles et sportives, pour moi et les enfants.",4,,14,, ,,3,les activités en septembre,2,2,1,1,1,1,2,2,3,2,2,1,2,,1,4,1,,1,,2,FR,"0,472132"
12000_112A,3634,H2M,1,6,2,3,3,3,2,2,3,2,2,2,2,2,2,2,9,9,2,3,2,3,2,2,1,2,2,4,1,2,9,2,2,2,2,4,4,1,3,1,1,1,9,2,9,1,9,1,3,12,,2,2,2,2,2,9,2,9,2,2,2,2,2,2,2,2,1,2,2,La poncutalité,99,,6,1,2,9,2,9,9,2,2, ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,2,3,,1,,2,FR,"1,743369"
12000_112A,3652,H9C,6,6,2,2,3,3,2,2,2,1,2,2,9,9,9,1,3,2,2,1,2,1,9,2,2,2,3,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,9,LA CIRCULATION ONT VILLE,2,1,3,1,1,9,2,2,1,1,1,2,2,2,2,2,2,2,1,LE TRANSPORT ONT COMMUN,99,,5,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,5,,15,CLEARAGE DU RUE, ,, ,, ,,15,CLEARAGE DU RUE,1,1,1,1,2,1,2,2,1,2,1,1,1,,1,4,3,,1,,1,FR,"0,068554"
12000_112A,3669,H2M,1,4,1,2,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3,1,1,1,3,3,9,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,6,,2,2,2,3,2,4,2,2,2,1,1,1,1,1,2,2,2,2,9,le respect des limites de vitesse,10,"Qu'il y a plus de flexibilité, s'adapter à la réalité des citoyens, modifier certains règlements irréalistes, faire des exceptions quand la situation le demande.",4,2, , , , , , , , ,, ,,1,6,,1,,2,, ,, ,, ,, ,, ,, ,, ,,1,,2,rénovation de propriété, ,, ,, ,,1,,4,4,9,2,2,2,3,2,2,3,4,1,2,,1,4,1,,1,,1,FR,"1,123832"
12000_112A,3676,H3V,9,5,1,1,1,2,1,1,1,1,1,3,2,4,4,2,4,4,4,1,1,2,1,2,1,2,1,2,1,2,1,3,2,1,4,1,3,2,2,2,2,1,2,2,2,2,2,2,1,1,,2,3,1,2,1,2,2,1,2,1,1,2,2,2,3,2,2,2,10,The bus service is really good and important to me.,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,4,3,,1,,1,EN,"0,16549"
12000_112A,3678,H9C,6,4,1,2,2,3,3,2,3,1,1,1,1,9,9,1,1,1,1,1,1,1,9,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,9,1,1,98,,2,2,2,1,2,1,1,2,2,2,9,2,1,2,2,2,1,1,99,,1,la rapiditee,9,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,99,, ,, ,, ,, ,, ,,2,1,2,1,1,1,2,1,1,2,1,1,2,,1,4,2,,1,,2,FR,"0,07984"
12000_112A,3679,H1X,13,4,2,9,2,9,1,9,2,1,1,2,1,1,1,3,4,4,4,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,9,3,9,9,9,2,2,2,2,1,9,9,2,9,1,12,aggression,2,9,3,9,1,2,9,3,9,1,1,2,2,2,2,2,1,2,96,la politesse des chauffeur d'autobus,2,le respect de la securite,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,6,,1,,1,FR,"0,795344"
12000_112A,3689,H2H,11,2,1,1,1,2,1,3,3,3,3,3,3,3,3,2,3,3,2,2,3,4,1,2,1,1,1,1,2,1,2,1,1,2,2,1,9,1,1,2,1,1,2,2,9,9,9,9,1,97,recession economique,2,2,2,1,2,9,2,2,2,9,9,2,2,2,2,2,2,1,11,"le metro, l'horaire du bus, surcharge sur reseau au transport au commun",99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,4,1,,1,,1,FR,"1,853719"
12000_112A,3702,999,14,5,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,9,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,98,,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,2,1,2,99,,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,2,1,,1,,1,FR,"0,977762"
12000_112A,3707,H1H,8,2,1,1,1,1,1,4,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,9,3,1,1,2,1,1,2,2,2,1,1,2,2,9,1,9,9,2,12,,2,2,2,2,9,9,2,2,2,9,9,2,1,1,2,9,2,2,99,,99,,6,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,4,4,,99,Créole,2,FR,"0,753177"
12000_112A,3722,H2M,1,2,2,9,1,2,1,2,4,2,2,2,1,2,2,2,4,4,4,2,2,4,2,1,1,1,2,4,1,3,3,1,2,2,2,1,9,9,9,1,1,1,1,9,9,9,4,9,1,98,,2,2,2,2,2,9,9,2,3,2,2,2,9,2,2,2,2,3,2,améliorer le transport en commun,99,,8,2, , , , , , , , ,, ,,1,2,,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,4,1,2,2,2,4,2,3,4,4,1,1,,1,4,3,,1,,1,FR,"0,914831"
12000_112A,3730,H9C,6,5,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,3,2,9,2,2,2,2,2,2,2,2,2,9,9,2,2,2,98,,3,2,2,2,1,9,2,1,9,2,2,3,9,3,2,2,2,2,12,le deneigement,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,2,3,,1,,1,FR,"0,197405"
12000_112A,3738,999,13,4,3,1,9,2,2,3,4,3,3,4,3,4,4,1,3,3,4,2,2,9,4,2,4,3,2,4,9,1,1,2,4,9,9,1,4,4,4,2,2,4,9,1,4,4,2,2,3,3,,3,4,2,2,3,9,3,9,9,9,9,3,3,9,4,4,3,3,1,le transport,99,,99,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,4,6,,1,,2,FR,"0,83179"
12000_112A,3740,H3T,3,6,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,9,1,9,2,9,,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,11,Le métro,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,4,3,,1,,1,FR,"0,674134"
12000_112A,3760,H1X,13,5,1,2,1,9,9,1,2,2,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,,1,1,1,1,1,2,1,1,1,1,9,2,2,2,2,2,2,1,10,"Autobus et Metro, c`est-a-dire les heures de passages et les horaires.",96,La collecte des ordures et la nettoyage des rues.,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,3,3,,1,,1,FR,"1,745353"
12000_112A,3766,H4E,5,3,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,2,3,2,3,3,2,2,4,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,98,,2,3,2,2,2,2,1,2,2,2,1,2,3,3,3,2,1,2,1,efficacité,1,delai,8,2, , , , , , , , ,, ,,1,1,,3,, ,, ,, ,, ,, ,, ,, ,, ,,3,pour le parc et couper des branches,14,, ,, ,, ,, ,,4,4,2,4,3,2,2,2,2,4,4,1,2,,1,4,1,,99,macédonien,1,FR,"1,088672"
12000_112A,3785,H2H,11,4,2,2,2,3,2,2,3,3,3,3,3,3,3,3,4,3,2,4,3,4,2,3,1,1,3,3,3,4,1,3,3,3,3,3,2,2,2,2,3,2,4,3,2,3,2,2,2,9,securite de piste cyclable,3,3,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,2,5,la varieté,1,la facilité de obtantion,8,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,14,arbre, ,, ,, ,, ,, ,,4,4,2,2,2,2,3,3,3,4,4,1,4,,1,4,1,,1,,2,FR,"0,437094"
12000_112A,3790,H2B,9,6,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,98,,1,1,2,1,9,9,9,2,9,2,2,2,2,2,2,2,2,2,1,le transport en commun et les autobus,1,les permis de construction,8,2, , , , , , , , ,, ,,1,1,,6,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,1,1,1,1,1,1,1,1,1,2,1,1,1,,1,4,3,,2,,2,FR,"0,176402"
12000_112A,3794,H2X,11,6,3,4,2,3,2,4,4,2,2,3,2,3,3,1,4,4,3,3,3,3,3,2,1,1,1,9,1,9,9,1,2,2,2,9,1,2,1,1,1,1,1,9,9,1,1,1,2,9,la voiture et le velo comme pieton et les feux de circulation qui ne laissent pas assez de temps pour traverser,2,3,3,1,1,9,2,1,1,9,1,3,2,3,2,3,2,2,2,la fréquence de l'offre du transport en commun,99,,9,2, , , , , , , , ,, ,,1,97,lettre,4,,1,, ,, ,, ,, ,, ,, ,, ,,4,panneaux de signalisation dans mon coin sur ma rue dans un cul de sac qui ne sont pas visibles. Les automobilistes ne les voient pas., ,, ,, ,, ,, ,,4,9,9,3,9,2,9,4,2,4,4,1,1,,1,4,3,,1,,2,FR,"0,312662"
12000_112A,3808,H4E,16,6,1,1,1,9,1,1,1,1,1,1,4,4,4,1,2,9,1,1,1,1,4,1,4,1,4,4,4,1,1,4,1,1,1,1,9,9,9,1,4,4,1,2,9,9,1,1,1,6,,3,2,2,2,9,9,9,2,3,1,1,1,9,1,9,9,9,9,96,Transport adapté plus rapide.,99,,10,1,4,2,4,1,3,4,2, ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,,1,, ,, ,, ,, ,, ,,4,3,4,3,3,4,3,3,2,4,4,1,4,,2,3,3,,1,,2,FR,"0,422587"
12000_112A,3813,H8R,5,4,2,2,2,2,2,2,4,3,2,2,3,2,2,2,3,3,3,3,2,2,2,2,1,1,2,2,2,1,1,3,2,2,3,4,1,1,1,1,1,1,4,1,1,1,1,1,2,97,le voisinage,2,2,2,1,2,9,1,2,2,9,9,1,1,1,3,2,2,2,12,LES ROUTES,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,2,4,1,,1,,2,FR,"0,388207"
12000_112A,3825,999,16,6,1,1,1,2,2,1,3,2,2,1,2,2,2,2,3,3,2,2,3,3,2,2,1,2,2,3,2,2,1,3,9,2,2,3,2,2,9,2,2,2,2,2,3,2,2,2,2,98,,2,2,2,2,1,9,2,9,9,1,2,2,2,2,3,2,2,2,10,The buses and metro.,6,When you do major renovations.,7,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,27,"Rodents, and to much dust coming down because of the construction.", ,, ,, ,, ,, ,,2,2,9,1,2,2,2,9,2,2,2,1,4,,1,4,3,,2,,2,EN,"0,285962"
12000_112A,3828,H3J,16,4,2,1,2,3,3,2,3,4,3,3,4,2,3,4,4,4,3,4,2,3,9,4,3,1,2,3,1,2,1,3,4,3,2,4,1,2,2,4,3,3,3,2,2,2,2,2,2,13,le soir pas assez de lumieres dans les rues et les ruelles,2,3,3,2,3,9,2,2,3,2,2,3,3,3,3,3,3,3,8,"traffic élevé pendant les heures de pointe, pourquoi",1,"une longue liste d attente pour obtenir un permis de renovation, ajouter du personnel",8,2, , , , , , , , ,, ,,1,4,, ,, ,, ,, ,, ,, ,, ,, ,, ,,13,stationnement, ,, ,, ,, ,, ,,2,3,2,2,2,2,2,4,2,3,3,1,2,,1,4,1,,2,,2,FR,"0,473714"
12000_112A,3829,H1W,7,6,1,2,1,2,1,1,2,3,2,3,3,2,3,3,4,4,2,2,2,3,2,2,3,2,4,3,2,2,2,3,9,3,2,1,3,2,2,2,3,2,3,9,2,2,1,9,2,13,"Il n'y a pas assez d'éclairage (hors des rues commerciales, dans les rues résidentielles). Il peut y avoir des individus qui nous suivent ou nous observent.",3,3,2,3,2,9,2,2,2,2,2,2,2,2,2,2,2,1,13,Il s'agit de l'horaire des autobus et du métro... et la fréquence du passage des autobus sur certaines rues (résidentielles).,5,"Il faut que les inspecteurs s'assurent que c'est adéquat... Si la personne donne un permis, il faut qu'il soit précisément clarifié ce que la personne a le droit de faire, et qu'il y ait vérification par la suite (que c'est bien fait).",8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,3,3,,1,,2,FR,"1,49853"
12000_112A,3830,H9C,6,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,3,8,"Road rage, hard to drive in montreal. Nobody follow rules. Bikes dont follow rule. Bikes are dangerous.",1,2,2,1,1,2,2,2,2,1,9,2,2,2,2,2,2,2,13,"More buses around the city, expend the service for new houses. Safety for the kids.",99,,10,2, , , , , , , , ,, ,,1,6,,2,, ,, ,, ,, ,, ,, ,, ,, ,,1,Bridge question.To change the commucation in english. Dog license renew.,11,,25,, ,, ,,22,bridge,2,2,3,2,2,3,2,3,2,2,2,1,2,,1,2,3,,2,,2,EN,"0,163606"
12000_112A,3842,H8T,4,4,2,2,1,3,3,2,2,1,2,3,1,3,4,2,4,4,4,2,2,2,3,2,2,1,3,3,2,2,2,2,3,3,3,2,1,1,1,1,3,2,2,4,2,2,1,1,2,9,,1,3,2,2,2,9,1,1,3,1,1,2,2,2,3,2,2,2,5,Améliorer le transport de train. Le lien entre ici et le centre-ville.,1,La rapidité d'émission des permis.,8,2, , , , , , , , ,, ,,1,2,,3,,1,, ,, ,, ,, ,, ,, ,, ,,4,Trottoir mal aligné a refaire. Entrée de stationnement tres petites et mal adaptées., ,, ,, ,, ,, ,,1,3,2,1,2,2,2,2,2,2,2,1,2,,1,4,8,A son compte. Travailleur autonome.,1,,2,FR,"0,252181"
12000_112A,3847,H8P,5,4,1,4,4,1,4,4,4,1,1,1,1,1,1,4,1,4,1,1,4,4,1,4,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,97,Import Terrorism,1,4,4,1,1,4,2,1,4,1,1,4,4,3,4,4,3,2,2,Public transportation efficiency,5,Inspection,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,4,1,,2,,1,EN,"0,835334"
12000_112A,3862,H2S,13,3,9,3,2,3,3,3,3,2,2,1,2,2,2,3,3,2,2,1,3,3,4,2,4,3,2,1,3,2,2,2,2,9,3,3,2,3,2,2,2,2,2,2,4,2,1,2,2,13,Manque de lumière dans les rues,2,2,2,2,2,3,2,2,3,9,2,2,2,9,2,3,3,3,6,Coordination de feux rouges. Le temps d'attente pour les pietons au feux rouges,99,,7,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,4,2,,3,,2,FR,"1,411249"
12000_112A,3865,H1K,7,6,1,2,1,3,3,2,2,2,1,2,2,1,2,2,4,4,4,3,2,2,2,3,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,3,2,2,1,1,2,4,,2,9,1,1,2,9,1,2,9,2,9,2,2,2,3,2,2,2,96,la securite  au metro,99,,8,2, , , , , , , , ,, ,,1,7,,1,, ,, ,, ,, ,, ,, ,, ,, ,,25,dse informations, ,, ,, ,, ,, ,,1,2,1,1,1,1,2,2,2,2,1,1,4,personne seule,1,4,3,,1,,2,FR,"0,732352"
12000_112A,3870,H3C,11,5,1,1,2,3,4,4,3,1,1,4,1,1,4,3,4,4,1,1,4,1,1,2,1,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,98,,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,3,2,1,99,,99,,10,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,2,,2,2,3,,3,,2,FR,"2,11079"
12000_112A,3872,H9E,6,4,3,3,1,3,4,4,4,3,2,2,4,1,2,9,4,2,4,3,1,2,2,2,1,1,2,3,1,3,3,2,2,2,2,3,2,2,1,2,2,2,4,1,2,2,1,2,1,9,Plus de pistes cyclables,3,3,9,1,9,9,1,3,9,1,1,3,3,2,4,3,3,1,99,,99,,3,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,1,4,1,,99,Polonais,2,FR,"0,126284"
12000_112A,3873,H4G,17,2,1,1,1,2,1,2,2,2,3,3,2,2,3,3,3,3,2,3,2,2,2,2,1,1,3,3,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,14,La ponctualité des autobus,1,La rapidité de l'émission,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,2,3,1,,1,,2,FR,"1,462823"
12000_112A,3878,H2M,1,6,2,2,1,2,4,9,1,2,2,3,2,2,3,1,3,2,1,1,2,4,1,1,1,1,2,3,1,4,3,1,9,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,11,,2,2,2,9,9,9,2,2,9,9,9,3,2,2,3,3,2,2,9,LA VITESSE DE AUTOMOBILE,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,4,3,,1,,2,FR,"0,683979"
12000_112A,3888,H1S,15,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,9,2,1,1,1,3,9,1,2,1,1,1,9,,1,2,2,2,9,9,2,1,2,9,9,2,2,1,2,2,2,2,8,"parfois trop de travaux, le civisme de certains conducteurs",99,,10,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,17,coupure de courant, ,, ,, ,, ,, ,,1,1,9,9,9,9,9,9,1,2,2,1,2,,2,4,4,,9,,1,FR,"0,626032"
12000_112A,3889,H2M,1,2,3,2,1,1,2,2,3,9,9,9,9,9,9,9,3,4,2,3,2,3,2,2,1,1,3,3,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,13,eclairage,9,2,1,1,2,9,1,2,1,1,9,3,3,3,2,3,3,2,2,la fiabilité,99,,6,2, , , , , , , , ,, ,,1,6,, ,, ,, ,, ,, ,, ,, ,, ,, ,,7,,14,un arbre, ,, ,, ,,14,un arbre tomber,3,3,2,2,2,1,4,2,2,3,3,1,2,,1,4,1,,1,,2,FR,"1,024709"
12000_112A,3908,H1G,17,6,2,2,3,3,1,9,9,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,3,2,3,9,2,2,2,2,1,2,2,9,2,1,1,1,2,2,9,2,2,1,9,"les vélos sur les trottoirs, beaucoup de monde sur les trottoirs",9,1,2,2,9,9,2,2,9,1,9,9,2,9,2,2,1,1,99,,99,,8,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,1,,2,3,3,,1,,1,FR,"0,460392"
12000_112A,3916,H2J,11,4,2,2,2,9,2,2,4,2,2,1,4,3,3,4,4,4,4,3,3,4,3,3,1,4,3,1,1,1,1,1,1,3,2,2,4,2,2,1,3,1,1,1,2,2,2,3,2,99,,3,4,2,2,3,4,2,1,3,1,1,2,3,3,4,4,3,3,12,Les nids de poule qui sont present dans les rues. Il faut faire quelque chose a propos de ca.,4,La service a la clientele pour les permis. Il y a un manque de respect. La impolitesse.,4,2, , , , , , , , ,, ,,1,1,, ,, ,, ,, ,, ,, ,, ,, ,, ,,7,, ,, ,, ,, ,, ,,1,2,9,1,2,1,2,2,2,2,2,1,2,,1,4,2,,1,,2,FR,"0,437094"
12000_112A,3926,H2X,18,4,2,2,2,2,2,4,4,4,4,4,4,4,4,2,1,4,4,2,2,4,2,4,4,4,2,2,2,4,4,2,4,2,4,4,4,2,2,2,2,2,4,4,2,4,2,2,1,1,,3,3,2,3,4,2,3,2,3,2,2,4,4,4,3,3,4,3,2,la ponctualite,2,la securite,6,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,3,,1,4,4,,1,,1,FR,"0,502544"
12000_112A,3936,H8N,5,5,1,2,4,1,2,2,3,2,4,3,2,1,1,2,4,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,3,4,,2,3,2,9,2,2,2,2,2,3,2,2,2,3,2,2,2,2,1,transport,1,permis,4,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,2,1,,1,,2,FR,"0,889622"
12000_112A,3937,999,9,6,1,2,2,2,2,9,3,2,3,4,2,2,4,9,1,3,2,3,4,3,2,2,1,1,9,1,1,4,1,1,4,1,3,2,9,1,1,1,1,1,4,2,9,9,2,9,1,4,,2,3,2,2,2,2,1,1,2,1,1,1,1,1,3,2,2,1,99,,99,,9,2, , , , , , , , ,, ,,2, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , , , , , , , , , , ,1,4,,1,4,3,,1,,2,FR,"0,100651"
12000_112A,3955,H2V,11,6,2,3,2,2,2,2,4,2,1,2,3,2,4,2,2,2,2,2,3,3,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,1,2,1,2,2,2,2,1,9,Pedestrian safety; careless drivers.,2,3,3,2,1,9,2,2,2,1,2,2,2,3,3,2,2,2,8,Fluidity,3,Esthetic,9,2, , , , , , , , ,, ,,1,3,,97,By mail,2,, ,, ,, ,, ,, ,, ,, ,,13,"The parking vignettes, heritage consultations",13,, ,, ,, ,, ,,2,2,2,2,2,2,2,2,2,2,1,1,1,,1,4,3,,2,,1,EN,"0,609721"
