TITRE_ORIGINAL,TITRE_FRANCAIS,TITRE_ANGLAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNEE_PRODUCTION,GENRE,SOURCE,AUTEUR_1,AUTEUR_2,AUTEUR_3,AUTEUR_4,UUID_MEDIAFILM,UUID_IMDB,UUID_WIKIDATA 
"Dracula, Prince of Darkness","Dracula, Prince des tÃ©nÃ¨bres","Dracula, Prince of Darkness",GB,,,,,,1965,Drame d'horreur,Roman,Bram Stoker,,,,mf-tt-0949719394,tt0059127,Q862197
Dragon Seed,"Fils du dragon, Les",Dragon Seed,US,,,,,,1944,Drame de guerre,Roman,Pearl Buck,,,,mf-tt-0675845759,tt0036777,
Dragonwyck,"ChÃ¢teau du dragon, Le",Dragonwyck,US,,,,,,1945,Drame psychologique,Roman,Anya Seton,,,,mf-tt-9726046191,tt0038492,Q136264
"Drame de ShanghaÃ¯, Le","Drame de ShanghaÃ¯, Le",,FR,,,,,,1938,Drame d'espionnage,Roman,Oscar Paul Gilbert,,,,mf-tt-2769341095,tt0028809,Q17005455
Dream of Love,Coeur de tzigane,Dream of Love,US,,,,,,1928,Drame,PiÃ¨ce,EugÃ¨ne Scribe,Ernest Legouve,,,mf-tt-6488845608,tt0018850,Q7762084
"Dreamers, The",Innocents,"Dreamers, The",FR,IT,GB,,,,2003,Drame de moeurs,Roman,Gilbert Adair,,,,mf-tt-7414555876,tt0309987,
Dreamgirls,Dreamgirls,Dreamgirls,US,,,,,,2006,Drame musical,Livre,Tom Eyen,,,,mf-tt-8785305276,tt0443489,Q6166723
"Dreams Lost, Dreams Found",,"Dreams Lost, Dreams Found",GB,,,,,,1987,Drame sentimental,Roman,Pamela Wallace,,,,mf-tt-8070166889,,
Dredd,Dredd,Dredd,GB,,,,,,2012,Science-fiction,Oeuvre,Carlos Ezquerra,John Wagner,,,mf-tt-7616340361,tt1343727,Q602501
Dressed to Kill,"Clef, La",Dressed to Kill,GB,,,,,,1946,Drame policier,Oeuvre,Arthur Conan Doyle,,,,mf-tt-7891095190,tt0038494,Q4003911
"Dressmaker, The",Haute couture,"Dressmaker, The",AU,,,,,,2015,ComÃ©die dramatique,Roman,Rosalie Ham,,,,mf-tt-2780609212,tt2910904,Q2104413
"Driftless Area, The",Destins croisÃ©s,"Driftless Area, The",CA,US,,,,,2015,Drame de moeurs,Roman,Tom Drury,,,,mf-tt-4146081895,tt3687304,
Drive,Sang-froid,Drive,US,,,,,,2011,Thriller,Roman,James Sallis,,,,mf-tt-2332185908,tt0780504,
Driving Miss Daisy,Miss Daisy et son chauffeur,Driving Miss Daisy,US,,,,,,1989,Drame psychologique,PiÃ¨ce,Alfred Uhry,,,,mf-tt-1173197809,tt0097239,Q667777
"Droit d'aimer, Le","Droit d'aimer, Le",,FR,IT,,,,,1972,Drame,Roman,FranÃ§oise XÃ©nakis,,,,mf-tt-7511357018,,Q3201413
"Droit de l'enfant, Le","Droit de l'enfant, Le",,FR,,,,,,1949,MÃ©lodrame,Roman,Georges Ohnet,,,,mf-tt-9965301077,tt0494488,
"DrÃ´le de caÃ¯d, Un","DrÃ´le de caÃ¯d, Un","Funny Boss, A",FR,,,,,,1964,ComÃ©die,Roman,Francis Ryck,,,,mf-tt-7096353392,,Q106440
DrÃ´le de drame,DrÃ´le de drame,,FR,,,,,,1937,ComÃ©die policiÃ¨re,Roman,J. Storer Clouston,,,,mf-tt-6168054312,tt0027552,
DrÃ´le de jeu,DrÃ´le de jeu,,FR,,,,,,1968,Drame de guerre,Roman,Roger Vailland,,,,mf-tt-9690099064,,
"Drowning Pool, The","Toile d'araignÃ©e, La","Drowning Pool, The",US,,,,,,1975,Drame policier,Roman,Ross MacDonald,,,,mf-tt-8368202777,tt0072912,Q2832334
Drugstore Cowboy,Drugstore Cowboy,Drugstore Cowboy,US,,,,,,1989,Drame de moeurs,Roman,James Fogle,,,,mf-tt-1438766721,tt0097240,Q3210227
"Dry White Season, A","Saison blanche et sÃ¨che, Une","Dry White Season, A",US,,,,,,1989,Drame social,Roman,AndrÃ© Brink,,,,mf-tt-8736514497,tt0097243,
Du grabuge chez les veuves,"Veuves, Les",Trouble Among Widows,FR,IT,,,,,1963,Drame policier,Roman,Jean-Pierre FerriÃ¨re,,,,mf-tt-2767714228,,
Du mouron pour les petits oiseaux,Du mouron pour les petits oiseaux,,FR,,,,,,1962,ComÃ©die policiÃ¨re,Roman,Albert Simonin,,,,mf-tt-4653604807,tt0055934,
Du oder keine,"Toi, rien que toi",,DE,,,,,,2001,ComÃ©die sentimentale,Roman,Susanne Hertel,,,,mf-tt-7338245371,tt0279053,
Du rififi Ã  Paname,Du rififi Ã  Paname,,FR,IT,,,,,1966,Drame policier,Roman,Auguste Le Breton,,,,mf-tt-9958748453,tt0060349,Q3489942
Du rififi chez les femmes,Du rififi chez les femmes,Riff Raff Girls,FR,,,,,,1959,Drame policier,Roman,Auguste Le Breton,,,,mf-tt-9898701650,tt0052136,Q3223638
Du rififi chez les hommes,Du rififi chez les hommes,Rififi,FR,,,,,,1955,Drame policier,Roman,Auguste Le Breton,,,,mf-tt-4094941511,tt0048021,Q2374805
Du som er i himlen,,As In Heaven,DK,,,,,,2021,Drame,Roman,Marie Bregendahl,,,,mf-tt-7782525238,tt13269616,
Du vent dans mes mollets,Du vent dans mes mollets,,FR,,,,,,2012,ComÃ©die dramatique,Roman,RaphaÃ«le Moussafir,,,,mf-tt-3810739617,,Q192115
"Duchesse de Langeais, La","Duchesse de Langeais, La","Duchess of Langeais, The",FR,,,,,,1944,Drame sentimental,Roman,HonorÃ© de Balzac,,,,mf-tt-1392347974,tt0179161,Q52151339
Due Occhi Diabolici,Deux Yeux malÃ©fiques,Two Evil Eyes,IT,US,,,,,1990,Drame d'horreur,Oeuvre,Edgar Allan Poe,,,,mf-tt-5583902497,tt0100827,Q3614785
Duel in the Sun,Duel au soleil,Duel in the Sun,US,,,,,,1947,Western,Roman,Niven Busch,,,,mf-tt-4761998390,tt0038499,Q3002081
Duel of Hearts,Duel en hÃ©ritage,Duel of Hearts,GB,,,,,,1992,Drame sentimental,Roman,Barbara Cartland,,,,mf-tt-4112683603,,Q15615185
"Duel, Le","Duel, Le",,FR,,,,,,1940,Drame,PiÃ¨ce,Henri Lavedan,,,,mf-tt-5701940450,tt0191978,
Duelles,Duelles,,FR,BE,,,,,2018,Thriller,Roman,Barbara Abel,,,,mf-tt-5355800584,tt7377132,Q2270093
"DUFF, The",DUFF,"DUFF, The",US,,,,,,2015,ComÃ©die,Roman,Kody Keplinger,,,,mf-tt-4656673737,tt1666801,
Duma,Duma,Duma,US,,,,,,2005,Aventures,Livre,Xan Hopcraft,Carol Cawthra Hopcraft,,,mf-tt-4458932406,tt0361715,
Dumplin',,Dumplin',US,,,,,,2018,ComÃ©die dramatique,Roman,Julie Murphy,,,,mf-tt-3085153562,tt4878482,
Dune,Dune,Dune,US,HU,CA,,,,2020,Science-fiction,Roman,Frank Herbert,,,,mf-tt-8873543546,tt1160419,Q1236069
Dune,Dune,Dune,US,,,,,,1984,Science-fiction,Roman,Frank Herbert,,,,mf-tt-6229497887,tt0087182,Q21027306
"Dunwich Horror, The",Dunwich Horror,"Dunwich Horror, The",US,,,,,,1969,Drame fantastique,Roman,H.P. Lovecraft,,,,mf-tt-9421460210,tt0065669,
Duo,Duo,,FR,,,,,,1990,Drame psychologique,Roman,Colette,,,,mf-tt-2801007928,tt0099475,Q15713954
Duos sur canapÃ©,Duos sur canapÃ©,,FR,,,,,,1979,ComÃ©die,PiÃ¨ce,Marc Camoletti,,,,mf-tt-7520242125,,Q29075223
Dupa dealuri,Au-delÃ  des collines,Beyond the Hills,RO,,,,,,2012,Drame,Livre,Tatiana Niculescu Bran,,,,mf-tt-0330243579,tt2258281,
Dupont BarbÃ¨s,Dupont BarbÃ¨s,,FR,,,,,,1951,Drame,PiÃ¨ce,Georges Menuau,,,,mf-tt-9515857412,,Q4494874
Durango,"Voyage de la derniÃ¨re chance, Le",Durango,US,,,,,,1999,Drame,Roman,John B. Keane,,,,mf-tt-1557992287,tt0193121,Q1399573
"Durs Ã  cuire, Les","Durs Ã  cuire, Les",,FR,,,,,,1963,ComÃ©die,Roman,Michel Lebrun,,,,mf-tt-6312170823,tt0207440,Q1979213
Dust,Dust,Dust,BE,FR,,,,,1985,Drame psychologique,Roman,J.M. Coetzee,,,,mf-tt-9537933664,tt0089061,Q1248538
Dusty,,Dusty,AU,,,,,,1982,Drame,Roman,Frank Dalby Davison,,,,mf-tt-7807119009,tt0083860,Q16640143
Dyrene i Hakkebakkeskogen,Dans la forÃªt enchantÃ©e de Oukybouky,,NO,NL,,,,,2016,Film d'animation,PiÃ¨ce,Thorbjorn Egner,,,,mf-tt-4280849742,tt4730838,Q65091288
"Eagle, The","Aigle de la 9e LÃ©gion, L'","Eagle, The",US,,,,,,2010,Drame Ã©pique,Roman,Rosemary Sutcliff,,,,mf-tt-2114191230,tt1034389,
"Eagle, The","Aigle noir, L'","Eagle, The",US,,,,,,1925,MÃ©lodrame,Roman,Alexandre Pouchkine,,,,mf-tt-0097085827,tt0015772,Q487181
Earwig,,Earwig,GB,FR,BE,,,,2021,Drame,Roman,Brian Catling,,,,mf-tt-4143867926,,
East of Eden,Ã l'est d'Eden,East of Eden,US,,,,,,1955,Drame psychologique,Roman,John Steinbeck,,,,mf-tt-0145388242,tt0048028,Q80265844
Easy Virtue,Un Mariage de rÃªve,Easy Virtue,GB,US,,,,,2008,ComÃ©die sentimentale,PiÃ¨ce,Noel Coward,,,,mf-tt-0733935587,tt0808244,Q339114
Eat Pray Love,Mange prie aime,Eat Pray Love,US,,,,,,2010,ComÃ©die dramatique,Livre,Elizabeth Gilbert,,,,mf-tt-2751839362,tt0879870,Q7728934
Eaux profondes,Eaux profondes,,FR,,,,,,1981,Drame psychologique,Roman,Patricia Highsmith,,,,mf-tt-2817277524,tt0082309,
Eaux troubles,Eaux troubles,,FR,,,,,,1989,Drame policier,Roman,Bernard Alliot,,,,mf-tt-5614924588,,
Eaux troubles,Eaux troubles,,FR,,,,,,2003,Drame policier,Roman,FranÃ§oise SimpÃ¨re,,,,mf-tt-4638822430,,
"Eaux troubles, Les","Eaux troubles, Les",,FR,,,,,,1949,Drame,Roman,Roger Vercel,,,,mf-tt-3655652883,tt0169836,
Ebb Tide,"Voilier maudit, Le",Ebb Tide,US,,,,,,1937,Aventures,Roman,Robert Louis Stevenson,,,,mf-tt-1940758356,tt0028817,Q762455
"Ebb-Tide, The",,"Ebb-Tide, The",GB,,,,,,1997,Aventures,Roman,Lloyd Osbourne,Robert Louis Stevenson,,,mf-tt-0028650657,,
"Ebony Tower, The",,"Ebony Tower, The",GB,,,,,,1987,Drame psychologique,Roman,John Mortimer,,,,mf-tt-9502978456,,
"Ãchange des princesses, L'","Ãchange des princesses, L'",,FR,BE,,,,,2017,Drame historique,Roman,Chantal Thomas,,,,mf-tt-4906207428,tt6350304,Q250954
Ãchappement libre,Ãchappement libre,Backfire,FR,ES,IT,,,,1964,ComÃ©die policiÃ¨re,Roman,Clet Coroner,,,,mf-tt-8126989037,tt0058785,Q1196741
"Ãchec de Maigret, Un","Ãchec de Maigret, Un",,FR,,,,,,1986,Drame policier,Roman,Georges Simenon,,,,mf-tt-5973296443,,Q1613944
"Echo of Thunder, The",,"Echo of Thunder, The",US,,,,,,1998,Drame psychologique,Roman,Libby Hathorn,,,,mf-tt-8068122689,,Q318910
"Ãcole de la chair, L'","Ãcole de la chair, L'","School of Flesh, The",FR,,,,,,1998,Drame psychologique,Oeuvre,Yukio Mishima,,,,mf-tt-1411811968,tt0157208,
"Ãcole des cocottes, L'","Ãcole des cocottes, L'",,FR,,,,,,1958,ComÃ©die,PiÃ¨ce,Marcel Gerbidon,Paul Armont,,,mf-tt-2322008896,tt0157210,Q3278101
"Ãcume des jours, L'","Ãcume des jours, L'",,FR,,,,,,1968,Drame poÃ©tique,Roman,Boris Vian,,,,mf-tt-9511789597,,Q3116584
"Ãcume des jours, L'","Ãcume des jours, L'",Mood Indigo,FR,,,,,,2013,Drame sentimental,Roman,Boris Vian,,,,mf-tt-4127056539,tt2027140,
Ed McBain's 87th Precinct: Ice,,Ed McBain's 87th Precinct: Ice,US,,,,,,1996,Drame policier,Roman,Ed McBain,,,,mf-tt-1179531974,,
Ed Wood,Ed Wood,Ed Wood,US,,,,,,1994,Drame biographique,Roman,Rudolph Grey,,,,mf-tt-9117906360,tt0109707,Q2870030
Edge of Darkness,"FrontiÃ¨re des tÃ©nÃ¨bres, La",Edge of Darkness,US,,,,,,2010,Drame policier,Oeuvre,Troy Kennedy Martin,,,,mf-tt-6785257207,tt1226273,Q686533
Edge of Madness,Station sauvage,Edge of Madness,CA,,,,,,2002,Drame de moeurs,Roman,Alice Munro,,,,mf-tt-6496748549,tt0287140,Q107761
Edge of Tomorrow,Un Jour sans lendemain,Edge of Tomorrow,US,,,,,,2014,Science-fiction,Roman,Hiroshi Sakurazaka,,,,mf-tt-2154893438,tt1631867,Q848285
Edmond,Edmond,Edmond,US,,,,,,2005,ComÃ©die satirique,PiÃ¨ce,David Mamet,,,,mf-tt-9721466915,tt0443496,Q2925310
Edmond,Edmond,Edmond,FR,,,,,,2018,ComÃ©die,PiÃ¨ce,Alexis Michalik,,,,mf-tt-1154011117,tt7201846,Q1182497
Edna Buchanan's Nobody Lives Forever - A Crimes of Passion Movie,,Edna Buchanan's Nobody Lives Forever - A Crimes of Passion Movie,US,,,,,,1996,Drame policier,Roman,Edna Buchanan,,,,mf-tt-7252509506,,Q3338448
Ãducation sentimentale,Ãducation sentimentale,,FR,IT,,,,,1961,Drame sentimental,Roman,Gustave Flaubert,,,,mf-tt-8191046605,,Q221354
"Education, An","Ãducation, Une","Education, An",GB,,,,,,2009,ComÃ©die dramatique,Oeuvre,Lynn Barber,,,,mf-tt-7660494631,tt1174732,Q3373869
Effi Briest,Effi Briest,Effi Briest,DE,,,,,,1974,Drame de moeurs,Roman,Theodor Fontane,,,,mf-tt-0532723902,tt0071458,Q3246485
Effroyables Jardins,Effroyables Jardins,,FR,,,,,,2002,ComÃ©die dramatique,Roman,Michel Quint,,,,mf-tt-8098796655,,Q972191
"Ãgouts du paradis, Les","Ãgouts du paradis, Les",,FR,,,,,,1979,Drame policier,Roman,Albert Spaggiari,,,,mf-tt-3939351878,tt0080186,Q20724652
"Egyptian, The","Ãgyptien, L'","Egyptian, The",US,,,,,,1953,Drame biographique,Roman,Mika Waltari,,,,mf-tt-3869543701,tt0046949,Q16672655
Eight Below,Huit en-dessous,Eight Below,US,,,,,,2005,Aventures,Oeuvre,Koreyoshi Kurahara,,,,mf-tt-0456290333,,Q106607266
Eight Men Out,"Coulisses de l'exploit, Les",Eight Men Out,US,,,,,,1988,Drame sportif,Livre,Eliot Asinof,,,,mf-tt-6259327999,tt0095082,
Eine Frau wie du,"Femme comme toi, Une","Woman Like You, A",DE,,,,,,1938,ComÃ©die sentimentale,Roman,Dinah Nelken,,,,mf-tt-0686356196,tt0031340,
Eine Liebe in Deutschland,Un Amour en Allemagne,"Love in Germany, A",DE,FR,,,,,1983,Drame de moeurs,Roman,Rolf Hochhuth,,,,mf-tt-1497966095,,
Einmal Himmel und retour,Paradis illusoire,Return Ticket to Heaven,DE,,,,,,2000,Drame psychologique,Roman,Claudia Keller,,,,mf-tt-4976467266,tt0261674,
El,Tourments,"Strange Passion, The",MX,,,,,,1952,Drame psychologique,Roman,Mercedes Pinto,,,,mf-tt-0580743182,tt0045361,
El Abuelo,,"Grandfather, The",ES,,,,,,1998,Drame psychologique,Roman,Benito Perez Galdos,,,,mf-tt-1783560735,tt0176415,Q178826
El Angel exterminador,"Ange exterminateur, L'","Exterminating Angel, The",MX,,,,,,1962,Drame fantastique,PiÃ¨ce,JosÃ© Bergamin,,,,mf-tt-5119499313,tt0056732,Q174371
El Celo,,Presence of Mind,ES,,,,,,2000,Drame fantastique,Roman,Henry James,,,,mf-tt-2787168589,tt0211577,Q7458308
El Che,"El Che - Ernesto Guevara, enquÃªte sur un homme de lÃ©gende",El Che - Investigating a Legend,FR,ES,,,,,1997,Documentaire,Livre,Pierre Kalfon,,,,mf-tt-2760700246,tt0166120,
El Gran Calavera,"Grand Noceur, Le","Great Madcap, The",MX,,,,,,1949,ComÃ©die,PiÃ¨ce,Adolfo Torrado,,,,mf-tt-0263612966,tt0041423,Q1313289
El Hermano Pequeno,"Petit FrÃ¨re, Le",,FR,ES,IT,,,,1998,Drame policier,Roman,Manuel VÃ¡zquez MontalbÃ¡n,,,,mf-tt-3816005944,,Q507284
El Hombre de las mil caras,"Manipulateur, Le",Smoke and Mirrors,ES,,,,,,2016,Drame policier,Livre,Manuel Cerdan Alenda,,,,mf-tt-7077780304,tt1713440,
El olvido que seremos,Nous serons les oubliÃ©s,Forgotten will be,CO,,,,,,2020,Drame historique,Roman,HÃ©ctor Abad Faciolince,,,,mf-tt-6646100372,tt11385336,Q3549017
El Perro,"Crocs du diable, Les","Dog Called... Vengeance, A",ES,,,,,,1977,Drame,Roman,Alberto VÃ¡zquez Figueroa,,,,mf-tt-7898982735,tt0075059,Q12124679
El prÃ³fugo,,,AR,MX,,,,,2020,Thriller,Roman,C.E. Feiling,,,,mf-tt-9956218995,tt11417886,Q21883764
El Secreto de sus ojos,Dans ses yeux,"Secret in Their Eyes, The",AR,ES,,,,,2009,Drame,Roman,Eduardo Sacheri,,,,mf-tt-0400826877,tt1305806,Q338012
El Zorro,Zorro (le renard),Zorro the Fox,IT,ES,,,,,1968,Aventures,Oeuvre,Johnston McCulley,,,,mf-tt-1607299886,tt0063847,Q1196858
Election,Ãlection,Election,US,,,,,,1999,ComÃ©die satirique,Roman,Tom Perrotta,,,,mf-tt-2542996770,tt0126886,Q144483
Elementarteilchen,"Particules Ã©lÃ©mentaires, Les","Elementary Particles, The",DE,,,,,,2006,Drame de moeurs,Roman,Michel Houellebecq,,,,mf-tt-8282626029,tt0430051,
Elephant Boy,Elephant Boy,Elephant Boy,GB,,,,,,1937,Aventures,Roman,Rudyard Kipling,,,,mf-tt-1148320509,tt0028827,Q2929154
"Elephant Man, The",,"Elephant Man, The",US,,,,,,1982,Drame psychologique,PiÃ¨ce,Bernard Pomerance,,,,mf-tt-9830544483,tt0166593,
"Elephant Man, The","Homme Ã©lÃ©phant, L'","Elephant Man, The",GB,,,,,,1980,Drame de moeurs,Livre,Ashley Montagu,Frederick Treves,,,mf-tt-7950341223,tt0080678,
Elephant Song,"Chanson de l'Ã©lÃ©phant, La",Elephant Song,CA,QC,,,,,2014,Drame psychologique,PiÃ¨ce,Nicolas Billon,,,,mf-tt-0119398989,tt3754976,
Elephants Can Remember,"MÃ©moire d'Ã©lÃ©phant, Une",Elephants Can Remember,GB,,,,,,2013,Drame policier,Roman,Agatha Christie,,,,mf-tt-7749218055,,Q6420525
"ÃlÃ¨ve Ducobu, L'","ÃlÃ¨ve Ducobu, L'",,FR,,,,,,2011,ComÃ©die,Oeuvre,Zidrou,Godi,,,mf-tt-6515694295,tt1810864,Q648977
Eline Vere,Eline Vere,,NL,BE,FR,,,,1991,Drame,Roman,Louis Couperus,,,,mf-tt-1850048961,tt0101805,Q56033171
Ãlisa,"Fille Ãlisa, La",,FR,,,,,,1956,Drame,Roman,Edmond de Goncourt,,,,mf-tt-8212224806,,Q858450
Ãlise ou la vraie vie,Ãlise ou la vraie vie,,FR,DZ,,,,,1970,Drame social,Roman,Claire Etcherelli,,,,mf-tt-8319943846,tt0066618,Q1184902
Elizabeth Rex,,Elizabeth Rex,CA,,,,,,2003,Drame,PiÃ¨ce,Timothy Findley,,,,mf-tt-4705261560,,Q782669
Elle,Elle,,FR,DE,BE,,,,2016,ComÃ©die dramatique,Roman,Philippe Djian,,,,mf-tt-4933518523,tt3716530,Q221820
Elle et moi,Elle et moi,,FR,,,,,,1952,ComÃ©die,Roman,Jean DuchÃ©,,,,mf-tt-3110052210,tt0044583,Q334780
Elle s'appelait Sarah,Elle s'appelait Sarah,Sarah's Key,FR,,,,,,2010,Drame,Roman,Tatiana De Rosnay,,,,mf-tt-1453088877,tt1668200,
Elle voit des nains partout!,Elle voit des nains partout!,,FR,,,,,,1982,ComÃ©die fantaisiste,PiÃ¨ce,Philippe Bruneau,,,,mf-tt-0514612962,tt0082319,Q1545950
Elmer Gantry,"Elmer Gantry, le charlatan",Elmer Gantry,US,,,,,,1960,Drame de moeurs,Roman,Sinclair Lewis,,,,mf-tt-9634774501,tt0053793,Q60173789
Elsa & Fred,Elsa & Fred,Elsa & Fred,US,,,,,,2013,ComÃ©die dramatique,Oeuvre,Marcos Carnevale,,,,mf-tt-0702702628,tt2113659,Q3795628
Embrassez qui vous voudrez,Embrassez qui vous voudrez,See how They Run,FR,GB,IT,,,,2002,ComÃ©die de moeurs,Roman,Joseph Connolly,,,,mf-tt-7069158192,tt0290916,Q2843580
Ãmilienne,Ãmilienne,,FR,,,,,,1975,Drame de moeurs,Roman,Claude Des Olbes,,,,mf-tt-1208851109,,Q3234929
Emma,Emma,Emma,GB,,,,,,2020,ComÃ©die sentimentale,Roman,Jane Austen,,,,mf-tt-6478019303,tt9214832,Q136784
Emma,Emma,Emma,GB,,,,,,2009,ComÃ©die sentimentale,Roman,Jane Austen,,,,mf-tt-4873382009,,
Emmanuelle,Emmanuelle,,FR,,,,,,1974,Drame Ã©rotique,Roman,Emmanuelle Arsan,,,,mf-tt-7134558913,tt0071464,Q675937
Emmanuelle 3: A Lesson in Love,,Emmanuelle 3: A Lesson in Love,FR,,,,,,1994,Drame Ã©rotique,Oeuvre,Emmanuelle Arsan,,,,mf-tt-9139493661,,Q18684121
Emmanuelle 4: Concealed Fantasy,"Emmanuelle, un monde de dÃ©sir",Emmanuelle 4: Concealed Fantasy,US,,,,,,1994,Drame Ã©rotique,Oeuvre,Emmanuelle Arsan,,,,mf-tt-2307930332,,
Emmanuelle 5: A Time to Dream,,Emmanuelle 5: A Time to Dream,FR,,,,,,1994,Drame Ã©rotique,Oeuvre,Emmanuelle Arsan,,,,mf-tt-7646077912,,Q599013
Emmanuelle 6: One Last Fling,,Emmanuelle 6: One Last Fling,FR,,,,,,1994,Drame Ã©rotique,Oeuvre,Emmanuelle Arsan,,,,mf-tt-1388383863,,
Emmanuelle 7: The Meaning of Love,,Emmanuelle 7: The Meaning of Love,US,,,,,,1994,Drame Ã©rotique,Oeuvre,Emmanuelle Arsan,,,,mf-tt-8102048838,,
Emmanuelle Ã  Venise,Emmanuelle Ã  Venise,Emmanuelle in Venice,FR,,,,,,1993,Drame Ã©rotique,Oeuvre,Emmanuelle Arsan,,,,mf-tt-9178463832,,
Emmanuelle l'antivierge,Emmanuelle l'antivierge,Emmanuelle II,FR,,,,,,1975,Drame de moeurs,Roman,Emmanuelle Arsan,,,,mf-tt-9783800988,tt0072933,
Emmanuelle vs Dracula,,Emmanuelle vs Dracula,US,,,,,,2004,Drame Ã©rotique,Oeuvre,Emmanuelle Arsan,,,,mf-tt-8675680498,tt0428488,Q106432822
Emmanuelle's Sensual Pleasures,,Emmanuelle's Sensual Pleasures,US,,,,,,2001,Drame Ã©rotique,Oeuvre,Emmanuelle Arsan,,,,mf-tt-3366974750,,Q3211245
"Emmerdeur, L'","Emmerdeur, L'",,FR,IT,,,,,1973,ComÃ©die,PiÃ¨ce,Francis Veber,,,,mf-tt-7483140103,tt0072934,Q2700340
Emperor,"Empereur, L'",Emperor,US,,,,,,2012,Drame historique,Livre,Shiro Okamoto,,,,mf-tt-7960089910,tt2103264,Q505148
"Emperor's New Clothes, The",,"Emperor's New Clothes, The",US,,,,,,1987,ComÃ©die musicale,Roman,Hans Christian Andersen,,,,mf-tt-3882565246,tt0142260,
Empire Falls,,Empire Falls,US,,,,,,2005,Chronique,Roman,Richard Russo,,,,mf-tt-8656388762,,Q14387340
Empire of the Sun,"Empire du soleil, L'",Empire of the Sun,US,,,,,,1987,Drame de guerre,Roman,J.G. Ballard,,,,mf-tt-0721017823,tt0092965,Q5967486
"Empire Strikes Back, The","Empire contre-attaque, L'","Empire Strikes Back, The",US,,,,,,1980,Science-fiction,Oeuvre,George Lucas,,,,mf-tt-9868814260,tt0080684,Q373141
"Empreinte des gÃ©ants, L'","Empreinte des gÃ©ants, L'",,FR,DE,,,,,1980,Drame,Roman,Hortense Dufour,,,,mf-tt-5534901545,,Q2944178
"Empreinte du Dieu, L'","Empreinte du Dieu, L'",,FR,,,,,,1940,Drame,Roman,Maxence Van der Meersch,,,,mf-tt-1785861551,,Q1196452
"Empreinte rouge, L'","Empreinte rouge, L'",,FR,,,,,,1937,Drame,Roman,Pierre Fallot,,,,mf-tt-5400408017,,Q22000111
"Emprise, L'","Emprise, L'",,FR,,,,,,2014,Drame,Livre,Alexandra Lange,,,,mf-tt-8638372017,,Q2924384
"Empty Hearse, The","Cercueil vide, Le","Empty Hearse, The",GB,,,,,,2014,Drame policier,Oeuvre,Arthur Conan Doyle,,,,mf-tt-7098496717,,Q3142863
En bordÃ©e,En bordÃ©e,,FR,,,,,,1958,ComÃ©die,PiÃ¨ce,AndrÃ© HeuzÃ©,Pierre VÃ©ber,,,mf-tt-4616429738,,Q1994913
En cas de malheur,En cas de malheur,,FR,,,,,,2009,Drame policier,Roman,Georges Simenon,,,,mf-tt-9236362415,,
En cas de malheur,En cas de malheur,Love is my Profession,FR,IT,,,,,1958,Drame,Roman,Georges Simenon,,,,mf-tt-6598139698,tt0051579,Q3012542
"En ce temps-lÃ , l'amour...","En ce temps-lÃ , l'amour...",,FR,,,,,,2004,Drame,PiÃ¨ce,Gilles SÃ©gal,,,,mf-tt-3608742649,,
En Kongelig Affaere,Liaison Royale,"Royal Affair, A",DK,SE,CZ,,,,2012,Drame historique,Roman,Bodil Steensen-Leth,,,,mf-tt-3910507305,tt1276419,Q20949847
En man som heter Ove,Mr. Ove,"Man Called Ove, A",SE,,,,,,2016,ComÃ©die dramatique,Roman,Fredrik Backman,,,,mf-tt-8814464979,tt4080728,Q1702545
En marge des jours,En marge des jours,,FR,BE,,,,,2006,Drame sentimental,Roman,Julie Reynal,,,,mf-tt-1824857285,,
En plein cirage,En plein cirage,,FR,IT,,,,,1961,ComÃ©die policiÃ¨re,Roman,M.G. Braun,,,,mf-tt-2422715603,tt0163618,Q409022
En plein coeur,En plein coeur,In All Innocence,FR,,,,,,1998,Drame psychologique,Roman,Georges Simenon,,,,mf-tt-2506729159,,
En toute innocence,En toute innocence,,FR,,,,,,1987,Drame psychologique,Roman,AndrÃ© Lay,,,,mf-tt-3854937246,,Q19363925
"Enchanted Island, The",,"Enchanted Island, The",US,,,,,,1958,Aventures,Roman,Herman Melville,,,,mf-tt-7102031045,,
Encore,Encore,Encore,GB,,,,,,1952,Film Ã  sketches,Roman,Somerset Maugham,,,,mf-tt-6992133400,,Q16024722
"Encore vous, ImogÃ¨ne!","Encore vous, ImogÃ¨ne!",,FR,,,,,,1989,ComÃ©die policiÃ¨re,Roman,Charles Exbrayat,,,,mf-tt-2993842096,,Q102076397
"End of the Golden Weather, The",,"End of the Golden Weather, The",NZ,,,,,,1992,ComÃ©die dramatique,PiÃ¨ce,Bruce Mason,,,,mf-tt-5952033749,tt0104188,Q65939784
"End of the Line, The",SurpÃªche: l'ocÃ©an en voie d'Ã©puisement,"End of the Line, The",GB,,,,,,2009,Documentaire,Livre,Charles Clover,,,,mf-tt-8131595261,tt1176727,
"End of the Tour, The","Infinie comÃ©die, L'","End of the Tour, The",US,,,,,,2015,Drame,Livre,David Lipsky,,,,mf-tt-2569694584,tt3416744,
Ender's Game,"StratÃ©gie Ender, La",Ender's Game,US,,,,,,2013,Science-fiction,Livre,Orson Scott Card,,,,mf-tt-9793845295,tt1731141,Q577757
