Fonds_gestion,Cofinancement,Annee_financiere,Debut_financement,Titulaire,Dossier,Etablissement,Pays_etablissement,Province_etablissement,Categorie_de_financement,Programme,Code_programme,Programme_volet,Code_volet,Montant_recherche,Frais_indirects,Montant_total,Grands_defis_de_societe,Type_de_destinataire,Domaine_de_recherche,Objet_de_recherche_1,Objet_de_recherche_2,Champs_application_1,Champs_application_2,Mots_cles 
FRQSC,,2018-2019,2017-2018,"CAMBRON-GOULET, MATHILDE",204476,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14715,3973,18688,,Établissement reconnu,Enjeux fondamentaux et finalités de la vie humaine,Traditions philosophiques en éducation,Sciences et connaissances,Éducation ,,Apprentissage // Pratiques de sociabilité // Être-ensemble // Écoles néoplatoniciennes // Plotin // Proclus
FRQSC,,2018-2019,2017-2018,"GRANDISSON, MARIE",204521,Université Laval,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14994,4048,19042,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Insertion et exclusion,Conditions d'adaptation et d'insertion,Solidarité sociale,Populations,inclusion sociale // activités sportives // déficience intellectuelle // Olympiques spéciaux
FRQSC,,2018-2019,2017-2018,"DUBOIS, JOUDIE",204522,Université du Québec à Rimouski [UQAR],CANADA,Québec,Bourses et stages de formation,Bourses de maîtrise en recherche,B1,Bourses de maîtrise en recherche,B1Z,15000,0,15000,,Titulaire,"Éducation, savoirs et compétences",Modes d'apprentissage,Approches éducatives,Éducation ,,Éducation préscolaire // Émergence de l'écrit // Aménagement physique de la classe // Interventions indirectes
FRQSC,,2018-2019,2017-2018,"BERNARD BARBEAU, GENEVIÈVE",204537,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14843,4008,18851,,Établissement reconnu,Langues et langage,Variations linguistiques et sociétés,Rhétorique et argumentation,Populations,Culture,Québec // Langue // Identité // Conflit // Analyse de discours // Rhétorique du ressentiment
FRQSC,,2018-2019,2017-2018,"TREMBLAY, STÉPHANIE",204548,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14987,4046,19033,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale","Religion, cultures et espaces ",Rapports ethniques et interculturels,Culture,Populations,Religion // Globalisation // Radicalisation // Frontière // Québec // Représentations sociales
FRQSC,,2018-2019,2017-2018,"SCOTT, COLIN H.",204551,Université McGill,CANADA,Québec,Subventions d'infrastructure,Soutien aux équipes de recherche,SE,Soutien aux équipes de recherche / Partenariat - renouvellement,SE7,155000,0,155000,,Établissement reconnu,"Milieux de vie, aménagement et appropriation de l'espace humain",Déterminants sociaux et culturels de la protection des environnements,Développement durable,Aménagement du territoire,Culture,Cultural and Biological Diversity // Place and Indigenous Identity // Relational Ontologies // Territorial Rights // Extractive Resource Conflicts // Conservation Governance 
FRQSC,,2018-2019,2017-2018,"BIGRAS, NATHALIE",204580,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions d'infrastructure,Soutien aux équipes de recherche,SE,Soutien aux équipes de recherche / Universitaire - renouvellement,SE3,114226,0,114226,,Établissement reconnu,"Éducation, savoirs et compétences",Contextes familiaux,"Cycles de vie (enfance, adolescence, adulte, etc.)",Éducation ,Santé publique,Qualité des interactions // Petite enfance // Éducation préscolaire // Développement de l'enfant
FRQSC,,2018-2019,2017-2018,"MALBOEUF-HURTUBISE, CATHERINE",204588,Université Bishop's,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14875,4016,18891,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Développement affectif et émotionnel,"Cycles de vie (enfance, adolescence, adulte, etc.)",Populations,Éducation ,Présence attentive // Psychologie scolaire // Prévention universelle // Résilience // Apprentissage socio-émotionnel
FRQSC,,2018-2019,2017-2018,"CARPENTIER, JOËLLE",204597,Université du Québec à Montréal [UQAM],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14994,4048,19042,,Établissement reconnu,Gestion des organisations ,Leadership,Socialisation,Structures organisationnelles,Populations,Gestion // Rétroaction // Collègues // Autonomie // Santé psychologique // Motivation
FRQSC,,2018-2019,2017-2018,"BERTHELOT, NICOLAS",204630,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14974,4043,19017,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Trajectoires familiales,Abus et négligence des enfants,Solidarité sociale,Populations,Abus et négligence // Transition à la parentalité // Mentalisation // Transmission intergénérationnelle // Développement de l'enfant
FRQSC,,2018-2019,2017-2018,"CARPENTIER, PHILIPPE",204632,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,"Éducation, savoirs et compétences",Développement cognitif,"Cycles de vie (enfance, adolescence, adulte, etc.)",Éducation ,Fondements et avancement des connaissances,Développement cognitif // Rendement scolaire // Étiologie // Préparation scolaire // Précurseurs cognitifs // Étude de jumeaux
FRQSC,,2018-2019,2017-2018,"FERLAND, LAURENCE",204663,Université Laval,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,19000,0,19000,,Titulaire,"Cultures, religions et civilisations",Espaces urbains et urbanité,Vie et production économique,Culture,Aménagement du territoire,Préhistoire // Espace // Urbanisation // Déchet // Pratique de rejet  // Chalcolithique
FRQSC,,2018-2019,2017-2018,"PEPIN, JACINTHE",204672,Université de Montréal,CANADA,Québec,Subventions d'infrastructure,Soutien aux équipes de recherche,SE,Soutien aux équipes de recherche / Universitaire - renouvellement,SE3,96000,0,96000,,Établissement reconnu,"Éducation, savoirs et compétences",Modélisation des processus d'apprentissage,Approches éducatives,Éducation ,,Formation universitaire // Discipline professionnelle // Approche par compétences // Constructivisme // Apprentissage transformationnel // Interdépendance des milieux de formation
FRQSC,,2018-2019,2017-2018,"LAURIN-LAMOTHE, AUDREY",204686,Université du Québec en Outaouais [UQO],CANADA,Québec,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses postdoctorales,B3Z,19891,0,19891,,Titulaire,"Économie, emploi et marchés",Répartition des revenus ,Pensée et théories économiques ,Politiques économiques,Structures organisationnelles,Financiarisation // Inégalités économiques // Stagnation
FRQSC,,2018-2019,2017-2018,"MOLDOVAN, RUCSANDRA",204706,Université Concordia,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,12920,3488,16408,,Établissement reconnu,Gestion des organisations ,"Incidence des lois, des normes, des règlements",Communication et relations publiques ,Structures organisationnelles,,Financial Reporting // Accounting Disclosure // Segment Reporting // Management Approach // Disclosure Changes
FRQSC,,2018-2019,2017-2018,"DAME, ISABELLE",204719,Université du Québec à Montréal [UQAM],CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Enjeux fondamentaux et finalités de la vie humaine,Construction de l'identité,Analyse d'oeuvres littéraires ou artistiques,Culture,Évolution et traitement des maladies,Identité // Philosophie existentielle // Cinéma // Bleu de Krzysztof Kieslowski (1993) // Herméneutique // Rupture - continuité identitaires
FRQSC,,2018-2019,2017-2018,"OLIVIER-D'AVIGNON, MARIANNE",204723,Université Laval,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14724,3975,18699,,Établissement reconnu,"Développement et fonctionnement des personnes et des communautés, et vie sociale",Services sociaux spécifiques (clientèles),Soins palliatifs ,Structures organisationnelles,Gestion du système de santé ,Services de première ligne // Soutien à domicile // Pratiques collaboratives // Santé mentale au travail // Expérience des soignants // Soins palliatifs pédiatriques
FRQSC,,2018-2019,2017-2018,"TESSIER, CHARLES",204733,Université McGill,CANADA,Québec,Bourses et stages de formation,Bourses de recherche postdoctorale,B3,Bourses postdoctorales,B3Z,1280,0,1280,,Titulaire,"Nature, transformation et gouvernance de la société et des institutions",Socialisation politique  ,,Affaires intérieures ,,Politique canadienne et québécoise // Comportement électoraux // Vote rétrospectif // Participation électorale // Politique comparée
FRQSC,,2018-2019,2017-2018,"TARDIF, MAURICE",204734,Université de Montréal,CANADA,Québec,Subventions d'infrastructure,Soutien aux équipes de recherche,SE,Soutien aux équipes de recherche / Universitaire - renouvellement,SE3,117508,0,117508,,Établissement reconnu,"Éducation, savoirs et compétences",Enseignement ,Systèmes d'enseignement et d'apprentissage,Éducation ,Structures organisationnelles,Enseignement // Professionnalisation // Travail // Savoirs // Compétences // Identités
FRQSC,,2018-2019,2017-2018,"POIRIER, MARTINE",204737,Université du Québec à Rimouski [UQAR],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,15000,4050,19050,,Établissement reconnu,"Éducation, savoirs et compétences",Inadaptation scolaire,Problèmes de comportement,Éducation ,,Problèmes de comportement extériorisés // Symptômes dépressifs concomitants // Trajectoires de développement // Difficultés scolaires et sociales // Différences selon le sexe
FRQSC,,2018-2019,2017-2018,"FRANCOEUR-MARQUIS, CAMILLE",204747,Université de Montréal,CANADA,Québec,Bourses et stages de formation,Bourses de doctorat en recherche,B2,Bourses de doctorat en recherche,B2Z,20000,0,20000,,Titulaire,Gestion des organisations ,Gestion dans divers secteurs,"Gestion des changements (structuraux, technologiques et culturels) ",Structures organisationnelles,,Équipes de travail // Comportements contre-productifs // Soutien organisationnel aux équipes
FRQSC,,2018-2019,2017-2018,"MAHEUX, JULIE",204751,Université du Québec à Trois-Rivières [UQTR],CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14968,4041,19009,,Établissement reconnu,"Éducation, savoirs et compétences",Services sociaux spécifiques (clientèles),Modes pédagogiques,Populations,Éducation ,Formation des psychologues cliniciens // Mentalisation et Fonctionnement réflexif // Gestion du contre-transfert // Supervision // Développement professionnel // Compétences cliniques
FRQSC,,2018-2019,2017-2018,"SHOBEIRI, SAEED",204777,Université de Sherbrooke,CANADA,Québec,Subventions de recherche,Soutien à la recherche pour l'établissement de la relève professorale ,ERP,Soutien à la recherche pour la relève professorale,NP,14711,3972,18683,,Établissement reconnu,Gestion des organisations ,"Promotion, publicité et coûts",Ventes et commercialisation ,Croissance économique,Culture,Customer-customer interaction // Customer experience // Peer impact // Experiential values // Transformational values
