NO_PERMISPUBLIC,NO_PERMISPARCEDIFICE,NO_ID_PRO,TITRE_PRODUCTION,ANNULATION,TYPE_EMPLACEMENT,EMPLACEMENT,RUE_DE,RUE_A,NOM_PARC,RAISON_OCCUPATION,DUREE_DE,DUREE_A,NOM_ARROND,X,Y,LATITUDE,LONGITUDE
103681,,24614,Alerte Amber,No,rue,Waverly,Jean-Talon,De Castelnau,,Obstruer une chaussée.,2019-06-05,2019-06-05,Villeray-Saint-Michel-Parc-Extension,295368.72649749997,5043724.6915,45.533382915407955,-73.6207541279389
103555,,24614,Alerte Amber,No,avenue,Parkville,Pierre-De Coubertin,Marseille,,Obstruer une chaussée.,2019-05-28,2019-05-30,Mercier-Hochelaga-Maisonneuve,301939.28684717865,5049095.151056608,45.581765643313844,-73.53666009825287
103683,,24614,Alerte Amber,No,avenue,Durocher,Saint-Roch,Ball,,Occuper une chaussée.,2019-06-05,2019-06-05,Villeray-Saint-Michel-Parc-Extension,294625.190505,5043484.8245,45.531213912513884,-73.63026905864668
103684,,24614,Alerte Amber,No,avenue,Durocher,Saint-Roch,Ball,,Occuper une ruelle.,2019-06-05,2019-06-05,Villeray-Saint-Michel-Parc-Extension,294625.190505,5043484.8245,45.531213912513884,-73.63026905864668
102900,,24615,Toyota,No,avenue,De La Salle,Aldis-Bernard,Sainte-Catherine,,Obstruer une chaussée.,2019-04-03,2019-04-03,Mercier-Hochelaga-Maisonneuve,302159.80599175947,5045539.625465446,45.54977259823369,-73.53381462871967
102901,,24615,Toyota,No,rue,Aldis-Bernard,De La Salle,Letourneux,,Barrer une rue par intermittence d'une durée maximale de 3 minutes. Assurer la circulation entre les prises et la sécurité en tout temps. Installer la signalisation adéquate.,2019-04-03,2019-04-03,Mercier-Hochelaga-Maisonneuve,,,,
102907,,24615,Toyota,No,Rue,Marmier,De Gaspé,Casgrain,,Barrer une rue ar intermittence d'une durée maximale de 3 minutes. Assurer la circulation entre les prises et la sécurité en tout temps. Installer la signalisation adéquate.,2019-04-03,2019-04-03,Rosemont-La Petite-Patrie,296902.24889169843,5043218.260615575,45.52884483182289,-73.6011116441103
102914,,24616,Maple Leaf,No,rue,Maisonneuve,Mackay,Guy,,Obstruer chaussée et trottoir.,2019-04-04,2019-04-04,Ville-Marie,298612.8061688876,5039589.69780251,45.496210978822155,-73.57916648000644
102913,,24616,Maple Leaf,No,rue,Maisonneuve,Mackay,Guy,,Obstruer chaussée et trottoir.,2019-04-04,2019-04-04,Ville-Marie,298612.8061688876,5039589.69780251,45.496210978822155,-73.57916648000644
102920,,24616,Maple Leaf,No,rue,Saint-Antoine,Saint-Alexandre,Saint-Alexandre,,Obstruer une chaussée.,2019-04-05,2019-04-05,Ville-Marie,,,,
102915,,24616,Maple Leaf,No,rue,Notre-Dame,Jacques-Cartier,Saint-Claude,,Obstruer chaussée et trottoir.,2019-04-04,2019-04-04,Ville-Marie,300608.629505,5040977.874,45.508717097089644,-73.55364159141975
103064,,24617,Faux Départs,No,avenue,Papineau,Simard,Latreille,,Obstruer une chaussée - stationnement de véhicules de figuration.,2019-05-06,2019-05-06,Le Plateau-Mont-Royal,299065.2561175,5043609.6112375,45.53238719573224,-73.57342430572625
103063,,24617,Faux Départs,No,rue,De Brébeuf,Marie-Anne,Mont-Royal,,Obstruer chaussée et trottoir.,2019-04-27,2019-04-29,Le Plateau-Mont-Royal,298797.24758825585,5043204.839158676,45.52874280745929,-73.57685068529103
103066,,24617,Faux Départs,No,avenue,Alexandra,Jean-Talon,Alexandra,,Occuper un trottoir.,2019-04-17,2019-04-18,Rosemont-La Petite-Patrie,295481.9995186728,5043564.399372321,45.53194205988188,-73.61930083729344
103061,,24617,Faux Départs,No,rue,Stanley,Sherbrooke,Docteur-Penfield,,Obstruer chaussée et trottoir.,2019-04-25,2019-04-25,Ville-Marie,298638.0235580645,5040220.386874733,45.50188640677294,-73.57885183576165
,16877,24617,Faux Départs,No,parc,Près du coin Émile-Duployé et Sherbrooke,,,Parc La Fontaine,Tournage petite équipe 10 personnes et moins,,,Le Plateau-Mont-Royal,299398.82946931705,5042896.51703125,45.52597322754197,-73.56914561359899
,16881,24617,Faux Départs,No,Parc,"Belvédère Camilien-Houde, trottoir",,,Parc Mont-Royal,Tournage équipe de 10 personnes,,,Ville-Marie,297595.4662500005,5040160.590440773,45.50133809812691,-73.59219181094399
103065,,24617,Faux Départs,No,rue,Waverly,Alexandra,Jean-Talon,,Obstruer une chaussée.,2019-04-16,2019-04-20,Rosemont-La Petite-Patrie,295521.80267275026,5043625.3928115405,45.53249143633042,-73.61879239800311
103223,,24617,Faux Départs,No,rue,Simard,Marquette,Papineau,,Occuper une ruelle.,2019-05-06,2019-05-06,Le Plateau-Mont-Royal,298984.22036128695,5043604.211476672,45.532337952208294,-73.57446176670706
103062,,24617,Faux Départs,No,rue,Stanley,Sainte-Catherine,Maisonneuve,,Obstruer chaussée et trottoir.,2019-04-28,2019-04-28,Ville-Marie,298976.17056408204,5039985.564599795,45.49977626389987,-73.57452192957788
103059,,24617,Faux Départs,No,rue,Joly,Ontario,Sanguinet,,Obstruer une chaussée.,2019-04-29,2019-04-29,Ville-Marie,,,,
103060,,24617,Faux Départs,No,rue,Sanguinet,Ontario,Sherbrooke,,Obstruer une chaussée.,2019-04-29,2019-04-29,Ville-Marie,,,,
,17023,24618,That's Awesome! 2,No,parc,"Dans le parc Le Ber, dans la zone de la pente.",,,Parc Le Ber,Tournage d'une activité de Zorbing pour 2 candidats dans le Parc Le Ber.,,,Le Sud-Ouest,,,,
,16879,24618,That's Awesome! 2,No, ,"Permis valide dans les parcs, places publiques et trottoirs de la Ville de Montréal. Non-valide pour le belvédère Kondiaronk, ni le Parc Lafontaine",,,"Parc Trottoirs, parcs et espaces publics de Montréal","Permis valide pour des tournages d'entrevues, de présentation de candidats et de prises de vues de la ville. Tout tournage de sketchs et autre mises en scènes devra faire l'objet d'un permis distinct. Obligation de respecter la réglementation municipale.",,,Indéfini,,,,
103203,,24619,Death of a ladies Man,No,avenue,Laporte,Saint-Jacques,Guay,,Relocalisation de la zone SRRR (63),2019-05-04,2019-05-05,Le Sud-Ouest,298168.82710383734,5037763.290881085,45.47977210228562,-73.5848226508107
103037,,24619,Death of a ladies Man,No,rue,Sainte-Catherine,Hôtel-de-Ville,Sanguinet,,Obstruer chaussée et trottoir.,2019-04-27,2019-04-27,Ville-Marie,,,,
103038,,24619,Death of a ladies Man,No,rue,Sainte-Catherine,Hôtel-de-Ville,Sanguinet,,Obstruer chaussée et trottoir.,2019-04-28,2019-04-28,Ville-Marie,,,,
103044,,24619,Death of a ladies Man,No,avenue,Letourneux,Aldis-Bernard,Adam,,Obstruer une chaussée - stationnement de véhicules de figuration.,2019-04-29,2019-04-29,Mercier-Hochelaga-Maisonneuve,,,,
103202,,24619,Death of a ladies Man,No,rue,Square-Sir-George-Étienne-Cartier,Square-Sir-George-Étienne-Cartier,Saint-Ambroise,,Obstruer chaussée et trottoir.,2019-05-05,2019-05-05,Le Sud-Ouest,,,,
103081,,24619,Death of a ladies Man,No,rue,Sainte-Catherine,Letourneux,Gaboury,,Obstruer chaussée et trottoir.,2019-04-29,2019-04-29,Mercier-Hochelaga-Maisonneuve,302142.5794925,5045664.8945,45.550899741739805,-73.53403595752194
103200,,24619,Death of a ladies Man,No,rue,Adam,Saint-Clément,Viau,,Obstruer une chaussée - stationnement de véhicules de figuration.,2019-05-03,2019-05-04,Mercier-Hochelaga-Maisonneuve,302321.2964925,5046402.616,45.55753861385605,-73.53175092500692
103034,,24619,Death of a ladies Man,No,rue,Bishop,Sainte-Catherine,René-Lévesque,,Obstruer chaussée et trottoir.,2019-04-29,2019-04-29,Ville-Marie,298936.97832583106,5039558.131082182,45.49592975004022,-73.57501829431817
,16868,24619,Death of a ladies Man,No,parc,Belvédère Kondiaronk,,,Parc Mont-Royal,Tournage,,,Ville-Marie,297595.4662500005,5040160.590440773,45.50133809812691,-73.59219181094399
103199,,24619,Death of a ladies Man,No,rue,Ida-Steinberg,La Fontaine,Ontario,,Obstruer chaussée et trottoir.,2019-05-03,2019-05-04,Mercier-Hochelaga-Maisonneuve,302199.61261433386,5046752.204427747,45.56068404176885,-73.53331164012431
103237,,24619,Death of a ladies Man,No,rue,Adam,Saint-Clément,Viau,,Barrer la rue.,2019-05-04,2019-05-04,Mercier-Hochelaga-Maisonneuve,302321.2964925,5046402.616,45.55753861385605,-73.53175092500692
103201,,24619,Death of a ladies Man,No,rue,Saint-Clément,Adam,La Fontaine,,Obstruer chaussée et trottoir.,2019-05-04,2019-05-04,Mercier-Hochelaga-Maisonneuve,302229.54641658376,5046398.865335048,45.55750452831583,-73.53292612464128
,16882,24619,Death of a ladies Man,No,parc,"Portion sud du parc, près de la rue Terrasse Mercure",,,Édifice Baldwin,Tournage,,,Le Plateau-Mont-Royal,,,,
103042,,24619,Death of a ladies Man,No,rue,Saint-Hubert,Porte-de-Québec,Saint-Antoine,,Obstruer chaussée et trottoir.,2019-04-27,2019-04-28,Ville-Marie,300727.1210043586,5041421.175993329,45.512706839177305,-73.55212871330914
103041,,24619,Death of a ladies Man,No,rue,De Boisbriand,Sainte-Élisabeth,Sanguinet,,Obstruer une chaussée.,2019-04-28,2019-04-28,Ville-Marie,299929.6189875,5041436.0594999995,45.51283555339128,-73.56233615991579
103039,,24619,Death of a ladies Man,No,rue,De Boisbriand,Sainte-Élisabeth,Sanguinet,,Obstruer chaussée et trottoir.,2019-04-27,2019-04-27,Ville-Marie,299929.6189875,5041436.0594999995,45.51283555339128,-73.56233615991579
103036,,24619,Death of a ladies Man,No,rue,Bishop,René-Lévesque,Sainte-Catherine,,Occuper partiellement une ruelle.,2019-04-30,2019-04-30,Ville-Marie,298936.97832583106,5039558.131082182,45.49592975004022,-73.57501829431817
103035,,24619,Death of a ladies Man,No,rue,Bishop,René-Lévesque,Sainte-Catherine,,Obstruer chaussée et trottoir.,2019-04-30,2019-04-30,Ville-Marie,298936.97832583106,5039558.131082182,45.49592975004022,-73.57501829431817
103031,,24619,Death of a ladies Man,No,rue,Rachel,Rivard,Berri,,Obstruer un trottoir.,2019-04-19,2019-04-19,Le Plateau-Mont-Royal,298748.1041974996,5042520.832373942,45.522587523315664,-73.577471504699
103030,,24619,Death of a ladies Man,No,rue,Rivard,Rachel,Marie-Anne,,Occuper chaussée et trottoir.,2019-04-19,2019-04-19,Le Plateau-Mont-Royal,298638.65399749996,5042557.0825,45.522912774822224,-73.57887303360229
103025,,24619,Death of a ladies Man,No,rue,Mayor,Balmoral,De Bleury,,Obstruer chaussée et trottoir.,2019-04-23,2019-04-23,Ville-Marie,299495.852,5040798.26,45.507093285816,-73.56788095861036
103024,,24619,Death of a ladies Man,No,rue,Balmoral,Sainte-Catherine,Mayor,,Obstruer chaussée et trottoir.,2019-04-23,2019-04-23,Ville-Marie,299558.27051,5040795.5835,45.50706966987421,-73.56708209470162
103023,,24619,Death of a ladies Man,No,rue,Le Moyne,Saint-Nicolas,Saint-Pierre,,Obstruer chaussée et trottoir.,2019-04-18,2019-04-19,Ville-Marie,300376.58548999997,5040221.827,45.50191245102975,-73.55660466654768
103022,,24619,Death of a ladies Man,No,rue,Le Moyne,Saint-Pierre,Sainte-Hélène,,Obstruer chaussée et trottoir.,2019-04-18,2019-04-19,Ville-Marie,300330.53949,5040150.3135,45.50126866539028,-73.55719321602717
103021,,24619,Death of a ladies Man,No,rue,Récollets,Saint-Pierre,Sainte-Hélène,,Obstruer chaussée et trottoir.,2019-04-18,2019-04-19,Ville-Marie,300248.938495,5040202.814,45.50174055403412,-73.5582378494438
103018,,24619,Death of a ladies Man,No,rue,Saint-Hubert,Porte-de-Québec,Saint-Antoine,,Obstruer chaussée et trottoir.,2019-04-17,2019-04-20,Ville-Marie,300727.1210043586,5041421.175993329,45.512706839177305,-73.55212871330914
103017,,24619,Death of a ladies Man,No,boulevard,Saint-Laurent,Gouin,Somerville,,Obstruer une chaussée.,2019-04-15,2019-04-17,Ahuntsic-Cartierville,291111.2577068622,5045765.241537394,45.55167369059887,-73.67532135437958
103015,,24619,Death of a ladies Man,No,rue,Somerville,Saint-Laurent,Florence,,Obstruer une chaussée.,2019-04-15,2019-04-17,Ahuntsic-Cartierville,291113.18633414345,5045898.885425471,45.552876290535444,-73.67530037878291
103014,,24619,Death of a ladies Man,No,rue,Basile-Routhier,Gouin,Park Stanley,,Obstruer chaussée et trottoir.,2019-04-14,2019-04-16,Ahuntsic-Cartierville,291388.14367452904,5046363.796895247,45.55706505756749,-73.67179145041524
103013,,24619,Death of a ladies Man,No,rue,Saint-Hubert,Fleury,Prieur,,Obstruer chaussée et trottoir.,2019-04-14,2019-04-17,Ahuntsic-Cartierville,292172.22651249997,5046330.2975,45.55677835526551,-73.66174745219229
103206,,24619,Death of a ladies Man,No,rue,Agnès,Guay,Saint-Antoine,,Obstruer chaussée et trottoir.,2019-05-05,2019-05-05,Le Sud-Ouest,298032.92649750004,5037770.04,45.47983150877318,-73.58656110551019
103205,,24619,Death of a ladies Man,No,rue,Saint-Antoine,Laporte,Agnès,,Obstruer chaussée et trottoir.,2019-05-05,2019-05-02,Le Sud-Ouest,298005.37551250006,5037832.29,45.48039137224444,-73.58691440306231
103204,,24619,Death of a ladies Man,No,avenue,Laporte,Guay,Saint-Antoine,,Obstruer chaussée et trottoir.,2019-05-05,2019-05-05,Le Sud-Ouest,298073.1755175,5037828.79,45.48036054863653,-73.58604708467212
103012,,24619,Death of a ladies Man,No,rue,Sommerville,Saint-Laurent,Florence,,Obstruer une chaussée.,2019-04-12,2019-04-14,Ahuntsic-Cartierville,,,,
103016,,24619,Death of a ladies Man,No,rue,Hutchison,Beaumont,Hutchison,,Obstruer chaussée et trottoir.,2019-04-15,2019-04-15,Villeray-Saint-Michel-Parc-Extension,,,,
103019,,24619,Death of a ladies Man,No,rue,Saint-Pierre,Le Moyne,Récollets,,Obstruer chaussée et trottoir.,2019-04-17,2019-04-19,Ville-Marie,,,,
103020,,24619,Death of a ladies Man,No,rue,Saint-Pierre,Le Moyne,Récollets,,Barrer la rue.,2019-04-18,2019-04-19,Ville-Marie,,,,
103043,,24619,Death of a ladies Man,No,rue,Adam,Letourneux,Morgan,,Obstruer une chaussée - stationnement de véhicules de figuration.,2019-04-28,2019-04-30,Mercier-Hochelaga-Maisonneuve,302024.51049250003,5045749.013499999,45.551656235826215,-73.53554864103998
103026,,24619,Death of a ladies Man,No,rue,Sainte-Famille,Milton,Prince Arthur,,Obstruer chaussée et trottoir.,2019-04-24,2019-04-25,Le Plateau-Mont-Royal,,,,
103027,,24619,Death of a ladies Man,No,rue,Prince Arthur,Sainte-Famille,Sainte-Famille,,Obstruer chaussée et trottoir.,2019-04-24,2019-04-24,Le Plateau-Mont-Royal,,,,
103028,,24619,Death of a ladies Man,No,rue,Prince Arthur,Sainte-Famille,Sainte-Famille,,Barrer une rue par intermittence d'une durée maximale de 3 minutes. Assurer la circulation entre les prises et la sécurité en tout temps. Installer la signalisation adéquate.,2019-04-25,2019-04-25,Le Plateau-Mont-Royal,,,,
103029,,24619,Death of a ladies Man,No,rue,Sainte-Famille,Milton,Prince Arthur,,Barrer la rue.,2019-04-25,2019-04-25,Le Plateau-Mont-Royal,,,,
103032,,24619,Death of a ladies Man,No,avenue,Duluth,Esplanade,Esplanade,,Obstruer chaussée et trottoir.,2019-04-22,2019-04-25,Le Plateau-Mont-Royal,,,,
103033,,24619,Death of a ladies Man,No,rue,Aldis-Bernard,De La Salle,Letourneux,,Obstruer une chaussée.,2019-04-28,2019-04-29,Mercier-Hochelaga-Maisonneuve,,,,
,16859,24621,Bi*,No, ,"Trottoirs des rues dans le quadrilatère René-Lévesque, Jeanne-Mance, Ontario, de Bullion. Parterre du Quartier des Spectacles",,,Édifice TROTTOIRS DE MONTRÉAL,Tournage petite équipe (5 personnes),,,Indéfini,,,,
102945,,24622,St-Hubert Ribs,No,rue,Bonsecours,Notre-Dame,Champ-de-Mars,,Obstruer une chaussée.,2019-04-08,2019-04-08,Ville-Marie,300664.447505,5041155.415,45.51031501607878,-73.55292869027159
102938,,24624,Lasik MD,No,rue,Guy,William,Barré,,Obstruer une chaussée.,2019-04-09,2019-04-09,Le Sud-Ouest,299658.91400750005,5038835.861,45.4894362022378,-73.56577368819293
103229,,24626,Trop III,No,boulevard,Saint-Laurent,Milton,Prince Arthur,,Obstruer chaussée et trottoir.,2019-05-07,2019-05-07,Le Plateau-Mont-Royal,,,,
103491,,24626,Trop III,No,rue,Lacasse,Lacasse,Saint-Jacques,,Obstruer chaussée et trottoir.,2019-05-23,2019-05-23,Le Sud-Ouest,297787.49351249996,5037337.8145,45.475939717218665,-73.58969427976095
103184,,24626,Trop III,No,rue,Saint-Hubert,Porte-de-Québec,Saint-Antoine,,Obstruer chaussée et trottoir.,2019-05-16,2019-05-17,Ville-Marie,300727.1210043586,5041421.175993329,45.512706839177305,-73.55212871330914
103196,,24626,Trop III,No,rue,Seigneurs,Quesnel,Coursol,,Obstruer chaussée et trottoir.,2019-05-06,2019-05-06,Le Sud-Ouest,,,,
103158,,24626,Trop III,No,rue,Jeanne-Mance,Beaubien,Saint-Zotique,,Obstruer chaussée et trottoir.,2019-04-29,2019-04-29,Rosemont-La Petite-Patrie,295899.3128976701,5043169.323361083,45.528392411421216,-73.61395075287159
103157,,24626,Trop III,No,rue,Jeanne-Mance,Beaubien,Saint-Zotique,,Obstruer une chaussée.,2019-04-28,2019-04-29,Rosemont-La Petite-Patrie,295899.3128976701,5043169.323361083,45.528392411421216,-73.61395075287159
103492,,24626,Trop III,No,rue,Lenoir,Saint-Antoine,Lenoir,,Obstruer chaussée et trottoir.,2019-05-23,2019-05-23,Le Sud-Ouest,,,,
103156,,24626,Trop III,No,rue,Notre-Dame,Saint-Martin,Seigneurs,,Obstruer chaussée et trottoir.,2019-05-06,2019-05-06,Le Sud-Ouest,299428.41648500005,5038683.0495,45.488059380063994,-73.56872089174071
103808,,24626,Trop III,No,rue,Sainte-Catherine,Fullum,Dufresne,,Obstruer chaussée et trottoir.,2019-06-12,2019-06-15,Ville-Marie,301081.0329925,5043091.807499999,45.52774147733001,-73.54761201035876
103622,,24626,Trop III,No,rue,Champagne,Poupart,D'Iberville,,Obstruer chaussée et trottoir.,2019-05-30,2019-05-30,Ville-Marie,301127.9685175,5043297.004000001,45.52958816171778,-73.54701269119583
103623,,24626,Trop III,No,rue,Poupart,Champagne,Maisonneuve,,Obstruer chaussée et trottoir.,2019-05-30,2019-05-30,Ville-Marie,301074.2055075,5043269.489,45.529340286126605,-73.54770077522984
103533,,24626,Trop III,No,rue,Ontario,Aird,Sicard,,Obstruer chaussée et trottoir.,2019-05-26,2019-05-26,Mercier-Hochelaga-Maisonneuve,301869.73799,5046234.1875,45.556021280434074,-73.53753384223509
103624,,24626,Trop III,No,rue,Sainte-Catherine,Dufresne,Poupart,,Obstruer chaussée et trottoir.,2019-05-30,2019-05-30,Ville-Marie,301149.131985,5043196.558499999,45.528684430479025,-73.54674100883449
103532,,24626,Trop III,No,rue,Sicard,La Fontaine,Ontario,,Obstruer chaussée et trottoir.,2019-05-26,2019-05-26,Mercier-Hochelaga-Maisonneuve,301968.69423464424,5046235.615999889,45.55603454654373,-73.53626637086786
103531,,24626,Trop III,No,rue,Rouen,Letourneux,Bennett,,Obstruer chaussée et trottoir.,2019-05-25,2019-05-26,Mercier-Hochelaga-Maisonneuve,301476.1160025,5046106.45,45.55487008131727,-73.5425745728104
103242,,24626,Trop III,No,rue,Havre,Maisonneuve,La Fontaine,,Obstruer chaussée et trottoir.,2019-05-10,2019-05-16,Ville-Marie,301054.9710125,5043549.7515,45.531862059987304,-73.54794907432327
,16911,24626,Trop III,No,parc,Dans la portion entre Terrasse Mercure et Terrasse Guindon. 1- scène avec un drône (et un pilote certfié) 2- Scène d'un cours de yoga en plein air,,,Parc Baldwin,Tournage équipe 40 personnes,,,Le Plateau-Mont-Royal,,,,
103773,,24626,Trop III,No,rue,Sainte-Catherine,Fullum,Dufresne,,Obstruer chaussée et trottoir.,2019-06-12,2019-06-16,Ville-Marie,301081.0329925,5043091.807499999,45.52774147733001,-73.54761201035876
,16910,24626,Trop III,No,parc,Sur le sentier le long du chemin de fer,,,Parc Émile-Berliner,Tournage équipe de 40 personnes,,,Le Sud-Ouest,,,,
103775,,24626,Trop III,No,Avenue,035e,Bellechasse,Beaubien,,Obstruer chaussée et trottoir.,2019-06-16,2019-06-17,Rosemont-La Petite-Patrie,299233.2239875,5047731.5805,45.56947971941428,-73.57132109181862
103776,,24626,Trop III,No,avenue,Jeanne-d'Arc,Dandurand,Rosemont,,Obstruer chaussée et trottoir.,2019-06-17,2019-06-17,Rosemont-La Petite-Patrie,299102.9306278325,5046646.05280686,45.55971056446532,-73.57297739129935
,16909,24626,Trop III,No,Parc,"Autour de la fontaine et 2 actrices dans le bassin d'eau. La fontaine ne sera pas en fonction, le bassin devra être rempli par la production.",,,Parc Saint-Henri,Tournage équipe de 40 personnes,,,Le Sud-Ouest,,,,
103752,,24626,Trop III,No,rue,Dufresne,Jean-Langlois,Sainte-Catherine,,Relocalisation de la zone SRRR--3 espaces,2019-06-09,2019-06-10,Ville-Marie,,,,
103626,,24626,Trop III,No,rue,Dufresne,Sainte-Catherine,Maisonneuve,,Obstruer chaussée et trottoir.,2019-06-02,2019-06-06,Ville-Marie,,,,
103625,,24626,Trop III,No,rue,Dufresne,Sainte-Catherine,Maisonneuve,,Obstruer chaussée et trottoir.,2019-05-30,2019-05-30,Ville-Marie,,,,
103753,,24626,Trop III,No,rue,Dufresne,Sainte-Catherine,Maisonneuve,,Obstruer chaussée et trottoir.,2019-06-10,2019-06-10,Ville-Marie,,,,
103754,,24626,Trop III,No,rue,Dufresne,Sainte-Catherine,Maisonneuve,,Obstruer chaussée et trottoir.,2019-06-10,2019-06-15,Ville-Marie,,,,
103774,,24626,Trop III,No,rue,Dufresne,Sainte-Catherine,Maisonneuve,,Obstruer chaussée et trottoir.,2019-06-12,2019-06-12,Ville-Marie,,,,
