numero_entente,numero_appel_offre,numero_fournisseur,nom_fournisseur,statut_entente,date_debut_entente,date_fin_entente,description_entente,montant_total_convenu
"1380942","17658","115637","TECH-MIX","Fermé",2019-10-23,2022-06-10,"TPAE,A,Enrobes bitumineux à froid, asphalte froide en vrac",459000
"1380980","17903","605355","LA COMPAGNIE DE LOCATION D'AUTOS ENTERPRISE CANADA.","Ouvert",2019-11-21,2022-11-20,"MARO,Z,«SUD-OUEST» Location court terme d'un (1) camions châssis-cabine avec engin élévateur à nacelle de 60 pi et benne à copeaux pour une période de douze (12) mois sans opérateur, avec entretien et accessoires  SMRA",240000
"1381861","17687","113888","EXCAVATIONS VIDOLO LTEE","Ouvert",2019-12-01,2024-10-31,"ENNA,Z,Fourniture et transport de matières par conteneurs pour l'écocentre Acadie - Côte-des-neiges - La petite-Patrie - Rivière-des-Prairies - Saint-Michel.",14558296.8
"1035637","14106","699431","ATKINSREALIS CANADA INC.","Fermé",2015-03-26,2017-03-24,"SERVICES PROFESSIONNELSGESTION ET SURVEILLANCEDES TRAVAUX",2587280
"1394441","17811","138130","J.M. SERVICES UNIQUES INC.","Ouvert",2020-01-03,2023-01-02,"ENNA,Z,service de transport de matières résiduelles par camions de l'écocentre Saint-Laurent (lot #4)",323185
"1397539","17917","193514","ENTREPRENEUR PAYSAGISTE STRATHMORE (1997) LTEE","Ouvert",2020-02-10,2022-12-31,"ENNA,Z,Services d'entretiens arboricoles, élagage, taille de formation, haubanage, abattage, essouchement et pose de gazon.",1412040
"1407620","17519","261706","PEPINIERE JARDIN 2000 INC.","Ouvert",2020-03-23,2022-03-22,"ENNA,Z,Fourniture et livraison d'arbres, sur demande, effectuée par une pépinière 2020-2021 + option de prolongation annuelle du contrat pour 2022 et 2023",314360
"1407861","18008","152648","CIMA+ S.E.N.C.","Ouvert",2020-04-01,2021-03-31,"SPOP,Z,Services professionnels en hydrologie urbaine pour la réalisation dune étudedu réseau de drainage du bassin Langelier de la Ville de Montréal",155046
"1409069","18067","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2020-04-14,2021-04-13,"ENNA,Z,TRAITEMENT COMPOSTAGE et/ou BIOMÉTHANISATION RÉSIDUS MÉLANGÉS - LOT 1, ANNÉE 1 fin 13 avril 2021, pas de renouvellement, VOIR ANNÉE 2 (entente 1409823)",2072565
"1409415","17897","412610","IGF AXIOM INC.","Fermé",2020-03-26,2023-03-25,"SPAG,Z,Services professionnels dagents de sécurité sur les chantiers de construction dans le cadre de travaux de la Division des grands projets de la Direction des infrastructures de la Ville de Montréal",820405
"1410240","17934","153156","GROUPE ABS INC.","Ouvert",2020-04-23,2023-04-22,"SPOP,A,Services professionnels en contrôle qualitatif des matériaux sur les différents projets de construction, de réhabilitation ou de réfection, effectués par les arrondissements.",869754.29
"1409596","18010","121014","LES REVETEMENTS SCELL-TECH INC.","Ouvert",2020-04-06,2022-11-30,"ENET,Z,LOCATION D'UN BALAI ASPIRATEUR COMPACT AVEC OPERATEUR, ENTRETIEN ET ACCESSOIRES POUR L'ARRONDISSEMENT ROSEMONT-LA PETITE-PATRIE",119863.8
"1409826","18067","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2021-04-14,2022-04-13,"ENNA,Z,TRAITEMENT COMPOSTAGE et/ou BIOMÉTHANISATION RÉSIDUS MÉLANGÉS 20-18067 Lot 8 - Année 2 (14 avril 2021 au 13 avril2022)",559521
"1410434","17934","519223","FNX-INNOV INC.","Ouvert",2020-04-23,2023-04-22,"SPOP,Z,Services professionnels en contrôle qualitatif des matériaux sur les différents projets de construction, de réhabilitation ou de réfection, effectués par les services corporatifs.",2790252.7
"1410870",,"115044","HYPERTEC SYSTEMES INC","Fermé",2020-05-01,2021-08-28,"INEL,A,ENTENTE CADRE CSPQ POUR LA FOURNITURE DE MICRO-ORDINATEURS DE TABLE, PORTABLES, PORTABLES ROBUSTES, MONITEURS ET TABLETTES ÉLECTRONIQUES.",2250000
"1415191","17732","315389","WSP CANADA INC.","Fermé",2020-05-28,2024-03-06,"SPAG,Z,Services professionnels pour le soutien technique à la mise en uvre de projets et programmes de la direction de la mobilité",2277210
"1414485","18247","114018","JR SERVICES SANITAIRES","Fermé",2020-06-15,2020-10-31,"ENNA,Z,Services pour la collecte des matières résiduelles dans larrondissement de Ville-Marie, 20 sem, non renouvelable",592991.88
"1415271","18084","454896","TOROMONT CAT (QUEBEC)","Ouvert",2020-06-17,2022-03-31,"MARO,A,LOCATION DE NIVELEUSES ARTICULÉES POUR UNE PÉRIODE DE 2 ANS (5 MOIS/ANNÉE) SANS OPÉRATEUR AVEC ENTRETIENS ET ACCESSOIRES",591825.59
"1417314","18127","118369","SERVICES D'ENTRETIEN ALPHANET INC.","Ouvert",2020-06-01,2023-05-31,"ENET,Z,SERVICE DE GESTION DES BRIGADES DE PROPRETÉS ALTERNÉES",958452
"1417781","18054","537231","11073192 CANADA INC.","Ouvert",2020-10-19,2024-04-15,"TPAE,Z,SERVICE DE DÉNEIGEMENTS DES CHAUSSÉES ET DES TROTTOIRS LOT RDP-102-2024",4345800
"1424995","18265","120099","LES ENTREPRISES VENTEC INC","Ouvert",2020-11-01,2023-04-30,"TPAE,Z,Déblaiement de la neige dans les ruelles et les stationnements municipaux publics 2020-2023 - Arrondissement Lachine - Secteur 1",88070.4
"1426093","18392","115188","LE GROUPE GUY INC.","Ouvert",2020-08-04,2020-10-31,"MARO,A,SERVICE D'ENTRETIEN PREVENTIF ET REPARATION DE VEHICULES LOURDS DE LA VILLE DE MONTREAL,LOT 17,ENTENTE EXCLUSIVE,COTE-DES-NEIGES--NOTRE-DAME-DE-GRACE,GRE A GRE 20-18392,DU 4 AOUT AU 31 OCTOBRE 2020",27146.25
"1426096","18393","115188","LE GROUPE GUY INC.","Ouvert",2020-08-04,2020-10-31,"MARO,A,SERVICE D'ENTRETIEN PREVENTIF ET REPARATION DE VEHICULES LOURDS DE LA VILLE DE MONTREAL,LOT 18,ENTENTE EXCLUSIVE,DE LA COMMUNE-VILLE-MARIE,GRE A GRE 20-18393,DU 4 AOUT AU 31 OCTOBRE 2020",85228.75
"1426679","18384","109529","RESSORT IDEAL LTEE","Ouvert",2020-08-14,2020-10-31,"MARO,A,SERVICE D'ENTRETIEN PREVENTIF ET REPARATION DE VEHICULES LOURDS DE LA VILLE DE MONTREAL,LOT 9,ENTENTE EXCLUSIVE,BERCY,GRE A GRE 20-18384,DU 14 AOUT AU 31 OCTOBRE 2020",44565
"1426682","18400","109529","RESSORT IDEAL LTEE","Ouvert",2020-08-14,2020-10-31,"MARO,A,SERVICE D'ENTRETIEN PREVENTIF ET REPARATION DE VEHICULES LOURDS DE LA VILLE DE MONTREAL,LOT 25,ENTENTE EXCLUSIVE,SAINT-LAURENT,GRE A GRE 20-18400,DU 14 AOUT AU 31 OCTOBRE 2020",48975
"1428370","18357","450867","SANIVAC","Ouvert",2020-09-01,2020-10-31,"TPAE,Z,LOCATION ET LIVRAISON DE TOILETTES MOBILES, PORTATIVES ET CHIMIQUES DANS LE CADRE DES MESURES D'URGENCES _LOT 4",133136.16
"1429054","17904","116098","CHAUSSURES BELMONT INC","Ouvert",2020-08-27,2023-08-26,"VETR,A,Bottes et souliers de securite (besoin particulier)",293890.13
"1429731","18162","152648","CIMA+ S.E.N.C.","Ouvert",2020-08-27,2024-08-26,"SPOP,Z,Services professionnels en controleur de chantier. Lot 3",821358
"1429244","18152","543038","GFL ENVIRONNEMENTAL INC.","Ouvert",2020-08-25,2025-10-31,"ENNA,Z,Collecte et transport, LaSalle (OM-CRD-RV-MO-Sapins), AO 20-18152 LOT 7, 60 mois + 24 mois en option",17826570.12
"1429692","18120","116454","CARGILL SEL SECURITE ROUTIERE","Ouvert",2020-09-14,2021-04-30,"TPAE,A, la fourniture et la livraison du sel traité pour les villes liées et la STM pour la saison 2020-2021",1504184.98
"1432078","18348","377259","PRODUCTION SECURITE INC.","Ouvert",2020-10-19,2022-04-08,"SESA,Z,SERVICE DE GARDIENNAGE DANS LIEUX ÉLIMINATION DE NEIGE POUR  SAISONS HIVERNALES",338550
"1408744","18037","543038","GFL ENVIRONNEMENTAL INC.","Ouvert",2020-03-18,2023-12-18,"TPAE,A,LOCATION LIVRAISON TOILETTE PORTATIVES CHIMIQUES LOT 1-EXCLUSIVEMENT POUR LES ARRONDISSEMENTS:VILLE-MARIE,MONT-ROYAL,VILLERAY-SAINT-MICHEL-PARC-EXTENSION,AHUNTSIC-CARTIERVILLE,ROSEMONT-LA-PETITE-PATRIE.",393846.83
"1433963","18234","514190","9379-0434 QUEBEC INC.","Fermé",2020-09-30,2022-03-31,"TPAE,Z,SCA, LAS-R006-2021-Service de remorquage pour les opérations de déneigement, ENTENTE EXCLUSIVE Lasalle, A20-18234 Lot 11, 1 an + 1 an en option",61700
"1434730","17953","667962","ORANGETANGO INC.","Ouvert",2021-01-01,2023-12-31,"SPAG,Z, Services professionnels d'agence de publicité - Service espace pour la vie",296400
"1437212","18138","519223","FNX-INNOV INC.","Ouvert",2023-10-22,2024-10-21,"SPOP,Z,CONCEPTION DE TRAVAUX DINFRASTRUCTURES ROUTIERES, DEGOUT, DEAU POTABLE, DE VOIRIE, DAMDNAGEMENT URBAIN ET DECLAIRAGE DE RUES SUR LE TERRITOIRE DE LAGGLOMERATION DE MONTRÉAL - LOT 2",7453400
"1437387","18277","280247","CONSULTANTS LEGICO-CHP INC.","Ouvert",2020-10-22,2024-10-21,"SPOP,Z,SERVICES PROFESSIONNELS DESTIMATEURS EN CONSTRUCTION AFIN DE SOUMETTRE LES PROJETS DE CONSTRUCTION (INFRASTRUCTURES URBAINES) A UNE VALIDATION DES COUTS LOT 2",567500
"1436609","18226","30916","PRODUITS SUNCOR ENERGIE, S.E.N.C. - PETRO-CANADA","Ouvert",2021-01-04,2022-01-03,"ENPC,A,  Lot 7 - Fourniture de mazout °2 pour le regroupement de la Ville de Montréal",197066.42
"1439250","18435","634059","SGTS ARPENTEURS-GEOMETRES INC.","Ouvert",2020-10-30,2022-01-21,"SPOP,Z,ENTENTE EXCLUSIVE,Services darpentage relatifs au mesurage de bennes des camions au ruban à mesurer afin den déterminer le volume réel, 12 mois + 1 x 12 mois option(ANNULÉE)",160
"1438991","18364","394029","SERVICES RICOVA INC.","Ouvert",2020-11-01,2025-10-31,"ENNA,Z,collecte et transport des CRD et encombrants pour Pierrefonds-Roxboro, lieu de liv. Services Matrec, Montréal, AO 20-18364, LOT 5, 60 mois + 1 x 24 mois en option",1035886.99
"1409821","18067","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2020-04-24,2021-04-23,"ENNA,Z,TRAITEMENT COMPOSTAGE et/ou BIOMÉTHANISATION RÉSIDUS MÉLANGÉS - LOT 3 ANNÉE 1 fin 13 avril 2021, pas de renouvellement, VOIR ANNÉE 2 (entente 1409825)",559521
"1439799","18244","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2021-01-01,2022-12-31,"ENNA,Z, LOT 6 Réception, transport (le cas échéant) valorisation de résidus alimentaire Conteneurs semi-enfouis",104760
"1074913","14213","120217","RECYCLAGE NOTRE-DAME INC.","Fermé",2015-12-01,2020-11-30,"ENNA,Z,DGMR COLLECTE TRANSPORT ELIMINATION, date de fin d'entente 31 oct 2020",18108462.05
"1440860","18284","117465","CUBEX LIMITED","Ouvert",2020-11-16,2025-11-30,"MARO,A,Location de balais de rue compacts de type aspirateur, sans opérateur, avec entretien de capacité nominale minimale de 6,5 vg³",2650704
"1440942","18543","490397","HAMSTER","Ouvert",2020-11-12,2020-12-31,"MBPI,A,ARTICLES DE BUREAU,PAPIERS,CARTOUCHES D'ENCRE,VERT",91933.03
"1441260","18371","104692","GROUPE ARCHAMBAULT INC.","Fermé",2020-12-15,2023-12-14,"CUSL,Z,Fourniture sur demande de documents audiovisuels pour les bibliothèques de la Ville de Montréal - 36 mois (20-18371)",1600000
"1442807","18270","127641","METAL M-PACT INC.","Fermé",2020-11-19,2021-01-12,"MFUS,A,ACQUISITION DE METAUX BRUTS",1229137.54
"1448843","18252","120390","BOIVIN & GAUVIN INC.","Ouvert",2020-11-19,2025-06-19,"VETR,Z,FOURNITURE DE GANTS DE PROTECTION POUR LE COMBAT INCENDIE",563547.71
"1449673","18258","497467","TROIS DIAMANTS AUTOS (1987) LTEE","Ouvert",2020-12-17,2025-02-26,"MARO,A,ACQUISITION DE PIECES DE VEHICULES AUTHENTIQUE (OEM) DE MARQUE CHRYSLER",746350
"1453433","18503","115349","LONGUS EQUIPEMENT INC.","Ouvert",2021-01-25,2026-01-24,"MARO,Z,Location d'un tracteur chargeur pour l'arrondissement de Mercier - Hochelaga-Maisonneuve",304590
"1453436","18503","115349","LONGUS EQUIPEMENT INC.","Ouvert",2021-01-25,2026-01-24,"MARO,Z,Location d'un tracteur chargeur pour l'arrondissement de Villeray - St-Michel - Parc-Extension",320100
"1453437","18503","115349","LONGUS EQUIPEMENT INC.","Ouvert",2021-01-25,2026-01-24,"MARO,Z,Location d'un tracteur chargeur pour l'arrondissement de Rosemont - La Petite-Patrie",278190
"1455176","18367","116510","PAQUETTE & ASSOCIES, HUISSIERS DE JUSTICE S.E.N.C.R.L.","Ouvert",2021-02-01,2025-01-31,"SPOP,Z,Services professionnels dhuissiers de justice pour la cour municipale de la Ville de Montréal",1668545.93
"1461288","18550","133812","EXTERMINATION WEST ISLAND","Ouvert",2021-03-02,2023-12-31,"ENNA,Z,services dextermination et contrôle dinsectes nuisibles et des rongeurs dans les bâtiments publics, les parcs, les espaces verts et les réseaux dégouts dans l' arrondissement Saint-Laurent,36 mois, AO 20-18550",90603.9
"1466961","15727","596584","CURRENT LIGHTING SOLUTIONS CANADA INC.","Ouvert",2021-03-23,2022-09-05,"TPAE,Z,FOURNITURE SUR DEMANDE DE LUMINAIRES ROUTIERS 3000K DEL-60 MOIS",898667
"1471861","18568","358299","LOCATION GUAY","Ouvert",2021-04-12,2024-04-30,"MARO,Z,ENTENTE EXCLUSIVE Location d'une retro caveuse avec opérateur pour la Division de Parcs et horticulture de l'Arrondissement Plateau Mont-Royal (AO 21 18568-Lot 1)",260973.97
"1476287",,"221555","TOMI GRGICEVIC","Fermé",2021-06-02,2023-06-01,"SPOP,Z,ACQUISITION DE SERVICE DE VIDÉASTE",16870.89
"1476715","18142","396706","AXON PUBLIC SAFETY CANADA INC.","Ouvert",2021-06-17,2024-06-16,"INEL,Z,ACQUISITION D'UNE SOLUTION D'ENREGISTREMENT POUR LES SALLES D'INTERROGATOIRE AVEC SERVICES D'INSTALLATION, D'INTÉGRATION ET DE CONFIGURATION POUR LE SERVICE DE POLICE",518255.88
"1480755","18365","565557","KELENY INC.","Ouvert",2021-06-17,2024-06-16,"SPOP,Z SERVICES PROFESSIONNELS D'INTERPRÈTES ET DE TRADUCTEURS JUDICIAIRES REQUIS À LA COUR MUNICIPALE DE LA VILLE (LOT 1)",314750
"1481900","18734","114154","LES ENTREPRISES MICHAUDVILLE INC.","Ouvert",2021-11-01,2025-04-15,"TPAE,Z,SERVICE DE DENEIGEMENT DES CHAUSSEES ET DES TROTTOIRS POUR ARRONDISSEMENT LE PLATEAU-MONT-ROYAL, LOT PMR- 102-2125",9680003.2
"1483051","18362","115862","EQUIPEMENTS PLANNORD LTEE","Ouvert",2021-06-17,2025-06-16,"MARO,A,ACQUISITION DE PIÈCES DE VÉHICULES AUTHENTIQUES (OEM) DE MARQUE PRINOTH",333333.33
"1482796","18561","141800","VINCENT ERGONOMIE INC.","Ouvert",2021-07-01,2024-06-30,"SPAG,Z,ACQUISITION DE SERVICES PROFESSIONNELS POUR LES SERVICESD'ERGONOMIE EXCLUSIFS AU SPVM",513000
"1487097","17650","114381","M.J. CONTACH ENR.","Ouvert",2021-11-01,2022-04-30,"MARO,Z,LOCATION D'UNE (1) DEPANNEUSE AVEC OPERATEUR POUR L'ARRONDISSEMENT VILLERAY - SAINT-MICHEL - PARC-EXTENSION LOT 1",92813.14
"1490040",,"115424","MICROSOFT CANADA INC.","Ouvert",2021-05-01,2024-04-30,"INEL,Z,ENTENTE-CADRE AVEC MICROSOFT CANAD INC. PAR L'ENTREMISE DE SON ENTENTE AVEC ITQ POUR LA FOURNITURE ET L'ENTRETIEN DES LICENCES DE LA SUITE OFFICE 365 REQUISES POUR LES EMPLOYÉS DE LA VILLE DE MONTRÉAL",674088.63
"1493256","18859","115847","ENVIRONNEMENT ROUTIER NRJ INC.","Ouvert",2021-11-15,2023-05-31,"TPAE,Z,LOCATION DE QUATRE (4) SOUFFLEUSES À HAUTE PUISSANCE, AVEC OPÉRATEUR, POUR LES LIEUX D'ÉLIMINATION DE LA NEIGE",1945962.07
"1493330","18893","265151","JMV ENVIRONNEMENT INC.","Ouvert",2021-11-15,2024-05-31,"MARO,Z,LOT 5, LOCATION D'UE (1) TRACTEUR-CHARGEUR AVEC OPÉRATEUR LEN: CARRIÈRE ST-MICHEL",173847.12
"1494082","18806","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2022-01-26,2023-01-25,"ENNA,A,FOURNITURE DE SITES POUR L'ÉLIMINATION DE RÉSIDUS DE BALAIS DE RUE ET DE DÉPÔTS À NEIGE LOT 4 - LASALLE",247123.5
"1494088","18806","120217","RECYCLAGE NOTRE-DAME INC.","Ouvert",2022-01-26,2023-01-25,"ENNA,A,FOURNITURE DE SITES POUR L'ÉLIMINATION DE RÉSIDUS DE BALAIS DE RUE ET DE DÉPÔTS À NEIGE LOT 7 - L'ILE BIZARD",5980
"1494255","18858","114381","M.J. CONTACH ENR.","Ouvert",2021-11-15,2024-03-31,"MARO,Z,SERVICES DE REMORQUAGE EN LIEN AVEC LES OPERATIONS DE DENEIGEMENT DE LARRONDISSEMENT RIVIERE-DES-PRAIRIES-POINTE-AUX-TREMBLES LOT 7 - RDP-R001-2123",102315.6
"1495287","18614","369367","GHD CONSULTANTS LTEE","Ouvert",2021-10-04,2022-04-15,"SPOP,Z,SERVICES PROFESSIONNELS POUR LÉLABORATION DUN CONCEPT PRÉLIMINAIRE POUR LA CONSTRUCTION DUNE PASSERELLE DE TRANSPORT ACTIF RELIANT LA PISTE CYCLABLE DU PONT SAMUEL-DE CHAMPLAIN ET LE PARC MARGUERITE-BOURGEOYS DANS LARRONDISSEMENT",325600
"1496077","18639","113888","EXCAVATIONS VIDOLO LTEE","Ouvert",2021-09-01,2023-10-31,"TREN,Z,FOURNITURE ET TRANSPORT DES CONTENEURS DE TYPE TRANSROULIER ROLL-OFF POUR LES ARRONDISSEMENTS ROSEMONT-LA-PETITE-PATRIE, SAINT-LAURENT ET SAINT-LÉONARD",222307.71
"1497225","18803","525960","HARNOIS ENERGIES INC.","Ouvert",2022-01-04,2024-02-29,"ENPC,A,LA FOURNITURE DE DIESEL (COLORE STANDARD, COLORE POUR GENERATRICE ET ARCTIQUE) POUR LE REGROUPEMENT DE LA VILLE DE MONTRÉAL  LOT 2",1154530.18
"1496607","18868","450867","SANIVAC","Ouvert",2021-09-01,2023-08-31,"TPAE,Z,LA LOCATION ET LA LIVRAISON DE TOILETTES CHIMIQUES PORTATIVES AVEC DÉSINFECTANT , LOT 2.",4244080
"1497589","18899","315389","WSP CANADA INC.","Ouvert",2021-10-01,2024-09-30,"SPOP,Z,SERVICES PROFESSIONNELS EN AMÉNAGEMENT ET EN INGÉNIERIE POUR LA CONCEPTION DE DIVERS PROJETS DENVERGURE SUR LE TERRITOIRE DE LA VILLE DE MONTRÉAL- LOT 2",2835406.1
"1498779","18861","116454","CARGILL SEL SECURITE ROUTIERE","Ouvert",2021-10-01,2022-04-30,"TPAE,Z, LA FOURNITURE ET LA LIVRAISON DU SEL TRAITÉ POUR LES VILLES LIÉES ET LA STM POUR LA SAISON 2021-2022",1526929
"1498510","18850","511715","REMORQUAGE MOG INC.","Fermé",2021-07-05,2023-06-30,"MARO,A,ENTENTE LOT 8 POUR LE SERVICE DE REMORQUAGE POUR LE DEPLACEMENT DE VEHICULES EN LIEN AVEC LA SECURITE DES BIENS ET DES PERSONNES ET VEHICULES DE LA VILLE DE MONTREAL EN PANNE ROSEMONT",15750
"1498514","18850","511715","REMORQUAGE MOG INC.","Fermé",2021-07-05,2023-06-30,"MARO,A,ENTENTE LOT 10 POUR LE SERVICE DE REMORQUAGE POUR LE DEPLACEMENT DE VEHICULES EN LIEN AVEC LA SECURITE DES BIENS ET DES PERSONNES ET VEHICULES DE LA VILLE DE MONTREAL EN PANNE MERCIER-HOCHELAGA, ANJOU, RDP-PAT",15750
"1498475","18850","120352","REMORQUAGE METEOR INC.","Ouvert",2021-07-05,2023-06-30,"MARO,A,ENTENTE LOT 5 POUR LE SERVICE DE REMORQUAGE POUR LE DEPLACEMENT DE VEHICULES EN LIEN AVEC LA SECURITE DES BIENS ET DES PERSONNES ET VEHICULES DE LA VILLE DE MONTREAL EN PANNE VILLE-MARIE, EST DE BLEURY ET MCGILL",16600
"1500202","18837","396586","GROUPE MARCHAND ARCHITECTURE & DESIGN INC.","Ouvert",2021-09-30,2024-09-30,"SPOP,Z,SERVICES PROFESSIONNELS EN ARCHITECTURE ET INGÉNIERIE POUR DIVERS PROJETS DE MAINTIEN DACTIF, RÉNOVATION, DE MISE AUX NORMES ET RESTAURATION PATRIMONIAL DES BÂTIMENTS DE LA VILLE DE MONTRÉAL (LOT-3 PROJETS INDUSTRIELS ET DIVERS)",3259825.37
"1502904",,"115847","ENVIRONNEMENT ROUTIER NRJ INC.","Ouvert",2021-11-22,2023-11-21,"ENNA,Z,FOURNITURE D'UN CAMION TASSEUR A TAUX HORAIRE AVEC UN OU DEUX EBOUEURS POUR DES SERVICES DE COLLECTE ET DE TRANSPORT DE MATIERES RÈSIDUELLES POUR LUNDI",86975.42
"1505145","18948","252539","PROPRECAN INC","Fermé",2021-11-01,2022-10-31,"ENET,Z,SERVICE D'ENTRETIEN MENAGER POUR LA BIOSPHERE - AO 21-18948",189714.35
"1506805","18919","605355","LA COMPAGNIE DE LOCATION D'AUTOS ENTERPRISE CANADA.","Fermé",2021-12-08,2022-12-07,"MARO,A,LOCATION A COURT-TERME DE VOITURES SOUS-COMPACTES ET COMPACTES -  CLASSE 134, CLASSE 144  LOT 3",186093
"1510518","18872","261363","STANTEC EXPERT CONSEILS LTEE","Ouvert",2021-12-23,2026-12-23,"SPOP,Z,SERVICES PROFESSIONNELS DINGÉNIERIE POUR LA GESTION ET LA SURVEILLANCE DE TRAVAUX DE STRUCTURES (PONTS ET TUNNELS) ET DAMÉNAGEMENTS DIVERS  LOT 1/CONTRAT 1",4916705
"1510523","18872","197099","LES SERVICES EXP INC.","Ouvert",2021-12-23,2026-12-23,"SPOP,Z,SERVICES PROFESSIONNELS DINGÉNIERIE POUR LA GESTION ET LA SURVEILLANCE DE TRAVAUX DE STRUCTURES (PONTS ET TUNNELS) ET DAMÉNAGEMENTS DIVERS  LOT 2/CONTRAT 2",4784350
"1511180","18980","117623","CONSEILLERS EN GESTION ET INFORMATIQUE CGI  INC.","Fermé",2021-12-23,2024-12-22,"SPOP,Z PRESTATIONS DE SERVICES POUR RESSOURCES SPECIALISEES AU BUREAU DE PROJETS TI LOT 3",570870
"1515023","19010","573738","AGRIKOM INC.","Ouvert",2022-05-01,2025-03-31,"MARO,Z,LOCATION DES TRACTEURS UTILITAIRES SUR ROUES 4X4 AVEC DES OUTILLAGES DE DENEIGEMENT SANS OPERATEUR",348055
"1517231","18939","152648","CIMA+ S.E.N.C.","Ouvert",2022-01-27,2025-12-20,"SPOP,Z, SERVICES PROFESSIONNELS EN GESTION DES IMPACTS ET MAINTIEN DE LA CIRCULATION LOT3 (UNE OPTION DE RENOUVELLEMENT DE 12 MOIS).",2254789.1
"1517804","18930","115866","ETHNOSCOP INC.","Ouvert",2022-01-27,2025-01-27,"SPHP,A,SERVICES PROFESSIONNELS EN ARCHÉOLOGIE POUR EFFECTUER DIVERS ÉTUDES ET INTERVENTIONS ARCHÉOLOGIQUES SUR LE TERRITOIRE DE LAGGLOMÉRATION DE MONTRÉAL - LOT 2",3841560
"1518921","18976","347436","LES ENTREPRISES FIBROMOULE","Ouvert",2022-01-27,2025-01-26,"OUMA,Z,SERVICES DE RÉPARATION DES RÉSERVOIRS (FRP) D'HYPOCHLORITE À LUSINE D'EAU POTABLE CHARLES-J. DES BAILLETS - LOT 2",473074.72
"1520132","19047","639177","LES MATELAS HOUDE INC","Ouvert",2022-02-24,2025-02-23,"AMEU,Z,FOURNITURE, LIVRAISON ET INSTALLATION DE MATELAS DE SOMMIERS ET DE BASES DE LIT POUR LE SERVICE DE SECURITE INCENDIE DE MONTREAL",202310
"1521815","19145","135765","LACHAPELLE LOGISTIQUE","Ouvert",2022-04-01,2023-03-31,"TREN,Z,Service de déménagement sur demande pour le SIM pour une période de (12 mois)",64363.01
