Numéro,Département/Collection,Collection  ,Catégorie,Objet,Artiste,Titre,Date,Lieu de production,Culture,Matériaux,Dimensions,Nombre objets,Sujet,description,Lien web vers image 
1956.297,Art ancien (des origines à 1900),Collection permanente,Peinture,Peinture,"Beaucourt, François Malepart de",Eustache Trottier Desrivières Beaubien,1792 ou 1793,"Montréal (Québec), Canada",Canadienne; Québécoise,Huile sur toile,"79 x 63,3 cm",1,Portrait,"Costumes civils accessoires chaîne de ceinture en or, jabot et manchettes en dentelle, caprices corporels perruque, vêtements justaucorps gilet en soie brodé au fil d'or redingote en velours; Personnages groupes humains homme élégant, portrait à mi-corps sur fond sombre, assis de trois quarts, métiers et professions marchand (traite de fourrure); Objets façonnés mobilier meubles chaise table de jeu, jeu de cartes dont un as de coeur, de groupement sociaux moyens d'échange argent pièces d'or et d'argent; Société et vie sociale statut social bourgeoisie canadienne-française au XVIIIe siècle, condition socio-économique richesse; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1956.297_IN1.JPG
1956.298,Art ancien (des origines à 1900),Collection permanente,Peinture,Peinture,"Beaucourt, François Malepart de","Madame Eustache Trottier Desrivières Beaubien, née Marguerite Malhiot",1793,"Montréal (Québec), Canada",Canadienne; Québécoise,Huile sur toile,"79,5 x 63,5 cm",1,Portrait,"Costumes civils accessoires couvre-chef coiffe manchettes en dentelle, vêtements robe, de dessus écharpe avec liséré en dentelle, bijoux et ornements bague parure de cou pendentif; Personnages groupes humains femme élégante, portrait à mi-corps sur fond sombre, assise de trois quarts; Activités et événements personnelles service du thé; Objets façonnés contenants coffret tasse aiguière samovar, mobilier draperie rideau chaise table; Outils et équipement ustensile cuillère; Société et vie sociale statut social bourgeoisie canadienne-française au XVIIIe siècle, condition socio-économique richesse; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1956.298_IN1.jpg
1956.343,Art ancien (des origines à 1900),Collection permanente,Dessin,Dessin,"Duncan, James","Côte-des-Neiges, Montréal",vers 1845,"Montréal (Québec), Canada",Britannique (irlandaise); Canadienne; Québécoise,Aquarelle sur papier,"17,5 x 25 cm",1,Paysage,"Costumes civils accessoires couvre-chefs chapeaux, vêtements pantalons chandails; Architecture et génie aménagements extérieurs clôtures poteau, détails architecturaux cheminées fenêtres façades porte toitures clocher, résidentielle maisons, religieuse églises, travaux publics rue, ville; Personnages groupes humains enfants hommes; Animaux mammifères cheval; Plantes herbes et graminées, arbres feuillus; Géographie physique accidents géographiques montagnes; Objets façonnés personnels accessoires bâton; Localisation : Côte-des-Neiges, Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1956.343_IN1.jpg
1956.345,Art ancien (des origines à 1900),Collection permanente,Dessin,Dessin,C. H. S.,"Le Château hanté, Montréal (résidence de Simon McTavish)",1841,"Montréal (Québec), Canada",Canadienne; Québécoise,Encre et aquarelle sur papier,"19 x 28,1 cm",1,Paysage,"Costumes civils accessoires couvre-chef chapeau, vêtements robe pantalon manteau; Architecture et génie aménagements extérieurs caveau remise, détails architecturaux cheminées balcon façade fenêtres escalier oculus colonne colonnade toiture fronton, résidentielle château dit «hanté», travaux publics chemin; Transports terrestres à cheval; Personnages groupes humains homme femme; Animaux mammifères chevaux; Plantes fleurs, herbes et graminées, arbres arbustes feuillus; Activités et événements récréatives équitation; Outils et équipement instruments aratoires attelages d'animaux, outil courant échelle; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1956.345_IN1.JPG
1956.383,Art ancien (des origines à 1900),Collection permanente,Dessin,Dessin,"Baker, Walter","L'Église Notre-Dame-de-Bonsecours, Montréal",entre 1890 et 1912,"Montréal (Québec), Canada",Canadienne; Québécoise,Aquarelle sur papier,"23,2 x 16,7 cm (papier); 12 x 7,7 cm (image)",1,Architecture; Scène urbaine,"Costumes civils accessoires couvre-chefs chapeaux fichu tablier, vêtements robe pantalons gilet chemise, de dessus manteaux; Architecture et génie aménagements extérieurs clôture, détails architecturaux colonnes façades fenêtres murs portes coupe-feu rampe volets pierres d'angle toiture appentis cheminées clocher lucarnes, commerciale et industrielle boutique et magasin, religieuse église Notre-Dame-de-Bonsecours,  travaux publics rue, ville; Transports terrestres voitures à traction animale charrette; Personnages groupes humains femme hommes; Animaux oiseaux mammifères cheval; Activités et événements récréatives promenade marche; Géographie physique accidents géographiques côte, phénomènes naturels nuages; Objets façonnés contenants sac, représentation objet d'art coq de clocher; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1956.383_IN1.JPG
1956.488,Art ancien (des origines à 1900),Collection permanente,Dessin,Dessin,"Julien, Henri","Mathieu, Lacoste, Bryce, Meredith, J. Taschereau",vers 1900,"Montréal (Québec), Canada",Canadienne; Québécoise,Encre et huile sur papier,"38,6 x 26,2 cm",1,Portrait,"Costumes civils accessoires cravates, caprices corporels barbe moustaches, vêtements chemises gilet pantalon redingotes, bijoux et ornements parures vestimentaires fleurs à la boutonnière; Personnages groupes humains hommes, portrait à mi-corps en buste de profil de trois quarts; Plantes fleurs roses; Activités et événements, personnelles fumer, réunion rencontre conférence; Géographie physique phénomènes naturels fumée; Objets façonnés contenants assiette bouteille coupes vase, mobilier appareil d'éclairage lampe, de communication documentaire lettre carte, personnels accessoires cigarettes; Outils et équipement domestique ustensile cuillère; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1956.488_IN1.JPG
1956.502,Art moderne (1900-1950),Collection permanente,Dessin,Dessin,"Perrigard, Hal Ross","L'Ancien Blockhaus de l'île Sainte-Hélène, Montréal",vers 1930,"Montréal (Québec), Canada",Canadienne; Québécoise,Mine de plomb et fusain sur papier,"35,2 x 42 cm",1,Paysage,"Architecture et génie aménagements extérieurs clôture, détails architecturaux façades toitures lanternon pignons, militaire blocklaus; Plantes herbes et graminées, arbres arbustes feuillus; Géographie physique accidents géographiques falaise rocher, phénomènes naturels nuages; Localisation : Île Sainte-Hélène, Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1956.502_IN1.JPG
1957.157,Art ancien (des origines à 1900),Collection permanente,Estampe,Estampe,"Leney, William Satchwell et Adolphus Bourne, d'après Robert Auchmuty Sproule","La Rue Saint-Jacques à Montréal, telle qu'elle apparaissait en l'année 1830",1871,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Lithographie,"35,6 x 44,2 cm (papier); 23,2 x 35 cm (image)",1,Scène de genre,"Costumes civils accessoires ceintures chaussures couvre-chefs chapeaux tuques mitaines, vêtements pantalons, de dessus manteaux; Architecture et génie aménagements extérieurs muret clôture lampadaires, détails architecturaux façades fenêtres murs coupe-feu marches perrons porches portes colonnades toitures cheminées corniches gouttière pignons lanternon, résidentielle maisons en rangée, travaux publics rue Saint-Jacques, ville; Transports terrestres voitures à traction animale traîneau carrioles; Personnages groupes humains femmes hommes; Animaux mammifères chevaux; Activités et événements ouvrières générales déneigement, récréatives promenade en traîneau et carriole; Géographie physique phénomènes naturels nuages neige, saison : hiver; Outils et équipement outil courant pelle; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1957.157_IN1.JPG
1957.331,Art moderne (1900-1950),Collection permanente,Dessin,Dessin,"Julien, Henri","« Un soir, une jeune fille d'une rare beauté, à qui il venait d'être présenté, lui adressa la parole ». Illustration pour Weep, Poor Will (Pleure, pauvre Guillaume), conte de Louis Fréchette",1902,"Montréal (Québec), Canada",Canadienne; Québécoise,Encre sur papier,"20,9 x 15,5 cm",1,Scène de genre,"Costumes civils accessoires chaussures souliers cravate, caprices corporels moustache, vêtements chemises gilet pantalons robes redingotes, de dessus cape, bijoux et ornements parure de cou collier parure de tête diadèmes; Architecture et génie détails architecturaux murs intérieurs plancher pilastre chapiteau; Personnages groupes humains femmes élégantes hommes couples, métiers et professions médecin; Objets façonnés mobilier appareils d'éclairage lampes draperies tentures meuble fauteuil, personnels accessoires éventail; Localisation : Montréal, Québec, Canada; Thème littéraire : légende canadienne-française ou québécoise (contes et légendes du Québec)",http://horaire.mnbaq.org/app/webroot/hackathon/1957.331_IN1.JPG
1957.527,Art ancien (des origines à 1900),Collection permanente,Peinture,Peinture,"Sawyer, William","Madame Jean-Lukin Leprohon, née Rosanna-Eléonora Mullins",1874,"Montréal (Québec), Canada",Canadienne,Huile sur toile,"75,4 x 63,4 cm",1,Portrait,"Costumes civils vêtements robe, bijoux et ornements parure de cou collier broche parure de tête boucle d'oreille; Personnages groupes humains femme élégante, métiers et professions écrivaine romancière canadienne-française ou québécoise, portrait en buste de trois quarts; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1957.527_IN1.JPG
1957.531,Art ancien (des origines à 1900),Collection permanente,Peinture,Peinture,"Palmer, Samuel",Joseph-Charles Boulanger,entre 1842 et 1845,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Huile sur toile,"91,5 x 76 cm",1,Portrait,"Costumes civils accessoires cravate lavallière, caprices corporels barbe taillée en collet, vêtements chemise gilet redingote; Personnages groupes humains homme, portrait à mi-corps de trois quarts, métiers et professions Joseph-Charles Boulanger (1800-1883), commis marchand; Objets façonnés contenant tabatière, mobilier draperie tenture rouge avec ornements dorés, de documentation documentaires livres, meuble table; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1957.531_IN1.JPG
1958.190.22,Art ancien (des origines à 1900),Collection permanente,Photographie,Photographie (livre illustré),"Notman, William","L'Honorable George Moffatt, du livre illustré Portraits of British Americans",1862,"Montréal (Québec), Canada",Canadienne; Québécoise,Épreuve à l'albumine argentique,"8,7 x 5,6 cm",1,Portrait,"Costumes civils accessoires cravate chaussures souliers couvre-chef haut-de-forme, caprices corporels barbe, vêtements chemise pantalon redingote manteau; Personnages historiques, groupes humains homme, portrait en pied de trois quarts sur fond d'architecture, métiers et professions L'Honorage George Moffatt (1787-1865), commerçant en fourrure, il fonda sa propre société en 1811, la Gillespie, Moffatt and Company; il fut président de la Commission du havre et du Bureau de commerce de Montréal et de la section montréalaise de la British American League; militaire, il fut officier de milice et servit pendant la guerre anglo-américaine (1812-1814); homme politique, il fut membre du Conseil législatif (1830-1838); nommé au Conseil exécutif et au Conseil spécial en 1838, il fit partie de ces deux conseils jusqu'à l'Acte l'Union, le 10 février 1841, et fut président du second à compter du 28 janvier 1841. Après l'Union, il déclina l'offre de devenir conseiller législatif et fut élu député de Montréal (1841-1843 et 1844-1848); Objets façonnés mobilier meuble table d'appoint tapis, de communication documentaire livre et son support; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1958.190.22_IN1.JPG
1958.2,Art ancien (des origines à 1900),Collection permanente,Estampe,Estampe,"Leney, William Satchwell et Adolphus Bourne, d'après Robert Auchmuty Sproule","Vue du Champ-de-Mars à Montréal, tel qu'il apparaissait en l'année 1830",1871,"Montréal (Québec), Canada",Britannique (anglaise); Canadienne; Québécoise,Lithographie,"34,5 x 45,5 cm (papier); 26,8 x 38,5 cm (image)",1,Scène de genre,"Costumes civils militaires accessoires ceintures baudriers chaussures mocassins souliers sabots couvre-chefs chapeaux tuques shakos, caprices corporels favoris, vêtements pantalons chemise robes gilet uniformes vestons, vêtement de dessus manteaux couverture, bijoux et ornements plumeaux parures de cou collier pendentif; Architecture et génie aménagements extérieurs clôtures barrière muret mât, détails architecturaux cheminées balcon façades fenêtres escaliers colonne pilastres toitures frontons lucarnes corniches clocher clocheton pignons, civile ancienne prison de Montréal, religieuse église protestante Saint-Gabriel, résidentielle maisons dont celle de l'avocat Benjamin Beaubien, ville place; Personnages groupes humains enfants bébé garçon femmes hommes couple famille, métiers et professions militaires armée, groupes ethniques Amérindiens ou Indiens d'Amérique; Animaux mammifères cheval; Plantes herbes et graminées, arbres feuillus; Activités et événements militaires exercice, activités personnelles fumer, activités récréatives promenade; Objets façonnés armement armes à feu fusils contenants panier, objets personnels accessoires cannes pipes, objets de groupements sociaux emblèmes et insignes drapeau; Outils et équipement instruments aratoires attelage d'animal selles; Localisation : Montréal, Québec, Canada",http://horaire.mnbaq.org/app/webroot/hackathon/1958.200_IN1.jpg
