NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANCE DU LOYER,SOUTIEN TECHNIQUE,VALEUR TOTALE
LE FESTIVAL INTERNATIONAL DE JAZZ DE MONTRÉAL,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1151508001,"APPROUVER LES DIX PROTOCOLES DE SOUTIEN TECHNIQUE ESTIMÉS À 1 558 000 $ ET AUTORISER L'OCCUPATION DU DOMAINE PUBLIC À L'OCCASION DES FESTIVALS ET ÉVÉNEMENTS CULTURELS SUIVANTS: LES FRANCOFOLIES DE MONTRÉAL DU 11 AU 20 JUIN, LA FÊTE NATIONALE LE 23 JUIN,",CM15 0656,2015-06-17,0,0,375000,375000
LES FRANCOFOLIES DE MONTRÉAL,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1151508001,"APPROUVER LES DIX PROTOCOLES DE SOUTIEN TECHNIQUE ESTIMÉS À 1 558 000 $ ET AUTORISER L'OCCUPATION DU DOMAINE PUBLIC À L'OCCASION DES FESTIVALS ET ÉVÉNEMENTS CULTURELS SUIVANTS: LES FRANCOFOLIES DE MONTRÉAL DU 11 AU 20 JUIN, LA FÊTE NATIONALE LE 23 JUIN,",CM15 0656,2015-06-17,0,0,330000,330000
MONDIAL DES JEUX,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1151508001,"APPROUVER LES DIX PROTOCOLES DE SOUTIEN TECHNIQUE ESTIMÉS À 1 558 000 $ ET AUTORISER L'OCCUPATION DU DOMAINE PUBLIC À L'OCCASION DES FESTIVALS ET ÉVÉNEMENTS CULTURELS SUIVANTS: LES FRANCOFOLIES DE MONTRÉAL DU 11 AU 20 JUIN, LA FÊTE NATIONALE LE 23 JUIN,",CM15 0656,2015-06-17,0,0,15000,15000
MONTRÉAL COMPLÈTEMENT CIRQUE,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1151508001,"APPROUVER LES DIX PROTOCOLES DE SOUTIEN TECHNIQUE ESTIMÉS À 1 558 000 $ ET AUTORISER L'OCCUPATION DU DOMAINE PUBLIC À L'OCCASION DES FESTIVALS ET ÉVÉNEMENTS CULTURELS SUIVANTS: LES FRANCOFOLIES DE MONTRÉAL DU 11 AU 20 JUIN, LA FÊTE NATIONALE LE 23 JUIN,",CM15 0656,2015-06-17,0,0,135000,135000
PRÉSENCE AUTOCHTONE / TERRES EN VUES,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1151508001,"APPROUVER LES DIX PROTOCOLES DE SOUTIEN TECHNIQUE ESTIMÉS À 1 558 000 $ ET AUTORISER L'OCCUPATION DU DOMAINE PUBLIC À L'OCCASION DES FESTIVALS ET ÉVÉNEMENTS CULTURELS SUIVANTS: LES FRANCOFOLIES DE MONTRÉAL DU 11 AU 20 JUIN, LA FÊTE NATIONALE LE 23 JUIN,",CM15 0656,2015-06-17,0,0,23000,23000
VIVRE ST-MICHEL EN SANTÉ,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1155917003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 416 666 $ SOIT 60 365 $ EN 2015, 119 135 $ EN 2016 ET 77 166 $ EN 2017 À VIVRE ST-MICHEL EN SANTÉ POUR UN TOTAL DE 256 666 $ ET TRANSFÉRER LA SOMME DE 160 000 $ SOIT 80 000 $ EN 2016 ET 80 000 $ EN 2017 AU PROGRAMME TRIENNAL D'IMMOBILISATION (PTI) DE L'ARRONDISSEMENT VILLERAY-SAINT-MICHEL-PARC-EXTENSION POUR RÉALISER LE PROJET « ART URBAIN ET AMÉNAGEMENT DE PARCS DANS SAINT-MICHEL » DANS LE SECTEUR DE REVITALISATION URBAINE INTÉGRÉE (RUI) DE SAINT-MICHEL, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉBEC POUR SOUTENIR LE DÉVELOPPEMENT DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CM15 0660,2015-05-26,256666,0,0,256666
SOLIDARITÉ MERCIER-EST,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1145917007,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 416 600$, SOIT 25 000 $ EN 2015, 318 100 $ EN 2016 ET 73 500 $ EN 2017, À SOLIDARITÉ MERCIER-EST, POUR RÉALISER LE PROJET « REVITALISATION DE L'ENTRÉE DU QUARTIER MERCIER-EST », DANS LE SECTEUR DE LA REVITALISATION URBAINE INTÉGRÉE (RUI) DE MERCIER-EST, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉBEC POUR SOUTENIR LE DÉVELOPPEMENT DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CM15 0661,2015-05-26,416600,0,0,416600
SOCIÉTÉ DU MUSÉE D'ARCHÉOLOGIE ET D'HISTOIRE DE MONTRÉAL POINTE-À-CALLIÈRE,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION,1151146001,"APPROUVER LE PROJET DE CONVENTION ENTRE LA SOCIÉTÉ DU MUSÉE D'ARCHÉOLOGIE ET D'HISTOIRE DE MONTRÉAL POINTE-À-CALLIÈRE ET LA VILLE CONCERNANT LE VERSEMENT D'UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 12 519 832 $ EN 2015, 2016, 2017 ET 2018 POUR LA RÉALISATION DE LA SECONDE PARTIE DE LA PHASE 2 DU PROJET DE LA CITÉ D'ARCHÉOLOGIE ET D'HISTOIRE DE MONTRÉAL, SOIT LE COLLECTEUR WILLIAM ET LES TRAVAUX SOUS LA RUE D'YOUVILLE.",CM15 0666,2015-05-26,12519832,0,0,12519832
COLLECTIF DES ENTREPRISES D'INSERTION DU QUÉBEC INC.,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1154251004,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 360 000 $ AUX ORGANISMES OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL, COLLECTIF DES ENTREPRISES D'INSERTION DU QUÉBEC INC. ET ÉQUITAS - CENTRE INTERNATIONAL D'ÉDUCATION AUX DROITS HUMAINS, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION, DE LA DIVERSITÉ ET DE L'INCLUSION (VILLE-MIDI 2014-2016) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS / APPROUVER LES PROJETS DE CONVENTIONS À CET EFFET",CM15 0782,2015-06-18,150000,0,0,150000
ÉQUITAS - CENTRE INTERNATIONAL D'ÉDUCATION AUX DROITS HUMAINS,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1154251004,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 360 000 $ AUX ORGANISMES OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL, COLLECTIF DES ENTREPRISES D'INSERTION DU QUÉBEC INC. ET ÉQUITAS - CENTRE INTERNATIONAL D'ÉDUCATION AUX DROITS HUMAINS, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION, DE LA DIVERSITÉ ET DE L'INCLUSION (VILLE-MIDI 2014-2016) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS / APPROUVER LES PROJETS DE CONVENTIONS À CET EFFET",CM15 0782,2015-06-18,50000,0,0,50000
OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1154251004,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 360 000 $ AUX ORGANISMES OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL, COLLECTIF DES ENTREPRISES D'INSERTION DU QUÉBEC INC. ET ÉQUITAS - CENTRE INTERNATIONAL D'ÉDUCATION AUX DROITS HUMAINS, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION, DE LA DIVERSITÉ ET DE L'INCLUSION (VILLE-MIDI 2014-2016) ET DU BUDGET DU SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS / APPROUVER LES PROJETS DE CONVENTIONS À CET EFFET",CM15 0782,2015-06-18,160000,0,0,160000
TENNIS CANADA - STADE JARRY,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1154265002,APPROUVER LE PROTOCOLE D'ENTENTE ÉTABLISSANT LES MODALITÉS ET LES CONDITIONS DU VERSEMENT DU SOUTIEN FINANCIER À TENNIS CANADA - STADE JARRY ET AUTORISER UNE CONTRIBUTION FINANCIÈRE MAXIMALE DE 9 975 000 $ PLUS LES TAXES APPLICABLES LIÉE À CETTE ENTENTE ET CE DU 1ER AOÛT 2015 AU 31 JUILLET 2021. AUTORISER UN TRANSFERT RÉCURRENT DE L'ARRONDISSEMENT DE VILLERAY-SAINT-MICHEL-PARC-EXTENSION VERS LE SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS POUR UN MONTANT DE 420 100 $ À COMPTER DE 2016 ET D'AJUSTER LES BASES BUDGÉTAIRES EN CONSÉQUENCE. AJUSTER LA BASE BUDGÉTAIRE DU SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS AU MONTANT DE 44 100 $ À COMPTER DE 2016 DE FAÇON RÉCURRENTE.,CM15 0793,2015-06-17,9975000,0,0,9975000
COMITÉ DE LA FÊTE NATIONALE DE LA ST-JEAN INC.,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1154754001,"AUTORISER LA TENUE DU DÉFILÉ DE LA FÊTE NATIONALE LE 24 JUIN 2015 / AUTORISER L'OCCUPATION DU DOMAINE PUBLIC AFFÉRENTE / APPROUVER LE PROTOCOLE D'ENTENTE DE SOUTIEN TECHNIQUE ESTIMÉ À 150 000 $ POUR LE DÉFILÉ ET LE SOUTIEN FINANCIER DE 105 000 $ POUR LA RÉALISATION DU GRAND SPECTACLE, LE 23 JUIN 2015 À LA PLACE DES FESTIVALS ET DU DÉFILÉ DE LA FÊTE NATIONALE, LE 24 JUIN 2015 AVEC LE « COMITÉ DE LA FÊTE NATIONALE DE LA ST-JEAN INC. ».",CM15 0794,2015-06-17,105000,0,150000,255000
SOCIÉTÉ DU PARC JEAN-DRAPEAU,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1150679006,"ACCORDER UN SOUTIEN FINANCIER DE 645 000 $ À LA SOCIÉTÉ DU PARC JEAN-DRAPEAU POUR LA RÉALISATION DES WEEK-ENDS DU MONDE, LES 4, 5, 11 ET 12 JUILLET 2015 AU PARC JEAN-DRAPEAU. MANDATER LE SERVICE DE LA CULTURE POUR LE SUIVI DU DOSSIER.",CM15 0795,2015-06-18,645000,0,0,645000
9292624 CANADA ASSOCIATION,100 % VILLE,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION,1156334005,ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 148 481 $ À 9292624 CANADA ASSOCIATION POUR L'IMPLANTATION DE L'ACCÉLÉRATEUR D'ENTREPRISES INNOCITÉMTL DANS LE CADRE DE L'ENVELOPPE DE 175 M$ DU GOUVERNEMENT DU QUÉBEC / APPROUVER UN PROJET DE CONVENTION À CET EFFET.,CM15 0796,2015-06-18,148481,0,0,148481
CONCERTATION VILLE-ÉMARD ET CÔTE ST-PAUL,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1145917004,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 416 600 $ POUR LA RÉALISATION DU PROJET « AMÉNAGEMENT D’UN COMPTOIR ALIMENTAIRE ET D’UNE SERRE BIOCLIMATIQUE AU PARC DE LA VÉRENDRYE », DANS LE SECTEUR DE LA REVITALISATION URBAINE INTÉGRÉE (RUI) DU SUD-OUEST, COMPRENANT LE VIREMENT, EN 2015, DE 110 000 $ À L'ARRONDISSEMENT LE SUD-OUEST POUR SON PROGRAMME TRIENNAL D'IMMOBILISATION (PTI) ET LE VERSEMENT D'UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 306 600 $ À CONCERTATION VILLE-ÉMARD ET CÔTE ST-PAUL, SOIT 268 000 $ EN 2016 ET 38 600 $ EN 2017, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉBEC POUR SOUTENIR LE DÉVELOPPEMENT DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CM15 0797,2015-06-18,306600,0,0,306600
ALTERGO,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1151643001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 1 440 000 $, SOIT 360 000 $ PAR ANNÉE POUR 2015, 2016, 2017ET 2018, À ALTERGO / ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À ALTERGO POUR UNE SOMME MAXIMALE DE 208 000 $, TAXES INCLUSES, SOIT 52 000 $, TAXES INCLUSES, PAR ANNÉE, POUR 2015, 2016, 2017 ET 2018, POUR LA RÉALISATION DU « PROGRAMME D'ACCOMPAGNEMENT EN LOISIR DE L'ÎLE DE MONTRÉAL (PALÎM) », À MÊME LE BUDGET DE FONCTIONNEMENT DU SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CM15 0798,2015-06-17,1648000,0,0,1648000
"MONTRÉAL, ARTS INTERCULTURELS (MAI)",100 % VILLE,SERVICE DE LA CULTURE,DIRECTION,1154248003,"AUTORISER LA SIGNATURE DE TROIS ENTENTES ANNUELLES DE PARTENARIAT PERMETTANT LE VERSEMENT DE SUBVENTIONS EN 2015 À TROIS ORGANISMES CULTURELS : LA SOCIÉTÉ DU CHÂTEAU DUFRESNE (90 000 $), LA SOCIÉTÉ DES DIRECTEURS DES MUSÉES MONTRÉALAIS (160 000 $) ET MONTRÉAL, ARTS INTERCULTURELS (MAI) (150 000 $) AFIN DE POURSUIVRE LE PARTENARIAT TRIENNAL ENTREPRIS EN 2012 DANS LE CADRE DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL ENTRE LE MINISTÈRE DE LA CULTURE ET DES COMMUNICATIONS ET LA VILLE DE MONTRÉAL.",CM15 0799,2015-06-18,150000,0,0,150000
SOCIÉTÉ DES DIRECTEURS DES MUSÉES MONTRÉALAIS,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION,1154248003,"AUTORISER LA SIGNATURE DE TROIS ENTENTES ANNUELLES DE PARTENARIAT PERMETTANT LE VERSEMENT DE SUBVENTIONS EN 2015 À TROIS ORGANISMES CULTURELS : LA SOCIÉTÉ DU CHÂTEAU DUFRESNE (90 000 $), LA SOCIÉTÉ DES DIRECTEURS DES MUSÉES MONTRÉALAIS (160 000 $) ET MONTRÉAL, ARTS INTERCULTURELS (MAI) (150 000 $) AFIN DE POURSUIVRE LE PARTENARIAT TRIENNAL ENTREPRIS EN 2012 DANS LE CADRE DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL ENTRE LE MINISTÈRE DE LA CULTURE ET DES COMMUNICATIONS ET LA VILLE DE MONTRÉAL.",CM15 0799,2015-06-18,160000,0,0,160000
SOCIÉTÉ DU CHÂTEAU DUFRESNE,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION,1154248003,"AUTORISER LA SIGNATURE DE TROIS ENTENTES ANNUELLES DE PARTENARIAT PERMETTANT LE VERSEMENT DE SUBVENTIONS EN 2015 À TROIS ORGANISMES CULTURELS : LA SOCIÉTÉ DU CHÂTEAU DUFRESNE (90 000 $), LA SOCIÉTÉ DES DIRECTEURS DES MUSÉES MONTRÉALAIS (160 000 $) ET MONTRÉAL, ARTS INTERCULTURELS (MAI) (150 000 $) AFIN DE POURSUIVRE LE PARTENARIAT TRIENNAL ENTREPRIS EN 2012 DANS LE CADRE DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL ENTRE LE MINISTÈRE DE LA CULTURE ET DES COMMUNICATIONS ET LA VILLE DE MONTRÉAL.",CM15 0799,2015-06-18,90000,0,0,90000
SOCIÉTÉ DES ARTS LIBRES ET ACTUELS,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION,1156344002,ACCORDER UN SOUTIEN FINANCIER DE 74 289$ À LA SOCIÉTÉ DES ARTS LIBRES ET ACTUELS (SALA) POUR L'ACHAT D'ÉQUIPEMENTS SPÉCIALISÉS DANS LE CADRE DES PROGRAMMES DE SOUTIEN DE L'AXE 4 DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE MONTRÉAL / APPROUVER LE PROJET DE CONVENTION À CET EFFET.,CM15 0800,2015-06-17,74289,0,0,74289
CORPORATION DE DÉVELOPPEMENT COMMUNAUTAIRE DU CENTRE-SUD DE MONTRÉAL,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1145917003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 416 600 $ POUR LA RÉALISATION DU PROJET « QUARTIER NOURRICIER », DANS LE SECTEUR DE LA REVITALISATION URBAINE INTÉGRÉE (RUI) DE SAINTE-MARIE, COMPRENANT LE VIREMENT EN 2015 DE 55 000 $ À L'ARRONDISSEMENT VILLE-MARIE POUR SON PRORGAMME TRIENNAL D'IMMOBILISATION (PTI) ET LE VERSEMENT D'UN SOUTIEN FINANCIER TOTALISANT LA SOMME TOTALE DE 361 600 $ À CORPORATION DE DÉVELOPPEMENT COMMUNAUTAIRE DU CENTRE-SUD DE MONTRÉAL, FAISANT AUSSI AFFAIRES SOUS CDC CENTRE-SUD, SOIT 278 340 $ EN 2015, 58 660 $ EN 2016 ET 24 600 $ EN 2017, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉBEC POUR SOUTENIR LE DÉVELOPPEMENT DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CM15 0801,2015-06-18,361600,0,0,361600
FIERTÉ MONTRÉAL,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1154754002,"AUTORISER LA TENUE DES CÉLÉBRATIONS DE FIERTÉ MONTRÉAL, DU 11 AU 16 AOÛT 2015 / AUTORISER L'OCCUPATION DU DOMAINE PUBLIC AFFÉRENTE / APPROUVER LE PROTOCOLE DE SOUTIEN TECHNIQUE ESTIMÉ À 150 000 $ ET DE SOUTIEN FINANCIER DE 30 000 $ AVEC L'ORGANISME DE « FIERTÉ MONTRÉAL ».",CM15 0802,2015-06-18,30000,0,150000,180000
LA TOHU,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION,1156369004,"ACCORDER UN SOUTIEN FINANCIER DE 30 000 $ PAR ANNÉE EN 2015, 2016 ET 2017, SOIT UN SOUTIEN FINANCIER MAXIMAL DE 90 000 $ POUR L'ENSEMBLE DE LA PÉRIODE, POUR LA FALLA DE LA TOHU /APPROUVER LE PROJET D'ENTENTE À CET EFFET.",CM15 0807,2015-06-18,90000,0,0,90000
ASSOCIATION DES FESTIVITÉS CULTURELLES DES CARAÏBES (AFCC),100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1150679012,"APPROUVER LE PROTOCOLE D’ENTENTE DE SOUTIEN FINANCIER DE 30 000 $ ET DE SOUTIEN TECHNIQUE ESTIMÉ À 150 000 $, ENTRE LA VILLE ET L'ASSOCIATION DES FESTIVITÉS CULTURELLES DES CARAÏBES (AFCC), RELATIVEMENT À LA 40E ÉDITION DU DÉFILÉ DE LA CARIFIESTA. AUTORISER LA TENUE DE L’ÉVÉNEMENT LE SAMEDI 4 JUILLET 2015. AUTORISER L’OCCUPATION DU DOMAINE PUBLIC POUR LA RÉALISATION DU DÉFILÉ SUR LA RUE SAINTE-CATHERINE ENTRE LES RUES DU FORT ET SQUARE PHILIPS, POUR LE MONTAGE SUR LE BOULEVARD RENÉ-LÉVESQUE ENTRE LES RUES PEEL ET DU FORT AINSI QUE LA RUE DUFORT ENTRE LE BOULEVARD RENÉ-LÉVESQUE ET LA RUE SAINTE-CATHERINE, POUR L'INSTALLATION DES ESTRADES SUR LA RUE MCGILL COLLEGE ENTRE DE MAISONNEUVE ET CATHCART AINSI QUE LE SQUARE PHILLIPS.",CM15 0808,2015-06-18,30000,0,150000,180000
TERRES EN VUES,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1151197004,"OCTROYER UN SOUTIEN FINANCIER DE 100 000 $ À TERRES EN VUES, SOCIÉTÉ POUR LA DIFFUSION DE LA CULTURE AUTOCHTONE POUR LA COORDINATION DU PROJET DESTINATIONS EN LIEN AVEC LES FESTIVITÉS DU 25E ANNIVERSAIRE DU FESTIVAL PRÉSENCE AUTOCHTONE. APPROUVER UN PROTOCOLE D'ENTENTE À CETTE FIN.",CM15 0809,2015-06-18,100000,0,0,100000
OFFICE MUNICIPAL D'HABITATION DE MONTRÉAL,100 % VILLE,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'HABITATION,1153708001,ACCORDER UNE CONTRIBUTION FINANCIÈRE DE 195 619 $ À L’OFFICE MUNICIPAL D’HABITATION DE MONTRÉAL POUR LA RÉALISATION D’UN PROJET PILOTE D’INTERVENTION ET D’AIDE À LA PRÉPARATION DE LOGEMENTS LORS D’INFESTATION PAR LES PUNAISES DE LIT OU AUTRES TYPES DE VERMINE POUR UNE PÉRIODE DE DOUZE MOIS. APPROUVER LE PROJET DE CONVENTION À CET EFFET,CM15 0971,2015-08-20,195619,0,0,195619
RELAIS LAURENTIEN,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1155917004,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 416 666 $, SOIT 245 000 $ EN 2015, 105 000 $ EN 2016 ET 66 666 $ EN 2017, À RELAIS LAURENTIEN POUR RÉALISER LE PROJET « CONSOLIDATION DU SECTEUR COMMERCIALISATION DU RELAIS LAURENTIEN » DANS LE SECTEUR DE REVITALISATION URBAINE INTÉGRÉE (RUI) DE CHAMERAN DANS L'ARRONDISSEMENT SAINT-LAURENT, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉBEC POUR SOUTENIR LE DÉVELOPPEMENT DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CM15 0972,2015-08-20,416666,0,0,416666
MONTRÉAL ARTS INTERCULTURELS (MAI),100 % VILLE,SERVICE DE LA CULTURE,DIRECTION,1154248005,"ACCORDER À MONTRÉAL ARTS INTERCULTURELS (MAI) UN SOUTIEN FINANCIER ANNUEL DE 200 000 $ EN 2015, 2016 ET 2017, SOIT UN SOUTIEN TOTAL DE 600 000 $ POUR SOUTENIR LA CRÉATION ET LA DIFFUSION DES ARTISTES DE LA DIVERSITÉ CULTURELLE./APPROUVER LA CONVENTION À CET EFFET",CM15 0973,2015-08-20,600000,0,0,600000
VITRINE CULTURELLE DE MONTRÉAL,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION,1154248004,"ACCORDER À LA VITRINE CULTURELLE DE MONTRÉAL, UN SOUTIEN FINANCIER ANNUEL DE 400 000 $ EN 2015, 2016 ET 2017, SOIT UN SOUTIEN TOTAL DE 1 200 000 $, DANS LE CADRE DE L'ENTENTE IMAGINER- RÉALISER MONTRÉAL 2025 AVEC LE GOUVERNEMENT DU QUÉBEC/ APPROUVER LA CONVENTION À CET EFFET",CM15 0974,2015-08-20,1050000,0,0,1050000
BUREAU DU CINÉMA ET DE LA TÉLÉVISION DU QUÉBEC,100 % VILLE,SERVICE DE LA CULTURE,DIRECTION ASSOCIÉE CINÉMA-FESTIVALS-ÉVÉNEMENTS,1156307003,AUTORISER UNE CONTRIBUTION FINANCIÈRE DE 100 000 $ POUR L'ANNÉE 2015 AU BUREAU DU CINÉMA ET DE LA TÉLÉVISION DU QUÉBEC À MÊME LE BUDGET DE FONCTIONNEMENT DE LA VILLE ET APPROUVER LE PROJET DE CONVENTION ENTRE LA VILLE DE MONTRÉAL ET CET ORGANISME À CET EFFET,CM15 0975,2015-08-20,100000,0,0,100000
CLIC BORDEAUX- CARTIERVILLE,100 % VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1155917006,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 208 674 $, SOIT 19 500 $ EN 2015, 171 498 $ EN 2016 ET 17 676 $ EN 2017, À CONSEIL LOCAL DES INTERVENANTS COMMUNAUTAIRES DE BORDEAUX-CARTIERVILLE (C.L.I.C.), POUR RÉALISER LE PROJET « PAYSAGE DE JEUX - CARTIERVILLE » DANS LE SECTEUR DE REVITALISATION URBAINE INTÉGRÉE (RUI) DE CARTIERVILLE DE L'ARRONDISSEMENT AHUNTSIC-CARTIERVILLE, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉBEC POUR SOUTENIR LE DÉVELOPPEMENT DE MONTRÉAL / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CM15 0978,2015-08-20,208674,0,0,208674
CENTRE DE PRÉVENTION DE LA RADICALISATION MENANT À LA VIOLENCE,100 % VILLE,DIRECTION GÉNÉRALE,CABINET DU DIRECTEUR GÉNÉRAL,1150120003,"ACCORDER UNE AVANCE DE FONDS DE 200,000 $ SUR LA CONTRIBUTION PRÉVUE DE 1 MILLION $, EN PROVENANCE DES DÉPENSES CONTINGENTES IMPRÉVUES D'ADMINISTRATION, AU CENTRE DE PRÉVENTION DE LA RADICALISATION MENANT À LA VIOLENCE",CM15 0979,2015-08-20,200000,0,0,200000
