NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHNIQUE,VALEUR TOTALE 
MTLAB,100% VILLE,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION INVESTISSEMENT ET DÉVELOPPEMENT,1167511001,"ACCORDER, À MÊME LE BUDGET DE FONCTIONNEMENT DU SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE, UN SOUTIEN FINANCIER DE 200 000 $ À L’INCUBATEUR EN TOURISME « MTLAB » POUR COUVRIR LES COÛTS D’AMÉNAGEMENT DE SES LOCAUX/APPROUVER UN PROJET DE CONVENTION À CET EFFET.",CG17 0044,2017-02-24,200000,,,200000
COMMISSION SPORTIVE MONTRÉAL-CONCORDIA,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1161543007,RENOUVELLER LE SOUTIEN FINANCIER DE 220 000 $ ET LE SOUTIEN EN BIENS ET SERVICES POUR LE PROJET DES JEUX DE MONTRÉAL 2017 AVEC LA COMMISSION SPORTIVE MONTRÉAL INC. / APPROUVER LA CONVENTION ENTRE LA COMMISSION SPORTIVE MONTRÉAL INC. ET LA VILLE DE MONTRÉA,CG17 0046,2017-02-24,220000,,,220000
MISSION OLD BREWERY,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1166794007,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 655 686 $ À SIX DIFFÉRENTS ORGANISMES, MISSION OLD BREWERY, MISSION BON ACCUEIL, MAISON DU PÈRE, LA RUE DES FEMMES, ASSOCIATION D'ENTRAIDE LE CHAÎNON ET PROJET AUTOCHTONES DU QUÉBEC, EN SOUTIEN À LEUR O",CG17 0086,2017-03-31,150000,,,150000
MISSION BON ACCUEIL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1166794007,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 655 686 $ À SIX DIFFÉRENTS ORGANISMES, MISSION OLD BREWERY, MISSION BON ACCUEIL, MAISON DU PÈRE, LA RUE DES FEMMES, ASSOCIATION D'ENTRAIDE LE CHAÎNON ET PROJET AUTOCHTONES DU QUÉBEC, EN SOUTIEN À LEUR O",CG17 0086,2017-03-31,150000,,,150000
MAISON DU PÈRE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1166794007,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 655 686 $ À SIX DIFFÉRENTS ORGANISMES, MISSION OLD BREWERY, MISSION BON ACCUEIL, MAISON DU PÈRE, LA RUE DES FEMMES, ASSOCIATION D'ENTRAIDE LE CHAÎNON ET PROJET AUTOCHTONES DU QUÉBEC, EN SOUTIEN À LEUR O",CG17 0086,2017-03-31,150000,,,150000
LA RUE DES FEMMES DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1166794007,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 655 686 $ À SIX DIFFÉRENTS ORGANISMES, MISSION OLD BREWERY, MISSION BON ACCUEIL, MAISON DU PÈRE, LA RUE DES FEMMES, ASSOCIATION D'ENTRAIDE LE CHAÎNON ET PROJET AUTOCHTONES DU QUÉBEC, EN SOUTIEN À LEUR O",CG17 0086,2017-03-31,102960,,,102960
ASSOCIATION D'ENTRAIDE LE CHAÎNON INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1166794007,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 655 686 $ À SIX DIFFÉRENTS ORGANISMES, MISSION OLD BREWERY, MISSION BON ACCUEIL, MAISON DU PÈRE, LA RUE DES FEMMES, ASSOCIATION D'ENTRAIDE LE CHAÎNON ET PROJET AUTOCHTONES DU QUÉBEC, EN SOUTIEN À LEUR O",CG17 0086,2017-03-31,54318,,,54318
PROJETS AUTOCHTONES DU QUÉBEC,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1166794007,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 655 686 $ À SIX DIFFÉRENTS ORGANISMES, MISSION OLD BREWERY, MISSION BON ACCUEIL, MAISON DU PÈRE, LA RUE DES FEMMES, ASSOCIATION D'ENTRAIDE LE CHAÎNON ET PROJET AUTOCHTONES DU QUÉBEC, EN SOUTIEN À LEUR O",CG17 0086,2017-03-31,48408,,,48408
JEUNE CHAMBRE DE COMMERCE DE MONTRÉAL,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1175175001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 75 000 $ À LA JEUNE CHAMBRE DE COMMERCE DE MONTRÉAL POUR SON IMPLICATION DANS UN VOLET RELÈVE ET ENTREPRENEURIAT EN LIEN AVEC LE DÉFI PME MTL, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉB",CG17 0087,2017-03-31,75000,,,75000
C2 MONTRÉAL,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1160881002,"ACCORDER UNE CONTRIBUTION FINANCIÈRE DE 250 000 $ À C2 MONTRÉAL AFIN D'APPUYER LA RÉALISATION DE L'ÉVÉNEMENT EN 2017, DANS LE CADRE DE L'ENTENTE DE 175 M$ AVEC LE GOUVERNEMENT DU QUÉBEC / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CG17 0088,2017-03-31,250000,,,250000
LA FACTRY,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1170191002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 500 000 $ À L'ÉCOLE DE CRÉATIVITÉ LA FACTRY POUR SUPPORTER LE DÉMARRAGE DE L'ÉCOLE DES SCIENCES DE LA CRÉATIVITÉ DURANT LES ANNÉES 2017 ET 2018, FINANCÉ PAR LE BUDGET DU SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE ET",CG17 0097,2017-03-31,500000,,,500000
INSTITUT DE L'ÉLECTRIFICATION ET DES TRANSPORTS INTELLIGENTS,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION INVESTISSEMENT ET DÉVELOPPEMENT,1173455001,ACCORDER UNE CONTRIBUTION FINANCIÈRE DE 3 630 000 $ À L'INSTITUT DE L'ÉLECTRIFICATION ET DES TRANSPORTS INTELLIGENTS POUR CONTRIBUER À LA RÉALISATION DU PROJET DE DÉVELOPPEMENT DE LA FILIÈRE DES TECHNOLOGIES INNOVANTES ET PROMETTEUSES DU DOMAINE DE L’ÉLEC,CG17 0149,2017-05-01,4200000,,,4200000
TRIATLHON INTERNATIONAL DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DES SPORTS,1176641002,"ACCORDER UN SOUTIEN FINANCIER MAXIMAL ET NON RÉCURRENT DE 430 000 $ ET UN SOUTIEN EN BIENS ET SERVICES POUR UNE VALEUR MONÉTAIRE MAXIMALE DE 125 000 $ À TRIATHLON INTERNATIONAL DE MONTRÉAL (TIM), POUR LA TENUE D'UNE ÉTAPE DE LA SÉRIE MONDIALE DE TRIATHLON",CG17 0199,2017-05-19,430000,,,430000
ACCUEIL BONNEAU INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,77840,,,77840
LES YMCA DU QUÉBEC (PREMIER ARRÊT),100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,72716,,,72716
LES YMCA DU QUÉBEC (PROXIMITÉ),100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,60573,,,60573
LA FONDATION DU REFUGE POUR FEMMES CHEZ DORIS INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,55874,,,55874
PAVILLON PATRICIA MACKENZIE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,46000,,,46000
LE PAS DE LA RUE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,42000,,,42000
RUE ACTION PRÉVENTION JEUNESSE,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,40000,,,40000
L'UNITÉ D'INTERVENTION MOBILE L'ANONYME INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,40000,,,40000
MISSION OLD BREWERY,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,39530,,,39530
PLEIN MILIEU,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,38000,,,38000
ACTION JEUNESSE DE L'OUEST DE L'ÎLE (AJOI),100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,37500,,,37500
SPECTRE DE RUE INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,33738,,,33738
CA.C.T.U.S. MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,21229,,,21229
SENTIER URBAIN,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1176794002,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 625 000 $ À 14 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET D'AIDE AUX PERSONNES ITINÉRANTES ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE",CG17 0210,2017-05-19,20000,,,20000
CONCERTATION RÉGIONALE DE MONTRÉAL,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION,1170191004,"ACCORDER UNE NOUVELLE AVANCE DE FONDS DE 700 000 $, SUR UNE CONTRIBUTION PRÉVUE DE 6,3 MILLIONS $, À CONCERTATION RÉGIONALE DE MONTRÉAL, À MÊME LE BUDGET DU SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE / APPROUVER UNE ENTENTE À CET EFFET",CG17 0231,2017-06-16,700000,,,700000
PME MTL CENTRE-VILLE,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1177386001,ACCORDER UNE CONTRIBUTION FINANCIÈRE NON RÉCURRENTE DE 237 082.81$ À PME MTL CENTRE-VILLE DANS LE CADRE DU PARTAGE DES ACTIFS CLD DE LA CORPORATION DE DÉVELOPPEMENT COMMUNAUTAIRE (CDEC) CÔTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE / APPROUVER UN ADDENDA À L'ENTE,CG17 0249,2017-06-16,237083,,,237083
INTÉGRATION JEUNESSE DU QUÉBEC INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1175066002,"ACCORDER UN SOUTIEN FINANCIER DE 400 000 $ À INTÉGRATION JEUNESSE DU QUÉBEC INC., POUR L'ANNÉE 2017, POUR LA RÉALISATION DES PROJETS « CAMPS PÉDAGOGIQUES » ET « PROGRAMME VALORISATION JEUNESSE » DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU ",CG17 0250,2017-06-16,400000,,,400000
DISPENSAIRE DIÉTÉTIQUE DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,25000,,,25000
REGROUPEMENT DES CUISINES COLLECTIVES DU QUÉBEC,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,35725,,,35725
JEUNESSE AU SOLEIL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,90000,,,90000
L'ASSOCIATION DES POPOTES ROULANTES DU MONTRÉAL MÉTROPOLITAIN,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,25000,,,25000
REGROUPEMENT DES MAGASINS-PARTAGE DE L'ÎLE DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,150000,,,150000
MOISSON MONTRÉAL INC.,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,175000,,,175000
RESTO PLATEAU,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,15000,,,15000
"RÉPIT PROVIDENCE, MAISON HOCHELAGA-MAISONNEUVE",100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,39275,,,39275
MISSION BON ACCUEIL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,25000,,,25000
TABLE DE CONCERTATION SUR LA FAIM ET LE DÉVELOPPEMENT SOCIAL DU MONTRÉAL MÉTROPOLITAIN,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,30000,,,30000
LA SOCIÉTÉ DE SAINT-VINCENT DE PAUL DE MONTRÉAL,100% AGGLO,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION,1171535001,"ACCORDER UN SOUTIEN FINANCIER TOTALISANT LA SOMME DE 645 000 $ AUX 11 ORGANISMES CI-APRÈS DÉSIGNÉS, POUR L'ANNÉE 2017, POUR LE PROJET ET LE MONTANT INDIQUÉS EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉ",CG17 0251,2017-06-16,35000,,,35000
UNIVERSITÉ DE MONTRÉAL,100% AGGLO,SERVICE DE LA MISE EN VALEUR DU TERRITOIRE,DIRECTION DE L'URBANISME,1173501001,ACCORDER UN SOUTIEN FINANCIER DE 80 000 $ AU DÉPARTEMENT D'ANTHROPOLOGIE DE L'UNIVERSITÉ DE MONTRÉAL AFIN DE RÉALISER LES INTERVENTIONS ARCHÉOLOGIQUES ASSOCIÉES AU PROJET DE RECHERCHE HOCHELAGA DANS LE BUT DE DOCUMENTER LA PRÉSENCE IROQUOIENNE SUR LE TERR,CG17 0252,2017-06-16,80000,,,80000
PME MTL CENTRE-EST,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1177386002,ACCORDER UNE CONTRIBUTION FINANCIÈRE NON RÉCURRENTE DE 120 000 $ À PME MTL CENTRE-EST DANS LE CADRE DU PARTAGE DES ACTIFS CLD DE LA CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE DE L'EST (CDEST) / APPROUVER L'ADDENDA 3 À L'ENTENTE DE DÉLÉGATION INTERVENUE ENTRE,CG17 0253,2017-06-16,120000,,,120000
PME MTL CENTRE-VILLE,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION ENTREPRENEURIAT,1176352007,ACCORDER UNE CONTRIBUTION FINANCIÈRE NON RÉCURRENTE 200 000 $ À PME MTL CENTRE-VILLE AFIN DE TENIR DEUX CONCOURS EN ENTREPRENEURIAT POUR LES SECTEURS « RUE SAINT-DENIS » ET « RUE SAINT-PAUL EST » ET DE VERSER DES BOURSES AUX LAURÉATS DANS LE CADRE DU PR@M,CG17 0254,2017-06-16,200000,,,200000
PÔLE D'EXCELLENCE QUÉBÉCOIS EN TRANSPORT TERRESTRE,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION INVESTISSEMENT ET DÉVELOPPEMENT,1173455003,OCTROYER UNE CONTRIBUTION FINANCIÈRE NON RÉCURRENTE DE 660 000 $ AU PÔLE D'EXCELLENCE QUÉBÉCOIS EN TRANSPORT TERRESTRE POUR L'ORGANISATION DU SOMMET MONDIAL DE LA MOBILITÉ DURABLE MOVIN'ON QUI SE TIENDRA À MONTRÉAL DU 13 AU 15 JUIN 2017 / APPROUVER UN PRO,CG17 0255,2017-06-16,660000,,,660000
FONDATION DU STARTUP DE MONTRÉAL,100% AGGLO,SERVICE DU DÉVELOPPEMENT ÉCONOMIQUE,DIRECTION INVESTISSEMENT ET DÉVELOPPEMENT,1177511001,"ACCORDER UN SOUTIEN FINANCIER DE 131 500 $ À LA FONDATION DU STARTUP DE MONTRÉAL POUR LA RÉALISATION DE SES PROJETS ""EXPÉRIENCE STARTUP"" ET ""ACCROISSEMENT DU CONTENU DU STARTUPFEST"" / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CG17 0307,2017-08-25,131500,,,131500
CULTURE MONTRÉAL,100% AGGLO,SERVICE DE LA CULTURE,DIRECTION,1173205001,ACCORDER UN SOUTIEN FINANCIER DE 100 000$ À CULTURE MONTRÉAL POUR SOUTENIR LA RÉALISATION DE SON PLAN D'ACTION EN 2017 ET APPROUVER LA CONVENTION À CET EFFET.,CG17 0322,2017-08-25,100000,,,100000
