NOM DE L'ORGANISME,RÉPARTITION,SERVICE,DIRECTION,NUMÉRO DE DOSSIER,OBJET,NUMÉRO DÉCISION,DATE SIGNATURE,CONTRIBUTION MONÉTAIRE,ÉCART VERSUS VALEUR MARCHANDE DU LOYER,SOUTIEN TECHIQUE,VALEUR TOTALE
RADIO CENTRE-VILLE SAINT-LOUIS,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1136368001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 120 000 $ AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES ANNÉES 2013 ET 2014, POUR LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (2013 - 2015) ET EN LIEN AVEC LE PLAN D'ACTION MUNICIPAL POUR LES AÎNÉS 2013 - 2015 ÉLABORÉ DANS LE CADRE DE LA DÉMARCHE MADA / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1596,2013-10-11,25000,0,0,25000
THÉÂTRE APHASIQUE,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1136368001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 120 000 $ AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LES ANNÉES 2013 ET 2014, POUR LE MONTANT INDIQUÉ EN REGARD DE CHACUN D’EUX, DANS LE CADRE DE L’ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D’INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (2013 - 2015) ET EN LIEN AVEC LE PLAN D'ACTION MUNICIPAL POUR LES AÎNÉS 2013 - 2015 ÉLABORÉ DANS LE CADRE DE LA DÉMARCHE MADA / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1596,2013-10-11,10000,0,0,10000
LE CONSEIL DES ÉDUCATEURS NOIRS DU QUÉBEC INC.,60 % AGGLOMÉRATION 40 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1134251003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 173 000 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE 2013 - 2014 ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES (MICC) ET DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (VILLE-MESS 2013 - 2015) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1597,2013-10-11,33000,0,0,33000
MAISON D'HAÏTI,50 % AGGLOMÉRATION 50 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1134251003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 173 000 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE 2013 - 2014 ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES (MICC) ET DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (VILLE-MESS 2013 - 2015) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1597,2013-10-11,30000,0,0,30000
"1,2,3 GO! ST-MICHEL/FEMMES-RELAIS",100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1134251003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 173 000 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE 2013 - 2014 ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES (MICC) ET DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (VILLE-MESS 2013 - 2015) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1597,2013-10-11,30000,0,0,30000
ASSOCIATION MULTI-ETHNIQUE POUR L'INTÉGRATION DES PERSONNES HANDICAPÉES DU QUÉBEC,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1134251003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 173 000 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE 2013 - 2014 ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES (MICC) ET DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (VILLE-MESS 2013 - 2015) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1597,2013-10-11,20000,0,0,20000
CORPORATION DE DÉVELOPPEMENT ÉCONOMIQUE COMMUNAUTAIRE (CDEC) SAINT-LÉONARD,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1134251003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 173 000 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE 2013 - 2014 ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES (MICC) ET DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (VILLE-MESS 2013 - 2015) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1597,2013-10-11,15000,0,0,15000
ENSEMBLE POUR LE RESPECT DE LA DIVERSITÉ,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1134251003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 173 000 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE 2013 - 2014 ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES (MICC) ET DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (VILLE-MESS 2013 - 2015) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1597,2013-10-11,25000,0,0,25000
J'APPRENDS AVEC MON ENFANT,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1134251003,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT TOTALISANT LA SOMME DE 173 000 $, AUX ORGANISMES CI-APRÈS DÉSIGNÉS, POUR LA PÉRIODE 2013 - 2014 ET LE MONTANT INDIQUÉ EN REGARD DE CHACUN D'EUX, DANS LE CADRE DE L'ENTENTE ADMINISTRATIVE POUR L'ACCUEIL ET L'INTÉGRATION DES IMMIGRANTS CONCLUE ENTRE LA VILLE DE MONTRÉAL ET LE MINISTÈRE DE L'IMMIGRATION ET DES COMMUNAUTÉS CULTURELLES (MICC) ET DE L'ENTENTE ADMINISTRATIVE SUR LA GESTION DU FONDS QUÉBÉCOIS D'INITIATIVES SOCIALES DANS LE CADRE DES ALLIANCES POUR LA SOLIDARITÉ (VILLE-MESS 2013 - 2015) / APPROUVER LES PROJETS DE CONVENTION À CET EFFET",CE13 1597,2013-10-11,20000,0,0,20000
ASSOCIATION POUR LA PROMOTION DE L'ÉDUCATION RELATIVE À L'ENVIRONNEMENT (AQPERE),50 % AGGLO. 50 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DES GRANDS PARCS ET DU VERDISSEMENT,1134240002,"ACCORDER UNE CONTRIBUTION FINANCIÈRE, NON RÉCURRENTE, AU MONTANT DE 5 000 $ À L'ASSOCIATION QUÉBÉCOISE POUR LA PROMOTION DE L'ÉDUCATION RELATIVE À L'ENVIRONNEMENT (AQPERE), ORGANISME À BUT NON LUCRATIF, POUR ORGANISER ET RÉALISER LE 13E COLLOQUE EN ÉDUCATION RELATIVE À L'ENVIRONNEMENT DE MONTRÉAL / APPROUVER LE PROTOCOLE D'ENTENTE À CET EFFET.",CE13 1598,2013-10-11,5000,0,0,5000
RÉSEAU RÉUSSITE MONTRÉAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1133684002,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 30 000 $ À RÉSEAU RÉUSSITE MONTRÉAL, POUR LE SOUTIEN À SES ACTIVITÉS RÉGULIÈRES, POUR L'ANNÉE 2013, À MÊME LE BUDGET DE LA DIRECTION DE LA DIVERSITÉ SOCIALE / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CE13 1599,2013-10-11,30000,0,0,30000
LA TABLE RONDE DU MOIS DE L'HISTOIRE DES NOIRS,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1136464001,"ACCORDER UN SOUTIEN FINANCIER NON RÉCURRENT DE 30 000 $ À LA TABLE RONDE DU MOIS DE L'HISTOIRE DES NOIRS POUR LA PRODUCTION ET LA PROMOTION DES OUTILS DE COMMUNICATION DANS LE CADRE DE LA 23E ÉDITION DU « MOIS DE L'HISTOIRE DES NOIRS, ÉDITION 2014 » / APPROUVER UN PROJET DE CONVENTION À CET EFFET",CE13 1670,2013-10-31,30000,0,0,30000
ASSOCIATION DE MONTREAL POUR LA DEFICIENCE INTELLECTUELLE,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,1630,0,0,1630
ASSOCIATION POUR LE METISSAGE ARTISTIQUE ET CULTUREL (AMETAC),100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,1081,0,0,1081
LA MAISON DES PARENTS DE BORDEAUX-CARTIERVILLE,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,1170,0,0,1170
LA TROUPE DE THEATRE DE SHAKESPEARE DE MONTREAL,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,1012,0,0,1012
LES PRODUCTIONS ILLUSION FABULEUSE (IF PRODUCTIONS),100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,207,0,0,207
OBJECTIF EMPLOI,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,2320,0,0,2320
CARREFOUR DES FEMMES D'ANJOU,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,2001,0,0,2001
FEDERATION QUEBECOISE DE HOCKEY SUR GLACE INC. - HOCKEY QUEBEC,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,5000,0,0,5000
A DEUX MAINS INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,2235,0,0,2235
ALAC (ALLIANCE POUR L'ACCUEIL ET L'INTEGRATION DES IMMIGRANTS-ES),100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,2403,0,0,2403
ASSOCIATION JAMAIQUAINE DE MONTREAL INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,2950,0,0,2950
AUBERGE SHALOM POUR FEMMES,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,1141,0,0,1141
BALLET OUEST INC./BALLET WEST INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,598,0,0,598
CENTRE COMMUNAUTAIRE MOUNTAIN SIGHTS,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,190,0,0,190
CENTRE DE BENEVOLAT COTE-DES-NEIGES,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,588,0,0,588
CENTRE D'ECOUTE ET DE REFERENCE MULTI-ECOUTE,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,1193,0,0,1193
COUP DE BALAI INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,980,0,0,980
FONDATION POUR LA FORMATION ET LE DEVELOPPEMENT T.R.E.E.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,3926,0,0,3926
LE CENTRE D'ALPHABETISATION DU QUEBEC INC.,100 % VILLE,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA DIVERSITÉ SOCIALE,1131361005,"ACCORDER UNE TROISIÈME SÉRIE DE SOUTIENS FINANCIERS TOTALISANT 308 394 $, POUR L'ANNÉE 2013, AUX ORGANISMES À BUT NON LUCRATIF (OBNL) AYANT DÉPOSÉ UNE DEMANDE ADMISSIBLE DANS LE CADRE DE LA MESURE D'AIDE FINANCIÈRE AUX OBNL LOCATAIRES DANS DES IMMEUBLES NON RÉSIDENTIELS IMPOSABLES, ŒUVRANT DANS LES DOMAINES DE L'ART ET DE LA CULTURE, DU DÉVELOPPEMENT SOCIAL ET COMMUNAUTAIRE OU DU SPORT ET DES LOISIRS",CE13 1688,2013-11-07,883,0,0,883
