Gentile_no;Toponyme;Type_entite;Gentile;Prononciation;Variante;Commentaire;bibliographie;Toponyme_red 
267;Durham-Sud;Municipalité;Durhamien, Durhamienne (1986*);;;;;DurhamSud
268;East Angus;Ville;Angussien, Angussienne (1986*);;;;;EastAngus
269;East Broughton;Municipalité;Broughtonnais, Broughtonnaise (1980*);;;;;EastBroughton
270;East Broughton Station ;Ancienne municipalité de village;Broughtonnois, Broughtonnoise (1986*);;;Commentaire : La municipalité du village d'East Broughton Station n'existe plus depuis le 5 janvier 1994, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la municipalité d'East Broughton. L'appellation « East Broughton Station » (Municipalité de village) n'a plus de statut officiel à la Commission de toponymie.;Bibliographie : GAGNON, Jules-Henri (1986), «  East-Broughton Station », dans La Vallée de la Chaudière, Saint-Joseph, 22 avril, p. B-10.;EastBroughtonStation 
271;East Cape;Hameau (de la municipaltié de Grosse-Île);East Caper (1984) (forme anglaise);;;;;EastCape
272;East End;Quartier (de la ville de Montréal);East Ender (1983) (forme anglaise);;Variante (s) : East-Ender.;Commentaire : L'appellation « East End » (Quartier) n'a pas été officialisée à ce jour par la Commission de toponymie.;;EastEnd
273;East Farnham;Municipalité ;Eastfarnhamien, Eastfarnhamienne (1986*);;;Commentaire : La municipalité du village d'East Farnham est devenue la municipalité d'East Farnham, le 13 septembre 2008.;;EastFarnham
274;East Hereford;Municipalité;Herefordéen, Herefordéenne (1986*);[IR-FORD-DÉ-IN/ENNE];;;;EastHereford
275;Eastmain;Municipalité de village cri;Eastmainwi Iyiyou (1992) (forme crie) ;;Variante (s) : Iistimaaniiw-iiyuw (1994) (forme naskapie).;"Commentaire : Le cri iyiyou et ses variantes eyinew ou eenouch ont pour sens : « un Indien, un Cri; l'être humain ».";;Eastmain
276;Eastman;Municipalité ;Eastmanois, Eastmanoise (1986*);;;;;Eastman
277;Eaton;Secteur (de la ville de Cookshire-Eaton);Eatonois, Eatonoise (1986*);;;"Commentaire : La municipalité d'Eaton n'existe plus depuis le 24 juillet 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Cookshire-Eaton. Le nom « Eaton » a toutefois été préservé; il identifie un secteur de cette ville.";;Eaton
278;Egan-Sud;Municipalité;Eganois, Eganoise (1986*) ;[I-GA-NOI/NOIZ];;;;EganSud
279;Elgin;Municipalité ;"Elginois, Elginoise (2004*); Elginite (1981) (forme anglaise)";;;Commentaire : La municipalité du canton d'Elgin est devenue la municipalité d'Elgin, le 21 mars 2009.;;Elgin
280;Entrelacs;Municipalité;Entrelacois, Entrelacoise (1984*);;;;;Entrelacs
281;Esprit-Saint;Municipalité;Spiritois, Spiritoise (1991);;;Commentaire : Gentilé tiré de la forme latine d'esprit, spiritus.;;EspritSaint
282;Essipit;Réserve indienne;Essipiulnu (1991) (forme innue);;"Variante (s) : Ecsibiucibuwilnu (1931) (forme innue); Ecsipiwilnu (1931) (forme innue); Essipiunnu (1994) (forme innue); Excomminquois (1611).";Commentaire : La réserve indienne des Escoumins est devenue la réserve indienne d'Essipit en 1996. La première variante a pour sens : « peuple de la rivière des ruisseaux aux coques » alors que la seconde signifie : « peuple de la rivière aux coques », de l'innu esh,  « coque », terme générique pour « mollusque à coquillage », shipu, « fleuve, rivière » et ilnu, « être humain ». Quant à Essipiunnu, Essipiunnuat au pluriel, cette dénomination a pour sens : « Innus d'Essipit ». ;;Essipit
283;Est-du-Québec;Région;Québécois, Québécoise de l'Est;;Variante (s) : Est-Québécois (1993).;Commentaire : Région géographique qui couvre la partie est du Québec, notamment le Bas-Saint-Laurent et la Gaspésie. L'appellation « Est-du-Québec » (Région) n'a pas été officialisée à ce jour par la Commission de toponymie.;;EstduQuébec
284;Estérel;Ville;Estérellois, Estérelloise (1986*);;;;;Estérel
285;Estrie;Région administrative;Estrien, Estrienne (1946);;;;Bibliographie : LAPORTE, Pierre (1961), « Il est temps d'accepter officiellement le mot Estrie », dans Le Devoir, Montréal, 26 octobre, p. 4. O'BREADY, Maurice (1946), « L'Esterie », dans Le Messager de Saint-Michel, Sherbrooke, 20 juillet. Voir : Canton-de-l'Est (Région).;Estrie
286;Etchemin;Région;Etcheminois, Etcheminoise (1984);;;Commentaire : L'appellation « Etchemin » (Région) n'a pas été officialisée à ce jour par la Commission de toponymie.;;Etchemin
287;Évain;Secteur (de la ville de Rouyn-Noranda);Évainois, Évainoise (1982*);;;"Commentaire : La municipalité d'Évain n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Rouyn-Noranda. Le nom « Évain » a toutefois été préservé; il identifie un secteur de cette ville.";;Évain
288;Farnham;Ville;Farnhamien, Farnhamienne (1976*);;;;Bibliographie : ANONYME (1986), « Échos du conseil municipal de Farnham. Choix d'un gentilé », dans Le Guide, Cowansville, 11 mars.;Farnham
289;Fassett;Municipalité;Fassettois, Fassettoise (1986*);;;;;Fassett
290;Fatima;Village (de la municipalité des Îles-de-la-Madeleine);Fatimatois, Fatimatoise (1996*);;;"Commentaire : La municipalité du village de Fatima n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la municipalité des Îles-de-la-Madeleine. Le nom « Fatima » a toutefois été préservé; il idenfie un village de cette municipalité. L'ancien nom de Fatima étant « Barachois », ses résidents étaient désignés sous le gentilé Barachois, Barachoise.";;Fatima
291;Faubourg-Québec;Secteur résidentiel (de la ville de Montréal);Bourragan, Bourragane (1898);;;Commentaire : Quartier de Montréal du XIXe siècle, englobant la paroisse de Saint-Pierre-Apôtre, le faubourg de Québec ou le faubourg Québec, suivant l'usage le plus répandu, ressortit maintenant au quartier Sainte-Marie. Il porte cette appellation parce que par le passé les voyageurs en provenance de Québec devaient le traverser pour atteindre le cur de la ville. Quoique l'on puisse rapprocher la partie initiale du gentilé de la finale de faubourg, le second formant demeure mystérieux et n'a pas encore livré son secret. Dans son ouvrage intitulé Entre voisins. La société paroissiale en milieu urbain : Saint-Pierre-Apôtre de Montréal 1848-1930 (Montréal, Boréal, 1992), Lucia Ferretti fournit peu d'indications à cet égard : « On retrouve l'emploi de ce terme pour désigner les habitants du faubourg Québec dans le Codex historicus, II, 37-38, 16 novembre 1898. Le fait qu'il y soit placé entre guillemets donne à penser qu'il s'agit là d'une expression du langage oral que les faubouriens utilisaient eux-mêmes. » (p. 196, note 8). Ce Codex historicus consistait en des cahiers rédigés à la main par les Oblats et relatait les principaux événements survenus aux endroits qu'ils desservaient (Saint-Hilaire, Longueuil et Saint-Pierre de Montréal) entre 1841 et 1940. Pour ce qui est de faubourg, il s'agit d'un quartier d'une ville qui était anciennement situé hors de son enceinte, de ses limites. L'appellation « Faubourg-Québec » (Secteur résidentiel) n'a pas été officialisée à ce jour par la Commission de toponymie.;;FaubourgQuébec
292;Ferland-et-Boilleau;Municipalité;Ferboillien, Ferboillienne (1986*);[FER-BOI-LYIN/LYENNE];;Commentaire : Gentilé fixé à la suite d'une consultation populaire par soudage d'une partie des éléments constituants : Fer(land) et Boill(eau) auxquels le suffixe -ien, -ienne a été adjoint.;;FerlandetBoilleau
293;Ferme-Neuve;Municipalité;Fermeneuvien, Fermeneuvienne (1986*);;"Variante (s) : Fermeneuvan (1969); Ferme-Neuvien (1978).";Commentaire : La municipalité de Ferme-Neuve est issue du regroupement de la municipalité du village et de la municipalité de la paroisse de Ferme-Neuve, le 24 décembre 1997. Le gentilé Ferme-Neuvien avait été adopté par la municipalité du village de Ferme-Neuve en 1978.;;FermeNeuve
294;Fermont;Ville;Fermontois, Fermontoise (1975*);;Variante (s) : Fermontais.;;;Fermont
295;Fiedmont-et-Barraute;Municipalité;Voir Barraute (Municipalité);;;;;Fiedmontetbarraute
296;Fieldville;Hameau (de la municipalité du canton de Low);Fieldvillois, Fieldvilloise (1987);;;;;Fieldville
297;Fleurimont;Arrondissement (de la ville de Sherbrooke);Fleurimontois, Fleurimontoise (1981*);;;"Commentaire : La ville de Fleurimont n'existe plus depuis le 1er janvier 2002, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Sherbrooke. Le nom « Fleurimont » a toutefois été préservé; il identifie un arrondissement de cette ville.";;Fleurimont
298;Fontainebleau;Secteur (de la municipalité de Weedon);Bellifontain, Bellifontaine (1985*);;;"Commentaire : La municipalité de Fontainebleau n'existe plus depuis le 24 décembre 1997, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la municipalité de Weedon. Le nom « Fontainebleau » a toutefois été préservé; il identifie un secteur de cette municipalité. Gentilé identique à celui généré par le Fontainebleau français. Toutefois, la formation latine sur laquelle il repose témoigne d'une étymologie inexacte. En effet, Bellifontain suggère que le nom de la ville est dû à la Fontaine-Belle-Eau (fontaine provenant du latin fons, fontis, « la source, la fontaine » auquel le suffixe à valeur collective -anum a été accolé et belle remontant à la forme latine féminine bella). Or, il s'agit en fait de Fontaine Bliaud (anciennement Blitwald), devenue Fontainebleau par agglutination, la famille des Bliaud possédant en forêt de Bièvre un domaine situé près d'une fontaine. En conséquence, si l'on recherchait une forme qui témoigne d'une étymologie correcte, il faudrait recourir au gentilé Fontainebleaudien. ";;Fontainebleau
299;Fontanges;Campement;Fontangeois, Fontangeoise (1982);;;Commentaire : L'appellation « Fontanges » (Campement) n'a pas été officialisée à ce jour par la Commission de toponymie.;;Fontanges
300;Forestville;Ville;Forestvillois, Forestvilloise (1978*);;;;;Forestville
301;Fort-Chimo;Poste de traite;"Uaskaikaniunnu (1980) (forme innue);";Pwaat-chaaimuw-iiyuw (1994) (forme naskapie);"Variante (s) : Puatshishaimunnu (1980) (forme innue); Tshishaimunnu (1980) (forme innue).";Commentaire : « Puatshishaimunnut et son raccourci Tshishaimunnut, « Indiens de Fort Chimo » et « Indiens de Chimo » sont appliqués à la bande autrefois rattachée au poste de Fort Chimo qui a émigré à Schefferville en 1956. Ce sont là des termes récents, construits, de façon curieuse, à partir d'un emprunt à l'anglais (Chimo devenu Tshishaimu), qui leur ont été appliqués par les groupes voisins depuis leur arrivée à Schefferville. Ils se nomment eux-mêmes Uaskaikaniunnut, du nom indien de Fort Chimo, Uaskaikan, et c'est ainsi que les appellent les anciens parmi les montagnais. » (Mailhot et Vincent, 1980, p. 138). À noter que la finale -unnu constitue la terminaison au singulier, alors que -unnut véhicule le pluriel, en innu. L'appellation « Fort-Chimo » (Poste de traite) n'a pas été officialisée à ce jour par la Commission de toponymie. Le nom du village de Fort-Chimo a, quant à lui, été remplacé par Kuujjuaq (Municipalité de village nordique).;;FortChimo
302;Fort-Coulonge;Municipalité de village;Coulongien, Coulongienne (1986*);;;;;FortCoulonge
303;Fortierville;Municipalité;Fortiervillois, Fortiervilloise (1986*);;;;;Fortierville
304;Fossambault-sur-le-Lac;Ville;Fossambaugeois, Fossambaugeoise (1996*);;;;;FossambaultsurleLac
305;Frampton;Municipalité;Framptonnien, Framptonnienne (1951);;;Commentaire : La municipalité de la paroisse de Saint-Édouard-de-Frampton est devenue la municipalité de Frampton, le 6 décembre 1997.;;Frampton
306;Francheville;Ancienne MRC;Franchevillois, Franchevilloise (1986*);;;Commentaire : La MRC de Francheville n'existe plus à la suite de la création de la nouvelle ville de Trois-Rivières, le 1er janvier 2002. L'appellation « Francheville » (MRC) n'a plus de statut officiel à la Commission de toponymie.;Bibliographie : AUBRY, Marcel (1986), « Les gens de la MRC de Francheville sont maintenant des Franchevillois! », dans Le Nouvelliste, Trois-Rivières, 2 juillet, p. 38.;Francheville
307;Franklin;Municipalité;"Franklinois, Franklinoise (1986*);";Frankliner (1984) (forme anglaise);;;;Franklin
308;Franquelin;Municipalité;Franquelinois, Franquelinoise (1980*);;;;;Franquelin
309;Frelighsburg;Municipalité;Frelighsbourgeois, Frelighsbourgeoise (1986*);;;Commentaire : Francisation de -burg en -bourg.;;Frelighsburg
310;Frontenac;Municipalité;Frontenacois, Frontenacoise (1985*);;;;;Frontenac
311;Fugèreville;Municipalité;Fugèrevillois, Fugèrevilloise (1986*);;;;;Fugèreville
312;Gagnon;Lieu-dit;Gagnonais, Gagnonaise (1979);;Variante (s) : Gagnonnais.;Commentaire : La ville de Gagnon a été officiellement fermée par les autorités gouvernementales le 1er juillet 1985. La très grande majorité des formes relevées ne comportent qu'un seul « n » et quatre occurrences un « n » redoublé. Cette dernière graphie apparaît comme davantage prévisible sinon plus juste.;;Gagnon
313;Gallix;Secteur (de la ville de Sept-Îles);Gallixois, Gallixoise (1986*);;;"Commentaire : La municipalité de Gallix n'existe plus depuis le 12 février 2003, par suite d'un regroupement municipal. Son territoire fait maintenant partie de la ville de Sept-Îles. Le nom « Gallix » a toutefois été préservé; il identifie un secteur de cette ville.";;Gallix
511;Gascons;Village (de la municipalité de Port-DanielGascons);Gasconais, Gasconaise (1986);;;Commentaire : La nouvelle municipalité de Port-DanielGascons a été créée le 17 janvier 2001. Elle est issue du regroupement de la municipalité de Port-Daniel et de la municipalité de la paroisse de Sainte-Germaine-de-l'Anse-aux-Gascons.;;Gascons
314;Gaspé;Ville;"Gaspésien, Gaspésienne (1896);";Gaspesian (1979) (forme anglaise);Variante (s) : Gasponien (1880).;Commentaire : La variante Gasponien demeure morphologiquement inhabituelle et inexplicable lexicalement. Il s'agit peut-être d'une dénomination qui se situe à la frontière du blason populaire et du gentilé qui provient de l'auteur anonyme d'un feuilleton intitulé « Récits d'autrefois. Histoires et légendes du Bas-Saint-Laurent » et paru dans le Nouvelliste de Rimouski du 12 août au 14 octobre 1880.;;Gaspé
315;Gaspé-Nord, Circonscription électoral de;Ancienne circonscription électorale provinciale;Gaspénordien, Gaspénordienne (1979);;Variante (s) : Gaspé-Nordien.;Commentaire : La circonscription électorale de Gaspé-Nord qui, avec celle de Gaspé-Sud, couvraient l'ensemble de la Gaspésie ont cédé leur place à la circonscription électorale de Gaspé en 1985.;;GaspéNord
316;Gaspésie;Région;"Gaspésien, Gaspésienne (1668);";Gaspesian (1905) (forme anglaise);"Variante (s) : Gaspeiquois (XVIIe s.); Guaspésiens; Gaspéiquois.";Commentaire : À l'origine, il s'agit du nom attribué par les Blancs aux Micmacs installés sur le territoire gaspésien. On le relève déjà dans les ouvrages de Chrestien le Clerq, Sixte Le Tac, Charlevoix, etc. Le gentilé a également été mis à contribution dans la dénomination d'un bateau Le Gaspésien (XIXe s.) et d'une voie de communication, la Transgaspésienne. En outre, La Voix Gaspésienne dessert le secteur nord de la Gaspésie depuis 1955 alors que le territoire matapédien est desservi par L'Avant-Poste Gaspésien, fondé en 1944. Par le passé, Le Gaspésien (1930-1937) et La Chronique Gaspésienne (1968-1970) ont constitué deux hebdomadaires importants de la Gaspésie.;;Gaspésie
