point_echantillonnage,plan_eau,administration,nom,descrip_longue,programme,sous_prog,station_nom,date_heure,raison_annulation,temperature,conductivite,pH,signe,coliformes_fecaux,prec_0_mm,prec_1_mm,prec_2_mm,prec_tot_60h,meteo,tournee,latitude,longitude,x,y
"LSL-16","Lac Saint-Louis","Baie d'Urfé","Parc de l'Hôtel de Ville","parc de l'Hôtel de Ville, inters. rue Lakeshore et rue Carrière","Q","Q","LSL-16   Parc de l'Hôtel de Ville",2024-07-02T14:37:26,,"         26.6",110,8,"=",52,0.8,0,0,0.8,0,8,"45.4075003459669","-73.9169645299374",272160.808,5029813.7899
"LSL-18","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Campus MacDonald","ch. Lakeshore, devant le campus MacDonald de l'université McGill","Q","Q","LSL-18   Campus MacDonald",2024-07-02T14:51:27,,"         24.1",116,7.9,"=",98,0.8,0,0,0.8,0,8,"45.4042505148227","-73.9345207723043",270784.5886,5029459.9129
"LSL-2","Lac Saint-Louis","Lachine","Marina d'escale","Marina d'escale, inters. boul. Saint-Joseph et 24e av.","Q","Q","LSL-2   Marina d'escale",2024-07-02T11:32:39,,"         22.9",129,7.9,"=",15,0,0,0,0,1,8,"45.4328087246302","-73.6858351455466",290259.6737,5032558.5059
"LSL-20","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Écluse de Sainte-Anne","écluse de Sainte-Anne, rue Sainte-Anne, à l'est du pont Galipeault (aut. 20)","Q","Q","LSL-20   Écluse de Sainte-Anne",2024-07-02T15:06:18,,"         23.7",137,7.5,"=",31,1.1,0,0,1.1,0,8,"45.4040640665963","-73.954474000356",269222.4816,5029447.8222
"LSL-21","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Parc Godin","parc Godin, extrémité de la rue Grier","Q","Q","LSL-21   Parc Godin",2024-07-02T15:12:42,,"         26.5",124,8,"=",82,1.1,0,0,1.1,0,8,"45.4076323134425","-73.9569430438561",269031.4499,5029845.451
"LSL-4","Lac Saint-Louis","Lachine","Parc Summerlea","parc Summerlea, inters. du boul. St-Joseph et de la 53e av.","Q","Q","LSL-4   Parc Summerlea",2024-07-02T11:54:34,,"         23.3",182,8.8,"=",15,0,0,0,0,1,8,"45.4376194743099","-73.7156650077066",287927.1253,5033098.9465
"LSL-4.5","Lac Saint-Louis","Dorval","Pointe Picard","pointe Picard, extrémité de l'av. St-Charles","Q","Q","LSL-4.5   Pointe Picard",2024-07-02T12:08:43,,"         23.6",157,9.2,"=",18,0.6,0,0,0.6,0,8,"45.4369620072601","-73.727909601146",286968.9442,5033028.5248
"LSL-6.5","Lac Saint-Louis","Dorval","Parc Pine Beach","parc Pine Beach (amont), inters. ch. du Bord-du-Lac et av. St-Louis","Q","Q","LSL-6.5   Parc Pine Beach",2024-07-02T13:20:12,,"         25.7",142,8.5,"=",10,0.6,0,0,0.6,0,8,"45.4396869459855","-73.7630810645854",284218.2111,5033339.7455
"LSL-8","Lac Saint-Louis","Pointe-Claire","Parc Venture","parc Venture, inters. ch. du Bord-du-Lac et voie d'accès à l'aut. 20","Q","Q","LSL-8   Parc Venture",2024-07-02T13:33:28,,"         24.3",104,8.1,"=",66,0.6,0,0,0.6,0,8,"45.4468918017013","-73.796046942973",281642.1187,5034149.3824
"IBIZ-4","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Rue Emile","inters. rue Cherrier et rue Émile","Q","Q","IBIZ-4   Rue Emile",2024-06-20T09:12:05,,"         23.3",106,7.2,"=",440,0,0,0,0,1,6,"45.503471123684","-73.8617830844244",276528.3026,5040458.0733
"IBIZ-8.5","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)","p-n du Bois-de-l'Île-Bizard, sect. de la Pointe-aux-Carrières, ch. du Bord-du-Lac et pl. des Cageux","Q","Q","IBIZ-8.5   P-n Bois-de-l'Île-Bizard (sect. Pnte-aux-Carr.)",2024-06-20T09:32:42,,"         24.2",110,7.3,"=",10,0,0,0,0,1,6,"45.5170611964757","-73.8998560143858",273560.5966,5041982.4517
"RDP-100","rivière des Prairies - côté Montréal","L'Île-Bizard-Sainte-Geneviève","Rue Beaulieu","extrémité de la rue Beaulieu","Q","Q","RDP-100   Rue Beaulieu",2024-06-26T09:22:21,,"         22.0",97,7.4,"=",110,0,0,10.4,10.4,-2,7,"45.4727244286616","-73.8776469355865",275272.555,5037046.894
"RDP-140","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de la Rive-Boisée","parc de la Rive-Boisée, ch. Rive-Boisée, au sud de la rue David","Q","Q","RDP-140   Parc de la Rive-Boisée",2024-06-26T09:49:45,,"         21.8",102,7.3,"=",4600,0,0,10.4,10.4,-2,7,"45.498715312948","-73.8549270265629",277061.7369,5039927.1678
"RDP-160","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc de Versailles","parc de Versailles, inters. rue Desjardins et rue William","Q","Q","RDP-160   Parc de Versailles",2024-06-26T10:07:42,,"         21.8",97,7.3,"=",340,0,0,10.4,10.4,-2,7,"45.5122666642227","-73.8487785698841",277548.7904,5041431.0317
"RDP-180","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n des Rapides-du-Cheval-Blanc","p-n des Rapides-du-Cheval-Blanc, extrémité de la rue Riviera","Q","Q","RDP-180   P-n des Rapides-du-Cheval-Blanc",2024-06-26T10:19:00,,"         22.1",97,7.3,"=",68,0,0,10.4,10.4,-2,7,"45.5169191946614","-73.8294387898092",279061.9913,5041941.6903
"RDP-195","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Louise-Deschênes","parc Louise-Deschênes, extrémité de la 1iere av. N.","Q","Q","RDP-195   Parc Louise-Deschênes",2024-06-26T10:47:54,,"         22.3",104,7.3,"=",1200,0,0,10.4,10.4,-2,7,"45.5156458055413","-73.8132481753806",280326.3605,5041795.1161
"RDP-200","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Paquin","parc Paquin, inters. rue Saraguay E. et rue du Belvédère","Q","Q","RDP-200   Parc Paquin",2024-06-26T10:55:09,,"         23.1",94,7.4,"=",310,0,0,10.4,10.4,-2,7,"45.5110570049013","-73.7992303216562",281419.6555,5041280.9833
"RDP-220","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc des Anciens-Combattants ","parc des Anciens-Combattants, inters. Rue Rose et boul. Lalande","Q","Q","RDP-220   Parc des Anciens-Combattants ",2024-06-26T11:01:48,,"         22.3",97,7.3,"=",82,0,0,10.4,10.4,-2,7,"45.5094238756425","-73.7844831797803",282571.2796,5041095.3054
"RDP-260","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Collège Ste-Marcelline","375m au nord de l'intersection du boul.Gouin et de l'av. LeMesurier, Parc régional du Bois-de-Saraguay.","Q","Q","RDP-260   Collège Ste-Marcelline",2024-06-26T11:30:59,,"         22.4",100,7.2,"=",430,0,0,10.4,10.4,-2,7,"45.5171772152984","-73.7487905396229",285362.8716,5041947.6806
"RDP-290","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Club Canotage de Cartierville","Club de canotage de Cartierville, extrémité de la rue Crevier","Q","Q","RDP-290   Club Canotage de Cartierville",2024-06-26T12:04:04,,"         22.6",99,7.4,"=",240,0,0,10.4,10.4,-2,7,"45.531007922867","-73.7284201292844",286958.7122,5043479.9709
"RDP-305","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Raimbault","parc Raimbault, rue Notre-Dame-des-anges, à l'est de rue du Bocage","Q","Q","RDP-305   Parc Raimbault",2024-06-26T12:14:03,,"         23.6",97,7.3,"=",170,0,0,10.4,10.4,-2,7,"45.5372207434691","-73.7166639152486",287878.822,5044167.8632
"RDP-320","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc de la Merci","parc de la Merci, boul. Gouin O. et rue de Salaberry","Q","Q","RDP-320   Parc de la Merci",2024-06-26T13:04:18,,"         22.5",97,7.2,"=",280,0,0,10.4,10.4,-2,7,"45.5476895199779","-73.6892178650375",290025.0661,5045325.8528
"RDP-350","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","Parc Gouin (Sophie-Barrat) ","parc Gouin (Sophie-Barat), av. saint-Charles et av. Park Stanley","Q","Q","RDP-350   Parc Gouin (Sophie-Barrat) ",2024-06-26T13:37:45,,"         22.4",96,7.2,"=",100,0,0,10.4,10.4,-2,7,"45.5619500162983","-73.6695224264363",291566.317,5046907.2063
"RDP-360","rivière des Prairies - côté Montréal","Ahuntsic-Cartierville","P-n de l'Île-de-la-Visitation (pont)","p-n de l'Île-de-la-Visitation, pont piétonnier, boul. Gouin E. et rue de Lille ","Q","Q","RDP-360   P-n de l'Île-de-la-Visitation (pont)",2024-06-26T13:54:10,,"         23.9",96,7.4,"=",130,0,0,10.4,10.4,-2,7,"45.5807147023575","-73.6573828410263",292518.0782,5048990.6297
"RDP-400","rivière des Prairies - côté Montréal","Montréal-Nord","Avenue Robert","En aval du parc Fortin, inters. boul. Gouin E. et av. Robert","Q","Q","RDP-400   Avenue Robert",2024-06-26T14:24:15,,"         22.9",94,7.3,"=",150,0,0,10.4,10.4,-2,7,"45.6223941200732","-73.6303808262282",294632.806,5053618.7845
"RDP-490","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc des Cageux","parc des Cageux, inters. boul. Gouin E. et 94e av.","Q","Q","RDP-490   Parc des Cageux",2024-06-26T15:14:08,,"         23.6",112,7.4,"=",100,0,0,10.4,10.4,-2,7,"45.6782795097002","-73.5350193452133",302071.8798,5059821.8445
"RDP-540","rivière des Prairies - côté Montréal","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Gouin (Haynes)","parc Gouin (Haynes), inters. boul. Gouin E. et 133e av.","Q","Q","RDP-540   Parc Gouin (Haynes)",2024-06-26T15:31:02,,"         23.5",95,7.4,"=",100,0,0,10.4,10.4,-2,7,"45.6975057360274","-73.4981905887888",304940.9107,5061957.9391
"RDP-60","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","P-n de l'Anse-à-l'Orme","p-n de l'Anse-à-l'Orme, boul Gouin O. à l'est de à rue Lauzon","Q","Q","RDP-60   P-n de l'Anse-à-l'Orme",2024-06-26T08:46:49,,"         22.3",114,7.4,"=",180,0,0,10.4,10.4,-2,7,"45.4538049608123","-73.9387224304627",270485.7119,5034968.634
"RDP-80","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Hélène-Legault","parc Hélène-Legault, inters. rue des Cageux et rue Hélène","Q","Q","RDP-80   Parc Hélène-Legault",2024-06-26T09:08:03,,"         21.9",97.7,7.4,"=",1900,0,0,10.4,10.4,-2,7,"45.4686422044555","-73.8885945952785",274414.3865,5036597.3177
"RDP-95","rivière des Prairies - côté Montréal","Pierrefonds-Roxboro","Parc Julie-Dauth","parc Julie-Dauth, rue Julie","Q","Q","RDP-95   Parc Julie-Dauth",2024-06-26T09:16:11,,"         21.9",98,7.3,"=",41,0,0,10.4,10.4,-2,7,"45.4710475323768","-73.8834531024985",274817.6936,5036862.6904
"BLAP-10.5","Bassin de Laprairie","Verdun","Pointe sud-ouest de Î.-D.-S.","Île-des-Soeurs, piste cyclable, inters. rue André-Prévost et ch. de la Pointe-Sud","Q","Q","BLAP-10.5   Pointe sud-ouest de Î.-D.-S.",2024-06-25T10:05:13,,"         21.1",246,7.2,"=",91,0,10.4,45.9,56.3,-1,7,"45.4465963112693","-73.561131176078",300018.0692,5034075.7287
"BLAP-3","Bassin de Laprairie","Verdun","Parc du Quai-de-La Tortue ","parc de Quai-de-La Tortue, quai de la Tortue, inters. boul. Lasalle et rue Brault","Q","Q","BLAP-3   Parc du Quai-de-La Tortue ",2024-06-25T09:10:38,,"         21.0",222,7.2,"=",100,0,10.4,45.9,56.3,-1,7,"45.4473928175576","-73.5687721264747",299420.4385,5034164.7268
"BLAP-4","Bassin de Laprairie","Verdun","Parc Desmarchais (marina)","parc Desmarchais, marina de Verdun, inters. boul. Lasalle et boul. Desmarchais ","Q","Q","BLAP-4   Parc Desmarchais (marina)",2024-06-25T09:18:15,,"         21.1",223,7.1,"=",88,0,10.4,45.9,56.3,-1,7,"45.4539704516771","-73.5637815233017",299811.3983,5034895.374
"BLAP-4.4","Bassin de Laprairie","Le Sud-Ouest","Canal du collecteur St-Pierre","Sur la pointe en amont du canal du collecteur St-Pierre","Q","Q","BLAP-4.4   Canal du collecteur St-Pierre",2024-06-25T09:44:51,,"         22.4",225,7.1,"=",4300,0,10.4,45.9,56.3,-1,7,"45.4698230843647","-73.5562848603583",300398.9751,5036656.6343
"BLAP-6.5","Bassin de Laprairie","Verdun","Esplanade de la Pointe-Nord","Îles-des-Soeurs, Esplanade de la Pointe-Nord,  rue de la Rotonde et ch. de la Pointe-N.","Q","Q","BLAP-6.5   Esplanade de la Pointe-Nord",2024-06-25T10:25:26,,"         21.5",238,7.4,"=",56,0,10.4,45.9,56.3,-1,7,"45.4736476593745","-73.5369840044223",301908.3429,5037080.7832
"BLAP-9","Bassin de Laprairie","Verdun","Parc de West Vancouver","Île-des-Soeurs, parc de West Vancouver, inters. boul. de l'Île-des-Soeurs et rue Darwin","Q","Q","BLAP-9   Parc de West Vancouver",2024-06-25T10:13:44,,"         22.0",246,7.5,"=",110,0,10.4,45.9,56.3,-1,7,"45.4566057761771","-73.5417950855433",301531.1956,5035187.1073
"FSL-200","Fleuve Saint-Laurent","Ville-Marie","Marina du Vieux-Port","marina du Vieux-Port, rue Jacques-Cartier","Q","Q","FSL-200   Marina du Vieux-Port",2024-06-25T11:26:14,,"         22.2",268,7.2,"=",52,0,10.4,45.9,56.3,-1,7,"45.5058652069461","-73.5506895324238",300839.0118,5040661.7113
"FSL-300","Fleuve Saint-Laurent","Mercier-Hochelaga-Maisonneuve","Parc de la Prom.-Bellerive (amont)","parc de la Promenade-Bellerive, inters. rue Bellerive et av. Mercier","Q","Q","FSL-300   Parc de la Prom.-Bellerive (amont)",2024-06-25T12:18:49,,"         21.3",256,7.2,"=",36,0,10.4,45.9,56.3,-1,7,"45.5953023914654","-73.5079133271151",304182.6157,5050599.7735
"FSL-310","Fleuve Saint-Laurent","Mercier-Hochelaga-Maisonneuve","Parc de la Prom.-Bellerive (aval)","parc de la Promenade-Bellerive, inters. rue Bellerive et av. Gonthier","Q","Q","FSL-310   Parc de la Prom.-Bellerive (aval)",2024-06-25T13:12:04,,"         22.0",256,7.3,"=",58,0,10.4,45.9,56.3,-1,7,"45.6098631972965","-73.5072679126395",304233.1165,5052217.9466
"FSL-360","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Marina Pointe-aux-Trembles","marina Pointe-aux-Trembles, inters. rue Notre-Dame E. et boul. du Tricentenaire","Q","Q","FSL-360   Marina Pointe-aux-Trembles",2024-06-25T13:38:46,,"         22.7",274,7.3,"=",350,0,10.4,45.9,56.3,-1,7,"45.6493140952923","-73.4862348350444",305872.904,5056602.3084
"FSL-380","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Rampe de mise à l'eau (36e av.)","rampe de mise à l'eau, rue Notre-Dame E., entre la 36e av. et la 39e av.","Q","Q","FSL-380   Rampe de mise à l'eau (36e av.)",2024-06-25T13:47:26,,"         22.2",269,7.3,"=",84,0,10.4,45.9,56.3,-1,7,"45.6587322474231","-73.4889325229544",305662.4924,5057648.9475
"FSL-425","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Marcel-Léger","parc Marcel-Léger, extrémité de la rue Françoise-Langlois","Q","Q","FSL-425   Parc Marcel-Léger",2024-06-25T14:04:51,,"         22.2",269,7.3,"=",360,0,10.4,45.9,56.3,-1,7,"45.6769888816945","-73.4901806845972",305564.974,5059677.8624
"FSL-430","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","P-n de la Pointe-aux-Prairies (fleuve)","p-n de la Pointe-aux-Prairie (secteur du Fleuve), rue Notre-Dame E., à l'est de la 67e av.","Q","Q","FSL-430   P-n de la Pointe-aux-Prairies (fleuve)",2024-06-25T14:09:39,,"         22.9",273,7.4,"=",600,0,10.4,45.9,56.3,-1,7,"45.6798315529772","-73.4899432381485",305583.4326,5059993.7819
"FSL-480","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc Pierre-Payet (rampe de mise à l'eau)","parc Pierre-Payet, rampe de mise à l'eau, inters. rue Bellerive et rue Pauline-Donalda","Q","Q","FSL-480   Parc Pierre-Payet (rampe de mise à l'eau)",2024-06-25T14:24:34,,"         22.7",274,7.4,"=",410,0,10.4,45.9,56.3,-1,7,"45.6922942180654","-73.4821772369623",306188.1042,5061378.9139
"FSL-500","Fleuve Saint-Laurent","Rivière-des-Prairies-Pointe-aux-Trembles","Parc du Bout-de-l'île (fleuve)","parc du Bout-de-l'Île (côté fleuve), extrémité N. de la rue Bureau","Q","Q","FSL-500   Parc du Bout-de-l'île (fleuve)",2024-06-25T14:41:48,,"         21.9",265,7.3,"=",110,0,10.4,45.9,56.3,-1,7,"45.700650225823","-73.4782186947061",306496.1578,5062307.629
"LSL-0.5","Lac Saint-Louis","Lachine","Port de plaisance de Lachine","port de plaisance de Lachine, rampe de mise à l'eau, ch. des Iroquois","Q","Q","LSL-0.5   Port de plaisance de Lachine",2024-06-25T11:22:10,,"         22.4",233,8.2,"=",800,0,10.4,45.9,56.3,-1,7,"45.4291699380414","-73.6739695048603",291187.204,5032152.0541
"LSL-1","Lac Saint-Louis","Lachine","Parc Monk","parc Monk, inters. boul. Saint-Joseph et la 7e av.","Q","Q","LSL-1   Parc Monk",2024-06-25T11:14:32,,"         22.6",222,8.7,"=",1300,0,10.4,45.9,56.3,-1,7,"45.4309144200054","-73.6712490870357",291400.4845,5032345.4599
"LSL-10","Lac Saint-Louis","Pointe-Claire","Parc Edgewater","parc Edgewater, inters. ch. du Bord-du-Lac et av. Bowling Green","Q","Q","LSL-10   Parc Edgewater",2024-06-25T09:34:24,,"         21.7",167,8.1,"=",68,0,10.4,45.9,56.3,-1,7,"45.4305371204597","-73.818129114855",279907.58,5032338.4969
"LSL-10.5","Lac Saint-Louis","Beaconsfield","Yatch Club de Beaconsfield","Yatch Club de Beaconsfield, ch. Lakeshore, entre boul. le Beaconsfield et l'av. Old Church","Q","Q","LSL-10.5   Yatch Club de Beaconsfield",2024-06-25T09:25:25,,"         21.1",161,7.7,"=",300,0,10.4,45.9,56.3,-1,7,"45.4255023315166","-73.8366653553449",278454.8463,5031784.8901
"LSL-11","Lac Saint-Louis","Beaconsfield","Parc St-James","parc Saint-James, inters. Ch. Lakeshore et av. Kirkwood","Q","Q","LSL-11   Parc St-James",2024-06-25T09:16:19,,"         20.9",157,7.6,"=",260,0,10.4,45.9,56.3,-1,7,"45.4290026730771","-73.8427568704778",277979.8233,5032175.8928
"LSL-12","Lac Saint-Louis","Beaconsfield","Parc Centennial","parc Centennial, inters. boul. Beaconsfield et road Shore","Q","Q","LSL-12   Parc Centennial",2024-06-25T09:08:01,,"         21.4",143,7.7,"=",110,0,10.4,45.9,56.3,-1,7,"45.423361061739","-73.8618644636909",276481.8643,5031555.4958
"LSL-13","Lac Saint-Louis","Beaconsfield","Parc Angell","parc Angell, inters. rue Lakeshore et av. Angell","Q","Q","LSL-13   Parc Angell",2024-06-25T08:58:13,,"         21.1",124,7.8,"=",1900,0,10.4,45.9,56.3,-1,7,"45.4154062783815","-73.8841111132674",274736.7053,5030679.563
"LSL-14","Lac Saint-Louis","Beaconsfield","Parc Lakeview ","parc Lakeview, inters. rue Lakeshore et boul. Lakeview","Q","Q","LSL-14   Parc Lakeview ",2024-06-25T08:51:49,,"         20.7",135,7.8,"=",200,0,10.4,45.9,56.3,-1,7,"45.4148837516146","-73.8895038272654",274314.3517,5030623.5247
"LSL-16","Lac Saint-Louis","Baie d'Urfé","Parc de l'Hôtel de Ville","parc de l'Hôtel de Ville, inters. rue Lakeshore et rue Carrière","Q","Q","LSL-16   Parc de l'Hôtel de Ville",2024-06-25T08:42:23,,"         21.1",105,7.4,"=",100,0,10.4,45.9,56.3,-1,7,"45.4075003459669","-73.9169645299374",272160.808,5029813.7899
"LSL-19","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Parc Kelso","parc Kelso, inters. rue Sainte-Anne et rue Perrault","Q","Q","LSL-19   Parc Kelso",2024-06-25T08:22:47,,"         21.2",94,7.1,"=",26,0,10.4,45.9,56.3,-1,7,"45.4022502581518","-73.9460300021975",269882.3843,5029242.5574
"LSL-21","Lac Saint-Louis","Sainte-Anne-de-Bellevue","Parc Godin","parc Godin, extrémité de la rue Grier","Q","Q","LSL-21   Parc Godin",2024-06-25T08:09:51,,"         20.7",133,7,"=",1000,0,10.4,45.9,56.3,-1,7,"45.4076323134425","-73.9569430438561",269031.4499,5029845.451
"LSL-4","Lac Saint-Louis","Lachine","Parc Summerlea","parc Summerlea, inters. du boul. St-Joseph et de la 53e av.","Q","Q","LSL-4   Parc Summerlea",2024-06-25T10:40:00,,"         22.0",242,8.2,"=",900,0,10.4,45.9,56.3,-1,7,"45.4376194743099","-73.7156650077066",287927.1253,5033098.9465
"LSL-5.5","Lac Saint-Louis","Dorval","Traversier de l'île Dorval","embarcadère du traversier de l'Île Dorval, extrémité de l'av. Dorval","Q","Q","LSL-5.5   Traversier de l'île Dorval",2024-06-25T10:18:27,,"         21.6",210,8.1,"=",150,0,10.4,45.9,56.3,-1,7,"45.4376373356841","-73.739355679223",286073.6562,5033106.1752
"LSL-6.5","Lac Saint-Louis","Dorval","Parc Pine Beach","parc Pine Beach (amont), inters. ch. du Bord-du-Lac et av. St-Louis","Q","Q","LSL-6.5   Parc Pine Beach",2024-06-25T10:09:56,,"         21.9",227,8.3,">",6000,0,10.4,45.9,56.3,-1,7,"45.4396869459855","-73.7630810645854",284218.2111,5033339.7455
"LSL-9","Lac Saint-Louis","Pointe-Claire","Parc Stewart","parc Stewart, ch. du Bord-du-Lac, à l'ouest de la rue Stewart","Q","Q","LSL-9   Parc Stewart",2024-06-25T09:42:15,,"         21.4",175,7.9,"=",1300,0,10.4,45.9,56.3,-1,7,"45.433971140631","-73.8073810149152",280750.0373,5032716.846
"IBIZ-11.5","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Terrasse Martin","extrémité de la terrasse Martin (segment ouest) ","Q","Q","IBIZ-11.5   Terrasse Martin",2024-06-27T09:35:54,,"         21.3",110,7.4,"=",190,9.4,3.1,0,12.5,0,7,"45.5077894266919","-73.9097512296839",272782.26,5040955.971
"IBIZ-15","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Parc Terrasse-Sacré-Coeur","parc Terrasse-Sacré-Coeur, tsse Sacré-Coeur, entre les rues Roy et Paquin","Q","Q","IBIZ-15   Parc Terrasse-Sacré-Coeur",2024-06-27T10:18:04,,"         21.7",95,7.3,"=",180,9.6,3.1,0,12.7,0,7,"45.4803444127321","-73.8796408995944",275120.6515,5037894.4369
"IBIZ-2","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","Parc Denis-Benjamin-Viger","parc Denis-Benjamin-Viger, extrémité de la rue St-Pierre","Q","Q","IBIZ-2   Parc Denis-Benjamin-Viger",2024-06-27T08:45:47,,"         21.6",96,7.2,"=",200,9.4,3.1,0,12.5,0,7,"45.4888776849405","-73.8682091986487",276018.6979,5038838.5816
"IBIZ-7","Marécage de l'île Bizard (parc-nature du Cap-Saint-Jacques)","L'Île-Bizard-Sainte-Geneviève","P-n Bois-de-l'Île-Bizard (sect. Les rapides)","p-n du Bois-de-l'Île-Bizard, sect. Les rapides, extrémité de la rue Patenaude","Q","Q","IBIZ-7   P-n Bois-de-l'Île-Bizard (sect. Les rapides)",2024-06-27T09:14:08,,"         21.4",95,7.4,"=",76,9.4,3.1,0,12.5,0,7,"45.5186085970379","-73.8639167409405",276369.1896,5042141.0632
