Numero_accreditation,Nom_employeur,Adresse_employeur,Nom_association,Sigle_du_syndicat,Statut_arret_de_travail,Secteur_activite_economique,Code_activite_economique,Region_administrative,Nombre_de_travailleurs_touches,Nombre_jours_personnes_perdus_depuis_debut_arret_travail,Date_de_debut_arret_de_travail,Date_de_fin_arret_de_travail,Date_expiration_derniere_convention_collective,Duree_en_jours_civils 
AM10048464,Hôtels Harilela ltée,1501 avenue McGill College 26e étage Montréal H3A3N9,Syndicat québécois des employées et employés de service section locale 298 ,FTQ,Grève,Hébergement,9111,Montréal,57,1257,2001-03-16,2001-04-06,,22
AQ10034269,Arcelormittal Mines Canada inc.,30 route 138  Port-Cartier G5B2H3,Syndicat des Métallos section locale 8664,FTQ,Lock-out,Mines,617,Côte-Nord,161,6780,2001-03-19,2001-04-29,2001-02-28,42
AQ10034270,Arcelormittal Mines Canada inc.,30 route 138  Port-Cartier G5B2H3,Syndicat des Métallos section locale 7401,FTQ,Lock-out,Mines,617,Côte-Nord,101,4230,2001-03-19,2001-04-29,2001-02-28,42
AQ10034271,Arcelormittal Mines Canada inc.,30 route 138  Port-Cartier G5B2H3,Syndicat des Métallos section locale 7401,FTQ,Lock-out,Mines,617,Côte-Nord,13,540,2001-03-19,2001-04-29,2001-02-28,42
AQ10034272,Arcelormittal Mines Canada inc.,30 route 138  Port-Cartier G5B2H3,Syndicat des Métallos section locale 5778,FTQ,Lock-out,Mines,617,Côte-Nord,934,39240,2001-03-19,2001-04-29,2001-02-28,42
AM10027867,Grantech inc.,1079 chemin de Chambly bureau 201  Longueuil J4H3M7,Syndicat des travailleuses et travailleurs de Grantech ,CSN,Grève,Industries des produits minéraux non métalliques,3599,Montérégie,17,1275,2001-03-20,2001-07-08,2000-12-31,111
AM10047212,Gestion Le clair matin de Longueuil inc.,70 rue Lévis  Longueuil J4H4C2,Syndicat des travailleuses et travailleurs des résidences et centres d'hébergement privés de la Montérégie ,CSN,Grève,Services de santé et services sociaux,8627,Montérégie,16,1757,2001-03-20,2001-07-04,1998-09-30,107
AM10028525,Fabrication Fibres inc.,550 boulevard Normandie  Saint-Jean-sur-Richelieu J3B4W9,Syndicat des Métallos section locale 9414,FTQ,Grève,Industries textiles de première transformation,1823,Montérégie,47,1791,2001-03-22,2001-04-28,2000-11-27,38
AM10014470,Camco inc.,5781 rue Notre-Dame Est  Montréal,Syndicat canadien des communications de l'énergie et du papier (CTC) - Section locale 504,FTQ,Grève et lock-out,Industries des produits électriques et électroniques,3321,Montréal,42,2100,2001-03-30,2001-06-11,2001-03-04,74
AM10014474,Camco inc.,5781 rue Notre-Dame Est  Montréal,Le Syndicat canadien des communications de l'énergie et du papier (CTC) - section locale 501,FTQ,Grève et lock-out,Industries des produits électriques et électroniques,3321,Montréal,807,39543,2001-03-30,2001-06-11,2001-03-04,74
AM10023767,Stella-Jones inc.,3100 boulevard de la Côte-Vertu bureau 300  Saint-Laurent H4R2J8,Unifor section locale 122,FTQ,Grève,Industries du bois,2591,Montérégie,72,648,2001-04-04,2001-04-17,2001-02-28,14
AQ10048181,Centre du camion Freightliner Chicoutimi inc.,1910 boulevard Saint-Paul  Chicoutimi G7H5E8,Syndicat démocratique des employés de garage Saguenay Lac St-Jean ,CSD,Grève,"Commerces de gros de véhicules automobiles, pièces et accessoires",5512,Saguenay--Lac-Saint-Jean,11,817,2001-04-06,2001-07-05,,91
AQ10048296,Centre du camion Freightliner Chicoutimi inc.,1910 boulevard Saint-Paul  Chicoutimi G7H5E8,Syndicat démocratique des employés de garage Saguenay Lac St-Jean ,CSD,Grève,"Commerces de gros de véhicules automobiles, pièces et accessoires",5512,Saguenay--Lac-Saint-Jean,8,629,2001-04-06,2001-07-05,,91
AM10014472,Camco inc.,5781 rue Notre-Dame Est  Montréal,Le Syndicat canadien des communications de l'énergie et du papier (CTC) - section locale 533,FTQ,Grève,Commerces de gros d'articles ménagers,5411,Montréal,12,60,2001-04-09,2001-04-17,2001-03-04,9
AQ10036521,Gouvernement du Québec Ministère de la Sécurité publique,Division des relations professionnelles Tour du Saint-Laurent 2525 boulevard Laurier 6e étage Québec QC G1V2L2,Syndicat des agents de la paix en services correctionnels du Québec ,CSN,Grève,Services de l'administration provinciale,8222,Toutes les régions,1250,1250,2001-04-09,2001-04-09,1998-12-31,1
AQ10048716,Supermarchés G.P. inc.,750 avenue  du Phare Ouest  Matane G4W3W8,Syndicat des travailleurs(euses) du supermarché G.P. Matane ,CSN,Grève et lock-out,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Bas-Saint-Laurent,46,325,2001-04-11,2001-04-17,2000-09-07,7
AQ10035469,Association des manufacturiers  de bois de sciage du Québec,1175 avenue Lavigerie Bureau 200 Sainte-Foy G1V4P1,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 503,FTQ,Grève,Associations,9821,Capitale-Nationale,9,265,2001-04-30,2001-06-11,2000-09-30,43
AQ10042090,Club de golf Saint-Laurent (1992) inc.,2383 chemin Sainte-Foy bureau 201  Québec G1V1T1,Union des employés et employées de service section locale 800,FTQ,Grève et lock-out,Services de divertissements et de loisirs,9651,Capitale-Nationale,16,11612,2001-04-30,2003-05-08,2000-12-31,739
AM10030155,Commission scolaire de Montréal,3737 rue Sherbrooke Est  Montréal H1X3B3,Alliance des professeures et professeurs de Montréal (FAE),Indépendant,Grève,Services d'enseignement,8511,Montréal,85,42,2001-05-08,2001-05-08,2002-06-30,1
AQ10046237,Club de golf Baie-Comeau inc.,1700 rue de Bretagne  Baie-Comeau G5C3S3,Syndicat des travailleurs et travailleuses  du Club de golf Baie-Comeau ,CSN,Grève,Services de divertissements et de loisirs,9651,Côte-Nord,23,537,2001-05-10,2001-06-02,,24
AC10044538,Association des constructeurs de routes et grands travaux du Québec,435 rue Grande Allée Est  Québec G1R2J5,CSN-Construction le Conseil provincial du Québec des métiers de la construction (International) CSD-Construction FTQ-Construction et le Syndicat Québécois de la Construction (SQC).,Indépendant,Grève,"Constructeurs, promoteurs et entrepreneurs généraux",4035,Toutes les régions,15000,75000,2001-05-23,2001-05-29,2001-04-30,7
AQ10042157,Sobeys Québec inc. (Magasin No. 448 Baie-Comeau),1500 rue de Bretagne  Baie-Comeau G5C3S9,Syndicat des travailleurs et travailleuses de Sobey's de Baie-Comeau ,CSN,Grève,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Côte-Nord,100,6200,2001-05-27,2001-07-27,2000-12-31,62
AQ10032435,Société des traversiers du Québec,250 rue Saint-Paul  Québec G1K9K9,Le Syndicat international des marins canadiens,FTQ,Grève,Transports,4542,Bas-Saint-Laurent,17,174,2001-05-28,2001-07-05,2000-06-30,39
AR10048556,Association des entrepreneurs de services d'édifices Québec inc.,180 Montée de Liesse  Saint-Laurent H4T1N7,Union des employés et employées de service section locale 800,FTQ,Grève,Autres services,9953,Plus d'une région,3750,22500,2001-05-29,2001-06-03,2000-09-04,6
AM10026857,Les industries Poly inc.,511 rue Rachel Est  Montréal H2J2H3,Unifor section locale 145,FTQ,Grève,Services aux entreprises,7796,Montréal,15,15,2001-05-30,2001-05-30,1999-10-19,1
AQ10040291,Confection Sport Ans inc.,326 rue de Bigarré Victoriaville  (Québec)  G6P4Z2,Syndicat des salariés de confection sport Ans ,CSD,Grève,Industries de l'habillement,2446,Centre-du-Québec,140,21840,2001-05-30,2002-01-08,2000-11-06,224
AQ10032438,Société des traversiers du Québec,109 rue Dalhousie  Québec G1K9A1,Le Syndicat international des marins canadiens,FTQ,Grève,Transports,4542,Côte-Nord,39,38,2001-06-01,2001-06-01,2000-06-30,1
AM10029490,Séchoirs Outaouais inc.,800 route 323 Nord Case postale 220 Montebello J0V1L0,Syndicat des travailleuses et travailleurs du Séchoir de l'Outaouais ,CSN,Grève,"Commerces de gros des articles de quincaillerie, de matériel de plomberie et de chauffage et des matériaux de construction",5631,Outaouais,74,1332,2001-06-06,2001-07-03,2000-11-29,28
AQ10032620,Shermag inc.,510 rue Saint-François  Disraeli G0N1E0,Syndicat du meuble de Disraéli,Indépendant,Lock-out,Industries du meuble et des articles d'ameublement,2611,Chaudière-Appalaches,184,3864,2001-06-07,2001-07-09,2001-04-21,33
AQ10048723,Famous Players limited partnership,352 rue Emery bureau 500 Montréal H2X1J1,Alliance internationale des employés de scène de théâtre techniciens de l'image artistes et métiers connexes des États-Unis ses territoires et du Canada section locale 523 Québec,FTQ,Grève,Services de divertissements et de loisirs,9621,Capitale-Nationale,2,11,2001-06-07,2001-06-12,,6
AM10008792,Centre communautaire juridique de l'Estrie,225 rue King Ouest  bureau 234  Sherbrooke J1H1P8,Syndicat des Avocates et Avocats de l'Aide Juridique de l'Estrie (le),Indépendant,Grève,Services aux entreprises,7761,Estrie,24,36,2001-06-08,2001-06-19,1998-06-30,12
AM10009282,Marché Bel-Air inc.,180 rue Beaudry Nord  Joliette J6E6A6,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 500,FTQ,Grève,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Lanaudière,96,2989,2001-06-08,2001-07-08,2000-10-31,31
AQ10034613,Centre communautaire juridique de la Côte-Nord,690 boulevard Laure bureau 72  Sept-Îles G4R4N8,Syndicat des Avocats de l'Aide Juridique de la Cote-Nord,CSN,Grève,Services aux entreprises,7761,Côte-Nord,10,15,2001-06-08,2001-06-21,1993-06-30,14
AQ10038952,Industries Caron (Meubles) inc.,45 4e Rue Case postale 100  Montmagny G5V3S3,Fraternité nationale des forestiers et travailleurs d'usines (Section locale 299),FTQ,Grève et lock-out,Industries du meuble et des articles d'ameublement,2699,Chaudière-Appalaches,106,2226,2001-06-08,2001-07-29,2000-10-31,52
AQ10039161,Siemens Canada ltée,1500 rue Janelle Drummondville (Québec) J2C3E5,Unifor,FTQ,Grève,Industries des produits électriques et électroniques,3372,Centre-du-Québec,220,3080,2001-06-11,2001-06-30,2001-02-13,20
AQ10050241,Poutrelles Delta inc.,1270 2e Rue  Sainte-Marie G6E1G8,Syndicat des Métallos section locale 9599,FTQ,Lock-out,Industries de la fabrication des produits métalliques (sauf les industries de la machinerie et du matériel de transport),3029,Chaudière-Appalaches,112,560,2001-06-11,2001-06-17,2001-01-31,7
AM10010609,Société de transport de Laval,2250 avenue Francis-Hughes  Laval H7S2C3,Syndicat des employés d'entretien de la  Société de transport de Laval ,CSN,Grève,Transports,4571,Laval,74,73,2001-06-13,2001-06-13,1999-07-31,1
AQ10049552,Prémoulé inc.,2375 avenue Dalton bureau 200  Québec G1P3S3,Syndicat des travailleurs du stratifié Prémoulé ,CSN,Grève,Industries du bois,2542,Capitale-Nationale,181,181,2001-06-14,2001-06-14,2000-10-01,1
AM10048664,Novexco inc.,1805 autoroute Laval Ouest  Laval H7L3W3,Syndicat national de l'automobile de l'aérospatiale du transport et des autres travailleurs et travailleuses du Canada (TCA-Canada),FTQ,Grève,Commerces de gros de produits divers,5922,Laval,37,222,2001-06-15,2001-06-25,2000-05-31,11
AM10047176,Fenêtres Robert inc.,59 chemin Labrie  Saint-François-Xavier-de-Brompton J0B2V0,Syndicat des travailleuses et travailleurs de Robert  et Robert - Division Spectral ,CSN,Lock-out,Industries du bois,2543,Estrie,25,675,2001-06-21,2001-07-31,,41
AQ10041484,Centre communautaire juridique du Saguenay Lac St-Jean,267 rue Racine Est  Chicoutimi G7H5L4,Syndicat des avocats de la Corporation de l'aide juridique du Saguenay-Lac St-Jean,Indépendant,Grève,Services aux entreprises,7761,Saguenay--Lac-Saint-Jean,12,6,2001-06-21,2001-06-21,1998-06-30,1
AM10049289,GSC Technologie Corp.,260 rue Lord  Napierville J0J1L0,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 501 ,FTQ,Grève,Industries des produits en matière plastique,1661,Montérégie,50,50,2001-06-22,2001-06-25,,4
AM10024279,"6036945 Canada inc., 6036961 Canada inc.,",4150 rue Sherbrooke Ouest bureau 400 Westmount H3Z1C2,Syndicat des employé-e-s du Complexe La Cité ,CSD,Grève,Services immobiliers (sauf les lotisseurs),7512,Montréal,68,882,2001-06-26,2001-07-08,2000-11-30,13
AM10008046,Claude Neon limitée,1855 boulevard Hymus  Dorval H9P1J8,Vitriers travailleurs du verre section locale 1135 de la Fraternité internationale des peintres et métiers connexes,FCT,Lock-out,Autres industries manufacturières,3971,Mauricie,60,840,2001-07-01,2001-07-19,2001-02-28,19
AM10010214,Ratiopharm inc.,17800 rue Lapointe  Mirabel J7J1P3,Syndicat national de l'automobile de l'aérospatiale du transport et des autres travailleurs et travailleuses du Canada (TCA-Canada),FTQ,Grève,Industries chimiques,3741,Laurentides,112,2464,2001-07-04,2001-10-16,2001-04-30,105
AM10025586,Aliments Old Dutch Foods ltée,2100 rue Norman  Lachine H8S1B1,Syndicat international des travailleurs et travailleuses de la boulangerie confiserie tabac et meunerie section locale 550 (FAT COI CTC FTQ),FTQ,Grève,Industries des aliments,1093,Montréal,180,1980,2001-07-06,2001-07-22,2001-06-30,17
AQ10040572,"Loblaws inc., faisant affaires sous Provigo",400 avenue Sainte-Croix  Saint-Laurent H4N3L4,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 500,FTQ,Grève,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Bas-Saint-Laurent,55,5005,2001-07-13,2001-10-11,2001-04-02,91
AM10019204,L'Armée du Salut (Service de recyclage de Montréal),1620 rue Notre-Dame Ouest  Montréal H3J1M1,Teamsters Québec section locale 106,FTQ,Grève,Autres services publics,4999,Montréal,21,420,2001-07-16,2001-08-12,2001-01-21,28
AQ10045261,Technipaint inc.,3750 rue de l'Aéroport  Trois-Rivières G9A5E1,Association internationale des  machinistes et des travailleurs de  l'aérospatiale district 11,FTQ,Lock-out,"Commerces de détail des véhicules automobiles, pièces et accessoires",6352,Mauricie,50,200,2001-07-17,2001-07-22,2001-04-30,6
AQ10049383,Gestion Guy Vachon inc.,1145 rue du Centenaire  Saint-Agapit G0S1Z0,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 503,FTQ,Grève,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Chaudière-Appalaches,14,192,2001-07-17,2001-08-03,,18
AM10009684,Ville de La Prairie,170 boulevard Taschereau bureau 400  La Prairie J5R5H6,Syndicat canadien de la fonction publique section locale 4503,FTQ,Grève,Services des administrations locales,8351,Montérégie,27,270,2001-07-23,2001-08-05,2000-12-31,14
AM10009690,Ville de La Prairie,170 boulevard Taschereau bureau 400  La Prairie J5R5H6,Syndicat canadien de la fonction publique section locale 309,FTQ,Grève,Services des administrations locales,8351,Montérégie,22,220,2001-07-23,2001-08-05,2000-12-31,14
AQ10034282,Transport Jean-Guy Fortin ltée Transport Bernard Fortin inc.  Les entreprises forestières Lac St-Jean inc.,85 rue Principale  Lamarche G0W1X0,Syndicat des travailleurs de Transport Jean-Guy Fortin ltée ,CSN,Grève,Transports,4565,Saguenay--Lac-Saint-Jean,30,60,2001-07-25,2001-07-26,2000-11-30,2
AM10021840,Canadian Hat Mfg Corp et/ou Chapellerie canadienne inc.,4810 rue Jean-Talon Ouest bureau 409  Montréal H4P2N5,Teamsters Québec section locale 1999,FTQ,Grève,Industries de l'habillement,2497,Montréal,14,84,2001-08-01,2001-08-08,2001-02-15,8
AQ10032680,Services minéraux industriels inc.,3400 chemin du Columbium  Saint-Honoré G0V1L0,Syndicat des Métallos section locale 8432,FTQ,Grève,Mines,629,Saguenay--Lac-Saint-Jean,101,912,2001-08-01,2001-08-09,2001-04-30,9
AQ10032777,Supermarché A. Gagnon inc.,8032 avenue des Églises suite 200  Charny G6X1X7,Travailleurs et travailleuses unis de l'alimentation et du commerce section locale 503,FTQ,Grève et lock-out,"Commerces de détail des aliments, boissons, médicaments et tabac",6011,Chaudière-Appalaches,44,1594,2001-08-01,2001-09-05,2001-01-30,36
AQ10044010,Services minéraux industriels inc.,3400 chemin du Columbium  Saint-Honoré G0V1L0,Syndicat des Métallos section locale 8432,FTQ,Grève,Mines,629,Saguenay--Lac-Saint-Jean,28,250,2001-08-01,2001-08-09,2001-04-30,9
AQ10032876,Produits Alba inc.,331 7e Avenue  Dolbeau G8L1Y8,Syndicat national des employés des Calcites du Nord ltée,CSD,Grève,Industries des produits minéraux non métalliques,3599,Saguenay--Lac-Saint-Jean,82,123,2001-08-08,2001-08-09,2001-07-06,2
AM10020894,Zuritt Corporation limitée,2400 boulevard Jean-Jacques-Cossette  Val-d'Or J9P6Y5,Syndicat des Métallos section locale 4796,FTQ,Grève,Autres services,9941,Abitibi-Témiscamingue,7,441,2001-08-09,2001-11-06,2000-09-30,90
AM10048630,Sherbus ltée,5500 rue Notre-Dame Ouest Montréal (Québec)  H4C1V1,Union des employés et employées de service section locale 800,FTQ,Grève,Transports,4574,Montréal,21,428,2001-08-10,2001-08-29,2000-08-17,20
AM10016045,Coinamatic Canada inc.,2920 rue Joseph-A.-Bombardier  Laval H7P6E3,Syndicat des travailleurs de Coinamatic ,CSD,Grève,"Commerces de gros de machines, matériel et fournitures",5792,Montréal,29,1914,2001-08-14,2001-11-15,2001-06-30,94
,Secrétariat du conseil du Trésor du Canada (Juridiction fédérale),140 rue O'Connor 9ème étage tour est Ottawa (Ontario) K1A 0R5 ,Alliance de la Fonction publique du Canada,FTQ,Grève,Services de l'administration fédérale,8152,Québec plus autre(s) province(s),13000,27300,2001-08-15,2001-09-11,,28
AQ10049571,Ville de Saint-Nicéphore,4677 rue Traversy  Saint-Nicéphore J2A2G2,Syndicat des travailleuses et travailleurs municipaux de la région de Drummondville ,CSN,Grève et lock-out,Services des administrations locales,8351,Centre-du-Québec,8,688,2001-09-14,2002-01-22,2000-12-31,131
AM10015583,"Carrière de Montréal Est, Division de Lafarge Canada inc.",4000 rue Hickmore  Saint-Laurent H4T1K2,Syndicat des employés de Lafarge  division de Lafarge Canada inc. Montréal-Est,CSN,Grève,Carrières et sablières,821,Montréal,23,552,2001-09-20,2001-10-24,2001-09-15,35
