"rescode","resgroupe","rescodetitre","restitre","resentreefonction","resnom","resprenom","resestvacant"
"96010","Conseiller","005B","Conseillère n° 5","2017-10-06","Michaud","Danielle","non"
"96010","Responsable","203C","Adjointe administrative","2017-09-12","Theriault","Ketty","non"
"96010","Présidence","307A","Président comité consult. urbanisme","1900-01-01","","","oui"
"96025","Conseiller","001A","Conseiller n° 1","2021-11-07","","","oui"
"96025","Conseiller","004A","Conseiller n° 4","2021-11-07","","","oui"
"96025","Mairie","000A","Maire","2021-11-07","","","oui"
"96025","Conseiller","002A","Conseiller n° 2","2021-11-07","","","oui"
"96025","Présidence","307A","Président comité consult. urbanisme","2015-07-06","Cassista","Jean-Claude","non"
"96025","Conseiller","003A","Conseiller n° 3","2013-11-03","Lafontaine","Dany","non"
"96025","Conseiller","005A","Conseiller n° 5","2015-06-15","Beaudin","Jeannot","non"
"96025","Conseiller","006A","Conseiller n° 6","2013-11-03","Ferland","Jacques","non"
"96025","Responsable","205A","Greffier-trésorier","2019-05-06","Matte","Christian","non"
"96025","Direction","209A","Directeur général","2019-05-06","Matte","Christian","non"
"96025","Direction","215A","Directeur/Chef brigade des pompiers","2020-01-01","Gosselin","Éric","non"
"96025","Responsable","242A","Inspecteur destr. mauvaises herbes","2012-09-10","Métivier","Annie","non"
"96025","Responsable","243B","Inspectrice municipale et de voirie","2012-09-10","Métivier","Annie","non"
"96025","Responsable","244A","Resp. règl. rel. install. septiques","2012-09-10","Métivier","Annie","non"
"96025","Responsable","246A","Resp. émission permis/certif. mun.","2012-09-10","Métivier","Annie","non"
"96030","Direction","215C","Directeur serv. sécurité incendie","2019-01-01","Beaudet","Philippe","non"
"96030","Présidence","307B","Présidente com. consult. urbanisme","2020-01-14","Fleurant","Denyse","non"
"96030","Mairie","000A","Maire","2021-04-12","Normand","Julien","non"
"96030","Conseiller","005A","Conseiller n° 5","2022-09-27","Bissonnette","Normand","non"
"96030","Conseiller","004A","Conseiller n° 4","2022-10-28","Bouchard","Jocelyne","non"
"96030","Responsable","243A","Inspecteur municipal et de voirie","2021-12-02","T.-Hovington","Dany","non"
"96030","Direction","304G","Coordonnatrice des loisirs","2022-09-22","Gagnon","Caroline","non"
"96030","Conseiller","003A","Conseiller n° 3","2021-10-01","Gauthier","Jean-François","non"
"96030","Conseiller","001A","Conseiller n° 1","2021-10-01","Leblanc","Robert","non"
"96030","Conseiller","006A","Conseiller n° 6","2021-10-01","Cardinal","Denis","non"
"96030","Conseiller","002A","Conseiller n° 2","2021-11-07","Jean","Georges","non"
"96030","Responsable","205B","Greffière-trésorière","1993-05-11","Hovington","Dania","non"
"96030","Direction","209B","Directrice générale","1993-07-19","Hovington","Dania","non"
"96030","Direction","223B","Coordonnatrice mesures d'urgence","1993-07-19","Hovington","Dania","non"
"96030","Responsable","242A","Inspecteur destr. mauvaises herbes","2003-09-29","Whissel","Maxime","non"
"96030","Responsable","244A","Resp. règl. rel. install. septiques","2003-09-29","Whissel","Maxime","non"
"96030","Responsable","246A","Resp. émission permis/certif. mun.","2003-09-29","Whissel","Maxime","non"
"96035","Responsable","243B","Inspectrice municipale et de voirie","2022-08-02","","","oui"
"96035","Responsable","248B","Inspectrice en bâtiment","2020-06-01","Synnett","Diane","non"
"96035","Direction","304A","Responsable des loisirs","2022-01-01","Charette","Jessy","non"
"96035","Conseiller","003B","Conseillère n° 3","2021-11-07","Desbiens","Isabelle","non"
"96035","Conseiller","004A","Conseiller n° 4","2021-11-07","Tremblay","Billy","non"
"96035","Mairie","111B","Mairesse suppléante","2023-10-16","Jean","Sabrina","non"
"96035","Conseiller","005B","Conseillère n° 5","2021-10-01","Jean","Sabrina","non"
"96035","Conseiller","002A","Conseiller n° 2","2023-06-10","Tremblay","Keven","non"
"96035","Conseiller","001B","Conseillère n° 1","2017-11-05","Guay","Julie","non"
"96035","Mairie","000A","Maire","2023-03-06","Malouin","Christian","non"
"96035","Conseiller","006A","Conseiller n° 6","2009-11-01","Desbiens","Éric","non"
"96035","Responsable","205A","Greffier-trésorier","2006-07-17","Tanguay","Rick","non"
"96035","Direction","209A","Directeur général","2006-07-17","Tanguay","Rick","non"
"96035","Direction","223A","Coordonnateur mesures d'urgence","2006-07-17","Tanguay","Rick","non"
"96035","Direction","210B","Directrice générale adjointe","2021-04-26","Leclerc-Hovington","Caroline","non"
"96035","Responsable","208B","Trésorière adjointe","2021-04-26","Leclerc-Hovington","Caroline","non"
"96035","Direction","215C","Directeur serv. sécurité incendie","2019-01-07","Beaudet","Philippe","non"
"96035","Présidence","307A","Président comité consult. urbanisme","2007-02-22","Bouchard","Bertrand","non"
"91010","Responsable","205B","Greffière-trésorière","2021-05-30","Asselin","Catherine","non"
"91010","Direction","209B","Directrice générale","2021-05-30","Asselin","Catherine","non"
"91010","Direction","223B","Coordonnatrice mesures d'urgence","2021-05-30","Asselin","Catherine","non"
"91010","Conseiller","005A","Conseiller n° 5","2021-11-07","Martel","Jean-Denis","non"
"91010","Mairie","000B","Mairesse","2021-11-07","Desbiens","Claire","non"
"91010","Conseiller","002B","Conseillère n° 2","2021-11-07","Desbiens","Claudia","non"
"91010","Conseiller","006B","Conseillère n° 6","2021-10-01","Chrétien","Martine","non"
"91010","Responsable","247A","Inspecteur municipal","2024-04-26","","","oui"
"91010","Responsable","248A","Inspecteur en bâtiment","2022-06-13","Fortin","Jonathan","non"
"91010","Conseiller","001B","Conseillère n° 1","2017-11-05","Desbiens","Annie","non"
"91010","Conseiller","003B","Conseillère n° 3","2017-10-06","Tremblay","Claudia","non"
"91010","Conseiller","004A","Conseiller n° 4","2017-11-05","Brassard","Rémi","non"
"91010","Direction","215A","Directeur/Chef brigade des pompiers","2012-09-18","Potvin","Dany","non"
"91010","Responsable","244A","Resp. règl. rel. install. septiques","1996-10-28","de la Boissière","Françis","non"
"91010","Responsable","246A","Resp. émission permis/certif. mun.","1996-10-28","de la Boissière","Françis","non"
"91010","Direction","315C","Resp. rés. aqueduc, égouts et ass.","2020-05-13","Gaudreault","François","non"
"91010","Direction","305A","Responsable des travaux publics","2020-05-13","Gaudreault","François","non"
"92015","Direction","223A","Coordonnateur mesures d'urgence","2023-08-21","Desrosiers","Sébastien","non"
"92015","Responsable","205A","Greffier-trésorier","2023-08-21","Desrosiers","Sébastien","non"
"92015","Direction","209A","Directeur général","2023-08-21","Desrosiers","Sébastien","non"
"92015","Conseiller","002B","Conseillère n° 2","2021-11-07","Chiasson","Michel","non"
"92015","Conseiller","006B","Conseillère n° 6","2021-10-01","Routhier","Anny-Pier","non"
"92015","Conseiller","005A","Conseiller n° 5","2021-10-01","Boulianne","Rogatien","non"
"92015","Conseiller","001A","Conseiller n° 1","2021-11-07","Boudreault","Pierre","non"
"92015","Conseiller","004A","Conseiller n° 4","2024-04-12","Claude","Kenty","non"
"92015","Mairie","000B","Mairesse","2017-11-05","Lamontagne","Denise","non"
"92015","Conseiller","003A","Conseiller n° 3","2009-11-01","Allard","Berthold","non"
"92015","Présidence","307A","Président comité consult. urbanisme","2013-03-01","Gagnon","Harold","non"
"93025","Conseiller","003A","Conseiller n° 3","2024-04-05","Boily","Sylvain","non"
"93025","Responsable","246A","Resp. émission permis/certif. mun.","2024-04-27","","","oui"
"93025","Responsable","242A","Inspecteur destr. mauvaises herbes","2024-04-27","","","oui"
"93025","Direction","304A","Responsable des loisirs","2023-10-21","","","oui"
"93025","Responsable","243A","Inspecteur municipal et de voirie","2022-12-31","","","oui"
"93025","Conseiller","004B","Conseillère n° 4","2021-10-01","Blackburn","Mylène","non"
"93025","Conseiller","006B","Conseillère n° 6","2021-10-01","Paquette","Lily","non"
"93025","Conseiller","001B","Conseillère n° 1","2021-10-01","Vaillancourt","Émilie","non"
"93025","Mairie","000A","Maire","2021-11-07","Claveau","Michel","non"
"93025","Présidence","307B","Présidente com. consult. urbanisme","2021-12-20","Côté","Robin","non"
"93025","Conseiller","002A","Conseiller n° 2","2013-11-03","Côté","Robin","non"
"93025","Conseiller","005A","Conseiller n° 5","2009-11-01","Vermette","Pascal","non"
"93025","Responsable","205B","Greffière-trésorière","2019-05-13","Roy","Marie-Ève","non"
"93025","Direction","209B","Directrice générale","2019-05-13","Roy","Marie-Ève","non"
"93025","Direction","223B","Coordonnatrice mesures d'urgence","2019-05-13","Roy","Marie-Ève","non"
"79060","Responsable","248A","Inspecteur en bâtiment","2022-05-07","","","oui"
"79060","Conseiller","004A","Conseiller n° 4","2021-11-07","Bruneau","Guy","non"
"79060","Mairie","000A","Maire","2021-11-07","Chouinard","Michel","non"
"79060","Conseiller","002B","Conseillère n° 2","2021-10-01","Labelle","Marie Claude","non"
"79060","Conseiller","006B","Conseillère n° 6","2022-10-18","Labrosse","Martine","non"
"79060","Conseiller","001B","Conseillère n° 1","2023-07-28","Roussy","Stéphane","non"
"79060","Conseiller","003A","Conseiller n° 3","2017-10-06","Gravel","Pierre","non"
"79060","Conseiller","005A","Conseiller n° 5","2013-11-03","Allard","Jean-Pierre","non"
"79060","Responsable","203C","Adjointe administrative","2014-10-06","Breton","Nathalie","non"
"79060","Responsable","205A","Greffier-trésorier","1980-08-04","Gagnon","Richard","non"
"79060","Responsable","243A","Inspecteur municipal et de voirie","1980-08-01","Gagnon","Richard","non"
"79060","Responsable","246A","Resp. émission permis/certif. mun.","1980-08-04","Gagnon","Richard","non"
"79060","Direction","209A","Directeur général","2002-05-06","Gagnon","Richard","non"
"79060","Présidence","307A","Président comité consult. urbanisme","1900-01-02","Painchaud","Pierre","non"
"35040","Mairie","000B","Mairesse","2021-11-07","Clément","Caroline","non"
"35040","Conseiller","001A","Conseiller n° 1","2021-11-07","Coydon","Jean-Claude","non"
"35040","Conseiller","004B","Conseillère n° 4","2021-11-07","Demers Toutant","Doriane","non"
"35040","Conseiller","002B","Conseillère n° 2","2021-11-07","Monniez Muller","Martine","non"
"35040","Conseiller","003A","Conseiller n° 3","2013-11-03","Harnois","Frédéric","non"
"35040","Conseiller","005A","Conseiller n° 5","2017-10-06","Lemay","Jacques","non"
"35040","Conseiller","006A","Conseiller n° 6","2017-11-05","Sesena","Michel","non"
"35040","Responsable","205A","Greffier-trésorier","2012-03-30","Beauséjour","Pierre","non"
"35040","Responsable","243A","Inspecteur municipal et de voirie","1989-03-01","Paquette","Alain","non"
"35040","Responsable","244A","Resp. règl. rel. install. septiques","1989-03-01","Paquette","Alain","non"
"35040","Responsable","246A","Resp. émission permis/certif. mun.","1989-03-01","Paquette","Alain","non"
"35040","Direction","305A","Responsable des travaux publics","1989-03-01","Paquette","Alain","non"
"35040","Présidence","307A","Président comité consult. urbanisme","2001-11-04","Rhéaume","Alain","non"
"99075","Mairie","000A","Maire","2018-11-07","Ittoshat","Anthony","non"
"99075","Conseiller","002B","Conseillère n° 2","2018-11-07","Angatookalook","Mary Hannah","non"
"99075","Conseiller","004B","Conseillère n° 4","2018-11-07","Hunter","Jennifer","non"
"99075","Conseiller","001B","Conseillère n° 1","2018-11-07","Fleming","Cora","non"
"99075","Mairie","111B","Mairesse suppléante","2018-11-07","Fleming","Cora","non"
"99075","Responsable","101B","Conseillère régionale","2012-11-07","Kitishimik","Parsa","non"
"99075","Conseiller","003A","Conseiller n° 3","2018-11-07","Inukpuk","Lucassie","non"
"99075","Conseiller","005B","Conseillère n° 5","2018-11-07","Cookie","Rhoda","non"
"99075","Conseiller","006B","Conseillère n° 6","2018-11-07","Weetaltuk","Serena","non"
"99075","Responsable","205C","Secrétaire-trésorier","1986-07-30","Roussel","Pierre","non"
"99080","Mairie","000B","Mairesse","2015-11-26","Tookalook","Louisa","non"
"99080","Conseiller","001A","Conseiller n° 1","2015-11-26","Crow","Jobie","non"
"99080","Conseiller","002B","Conseillère n° 2","2015-11-26","Kumarluk","Lucy","non"
"99080","Conseiller","003A","Conseiller n° 3","2015-11-26","Niviaxie","Alec","non"
"99080","Conseiller","004A","Conseiller n° 4","2015-11-26","Niviaxie","Jack","non"
"99080","Conseiller","005B","Conseillère n° 5","2015-11-26","Tookalook","Kina","non"
"99080","Conseiller","006A","Conseiller n° 6","2015-11-26","Tooktoo","Charlie","non"
"99080","Responsable","101A","Conseiller régional","2015-06-12","Tooktoo","Charlie","non"
"99080","Mairie","111A","Maire suppléant","2015-06-12","Tooktoo","Charlie","non"
"99080","Responsable","205C","Secrétaire-trésorier","1997-11-01","Nuktie","Sam","non"
"99085","Mairie","000A","Maire","2015-11-26","Kasudluak","Pauloosie J.","non"
"99085","Conseiller","001A","Conseiller n° 1","2015-11-26","Echalook","Lucassie","non"
"99085","Conseiller","002A","Conseiller n° 2","2015-11-26","Epoo","Andrew","non"
"99085","Conseiller","003A","Conseiller n° 3","2015-11-26","Kasudluak","Michael","non"
"99085","Conseiller","004A","Conseiller n° 4","2015-11-26","Ningiuk","Joanassie","non"
"99085","Conseiller","005A","Conseiller n° 5","2015-11-26","Pov","Noah","non"
"99085","Conseiller","006A","Conseiller n° 6","2015-11-26","Weetaluktuk","Sarollie","non"
"99085","Responsable","101A","Conseiller régional","2013-11-11","Nowkawalk","Charlie","non"
"99085","Mairie","111A","Maire suppléant","2015-06-12","Nowkawalk","Charlie","non"
"99085","Responsable","205D","Secrétaire-trésorière","1992-01-16","Naktialuk","Caroline","non"
"99090","Mairie","000B","Mairesse","2015-11-26","Snowball","Hilda","non"
"99090","Responsable","101B","Conseillère régionale","2015-06-12","Snowball","Hilda","non"
"99090","Conseiller","001A","Conseiller n° 1","2015-11-26","Annanack","Johnny Sam","non"
"99090","Conseiller","002B","Conseillère n° 2","2015-11-26","Baron","Vinnie","non"
"99090","Conseiller","003B","Conseillère n° 3","2015-11-26","Etok","Nancy","non"
"99090","Conseiller","004B","Conseillère n° 4","2015-11-26","Emudluk","Maggie","non"
"99090","Conseiller","005A","Conseiller n° 5","2015-11-26","Snowball","Norman","non"
"99090","Mairie","111A","Maire suppléant","2015-06-12","Snowball","Norman","non"
"99090","Conseiller","006A","Conseiller n° 6","2015-11-26","Unatweenuk","Sammy","non"
"99090","Responsable","205C","Secrétaire-trésorier","1979-09-15","Annanack","Tommy","non"
"99095","Mairie","000A","Maire","2018-11-13","Koneak","Sammy","non"
"99095","Conseiller","001A","Conseiller n° 1","2018-11-13","Gordon","Allen","non"
"99095","Conseiller","002A","Conseiller n° 2","2015-11-26","Gadbois","Claude","non"
"99095","Conseiller","003A","Conseiller n° 3","2018-11-13","Snowball","Bobby Sr.","non"
"99095","Mairie","111A","Maire suppléant","2018-11-13","Snowball","Bobby Sr.","non"
"99095","Conseiller","004A","Conseiller n° 4","2018-11-13","Watt","Larry","non"
"99095","Conseiller","005A","Conseiller n° 5","2018-11-13","Tukkiapik","Jobie","non"
"99095","Responsable","101A","Conseiller régional","2018-11-13","Tukkiapik","Jobie","non"
