FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT 
"KPJ - KUEHN MALVEZZI / PELLETIER DE FONTENAY / JODOIN LAMARRE PRATTE, SOCIÉTÉ D'ARCHITECTES EN CONSORTIUM / DUPRAS LEDOUX / NCK",100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,INSECTARIUM,1173426004,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 502 967 $, TAXES INCLUSES, POUR LA RÉALISATION DES PLANS ET DEVIS ET LA SURVEILLANCE DES TRAVAUX DE CONSTRUCTION DU PROJET MÉTAMORPHOSE DE L'INSECTARIUM / APPROUVER UN PROJET DE CONVENTION MODIFIANT LA CONVENTION DE SERVICES PROFESSIONNELS KPJ - KUEHN MALVEZZI / PELLETIER DE FONTENAY / JODOIN LAMARRE PRATTE, SOCIÉTÉ D'ARCHITECTES EN CONSORTIUM / DUPRAS LEDOUX / NCK - MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 2 887 273 $ À 3 390 240 $ INCLUANT TOUTES LES TAXES APPLICABLES.",CM17 1323,2017-11-28,502967
CIMA+ S.E.N.C.,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,DIRECTION DE L'EXPLOITATION,1177575002,"ACCORDER UN CONTRAT À CIMA+ S.E.N.C. POUR LES SERVICES PROFESSIONNELS D'AGENTS DE SÉCURITÉ EN SANTÉ ET SÉCURITÉ SUR LES CHANTIERS POUR LE PROJET MIGRATION DU BIODÔME. DÉPENSE MAXIMALE DE 690 429,47 $, TAXES INCLUSES. APPEL D'OFFRES PUBLIC 17-16352 - 5 SOUMISSIONNAIRES.",CM17 1324,2017-11-28,690429
FORTIER AUTO (MONTRÉAL) LTÉE,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1174922020,"ACCORDER UN CONTRAT À « FORTIER AUTO (MONTRÉAL) LTÉE », POUR LA FOURNITURE DE 29 CHÂSSIS-CABINE DE MARQUE FORD POUR UNE SOMME MAXIMALE DE 1 251 790,31 $, TAXES INCLUSES – APPEL D’OFFRES PUBLIC 17-16465 (3 SOUM.).",CM17 1372,2017-12-12,1251790
NEOLECT INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1176294003,"ACCORDER UN CONTRAT À NEOLECT INC. POUR L'EXÉCUTION DES TRAVAUX DE REMPLACEMENT DU MOBILIER D'ÉCLAIRAGE DANS LA RUE SAINT-DENIS ENTRE LES RUES SHERBROOKE ET DU LAOS. - DÉPENSE TOTALE DE 609 196,88 $ TAXES INCLUSES (CONTRAT : 558 430,47 $ INCLUANT 10% DE CONTINGENCES; INCIDENCES : 50 766,41 $) - APPEL D'OFFRES PUBLIC 417410. - 4 SOUMISSIONNAIRES.",CM17 1373,2017-12-12,558430
"DEMIX CONSTRUCTION, UNE DIVISION DU GROUPE CRH CANADA INC.",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231079,"ACCORDER UN CONTRAT À DEMIX CONSTRUCTION, UNE DIVISION DU GROUPE CRH CANADA INC., POUR DES TRAVAUX DE VOIRIE DANS L’ARRONDISSEMENT DE MONTRÉAL-NORD (PCPR 2018). DÉPENSE TOTALE DE 4 643 658,39 $ (CONTRAT: 4 387 658,39 $ + INCIDENCES: 256 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405522 - 7 SOUMISSIONNAIRES",CM17 1374,2017-12-13,4387658
"DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC.",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231061,"ACCORDER UN CONTRAT À DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC., POUR DES TRAVAUX DE VOIRIE DANS L'ARRONDISSEMENT DE SAINT-LÉONARD (PCPR 2018). DÉPENSE TOTALE DE 4 737 346,49 $ (CONTRAT: 4 480 346,49 $ + INCIDENCES: 257 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405510 - 8 SOUMISSIONNAIRES",CM17 1375,2017-12-13,4480346
PAVAGES MÉTROPOLITAN INC,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231078,"ACCORDER UN CONTRAT À PAVAGES MÉTROPOLITAN INC., POUR DES TRAVAUX DE VOIRIE DANS LES ARRONDISSEMENTS DE CÔTE-DES-NEIGES–NOTRE-DAME-DE-GRÂCE ET D'OUTREMONT (PCPR 2018). DÉPENSE TOTALE DE 5 931 911,72 $ (CONTRAT: 5 607 911,72 $ + INCIDENCES: 324 000 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405511 - 7 SOUMISSIONNAIRES",CM17 1376,2017-12-12,5607912
IPL INC.,100% VILLE,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1172937003,"CONCLURE DES ENTENTES-CADRES POUR UNE PÉRIODE DE 60 MOIS POUR L'ACHAT DE BACS ROULANTS DE 240 ET 360 LITRES VERTS POUR LA COLLECTE DES MATIÈRES RECYCLABLES POUR UNE SOMME DE 673 270,61 $, TAXES INCLUSES, ET POUR L'ACHAT DE BACS ROULANTS 660 LITRES VERTS POUR LA COLLECTE DES MATIÈRES RECYCLABLES POUR UNE SOMME DE 142 047,01 $, TAXES INCLUSES / DÉPENSE TOTALE DE 815 317,62 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 17-15249 (1 SOUMISSIONNAIRE POUR CHAQUE CONTRAT)",CM17 1377,2017-12-12,673271
GESTION U.S.D. INC.,100% VILLE,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1172937003,"CONCLURE DES ENTENTES-CADRES POUR UNE PÉRIODE DE 60 MOIS POUR L'ACHAT DE BACS ROULANTS DE 240 ET 360 LITRES VERTS POUR LA COLLECTE DES MATIÈRES RECYCLABLES POUR UNE SOMME DE 673 270,61 $, TAXES INCLUSES, ET POUR L'ACHAT DE BACS ROULANTS 660 LITRES VERTS POUR LA COLLECTE DES MATIÈRES RECYCLABLES POUR UNE SOMME DE 142 047,01 $, TAXES INCLUSES / DÉPENSE TOTALE DE 815 317,62 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 17-15249 (1 SOUMISSIONNAIRE POUR CHAQUE CONTRAT)",CM17 1377,2017-12-12,142047
HOBAS QUEBEC,"ENTENTE CADRE -
RÉPARTITION
SELON
UTILISATION",SERVICE DE L'EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1177707001,"CONCLURE AVEC HOBAS QUÉBEC INC. UNE ENTENTE-CADRE D'UNE DURÉE DE VINGT-QUATRE MOIS POUR LA FOURNITURE DE CONDUITES D’ÉGOUT DE FORME OVOÏDE EN PLASTIQUE THERMODURCISSABLE RENFORCÉ DE VERRE ET DE RÉSINE AVEC OPTION DE RENOUVELLEMENT DE DOUZE MOIS POUR UN MAXIMUM DE DEUX PROLONGATIONS - APPEL D'OFFRES PUBLIC 17-15688 (1 SOUMISSIONNAIRE) (MONTANT ESTIMÉ : 625 004,10 $, TAXES INCLUSES)",CM17 1378,2017-12-12,625004
ENTREPRISES SCHRETER INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DES TRANSACTIONS IMMOBILIÈRES ET DE LA SÉCURITÉ,1177029004,"APPROUVER LE PROJET DE BAIL PAR LEQUEL LA VILLE DE MONTRÉAL LOUE DES ENTREPRISES SCHRETER INC., POUR UNE PÉRIODE DE DEUX (2) ANS, À COMPTER DU 1ER JANVIER 2018, UN TERRAIN VACANT D'UNE SUPERFICIE DE 645 M² SITUÉ SUR UNE PARTIE DU LOT 2 161 334 DU CADASTRE DU QUÉBEC, À DES FINS D’ENTREPOSAGE DE MOBILIER URBAIN ET DE MACHINERIE DANS LE CADRE DU PROJET D’AMÉNAGEMENT DE L’ESPLANADE CLARK, POUR UN LOYER TOTAL DE 304 913,70 $, TAXES INCLUSES. (OUVRAGE 8250)",CM17 1379,2017-12-12,304914
FIDUCIE DE L'ÉGLISE UNIE ST-JAMES,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DES TRANSACTIONS IMMOBILIÈRES ET DE LA SÉCURITÉ,1177029003,"APPROUVER UN PROJET DE BAIL PAR LEQUEL LA VILLE LOUE DE THE TRUSTEES OF THE ST. JAMES UNITED CHURCH UN TERRAIN VACANT D'UNE SUPERFICIE D'ENVIRON 2100 M² SITUÉ À L'INTERSECTION DES RUES CITY COUNCILLORS ET MAYOR DANS L’ARRONDISSEMENT DE VILLE-MARIE POUR UNE PÉRIODE DE QUATRE (4) ANS, À COMPTER DU 1ER JANVIER 2018, À DES FINS D'ENTREPOSAGE DE MATÉRIAUX DE CONSTRUCTION ET DE MACHINERIE, DANS LE CADRE DE LA MISE EN VALEUR DU CHANTIER DE LA RUE SAINTE-CATHERINE OUEST, POUR UNE DÉPENSE TOTALE DE 883 008 $, INCLUANT TPS ET TVQ, LE TOUT SELON LES TERMES ET CONDITIONS DU BAIL. OUVRAGE 6550-001",CM17 1380,2017-12-12,883008
"SOCIÉTÉ POUR L'ACTION, L'ÉDUCATION ET LA SENSIBILISATION ENVIRONNEMENTALE DE MONTRÉAL (SAESEM)",100% VILLE,SERVICE DE L'ENVIRONNEMENT,DIRECTION DE LA GESTION DES MATIÈRES RÉSIDUELLES,1172621004,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 59 019 $, TAXES INCLUSES, POUR LA SENSIBILISATION PORTE-À-PORTE ET LA DISTRIBUTION DE BACS EN PÉRIODE HIVERNALE EN PLUS DE CIBLER LES IMMEUBLES DE 16 À 20 UNITÉS DANS L'ARRONDISSEMENT LE PLATEAU-MONT-ROYAL, DANS LE CADRE DU CONTRAT ACCORDÉ À L'OBNL SOCIÉTÉ POUR L'ACTION, L'ÉDUCATION ET LA SENSIBILISATION ENVIRONNEMENTALE DE MONTRÉAL (SAESEM) (CM16 1258), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 364 742 $ À 423 761 $, TAXES INCLUSES.",CM17 1382,2017-12-12,59019
COENCORP,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1176859018,"ACCORDER, CONFORMÉMENT À LA LOI, UN CONTRAT DE GRÉ À GRÉ À LA FIRME COENCORP CONSULTANT CORPORATION, FOURNISSEUR UNIQUE, POUR LE SERVICE D'ENTRETIEN DU SYSTÈME DE GESTION AUTOMATISÉ DE CARBURANT ET LE RENOUVELLEMENT DES LICENCES POUR LA PÉRIODE DU 1ER OCTOBRE 2018 AU 30 SEPTEMBRE 2021 POUR LA SOMME MAXIMALE DE 133 030,68 $ TAXES INCLUSES.",CM18 0076,2018-01-23,133031
STAGELINE SCÈNES MOBILES INC.,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1176859016,"ACCORDER UN CONTRAT À STAGELINE SCÈNES MOBILES INC., POUR LA FOURNITURE DE CINQ SCÈNES MOBILES AVEC ÉQUIPEMENTS ET ACCESSOIRES POUR UNE SOMME MAXIMALE DE 975 567,13 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 17-16163 (1 SOUM.)",CM18 0077,2018-01-23,975567
LES GLISSIÈRES DESBIENS INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231076,"ACCORDER UN CONTRAT À L'ENTREPRISE LES GLISSIÈRES DESBIENS INC., POUR LA RECONSTRUCTION DE GLISSIÈRES DE SÉCURITÉ À DIVERS ENDROITS DE LA VILLE DE MONTRÉAL. ARRONDISSEMENTS : LASALLE, RIVIÈRE-DES-PRAIRIES–POINTE-AUX-TREMBLES, SAINT-LÉONARD, VILLERAY–SAINT-MICHEL–PARC-EXTENSION, MONTRÉAL-NORD, LE SUD-OUEST, VERDUN, PLATEAU MONT-ROYAL. DÉPENSE TOTALE DE 556 024,91 $ (CONTRAT: 529 824,91 $ + INCIDENCES: 26 200 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 337404 - 4 SOUMISSIONNAIRES",CM18 0078,2018-01-23,529825
ALI EXCAVATION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231083,"ACCORDER UN CONTRAT À ALI EXCAVATION INC., POUR DES TRAVAUX DE VOIRIE DANS LES ARRONDISSEMENTS DE L’ÎLE-BIZARD–SAINTE-GENEVIÈVE ET DE PIERREFONDS-ROXBORO (PCPR 2018). DÉPENSE TOTALE DE 4 352 095,96 $ (CONTRAT: 4 110 095,96 $ + INCIDENCES: 242 000 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405512 - 7 SOUMISSIONNAIRES",CM18 0079,2018-01-23,4110096
LES PAVAGES CHENAIL INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231084,"ACCORDER UN CONTRAT À LA COMPAGNIE LES PAVAGES CHENAIL INC., POUR DES TRAVAUX DE VOIRIE DANS L’ARRONDISSEMENT D'ANJOU (PCPR 2018). DÉPENSE TOTALE DE 6 206 975,90 $ (CONTRAT: 5 919 975,90 $ + INCIDENCES: 287 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405523 - 7 SOUMISSIONNAIRES",CM18 0080,2018-01-23,5919976
"DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC.",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231088,"ACCORDER UN CONTRAT À DEMIX CONSTRUCTION, UNE DIVISION DE GROUPE CRH CANADA INC., POUR DES TRAVAUX DE VOIRIE, D'ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LE BOULEVARD LANGELIER, DE LA RUE BEAUBIEN À LA RUE BÉLANGER DANS L'ARRONDISSEMENT DE MERCIER–HOCHELAGA-MAISONNEUVE. DÉPENSE TOTALE DE 2 434 374,82 $ (CONTRAT: 2 264 374,82 $ + INCIDENCES: 170 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 309102 - 8 SOUMISSIONNAIRES.",CM18 0081,2018-01-23,2264375
CONSTRUCTION BAU-VAL INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231087,"ACCORDER UN CONTRAT À CONSTRUCTION BAU-VAL INC., POUR DES TRAVAUX D'ÉGOUT, DE CONDUITES D'EAU, DE VOIRIE, D'ÉCLAIRAGE ET DE FEUX DE CIRCULATION DANS LE BOULEVARD SAINT-MICHEL, DE LA RUE BÉLANGER AU BOULEVARD SHAUGHNESSY, DANS L'ARRONDISSEMENT DE VILLERAY–ST-MICHEL–PARC-EXTENSION. DÉPENSE TOTALE DE 9 965 895,45 $ (CONTRAT: 9 169 767,68 $ ET INCIDENCES: 963 900,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 283902 - 4 SOUMISSIONNAIRES",CM18 0082,2018-01-23,9169768
EUROVIA QUÉBEC CONSTRUCTION INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231089,"ACCORDER UN CONTRAT À EUROVIA QUÉBEC CONSTRUCTION INC., POUR DES TRAVAUX DE VOIRIE DANS L'ARRONDISSEMENT DE VILLERAY–SAINT-MICHEL–PARC-EXTENSION (PCPR 2018). DÉPENSE TOTALE DE 5 019 399,88 $ (CONTRAT: 4 747 399,88 $ + INCIDENCES: 272 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405513 - 6 SOUMISSIONNAIRES",CM18 0083,2018-01-23,4747400
COMPILATION DATA TRAFFIC INC,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1170731001,"1. OCTROYER UN CONTRAT DE SERVICES PROFESSIONNELS À LA FIRME COMPILATION DATA TRAFFIC INC. D'UNE DURÉE DE 24 MOIS, POUR EFFECTUER DES RELEVÉS DE CIRCULATION PAR TRAITEMENT DE L'IMAGE DANS LE CADRE DU PLAN ANNUEL DE COMPTAGES DE CIRCULATION POUR UNE SOMME MAXIMALE DE 647 934,71 $, TOUTES TAXES INCLUSES. APPEL D'OFFRES PUBLIC 17-16374 (3 SOUMISSIONNAIRES) 2. AUTORISER UNE APPROPRIATION DE 183 000 $ DE LA RÉSERVE DE LA VOIRIE LOCALE AFIN DE FINANCIER LE PLAN DE COLLECTE DES DONNÉES DE CIRCULATION DU SERVICE DES INFRASTRUCTURES, DE LA VOIRIE ET DES TRANSPORTS.",CM18 0084,2018-01-23,647935
SNC-LAVALIN INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1177091006,"ACCORDER DEUX (2) CONTRATS DE SERVICES PROFESSIONNELS, D'UNE DURÉE DE 24 MOIS, À SNC-LAVALIN INC. (636 458,48 $, TAXES INCLUSES) ET LES SERVICES EXP. INC. (489 649,78 $, TAXES INCLUSES) POUR LA RÉALISATION D'UNE PARTIE DES PROGRAMMES ANNUELS 2018, 2019 ET 2020 D'INSPECTION ET D'ÉVALUATION DE LA CAPACITÉ PORTANTE DES STRUCTURES ROUTIÈRES ET CONNEXES DE LA VILLE DE MONTRÉAL (CONTRAT 17-11) - APPEL D'OFFRES PUBLIC 17-16392 - 6 SOUMISSIONNAIRES CONFORMES.",CM18 0085,2018-01-23,636458
LES SERVICES EXP. INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1177091006,"ACCORDER DEUX (2) CONTRATS DE SERVICES PROFESSIONNELS, D'UNE DURÉE DE 24 MOIS, À SNC-LAVALIN INC. (636 458,48 $, TAXES INCLUSES) ET LES SERVICES EXP. INC. (489 649,78 $, TAXES INCLUSES) POUR LA RÉALISATION D'UNE PARTIE DES PROGRAMMES ANNUELS 2018, 2019 ET 2020 D'INSPECTION ET D'ÉVALUATION DE LA CAPACITÉ PORTANTE DES STRUCTURES ROUTIÈRES ET CONNEXES DE LA VILLE DE MONTRÉAL (CONTRAT 17-11) - APPEL D'OFFRES PUBLIC 17-16392 - 6 SOUMISSIONNAIRES CONFORMES.",CM18 0085,2018-01-23,489650
ÇA ALORS! PRODUCTIONS,100% VILLE,SERVICE DE L'ESPACE POUR LA VIE,JARDIN BOTANIQUE,1173815005,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À L'ENTREPRISE ÇA ALORS! PRODUCTIONS POUR LA DIRECTION ARTISTIQUE DE LA PROGRAMMATION ESTIVALE 2018 DU JARDIN BOTANIQUE INTITULÉE «LES ARTS S'INVITENT AU JARDIN» POUR UNE SOMME MAXIMALE DE 137 970 $, TAXES INCLUSES / APPROUVER UN PROJET DE CONVENTION À CET EFFET.",CM18 0086,2018-01-23,137970
CANADIAN NATIONAL,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES TRANSPORTS,1177091005,"AUTORISER UNE DÉPENSE MAXIMALE DE 106 662,31 $, TAXES INCLUSES, EN FAVEUR DU CANADIEN NATIONAL (CN) DANS LE CADRE DE LA RÉFECTION DE LA STRUCTURE CN/LACORDAIRE, POUR LA PRÉPARATION DES PLANS ET DEVIS AINSI QUE DES DOCUMENTS D'APPEL D'OFFRES",CM18 0089,2018-01-23,106662
CORE EQUIPMENT INC,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1174922021,"ACCORDER UN CONTRAT À « CORE EQUIPMENT INC », POUR L’AMÉNAGEMENT D’UN CAMION DE MARQUAGE DE SIGNALISATION POUR UNE SOMME MAXIMALE DE 1 042 639.29 $, TAXES INCLUSES – APPEL D’OFFRES PUBLIC 17-16253 (1 SOUM.).",CM18 0092,2018-01-23,1042639
"MELOCHE, DIVISION DE SINTRA",100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231082,"ACCORDER UN CONTRAT À MELOCHE, DIVISION DE SINTRA, POUR DES TRAVAUX DE VOIRIE DANS L'ARRONDISSEMENT DE LACHINE (PCPR 2018). DÉPENSE TOTALE DE 2 477 584,07 $ (CONTRAT: 2 345 584,07 $ + INCIDENCES: 132 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405517 - 10 SOUMISSIONNAIRES",CM18 0093,2018-01-23,2345584
TOURISME MONTRÉAL,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION,1174223002,"OCTROYER UN CONTRAT DE SERVICES, DE GRÉ À GRÉ, À L'OFFICE DES CONGRÈS ET DU TOURISME DU GRAND MONTRÉAL INC. (TOURISME MONTRÉAL) D'UNE VALEUR MAXIMALE DE 216 000$, POUR LA GESTION DU KIOSQUE D'INFORMATION DANS LE CADRE DU PROJET SAINTE-CATHERINE OUEST/ APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CM18 0094,2018-01-23,216000
LES PAVAGES CHENAIL INC.,100% VILLE,SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS,DIRECTION DES INFRASTRUCTURES,1177231085,"ACCORDER UN CONTRAT À LA COMPAGNIE LES PAVAGES CHENAIL INC., POUR DES TRAVAUX DE VOIRIE DANS L’ARRONDISSEMENT DU SUD-OUEST (PCPR 2018). DÉPENSE TOTALE DE 5 433 660,14 $ (CONTRAT: 5 138 660,14 $ + INCIDENCES: 295 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 405519 - 7 SOUMISSIONNAIRES",CM18 0116,2018-01-26,5138660
TOYOTA DRUMMONDVILLE,100% VILLE,SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS,DIRECTION,1174922019,"ACCORDER UN CONTRAT À « TOYOTA DRUMMONDVILLE », POUR LA FOURNITURE DE 34 VÉHICULES DE MARQUE ET MODÈLE TOYOTA YARIS POUR UNE SOMME MAXIMALE DE 709 436,85 $, TAXES INCLUSES – ARTICLE 1 DE L'APPEL D’OFFRES PUBLIC 17-16417 (3 SOUM.).",CM18 0217,2018-02-21,709437
COFORCE INC.,100% VILLE,SERVICE DE LA DIVERSITÉ SOCIALE ET DES SPORTS,DIRECTION DES SPORTS,1171543007,"ACCORDER, CONFORMÉMENT À LA LOI, UN CONTRAT DE GRÉ À GRÉ À COFORCE INC. POUR LA FOURNITURE DES SERVICES REQUIS POUR L'ENTRETIEN SANITAIRE DU STADE DE SOCCER DE MONTRÉAL, POUR LA PÉRIODE DU 1ER JANVIER AU 31 DÉCEMBRE 2018, POUR UNE SOMME MAXIMALE DE 132 386,16 $, TAXES INCLUSES, CONFORMÉMENT À SON OFFRE DE SERVICES / APPROUVER UN PROJET DE CONVENTION À CETTE FIN",CM18 0218,2018-02-21,132386
NORGÉREQ LTÉE,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1170652008,"ACCORDER UN CONTRAT À NORGÉREQ LTÉE. POUR L'EXÉCUTION DE TRAVAUX D'ACCESSIBILITÉ UNIVERSELLE AU CENTRE MASSON (0650) SITUÉ AU 2705 RUE MASSON DANS L'ARRONDISSEMENT DE ROSEMONT-LA-PETITE-PATRIE - DÉPENSE TOTALE DE 701 370,92$, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5937 (4 SOUM.)",CM18 0219,2018-02-21,701370
LES ARCHITECTES LABONTÉ MARCIL S.E.N.C. ET LES SERVICES EXP INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1177443002,"ACCORDER TROIS CONTRATS DE SERVICES PROFESSIONNELS EN ARCHITECTURE ET EN INGÉNIERIE À LES ARCHITECTES LABONTÉ MARCIL S.E.N.C. ET LES SERVICES EXP INC. (LOT 1.1) CGA ARCHITECTES INC. ET LES CONSULTANTS SM INC. (LES LOTS 1.2 ET 1.3) POUR RÉALISER LE PROGRAMME D’IMPLANTATION DU SYSTÈME DE DÉTECTION AVEC IDENTIFICATION PAR RADIOFRÉQUENCE (RFID) ET LIBRE-SERVICE – PHASE 3, POUR DES DÉPENSES TOTALES DE 287 968,67 $, 238 253,66 $ ET DE 241 974,63 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 17-16324 - (3 SOUMISSIONNAIRES) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CM18 0220,2018-02-21,287969
CGA ARCHITECTES INC. ET LES CONSULTANTS SM INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1177443002,"ACCORDER TROIS CONTRATS DE SERVICES PROFESSIONNELS EN ARCHITECTURE ET EN INGÉNIERIE À LES ARCHITECTES LABONTÉ MARCIL S.E.N.C. ET LES SERVICES EXP INC. (LOT 1.1) CGA ARCHITECTES INC. ET LES CONSULTANTS SM INC. (LES LOTS 1.2 ET 1.3) POUR RÉALISER LE PROGRAMME D’IMPLANTATION DU SYSTÈME DE DÉTECTION AVEC IDENTIFICATION PAR RADIOFRÉQUENCE (RFID) ET LIBRE-SERVICE – PHASE 3, POUR DES DÉPENSES TOTALES DE 287 968,67 $, 238 253,66 $ ET DE 241 974,63 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 17-16324 - (3 SOUMISSIONNAIRES) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CM18 0220,2018-02-21,238254
CGA ARCHITECTES INC. ET LES CONSULTANTS SM INC.,100% VILLE,SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE,DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS,1177443002,"ACCORDER TROIS CONTRATS DE SERVICES PROFESSIONNELS EN ARCHITECTURE ET EN INGÉNIERIE À LES ARCHITECTES LABONTÉ MARCIL S.E.N.C. ET LES SERVICES EXP INC. (LOT 1.1) CGA ARCHITECTES INC. ET LES CONSULTANTS SM INC. (LES LOTS 1.2 ET 1.3) POUR RÉALISER LE PROGRAMME D’IMPLANTATION DU SYSTÈME DE DÉTECTION AVEC IDENTIFICATION PAR RADIOFRÉQUENCE (RFID) ET LIBRE-SERVICE – PHASE 3, POUR DES DÉPENSES TOTALES DE 287 968,67 $, 238 253,66 $ ET DE 241 974,63 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 17-16324 - (3 SOUMISSIONNAIRES) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CM18 0220,2018-02-21,241975
