FOURNISSEUR,RÉPARTITION,SERVICE,DIRECTION,NO DE DOSSIER,OBJET,NO DÉCISION,DATE SIGNATURE,MONTANT 
UNIFIRST CANADA LTÉE,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1136135005,"AUTORISER LA DEUXIÈME PROLONGATION DE L'ENTENTE-CADRE COLLECTIVE AVEC UNIFIRST CANADA LTÉE (CG09 0154), POUR UNE PÉRIODE ADDITIONNELLE DE 12 MOIS, POUR LA LOCATION ET L'ENTRETIEN D'ÉQUIPEMENT DE PROTECTION INDIVIDUELLE (ÉPI) DE NIVEAU 2 CONTRE LES ARCS ÉLECTRIQUES. (MONTANT ESTIMÉ DE LA PROLONGATION 242 017.78$)",CG13 0229,2013-06-20,712792
CHAREX INC.,12% AGGLO / 88% VILLE,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1135884001,"ACCORDER UN CONTRAT À CHAREX INC., POUR LE RÉAMÉNAGEMENT TEMPORAIRE DE LA COUR DE VOIRIE DE LA COMMUNE DANS L'ARRONDISSEMENT DE VILLE-MARIE. DÉPENSE TOTALE DE 1 185 139,26 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5609 (6 SOUM.).",CG13 0230,2013-07-04,1128704
LUQS INC.,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1131237001,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LA FIRME MACOGEP, ÉCONOMISTES DE LA CONSTRUCTION, POUR DES SERVICES PROFESSIONNELS D'ESTIMATEURS EN CONSTRUCTION AFIN DE SOUMETTRE LES PROJETS DE CONSTRUCTIONS (INFRASTRUCTURES URBAINES) À UNE VALIDATION DES COÛTS, POUR UNE SOMME MAXIMALE DE 133 210.03$, APPEL D'OFFRES PUBLIC 12-12571 (1 SOUMISSIONNAIRE CONFORME). APPROUVER LE PROJET DE CONVENTION À CETTE FIN.",CG13 0231,2013-07-03,128600
MACOGEP,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1131237001,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LA FIRME MACOGEP, ÉCONOMISTES DE LA CONSTRUCTION, POUR DES SERVICES PROFESSIONNELS D'ESTIMATEURS EN CONSTRUCTION AFIN DE SOUMETTRE LES PROJETS DE CONSTRUCTIONS (INFRASTRUCTURES URBAINES) À UNE VALIDATION DES COÛTS, POUR UNE SOMME MAXIMALE DE 133 210.03$, APPEL D'OFFRES PUBLIC 12-12571 (1 SOUMISSIONNAIRE CONFORME). APPROUVER LE PROJET DE CONVENTION À CETTE FIN.",CG13 0231,2013-07-03,106858
MACOGEP,ENTENTE CADRE. RÉPARTITION SELON UTILISATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1131237001,"CONCLURE UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS AVEC LA FIRME MACOGEP, ÉCONOMISTES DE LA CONSTRUCTION, POUR DES SERVICES PROFESSIONNELS D'ESTIMATEURS EN CONSTRUCTION AFIN DE SOUMETTRE LES PROJETS DE CONSTRUCTIONS (INFRASTRUCTURES URBAINES) À UNE VALIDATION DES COÛTS, POUR UNE SOMME MAXIMALE DE 133 210.03$, APPEL D'OFFRES PUBLIC 12-12571 (1 SOUMISSIONNAIRE CONFORME). APPROUVER LE PROJET DE CONVENTION À CETTE FIN.",CG13 0231,2013-04-30,106858
UNIVERSITÉ DE SHERBROOKE,100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION PRINCIPALE,1122402001,"APPROUVER UNE ENTENTE DE PARTENARIAT, D'UNE DURÉE DE TROIS ANS, D'UNE VALEUR ESTIMÉE À 379 446 $, À COMPTER DU 1ER JUIN 2013 JUSQU'AU 30 MAI 2016 ENTRE LA VILLE DE MONTRÉAL ET L'UNIVERSITÉ DE SHERBROOKE POUR SA CHAIRE DE RECHERCHE SUR LA MALTRAITANCE ENVERS LES AÎNÉS",CG13 0232,2013-07-03,367502
ETHNOSCOP INC.,100% AGGLO,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES TRANSPORTS,1134002002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À ETHNOSCOP INC. POUR LA RÉALISATION D'INTERVENTIONS ARCHÉOLOGIQUES DANS LE CADRE DES TRAVAUX VISANT LA CONSTRUCTION ET LA RECONSTRUCTION DE CONDUITES D'ÉGOUT ET D'AQUEDUC, LA RECONSTRUCTION DE TROTTOIRS, LA FOURNITURE ET LA POSE DE BORDURES ET DE PAVÉS DIVERS DE MÊME QUE L’INSTALLATION D’ÉQUIPEMENTS D’ÉCLAIRAGE LÀ OÙ REQUIS, DANS LES RUES DUKE, DE NAZARETH ET WELLINGTON - LOTS 5D,15,19 ET 21 - PROJET BONAVENTURE - ARRONDISSEMENTS DE VILLE-MARIE ET DU SUD-OUEST POUR UNE SOMME MAXIMALE DE 110 425,95 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-12770 SEUL SOUMISSIONNAIRE CONFORME /APPROUVER UN PROJET DE CONVENTION À CETTE FIN",CG13 0238,2013-06-20,110426
MOTOROLA SOLUTIONS CANADA INC.,100% AGGLO,SERVICE DES TECHNOLOGIES DE L’INFORMATION,DIRECTION,1135035002,"ACCORDER À MOTOROLA SOLUTIONS CANADA INC., LE CONTRAT POUR LA FOURNITURE ET L'INSTALLATION DE TERMINAUX D'UTILISATEUR (TDU) ET ACCESSOIRES, DE SERVICES DE SUPPORT 1ER NIVEAU ET DE MAINTENANCE 2E NIVEAU (POUR UNE PÉRIODE DE 10 ANS DÉBUTANT AU MOMENT DE L'ACQUISITION DESDITS ÉQUIPEMENTS), DE LOCATION DE TDU ET D'ACQUISITION SUR LE CATALOGUE D'ACCESSOIRES, POUR LES LOTS 1 À 8, POUR UNE SOMME MAXIMALE DE 31 459 067 $, TAXES INCLUSES (APPEL D’OFFRES PUBLIC 12-12217 – 1 SOUM.)",CG13 0239,2013-08-16,31459067
PAYSAGISTE S. FORGET INC.,100% AGGLO,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1134822021,"ACCORDER UN CONTRAT À PAYSAGISTE S. FORGET INC., POUR LA RECONSTRUCTION ET RÉHABILITATION PAR CHEMISAGE DES CONDUITES D’ÉGOUT ET D’EAU SECONDAIRE/ PRINCIPALE, D’UNE CHAUSSÉE MIXTE EN CHAUSSÉE FLEXIBLE, DES TROTTOIRS, INCLUANT UN RÉAMÉNAGEMENT GÉOMÉTRIQUE, DES TRAVAUX D’ÉCLAIRAGES ET DE FEUX DE CIRCULATION DANS LES RUES DE LA CATHÉDRALE ET METCALFE. (P.R.R. 2013 – CENTRE-VILLE). ARRONDISSEMENT: VILLE-MARIE. DÉPENSE TOTALE DE 8 444 927,98 $ (CONTRAT: 6 959 920,98 $ + INCIDENCES: 1 485 007 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 103801 - 1 SOUMISSIONNAIRE",CG13 0240,2013-07-05,6959920
PAYSAGISTE S. FORGET INC.,100% AGGLO,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1134822021,"ACCORDER UN CONTRAT À PAYSAGISTE S. FORGET INC., POUR LA RECONSTRUCTION ET RÉHABILITATION PAR CHEMISAGE DES CONDUITES D’ÉGOUT ET D’EAU SECONDAIRE/ PRINCIPALE, D’UNE CHAUSSÉE MIXTE EN CHAUSSÉE FLEXIBLE, DES TROTTOIRS, INCLUANT UN RÉAMÉNAGEMENT GÉOMÉTRIQUE, DES TRAVAUX D’ÉCLAIRAGES ET DE FEUX DE CIRCULATION DANS LES RUES DE LA CATHÉDRALE ET METCALFE. (P.R.R. 2013 – CENTRE-VILLE). ARRONDISSEMENT: VILLE-MARIE. DÉPENSE TOTALE DE 8 444 927,98 $ (CONTRAT: 6 959 920,98 $ + INCIDENCES: 1 485 007 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 103801 - 1 SOUMISSIONNAIRE",CG13 0240,2013-06-03,6959921
LES EXCAVATIONS GILBERT THÉORÊT INC.,"20,38% AGGLO / 79,62% VILLE","SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DES INFRASTRUCTURES,1134822022,"ACCORDER UN CONTRAT À LES EXCAVATIONS GILBERT THÉORÊT INC., POUR LA RECONSTRUCTION D’ÉGOUT UNITAIRE (COMBINÉ), DE CONDUITES D’EAU SECONDAIRE ET PRINCIPALE, DE CHAUSSÉE, DE TROTTOIRS, DE BORDURES, ET TRAVAUX D’ÉCLAIRAGE ET DE SIGNALISATION LUMINEUSE DANS LA RUE SHERBROOKE, DE LA RUE SAINT-GERMAIN À L’AVENUE CHARLEMAGNE. ARRONDISSEMENTS: MERCIER–HOCHELAGA-MAISONNEUVE ET ROSEMONT–LA PETITE-PATRIE. DÉPENSE TOTALE DE 19 750 155,60 $ (CONTRAT: 17 478 483,60 $ + INCIDENCES: 2 271 672,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 215202 - 4 SOUMISSIONNAIRES",CG13 0241,2013-07-05,17478484
INSITUFORME TECHNOLOGIES INC,"12,11 AGGLO / 87,89% VILLE",SERVICE DE L’EAU,DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU,1134551005,"ACCORDER UN CONTRAT À LA FIRME INSITUFORM TECHNOLOGIES LIMITED POUR LA RÉALISATION DE TRAVAUX DE RÉHABILITATION DE CONDUITES D'ÉGOUT PAR CHEMISAGE POUR LE SECTEUR OUEST (UX-13-002) D'UNE DÉPENSE TOTALE DE 12 974 384,04 $ TAXES INCLUSES (CONTRAT 12 824 384,04 $ + INCIDENCES 150 000 $) - APPEL D'OFFRES PUBLIC #10066 - 3 SOUMISSIONNAIRES.",CG13 0242,2013-07-03,12824384
CDÉC CENTRE-NORD,100% AGGLO,ARRONDISSEMENT DE VILLERAY-SAINT-MICHEL-PARC-EXTENSION,DIRECTION DE L'AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,1131176001,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LA CDÉC CENTRE-NORD, POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L’ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT",CG13 0243,2013-07-04,3611077
GROUPE CAMBLI INC.,100% AGGLO,SERVICE DE POLICE DE MONTRÉAL,DIRECTION DES OPÉRATIONS - ACTIVITÉS DE SOUTIEN,1134472003,"ACCORDER, CONFORMÉMENT À LA LOI, UN CONTRAT DE GRÉ À GRÉ, À ""GROUPE CAMBLI INC."", FOURNISSEUR UNIQUE, POUR LA FOURNITURE D'UN CAMION DE PROTECTION BLINDÉ TACTIQUE POUR LES BESOINS DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL - AUTORISER UNE DÉPENSE DE 364 606,42 $",CG13 0260,2013-07-04,364606
LE GROUPE LEFEBVRE M.R.P.,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1133334011,"ACCORDER UN CONTRAT À LE GROUPE LEFEBVRE M.R.P. INC. POUR LES TRAVAUX DE RÉFECTION DE LA STRUCTURE DE CHUTE DE LA 6E AVENUE DANS LE PARC DES RAPIDES POUR UNE SOMME MAXIMALE DE 1 315 601,44 $ , TAXES INCLUSES – DÉPENSE TOTALE DE 1 401 832,69 $ - APPEL D'OFFRES PUBLIC 5038-EC-4430 – 4 SOUMISSIONNAIRES.",CG13 0261,2013-07-10,1315604
SOCOMEC INDUSTRIEL,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1133334008,"ACCORDER UN CONTRAT À SOCOMEC INDUSTRIEL INC. POUR LES TRAVAUX DE MISE À NIVEAU DES ÉCRANS PERFORÉS EN ALUMINIUM DES DÉCANTEURS 22 À 28 À LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE POUR UNE SOMME MAXIMALE DE 1 492 123,82 $, TAXES INCLUSES - APPEL D'OFFRES 1535-AE - 2 SOUMISSIONNAIRES.",CG13 0262,2013-07-10,1492123
3179362 CANADA INC.,DÉPENSES MIXTE D'ADMINISTRATION GÉNÉRALE. 51.9% AGGLO POUR 2013,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DES STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES,1130785002,"APPROUVER LE BAIL PAR LEQUEL LA VILLE DE MONTRÉAL LOUE DE 3179362 CANADA INC. DES ESPACES AU SOL ET SUR UNE PARTIE DU TOIT D'UN IMMEUBLE SITUÉ AU 6600 TRANSCANADIENNE À MONTRÉAL, QC, POUR UNE PÉRIODE DE CINQ ANS, À COMPTER DU 1ER JUILLET 2013 POUR L'INSTALLATION D'ÉQUIPEMENTS DE TÉLÉCOMMUNICATION POUR LES BESOINS CORPORATIFS DE RADIOCOMMUNICATION DE LA VILLE, MOYENNANT UN LOYER TOTAL DE 104 052,40 $, TAXES INCLUSES.",CG13 0264,2013-07-10,104052
DOCU-DÉPÔT INC.,DÉPENSES MIXTE D'ADMINISTRATION GÉNÉRALE. 51.9% AGGLO POUR 2013,DIRECTION GÉNÉRALE,DIRECTION DU GREFFE,1134145001,"ACCORDER UN CONTRAT À DOCU-DÉPÔT INC. POUR LE SERVICE D'ENTREPOSAGE DE DOCUMENTS SEMI-ACTIFS, POUR UNE PÉRIODE DE 60 MOIS, POUR UNE SOMME MAXIMALE DE 714 777.54$ - APPEL D'OFFRES PUBLIC 13-12881 - (2 SOUMISSIONNAIRES)",CG13 0265,2013-07-10,714778
SOCOMEC INDUSTRIEL INC.,100% AGGLO,SERVICE DE L’EAU,DIRECTION DE L'EAU POTABLE,1136281001,"ACCORDER UN CONTRAT À SOCOMEC INDUSTRIEL INC. POUR L'INSTALLATION D'UN GROUPE MOTOPOMPE D'UNE CAPACITÉ DE 80 MGI/JOUR POUR L'USINE DE PRODUCTION D'EAU POTABLE CHARLES-J.-DES BAILLETS - DÉPENSE TOTALE DE 950 192,99 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC Nº 10083 - 2 SOUMISSIONNAIRES.",CG13 0266,2013-07-10,921649
SOCIÉTÉ DE DÉVELOPPEMENT ÉCONOMIQUE VILLE-MARIE,100% AGGLO,ARRONDISSEMENT DE VILLE-MARIE,DIRECTION DE L'AMÉNAGEMENT URBAIN ET DES SERVICES AUX ENTREPRISES,1130154002,"APPROUVER LE NOUVEAU PROTOCOLE D'ENTENTE ENTRE LA VILLE DE MONTRÉAL ET LA SOCIÉTÉ DE DÉVELOPPEMENT ÉCONOMIQUE VILLE-MARIE, POUR LES ANNÉES 2012-2013 À 2014-2015, DÉFINISSANT LES RÔLES ET LES RESPONSABILITÉS DE LA VILLE ET DE L’ORGANISME CLD EN MATIÈRE DE DÉVELOPPEMENT ÉCONOMIQUE LOCAL ET DE SOUTIEN À L'ENTREPRENEURIAT",CG13 0267,2013-07-10,3317613
WAJAX COMPOSANTS INDUSTRIELS,100 % AGGLOMÉRATION,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1133438004,"ACCORDER UN CONTRAT À LA COMPAGNIE WAJAX COMPOSANTS INDUSTRIELS POUR L'ACHAT DE DEUX POMPES À CAVITÉ PROGRESSIVE DE MARQUE MOYNO, POUR UNE SOMME MAXIMALE DE 115 561,37$, TAXES INCLUSES - CONTRAT DE GRÉ À GRÉ - FOURNISSEUR EXCLUSIF",CG13 0286,2013-09-04,115561
MOTOROLA SOLUTIONS CANADA INC.,100 % AGGLOMÉRATION,SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION,1133490002,"ACCORDER UN CONTRAT DE GRÉ À GRÉ À MOTOROLA SOLUTIONS CANADA INC., POUR LA FOURNITURE DES SERVICES DE SOUTIEN ET D'ENTRETIEN DU RÉSEAU DE RADIOCOMMUNICATIONS DU SERVICE DES INCENDIES DE LA VILLE (SIM), POUR UNE PÉRIODE DE 12 MOIS, À COMPTER DU 1ER JANVIER 2014, POUR UNE SOMME MAXIMALE DE 581 069,85 $, TAXES INCLUSES - / APPROUVER UN PROJET DE CONVENTION À CETTE FIN",CG13 0287,2013-09-04,581070
SERVICE D'ENTRETIEN VIMONT INC.,100 % AGGLOMÉRATION,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1133438007,ACCORDER UN CONTRAT À SERVICE D'ENTRETIEN MÉNAGER VIMONT INC. POUR DES SERVICES D'ENTRETIEN ET DE CONCIERGERIE D'UNE DURÉE DE 36 MOIS À LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE POUR UNE SOMME MAXIMALE DE 549 370.33$ TAXES INCLUSES. - APPEL D'OFFRES PUBLIC 040-27-AE - 6 SOUMISSIONNAIRES,CG13 0288,2013-09-04,549370
AVENSYS INC.,100 % AGGLOMÉRATION,SERVICE DE L'EAU,DIRECTION DE L'ÉPURATION DES EAUX USÉES,1133438005,"ACCORDER UN CONTRAT À LA COMPAGNIE AVENSYS INC. POUR L'ACHAT DE DÉBITMÈTRES POUR DES CONDUITES DE PETITS, MOYENS ET GRANDS DIAMÈTRES, POUR UNE SOMME MAXIMALE DE 124 563,92$, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 1836-1-AE - 1 SEUL SOUMISSIONNAIRE",CG13 0289,2013-09-04,124564
SAPHRAN MORPHO INC,100 % AGGLOMÉRATION,SERVICE DE POLICE DE LA VILLE DE MONTRÉAL,DIRECTION DES OPÉRATIONS - ACTIVITÉS DE SOUTIEN,1130206003,"ACCORDER, CONFORMÉMENT À LA LOI, UN CONTRAT DE GRÉ À GRÉ, À MORPHO CANADA INC. POUR LE RENOUVELLEMENT DU SUPPORT, DE L'ENTRETIEN ET DE LA MISE À NIVEAU DU SYSTÈME AUTOMATISÉ DE RENSEIGNEMENTS CRIMINELS (SARC) UTILISÉ PAR LE SERVICE DE POLICE DE LA VILLE DE MONTRÉAL (SPVM), POUR LA PÉRIODE DU 1ER JANVIER 2014 AU 31 DÉCEMBRE 2018, POUR UNE SOMME MAXIMALE DE 318 295,64 $, TAXES INCLUSES (FOURNISSEUR UNIQUE) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CG13 0290,2013-09-04,318296
FILTRUM INC.,100 % AGGLOMÉRATION,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1134087001,"ACCORDER UN CONTRAT À FILTRUM INC. POUR LES TRAVAUX DE MISE À NIVEAU DES ÉQUIPEMENTS MÉCANIQUES, ÉLECTRIQUES ET D'AUTOMATION DE LA STATION DE SURPRESSION MARCEL-LAURIN. DÉPENSE TOTALE DE 670 545,70 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO.10082 (5 SOUMISSIONNAIRES)",CG13 0291,2013-09-04,614782
CA CANADA COMPANY,"DÉPENSES MIXTES D'ADMINISTRATION GÉNÉRALE. 51,9 % AGGLOMÉRATION. 48.1% VILLE",SERVICE DES TECHNOLOGIES DE L'INFORMATION,DIRECTION,1126075004,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À CA CANADA COMPANY POUR LE PARAMÉTRAGE DE L'OUTIL CA SERVICE DESK MANAGER, POUR UNE SOMME MAXIMALE DE 115 549,88 $, TAXES INCLUSES, DANS LE CADRE DE LA RÉALISATION DU PROJET GESTION DES SERVICES TI - APPEL D'OFFRES PUBLIC 13-12574 (UN SOUMISSIONNAIRE) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN",CG13 0292,2013-09-04,115150
BAUVAL CMM,100 % AGGLOMÉRATION,"SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT",DIRECTION DE L'ENVIRONNEMENT,1132621003,"ACCORDER UN CONTRAT À BAUVAL CMM POUR LE TRAITEMENT DU ROC, BÉTON ET ASPHALTE EN PROVENANCE DES ÉCOCENTRES, POUR UNE PÉRIODE DE 36 MOIS, AVEC DEUX OPTIONS DE PROLONGATION DE 12 MOIS. DÉPENSES TOTALES POUR 36 MOIS DE 512 335,05 $ TAXES INCLUSES. - APPEL D'OFFRES PUBLIC 13-12745 - TROIS SOUMISSIONNAIRES, DEUX CONFORMES",CG13 0300,2013-09-04,512335
D.M. VALVE ET CONTRÔLES INC.,100 % AGGLOMÉRATION,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1136281002,"ACCORDER UN CONTRAT À D.M. VALVE ET CONTRÔLES INC., POUR LA FOURNITURE D'UNE VANNE ANNULAIRE POUR LE GROUPE MOTOPOMPE Nº 70500 DE L'USINE DE PRODUCTION D'EAU POTABLE CHARLES-J.-DES BAILLETS - DÉPENSE TOTALE DE 545 131,44 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC Nº 13-12785 - 2 SOUMISSIONNAIRES.",CG13 0301,2013-09-04,539807
RECYCLAGE NOTRE-DAME INC.,ENTENTE CADRE. RÉPARTITION EN FONCTION DE L'UTILISATION,SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES,DIRECTION DE L'APPROVISIONNEMENT,1134119005,"CONCLURE AVEC LES FIRMES RECYCLAGE NOTRE-DAME INC. (523 237,43 $ EXCLUANT LA LIVRAISON) ET SOLUTION EAU, AIR, SOL, UNE DIVISION D'ENGLOBE CORP. (74 578,53 $ EXCLUANT LA LIVRAISON) DES ENTENTES-CADRES COLLECTIVES D'UNE DURÉE DE 36 MOIS, POUR LA FOURNITURE DE SERVICES DE SITES POUR LA VALORISATION, LE TRAITEMENT ET L'ÉLIMINATION DE SOLS CONTAMINÉS PROVENANT DES ARRONDISSEMENTS SUITE À L'APPEL D’OFFRES PUBLIC 13-12772 (3 SOUM.) - (MONTANT TOTAL ESTIMÉ : 596 436,26 $ EXCLUANT LA LIVRAISON).",CG13 0302,2013-09-04,523237
SOCIÉTÉ RECHERCHES AMÉRINDIENNES AU QUÉBEC,100 % AGGLOMÉRATION,SERVICE DE LA QUALITÉ DE VIE,DIRECTION DE LA CULTURE ET DU PATRIMOINE,1133501002,"MODIFIER LA CONVENTION INITIALE INTERVENUE AVEC LA SOCIÉTÉ RECHERCHES AMÉRINDIENNES AU QUÉBEC (OBNL) (RÉSOLUTION: CE09 1771) ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 65 000,00$ À LA SOCIÉTÉ POUR LA PUBLICATION D'UN OUVRAGE INTITULÉ ""LUMIÈRE SOUS LA VILLE. QUAND L'ARCHÉOLOGIE RACONTE MONTRÉAL"" PORTANT SUR LE PATRIMOINE ARCHÉOLOGIQUE MONTRÉALAIS, MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 71 500,00$ À 136 500,00$. DANS LE CADRE DE L'ENTENTE SUR LE DÉVELOPPEMENT CULTUREL DE MONTRÉAL 2012-2015.",CG13 0303,2013-09-04,65000
SPORTS MONETTE INC.,100 % AGGLOMÉRATION,SERVICE DE POLICE DE LA VILLE DE MONTRÉAL,DIRECTION DES OPÉRATIONS - ACTIVITÉS DE SOUTIEN,1134472010,"ACCORDER AU SEUL SOUMISSIONNAIRE, ""SPORTS MONETTE INC."", CE DERNIER AYANT PRÉSENTÉ UNE SOUMISSION CONFORME, LE CONTRAT POUR LA FOURNITURE DE CINQ MOTOCYCLETTES BMW 2013, POUR LES BESOINS DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL, POUR UNE SOMME MAXIMALE DE 148 898,37 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-12997 - ACHAT DE VÉHICULES IDENTIFIÉS",CG13 0304,2013-09-04,148898.37
BPR-INFRASTRUCTURES,100 % AGGLOMÉRATION,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1133775001,"ACCORDER UN CONTRAT DE SERVICE PROFESSIONNELS, POUR LA CONCEPTION, LES PLANS ET DEVIS, AINSI QUE LES SERVICES BUREAU PENDANT LA CONSTRUCTION DE CHAMBRES DE RÉGULATION DE LA PRESSION ET DE MESURE DU DÉBIT, À SNC-LAVALIN INC. POUR LA SOMME MAXIMALE DE 845 848,08 $, TAXES INCLUSES ET À BPR-INFRASTRUCTURES INC. POUR LA SOMME MAXIMALE DE 564 389,28 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC # 12-12579 - 4 SOUMISSIONNAIRES POUR LES DEUX CONTRATS / APPROUVER LES DEUX PROJETS DE CONVENTIONS À CETTE FIN.",CG13 0305,2013-09-05,564389
SNC-LAVALIN,100 % AGGLOMÉRATION,SERVICE DE L'EAU,DIRECTION DE L'EAU POTABLE,1133775001,"ACCORDER UN CONTRAT DE SERVICE PROFESSIONNELS, POUR LA CONCEPTION, LES PLANS ET DEVIS, AINSI QUE LES SERVICES BUREAU PENDANT LA CONSTRUCTION DE CHAMBRES DE RÉGULATION DE LA PRESSION ET DE MESURE DU DÉBIT, À SNC-LAVALIN INC. POUR LA SOMME MAXIMALE DE 845 848,08 $, TAXES INCLUSES ET À BPR-INFRASTRUCTURES INC. POUR LA SOMME MAXIMALE DE 564 389,28 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC # 12-12579 - 4 SOUMISSIONNAIRES POUR LES DEUX CONTRATS / APPROUVER LES DEUX PROJETS DE CONVENTIONS À CETTE FIN.",CG13 0305,2013-09-05,845848
SERVICES DE SANTÉ MÉDISYS S.E.C.,"DÉPENSES MIXTES D'ADMINISTRATION GÉNÉRALE. 51,9 % AGGLOMÉRATION. 48,1 % VILLE",SERVICE DU CAPITAL HUMAIN ET DES COMMUNICATIONS,SANTÉ_MIEUX-ÊTRE ET ADMINISTRATION,1130889002,"CONCLURE AVEC MÉDISYS S.E.C., UNE ENTENTE-CADRE DE SERVICES PROFESSIONNELS POUR LA RÉALISATION D'EXAMENS MÉDICAUX DE PRÉEMPLOI, POUR LA PÉRIODE DU 1ER JANVIER 2014 AU 31 DÉCEMBRE 2016 - APPEL D'OFFRES PUBLIC 13-12895 (5 SOUMISSIONNAIRES) - (MONTANT ESTIMÉ : 682 951,50 $) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.",CG13 0306,2013-09-05,682951.5
