id,Nom,Description Long Français,* Arrondissement ou pôle,* Gratuit / Payant,* Intérêts / Type d'événement,* Intérieur / Extérieur,Dates de présentation de l'événement/activité,Lieux
200,Les Fenêtres qui parlent à Rosemont - La Petite-Patrie,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Rosemont–La Petite-Patrie,Gratuit,Arts visuels,Extérieur,10 au 14 mai 2017,Rue William-Tremblay entre André Laurendeau et du Midway
205,Les Fenêtres qui parlent à Saint-Laurent,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Saint-Laurent,Gratuit,Arts visuels,Extérieur,14 au 18 juin 2017,Rue du Collège et Gohier et Décarie
216,Les Fenêtres qui parlent à Saint-Léonard,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Saint-Léonard,Gratuit,Arts visuels,Extérieur,30 août au 3 septembre 2017,Rue des Artisans et de la Croix
206,Les Fenêtres qui parlent à Verdun,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Verdun,Gratuit,Arts visuels,Extérieur,21 au 25 juin 2017,Rue Beurling et Beatty et Moffat
218,Les Fenêtres qui parlent à Ville-Marie,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Ville-Marie,Gratuit,Arts visuels,Extérieur,13 au 17 septembre 2017,Rue Ontario et Cartier et Dorion
215,Les Fenêtres qui parlent à Villeray - Saint-Michel - Parc-Extension,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Villeray–Saint-Michel–Parc-Extension,Gratuit,Arts visuels,Extérieur,23 au 27 août 2017,Rue Faillon et Casgrain
217,Les Fenêtres qui parlent au Plateau-Mont-Royal,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d?exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Le Plateau-Mont-Royal,Gratuit,Arts visuels,Extérieur,6 au 10 septembre 2017,Rue Marquette entre Marie-Anne et Bureau
213,Les Fenêtres qui parlent dans le Sud-Ouest,"Des résidents de l’arrondissement offrent à des artistes leurs fenêtres, galeries ou escaliers comme lieux d’exposition. Photographies, bandes dessinées, installations, peintures, textes…  s’accrochent littéralement aux fenêtres, sur le thème de la rencontre. Vous êtes invités à vous arrêter, regarder, vous approcher des fenêtres ou des balcons et à commenter ce que vous voyez. La rue redeviendra alors un lieu vivant stimulant les rencontres et les échanges entre visiteurs, artistes et résidents. À l’occasion de cette promenade urbaine intrigante, vous découvrirez une forme originale et insolite d’exposition.« Les fenêtres qui parlent » sont nées dans le nord de la France il y a une quinzaine d’années et font de plus en plus d’adeptes, jusqu’à la rue Marquette à Montréal, depuis 2007 et même au Brésil et en Turquie, qui seront aussi représentés lors de cette édition. La Grande Tournée du 375e favorisera donc l’expression artistique de 19 nouveaux lieux, qui feront à leur tour parler leurs fenêtres pour célébrer Montréal.",Le Sud-Ouest,Gratuit,Arts visuels,Extérieur,9 au 13 août 2017,Rue Notre-Dame O. et Square Sir-Georges-Étienne-Cartier
513,Les Feux de Loto-Québec,,Parc Jean-Drapeau,Gratuit,Musique/Histoire et patrimoine/Science et technologie,Extérieur,5 août,La Ronde
47,Les Géants - La grande invitation,"Les Géants répondent à la grande invitation du 375e de Montréal en semant l'émerveillement sur leur passage.DÉCOUVREZ LEUR PARCOURS!Un pont entre le petit et l'immensément grand, entre la terre d'hier et la ville d'aujourd'hui, entre l'Amérique et l'Europe. Parmi la ville, le fleuve, et les passants, vivront les Géants. Leur pas lourd marquera l'imaginaire collectif d'une empreinte que même le temps ne saurait effacer. C'est le regard levé au ciel, que les Montréalais vivront ce que personne n'a vécu en terre montréalaise: la douce et grandiose exploration des Géants de Royal de Luxe.À leur réveil, les Montréalais seront témoins non seulement de leur découverte de Montréal, mais aussi des retrouvailles de ces êtres exceptionnels, beaux et grandioses que sont les Géants. Cette rencontre improbable entre les Montréalais et ces Géants, qui s'échelonnera sur plusieurs jours, nous permettra de voir notre ville devenir le théâtre de cette grande rencontre.Après la France, le Chili, l'Islande, l'Angleterre, l'Australie et l'Allemagne pour ne nommer que ceux-là, les Géants de la compagnie Royal de Luxe débarquent à Montréal avec une création spécialement conçue pour le 375e anniversaire de notre ville.Il est donc naturel que cette capitale de la création qu'est Montréal ouvre toutes grandes ses portes afin que ces géants nantais viennent couvrir notre ville de leur poésie monumentale et touchante.",Centre-ville/Vieux-Montréal,Gratuit,Théâtre et variété,Extérieur,Du 19 au 21 mai 2017,Centre-Ville et Vieux-Montréal - téléchargez les parcours dans les liens utiles
